"","Cancer","Stroma","Ductal"
"3x29",0.445488762040829,0.424762809649223,0.129748428309948
"3x30",0.33602159337442,0.553036937117126,0.110941469508455
"3x31",0.361424968452888,0.528548461387193,0.110026570159919
"3x32",0.587583282891637,0.310782564917477,0.101634152190886
"3x33",0.334533953206855,0.573717219127745,0.0917488276654001
"3x34",0.138642160846305,0.713169247579206,0.148188591574489
"3x35",0.134160782064286,0.633203182294481,0.232636035641233
"3x36",0.421059580624731,0.370451165814664,0.208489253560605
"3x37",0.286335195422791,0.514021127594543,0.199643676982666
"3x38",0.337849415189657,0.459356760872158,0.202793823938185
"3x39",0.256282365231971,0.631308845360474,0.112408789407555
"3x40",0.151852101592529,0.668006508390987,0.180141390016484
"3x41",0.259804077175843,0.534544928063951,0.205650994760206
"3x42",0.260078339878592,0.584084353099966,0.155837307021441
"3x43",0.29461169906193,0.542725113574301,0.162663187363769
"3x44",0.361228719203126,0.338568156416243,0.30020312438063
"3x45",0.355404792002701,0.358834723183003,0.285760484814296
"3x46",0.383859967696812,0.451352393974668,0.16478763832852
"3x47",0.347062017992382,0.341428780573878,0.31150920143374
"3x48",0.577779009218597,0.278683677781541,0.143537312999862
"3x49",0.224223314810833,0.520473015158144,0.255303670031023
"4x0",0.784994917373178,0.0245111004133906,0.190493982213431
"4x1",0.733021408845217,0.198840820233704,0.0681377709210788
"4x2",0.595823952038082,0.136997947437657,0.267178100524261
"4x3",0.826475243008132,0.0675444991084193,0.105980257883449
"4x4",0.96295825126148,0,0.03704174873852
"4x5",0.935863113766739,0.00409374348471937,0.0600431427485412
"4x6",0.987009110020261,0.00171755936678806,0.0112733306129508
"4x7",0.913014433737415,0.00493212305440267,0.0820534432081826
"4x8",0.984862410994023,0,0.0151375890059773
"4x9",0.937694551090321,0,0.0623054489096786
"4x10",0.974014014561501,0.0183542573456949,0.00763172809280417
"4x11",0.948333846512662,0.00268668363786591,0.048979469849472
"4x12",0.943375126952223,0.00311598078101942,0.0535088922667576
"4x13",0.959488589402198,0.00372501927546591,0.0367863913223365
"4x14",0.901985495034692,0,0.098014504965308
"4x15",0.865326602203611,0.0327840792972191,0.10188931849917
"4x16",0.955990486388401,0.00146337879524881,0.0425461348163497
"4x17",0.867626177839094,0.0765664772920474,0.0558073448688588
"4x18",0.866890980006584,0.12043912574886,0.0126698942445553
"4x19",0.658496484474609,0.199105174512379,0.142398341013012
"4x20",0.832750301584358,0.043851618898593,0.123398079517049
"4x21",0.670223328633013,0.219952320592154,0.109824350774833
"4x22",0.6142038852476,0.185877493818689,0.199918620933711
"4x23",0.475425048820603,0.465808940901074,0.0587660102783234
"4x24",0.537502832537413,0.32633704354423,0.136160123918357
"4x25",0.53731329656095,0.345902013422301,0.116784690016749
"4x26",0.355178818443332,0.527626047983889,0.117195133572779
"4x27",0.520674703410925,0.385333566384128,0.0939917302049462
"4x28",0.419027149953271,0.407142403569397,0.173830446477332
"4x29",0.274895092955639,0.646903757238306,0.0782011498060553
"4x30",0.346229601260231,0.486264047227031,0.167506351512738
"4x31",0.000229790993423913,0.392285644236486,0.60748456477009
"4x32",0.111482389768622,0.577823804981073,0.310693805250306
"4x33",0.414075777821448,0.429140791184938,0.156783430993614
"4x34",0.348811116045471,0.527930381785025,0.123258502169504
"4x35",0.419977611676685,0.461153022069711,0.118869366253605
"4x36",0.221501653967472,0.560668751126241,0.217829594906287
"4x37",0.335668068639243,0.536233007372611,0.128098923988146
"4x38",0.39553889582548,0.272892225860282,0.331568878314238
"4x39",0.135830359302918,0.388423383441664,0.475746257255418
"4x40",0.227707973094959,0.631688370357874,0.140603656547167
"4x41",0.34236786205781,0.434263075360101,0.223369062582089
"4x42",0.288308202042897,0.52480822791596,0.186883570041142
"4x43",0.448867404621159,0.485487367873308,0.0656452275055331
"4x44",0.243016922409824,0.590114702509345,0.166868375080832
"4x45",0.322306371536084,0.42058894498021,0.257104683483706
"4x46",0.351704629842775,0.466899161183394,0.18139620897383
"4x47",0.284021092725981,0.404649233481668,0.31132967379235
"4x48",0.127906638609902,0.574889768498012,0.297203592892086
"4x49",0.183879958100855,0.406909692078991,0.409210349820154
"5x0",0.64405956191747,0.157670651256227,0.198269786826303
"5x1",0.78558216387137,0.199807820702283,0.0146100154263472
"5x2",0.967361503899068,0.00931784795885016,0.0233206481420818
"5x3",0.939295133973322,0.0146444888857331,0.0460603771409448
"5x4",0.917545868270513,0.00721187269837164,0.0752422590311152
"5x5",0.9445218246584,0.0307022803921129,0.0247758949494874
"5x7",0.900837067949665,0.0715744640514804,0.0275884679988549
"5x8",0.94501449861927,0.0180605599488297,0.0369249414318999
"5x9",0.97242510061357,0,0.0275748993864302
"5x10",0.967128923944585,0.00041083873447526,0.0324602373209402
"5x11",0.933648886985681,0,0.0663511130143193
"5x12",0.977533490907708,0,0.0224665090922923
"5x13",0.923348696048628,0.00955792574836132,0.0670933782030107
"5x14",0.897314081536824,0.027185614528113,0.0755003039350633
"5x15",0.947995904418781,0.0499050930047393,0.00209900257647939
"5x16",0.990620014704062,0.00286994602387207,0.00651003927206605
