,Cancer,Ductal,Macrophages,Mast,Monocytes,mDCs
2x36,0.21726723,0.26349866,0.054015905,0.00024007168,0.0038767497,0.4611014
2x37,0.26571766,0.5352966,0.0076776566,0.041800667,0.003815864,0.14569153
2x38,0.33161741,0.20589797,0.051808573,0.073731534,0.013649709,0.32329482
2x39,0.15885085,0.5197908,0.044021323,0.0002363687,0.01461928,0.26248136
2x40,0.23776752,0.32679072,0.023693025,0.0003188646,0.04579209,0.36563784
2x41,0.20563357,0.5037738,0.022777695,0.00021806385,0.0060717287,0.2615251
2x42,0.26025394,0.40375072,0.035358544,0.0372263,0.005135448,0.2582751
2x43,0.18781677,0.2725812,0.0434661,0.00040349466,0.013231305,0.48250112
2x44,0.15421538,0.5566723,0.017594924,0.061283015,0.0010978008,0.20913665
2x45,0.26501083,0.41665584,0.05315917,0.0002958796,0.009110798,0.25576738
2x46,0.21451695,0.25021765,0.022369009,0.086336136,0.010540301,0.41601998
2x47,0.22956191,0.17406759,0.028769614,0.092420556,0.014395803,0.46078455
2x48,0.18813322,0.45014417,0.026447698,0.08658663,0.008929852,0.23975836
2x49,0.19841145,0.47904035,0.040377486,0.05554409,0.021907419,0.20471916
3x0,0.47755638,0.44329393,0.013967817,0.03288012,0.003226704,0.02907501
3x1,0.5175618,0.47835082,0.0028523062,9.904417e-05,0.00044252974,0.0006935891
3x2,0.4942162,0.5045561,0.0005138363,8.6591535e-05,0.00030202768,0.00032517564
3x3,0.45721874,0.5412059,0.00041914498,0.0001455361,0.00040342505,0.00060731225
3x4,0.5099059,0.48718318,0.00059478584,0.00012462027,0.0001400624,0.002051435
3x5,0.5226746,0.47603655,0.000605317,8.910542e-05,0.00026404503,0.00033034998
3x6,0.5276553,0.46457645,0.0022803044,0.00015710245,0.00043874184,0.0048920778
3x7,0.54010373,0.45813662,0.0005344281,0.00013404715,0.00039964114,0.0006914332
3x9,0.45054534,0.5477426,0.0006587351,0.00017318204,0.00020136322,0.00067875226
3x10,0.6175458,0.38124764,0.0005040197,0.00013841628,0.0002851897,0.0002789402
3x11,0.56431144,0.43403846,0.000570093,0.00012689563,0.00030715432,0.0006459195
3x13,0.48961598,0.5094795,0.000340432,7.2233444e-05,0.0001328931,0.00035904246
3x15,0.5210775,0.47761005,0.00030758875,9.984841e-05,0.00025996738,0.00064501
3x16,0.5242191,0.3853103,0.0011975233,0.00019869553,0.00075799215,0.08831641
3x17,0.49033442,0.5064456,0.00040447427,9.428735e-05,0.00022367583,0.002497582
3x18,0.55744743,0.36506382,0.008217275,0.00011823054,0.031956833,0.037196446
3x19,0.5042101,0.43148288,0.033958044,0.00020688487,0.00312841,0.02701373
3x20,0.4472576,0.3675906,0.042271167,0.00016704568,0.004091269,0.13862222
3x21,0.34707552,0.34384704,0.0061912537,0.110057555,0.002493935,0.19033468
3x22,0.4978546,0.34346205,0.046942424,0.00015815339,0.0009912021,0.11059156
3x23,0.521198,0.33261493,0.024874425,0.00010397048,0.0046077524,0.11660107
