"","Cancer","Ductal","Stroma","coordX","coordY"
"4x36",0.245930437897251,0.157232341475034,0.596837220627715,4,36
"4x37",0.28354127990562,0.183169286409786,0.533289433684594,4,37
"4x38",0.360539506876858,0.309602127491966,0.329858365631175,4,38
"4x39",0.230314499728847,0.357548666038216,0.412136834232937,4,39
"4x40",0.176436357993949,0.216706721917233,0.606856920088818,4,40
"4x41",0.264765377018279,0.282674269704233,0.452560353277488,4,41
"4x42",0.205388062889688,0.237995250203264,0.556616686907048,4,42
"4x43",0.276612816801698,0.248881137953945,0.474506045244357,4,43
"4x44",0.198019789169427,0.201154755037023,0.60082545579355,4,44
"4x45",0.278971904426579,0.299844427923273,0.421183667650148,4,45
"4x46",0.290319761435013,0.227109622211797,0.48257061635319,4,46
"4x47",0.248300665424243,0.243106408974732,0.508592925601025,4,47
"4x48",0.178413677194752,0.282010989397397,0.53957533340785,4,48
"4x49",0.256583070201534,0.286118738719647,0.457298191078819,4,49
"5x0",0.413490470253311,0.324764081293339,0.26174544845335,5,0
"5x1",0.431695348298998,0.273552282703471,0.29475236899753,5,1
"5x2",0.413089517746986,0.389309339687163,0.197601142565851,5,2
"5x3",0.468942866873711,0.307279283909894,0.223777849216395,5,3
"5x4",0.45838014493585,0.347817269777238,0.193802585286912,5,4
"5x5",0.52422795917795,0.27710021397294,0.198671826849111,5,5
"5x6",0.438150315975848,0.349098591997762,0.212751092026389,5,6
"5x7",0.522073117263249,0.296024772474525,0.181902110262225,5,7
"5x8",0.448343357073233,0.359173763539413,0.192482879387354,5,8
"5x9",0.525441834787084,0.322216948225688,0.152341216987228,5,9
"5x10",0.503697548997932,0.303730534221512,0.192571916780556,5,10
"5x11",0.475910408537845,0.342631435355979,0.181458156106176,5,11
"5x12",0.516523313758325,0.319202044047517,0.164274642194158,5,12
"5x13",0.455765288760234,0.346660985398273,0.197573725841493,5,13
"5x14",0.51078571988105,0.299926390883947,0.189287889235003,5,14
"5x15",0.49034716318931,0.313964709303364,0.195688127507326,5,15
"5x16",0.527053721152608,0.281172223730975,0.191774055116417,5,16
"5x17",0.509694655251069,0.326992169745939,0.163313175002992,5,17
"5x18",0.373902409842609,0.307016701967846,0.319080888189544,5,18
"5x19",0.427078457083881,0.304125350585243,0.268796192330876,5,19
"5x20",0.403150380475411,0.288591250133082,0.308258369391507,5,20
"5x21",0.351698611425103,0.359787330152562,0.288514058422334,5,21
"5x22",0.343052531152874,0.236698083664978,0.420249385182148,5,22
"5x23",0.3279310255145,0.241077328767638,0.430991645717862,5,23
"5x24",0.24105569880406,0.31341713288181,0.44552716831413,5,24
"5x25",0.292765758912588,0.202833235807354,0.504401005280057,5,25
"5x26",0.277069381854168,0.247993026132118,0.474937592013715,5,26
"5x27",0.2775811698157,0.30125476879568,0.42116406138862,5,27
"5x28",0.256367443773983,0.145783796968943,0.597848759257074,5,28
"5x29",0.272352721696725,0.187526162411646,0.540121115891629,5,29
"5x30",0.30202755062874,0.23074229450892,0.46723015486234,5,30
"5x31",0.245325347605658,0.158471226875361,0.596203425518982,5,31
"5x32",0.282277003349119,0.308770459758208,0.408952536892673,5,32
"5x33",0.270935468689297,0.243532822608618,0.485531708702085,5,33
"5x34",0.194231940082612,0.235504227679625,0.570263832237763,5,34
"5x35",0.200772242863287,0.225826307308313,0.573401449828401,5,35
"5x36",0.249194300593201,0.275344388868714,0.475461310538086,5,36
"5x37",0.194842059456362,0.19737379890846,0.607784141635179,5,37
"5x38",0.282737242960634,0.212775026710831,0.504487730328536,5,38
"5x39",0.250854066195869,0.257700454919343,0.491445478884789,5,39
"5x40",0.207736885036113,0.237906938527303,0.554356176436585,5,40
"5x41",0.230253085839973,0.21882919783903,0.550917716320997,5,41
"5x42",0.202144966174047,0.173901638785712,0.623953395040241,5,42
"5x43",0.239770334542008,0.165983252100382,0.594246413357611,5,43
"5x44",0.229106689976066,0.267973367038826,0.502919942985108,5,44
"5x45",0.268938860401641,0.283451693066066,0.447609446532293,5,45
"5x46",0.266997936619726,0.307679688381237,0.425322374999038,5,46
"5x47",0.286178900972515,0.202482032103252,0.511339066924233,5,47
"5x48",0.250231921538691,0.249649117084219,0.500118961377089,5,48
"5x49",0.3445556303091,0.280212438597734,0.375231931093167,5,49
"6x0",0.400862074223127,0.339439616936328,0.259698308840546,6,0
"6x1",0.423089607453333,0.293746826292141,0.283163566254526,6,1
"6x2",0.484268947292339,0.341062547607572,0.174668505100089,6,2
"6x3",0.511132787851073,0.29862046205188,0.190246750097046,6,3
"6x4",0.493119493282432,0.322927984572982,0.183952522144587,6,4
"6x5",0.522367672019413,0.310552567533889,0.167079760446699,6,5
"6x6",0.450105821000628,0.334749128809818,0.215145050189554,6,6
"6x7",0.448506160103661,0.375141420037185,0.176352419859154,6,7
"6x8",0.446740629724139,0.389177473754403,0.164081896521458,6,8
"6x9",0.464179160710519,0.360554090334537,0.175266748954944,6,9
"6x10",0.486302190883259,0.33622947204449,0.177468337072251,6,10
"6x11",0.458404120398001,0.327372227894402,0.214223651707598,6,11
"6x12",0.49578686775864,0.28491667258027,0.21929645966109,6,12
"6x13",0.488424046085967,0.347456613394402,0.164119340519632,6,13
"6x14",0.488048894438214,0.302521384218802,0.209429721342984,6,14
"6x15",0.476851365010904,0.331814051379665,0.191334583609431,6,15
"6x16",0.508768081375177,0.297228832943684,0.194003085681139,6,16
"6x17",0.497750039864456,0.330531457768504,0.17171850236704,6,17
"6x18",0.44243672253969,0.375750360764482,0.181812916695829,6,18
"6x19",0.474441831475115,0.297436505874622,0.228121662650263,6,19
"6x20",0.425705847504137,0.364999914954251,0.209294237541613,6,20
"6x21",0.419184725974931,0.2578647623629,0.322950511662169,6,21
"6x22",0.367572112128283,0.311781348430838,0.320646539440879,6,22
"6x23",0.339295810351021,0.199023583355069,0.46168060629391,6,23
"6x24",0.377429808458789,0.273319113151021,0.34925107839019,6,24
"6x25",0.277720105845859,0.263066475386474,0.459213418767667,6,25
"6x26",0.29887800732887,0.183214420049246,0.517907572621884,6,26
"6x27",0.260780290872273,0.241906332578107,0.497313376549621,6,27
"6x28",0.269992238207114,0.276001835727648,0.454005926065238,6,28
"6x29",0.286456799272711,0.27143320128586,0.44210999944143,6,29
"6x30",0.316807413399218,0.2023947331417,0.480797853459082,6,30
"6x31",0.268628544299714,0.233325383893039,0.498046071807247,6,31
"6x32",0.143681114514176,0.161660110594931,0.694658774890893,6,32
"6x33",0.186215145459983,0.258321768545592,0.555463085994425,6,33
"6x34",0.222149850519137,0.181161351775127,0.596688797705736,6,34
"6x35",0.317591600756333,0.242719855649392,0.439688543594274,6,35
"6x36",0.24696474230047,0.232116474721118,0.520918782978412,6,36
"6x37",0.257487404180434,0.263295430792691,0.479217165026875,6,37
"6x38",0.244848818378983,0.272522021923463,0.482629159697554,6,38
"6x39",0.344769264242471,0.231891586801968,0.423339148955561,6,39
"6x40",0.178314095196029,0.257421077663763,0.564264827140208,6,40
"6x41",0.171581105559181,0.26143091053165,0.566987983909169,6,41
"6x42",0.24452051075573,0.231166473709878,0.524313015534392,6,42
"6x43",0.225754119673154,0.28496087156474,0.489285008762106,6,43
"6x44",0.258117986907174,0.330994004541295,0.410888008551531,6,44
"6x45",0.223215557239184,0.238871781057879,0.537912661702937,6,45
"6x46",0.236365697250368,0.202872176859029,0.560762125890603,6,46
"6x47",0.224096855783566,0.290407622852686,0.485495521363748,6,47
"6x48",0.263670394724046,0.26433840308101,0.471991202194944,6,48
"6x49",0.242361304637922,0.263080183896186,0.494558511465893,6,49
"7x0",0.46287087081332,0.365419319872116,0.171709809314564,7,0
"7x1",0.373989583439791,0.350948495265447,0.275061921294761,7,1
"7x2",0.476547205451735,0.33114232808318,0.192310466465085,7,2
"7x3",0.436606270303222,0.377026320040844,0.186367409655934,7,3
"7x4",0.487161817569669,0.33480495638023,0.178033226050102,7,4
"7x5",0.504061260330802,0.281164813939988,0.21477392572921,7,5
"7x6",0.493142426486751,0.333129154274221,0.173728419239029,7,6
"7x7",0.441399315332405,0.376091202723865,0.182509481943729,7,7
"7x8",0.468279048193978,0.353027779127907,0.178693172678114,7,8
"7x9",0.409110860072558,0.415922956454558,0.174966183472884,7,9
"7x10",0.489731613570352,0.343030489263749,0.167237897165898,7,10
"7x11",0.456932169721175,0.403343672115313,0.139724158163512,7,11
"7x12",0.492066109069428,0.335508622188091,0.172425268742482,7,12
"7x13",0.477618478694952,0.327610219058622,0.194771302246426,7,13
"7x14",0.504201735159633,0.319854812245902,0.175943452594466,7,14
"7x15",0.492722098063482,0.347260759180099,0.160017142756419,7,15
"7x16",0.44967986385364,0.37579278622834,0.174527349918021,7,16
"7x17",0.44982656180689,0.370991055510589,0.179182382682521,7,17
"7x18",0.494194625726873,0.33564671053007,0.170158663743058,7,18
"7x19",0.355576887014254,0.310976907917966,0.33344620506778,7,19
"7x20",0.389472147667396,0.393995570505283,0.216532281827321,7,20
"7x21",0.376861241367651,0.309408962266473,0.313729796365876,7,21
"7x22",0.347156366635625,0.254994699243128,0.397848934121247,7,22
"7x23",0.313566467639791,0.305476969200566,0.380956563159643,7,23
"7x24",0.396983342431719,0.251120209893115,0.351896447675166,7,24
"7x25",0.308144480556481,0.216411967230177,0.475443552213342,7,25
"7x26",0.265208559128219,0.164720806953849,0.570070633917933,7,26
"7x27",0.195451289860344,0.288205990315263,0.516342719824393,7,27
"7x28",0.163431275321938,0.0714140273264595,0.765154697351602,7,28
"7x29",0.209749079291623,0.205149976643197,0.58510094406518,7,29
"7x30",0.263456879564754,0.217690287515841,0.518852832919405,7,30
"7x31",0.278238014283319,0.256018588083515,0.465743397633166,7,31
"7x32",0.190791257486298,0.171842740795261,0.637366001718441,7,32
"7x33",0.236239765841562,0.216957641627979,0.546802592530459,7,33
"7x34",0.176426025591212,0.249135531627302,0.574438442781485,7,34
"7x35",0.255490662341428,0.170961703812369,0.573547633846203,7,35
"7x36",0.202415852541112,0.29025702795491,0.507327119503978,7,36
"7x37",0.191779914514295,0.151755866697263,0.656464218788442,7,37
"7x38",0.155385154782122,0.193177188316453,0.651437656901425,7,38
"7x39",0.293956992289212,0.243766141154538,0.46227686655625,7,39
"7x40",0.19794820394801,0.250386207161098,0.551665588890892,7,40
"7x41",0.271669431800517,0.207110002252481,0.521220565947002,7,41
"7x42",0.254767850093235,0.164307952828823,0.580924197077943,7,42
"7x43",0.277902493744491,0.280169982365386,0.441927523890123,7,43
"7x44",0.293397620983013,0.217063398346307,0.48953898067068,7,44
"7x45",0.257260304191058,0.251485629332401,0.491254066476541,7,45
"7x46",0.181086164413119,0.156489385824694,0.662424449762188,7,46
"7x47",0.244934492285747,0.233423504715758,0.521642002998495,7,47
"7x48",0.259483734306978,0.270060803722654,0.470455461970369,7,48
"7x49",0.347003829683319,0.32576873824448,0.327227432072201,7,49
"8x0",0.509598033207468,0.281341108000511,0.209060858792022,8,0
"8x1",0.482981604454476,0.283953364359468,0.233065031186056,8,1
"8x2",0.484013546494173,0.335346614538894,0.180639838966933,8,2
"8x3",0.444618274035608,0.384727499875095,0.170654226089296,8,3
"8x4",0.465589662305312,0.358355911334681,0.176054426360007,8,4
"8x5",0.482730577420138,0.35153393234244,0.165735490237422,8,5
"8x6",0.496961955178462,0.2975543176923,0.205483727129238,8,6
"8x7",0.473669462405556,0.346345854523938,0.179984683070506,8,7
"8x8",0.513781127276969,0.32845526661398,0.157763606109051,8,8
"8x9",0.420127062092288,0.383268958854087,0.196603979053625,8,9
"8x10",0.476880596522866,0.362473230165619,0.160646173311515,8,10
"8x11",0.484991479999229,0.314216524120141,0.20079199588063,8,11
"8x12",0.466507928575541,0.349907710648684,0.183584360775775,8,12
"8x13",0.503910076442907,0.291083291332528,0.205006632224565,8,13
"8x14",0.526263162011616,0.30091679315543,0.172820044832954,8,14
"8x15",0.450171246125182,0.339269146401296,0.210559607473523,8,15
"8x16",0.455906409993463,0.353991643414467,0.19010194659207,8,16
"8x17",0.509308571415944,0.293016804971056,0.197674623613,8,17
"8x18",0.421195075625248,0.360061498708804,0.218743425665948,8,18
"8x19",0.375121591201402,0.292095574046967,0.332782834751631,8,19
"8x20",0.409642336262587,0.325376557194261,0.264981106543151,8,20
