"","Ductal","Cancer","Stroma","coordX","coordY"
"0x36",0.190584759053887,0.35345160437234,0.455963636573773,0,36
"0x37",0.186709918351802,0.322393616937365,0.490896464710833,0,37
"0x38",0.288756404507712,0.32272661693301,0.388516978559278,0,38
"0x39",0.204163476984281,0.275630574223479,0.520205948792241,0,39
"0x40",0.232140198699998,0.345281173997566,0.422578627302436,0,40
"0x41",0.249765777755715,0.177480904751451,0.572753317492835,0,41
"0x42",0.165663140226306,0.19719495507945,0.637141904694244,0,42
"0x43",0.283646862232763,0.311782545407137,0.4045705923601,0,43
"0x44",0.350396986862228,0.201531817217477,0.448071195920295,0,44
"0x45",0.156709736159093,0.380340406705567,0.46294985713534,0,45
"0x46",0.207983925405054,0.304940685585306,0.48707538900964,0,46
"0x47",0.305259679020018,0.216805381157621,0.477934939822361,0,47
"0x48",0.179581755365308,0.234545493971658,0.585872750663034,0,48
"0x49",0.290057021893626,0.344359015158177,0.365583962948197,0,49
"1x0",0.219830349195715,0.636547382823325,0.14362226798096,1,0
"1x1",0.229557650374404,0.589393821787447,0.18104852783815,1,1
"1x2",0.167649979890283,0.560685387686439,0.271664632423277,1,2
"1x3",0.230532548558996,0.439862220173928,0.329605231267076,1,3
"1x4",0.224675490244293,0.657747434792266,0.117577074963442,1,4
"1x5",0.144424350290687,0.689190429852983,0.16638521985633,1,5
"1x6",0.190643975633868,0.667649534343317,0.141706490022815,1,6
"1x7",0.129265674709241,0.724162952685573,0.146571372605187,1,7
"1x8",0.245059246946084,0.6144738953085,0.140466857745416,1,8
"1x9",0.190955803475704,0.686031897325169,0.123012299199127,1,9
"1x10",0.197202714534252,0.664256383443467,0.138540902022281,1,10
"1x11",0.16151817348282,0.650490187444836,0.187991639072345,1,11
"1x12",0.285155826167761,0.535841655217152,0.179002518615087,1,12
"1x13",0.162792487647398,0.623740555211636,0.213466957140966,1,13
"1x14",0.122770890744011,0.694163665152981,0.183065444103008,1,14
"1x15",0.23800429236779,0.628034730207752,0.133960977424457,1,15
"1x16",0.155194242405629,0.504980096792356,0.339825660802015,1,16
"1x17",0.203239477908668,0.601110006590932,0.1956505155004,1,17
"1x18",0.158932645072071,0.622315551413041,0.218751803514888,1,18
"1x19",0.222590232893021,0.509984174486693,0.267425592620286,1,19
"1x20",0.172284447278346,0.451585722150158,0.376129830571496,1,20
"1x21",0.260579322141082,0.479126226556838,0.26029445130208,1,21
"1x22",0.168513283792561,0.459523777311085,0.371962938896354,1,22
"1x23",0.115865707665755,0.491395681852007,0.392738610482238,1,23
"1x24",0.0924511033881479,0.559430568547202,0.34811832806465,1,24
"1x25",0.154858968030961,0.40937646501216,0.43576456695688,1,25
"1x26",0.170829213705532,0.467965066666052,0.361205719628416,1,26
"1x27",0.210942123453546,0.350911311862575,0.438146564683879,1,27
"1x28",0.239894640909022,0.409708766532179,0.350396592558799,1,28
"1x29",0.344524526752192,0.170902654592211,0.484572818655597,1,29
"1x30",0.159326780345264,0.355932414939853,0.484740804714883,1,30
"1x31",0.145238154415467,0.420669475625011,0.434092369959522,1,31
"1x32",0.217157899445647,0.327363362111836,0.455478738442517,1,32
"1x33",0.135536535603123,0.404775094731907,0.45968836966497,1,33
