"","Cancer","Stroma","Ductal","coordX","coordY"
"0x0",0.601064490869781,0.222134024033858,0.17680148509636,0,0
"0x1",0.486612549642104,0.383451338125795,0.129936112232101,0,1
"0x2",0.575433242379418,0.206316221315127,0.218250536305455,0,2
"0x3",0.504762385110753,0.392436311443434,0.102801303445813,0,3
"0x4",0.596302602987243,0.269367802571516,0.134329594441241,0,4
"0x5",0.605162809287358,0.170498893775093,0.224338296937549,0,5
"0x6",0.558053273617612,0.199482418232319,0.242464308150069,0,6
"0x7",0.633852134500743,0.217891232946039,0.148256632553218,0,7
"0x8",0.682409200777253,0.155505237556672,0.162085561666075,0,8
"0x9",0.704511753585612,0.138943183848929,0.156545062565459,0,9
"0x10",0.743750826020362,0.125223047666484,0.131026126313154,0,10
"0x11",0.607463522161477,0.111941571518446,0.280594906320077,0,11
"0x12",0.614850367663279,0.142106904915452,0.243042727421269,0,12
"0x13",0.637008291034855,0.124820955398615,0.23817075356653,0,13
"0x14",0.655903230208066,0.121243322472208,0.222853447319727,0,14
"0x15",0.668424340181768,0.199161495920369,0.132414163897863,0,15
"0x16",0.591622399415038,0.150031726305919,0.258345874279043,0,16
"0x17",0.554064828276703,0.197910748571019,0.248024423152278,0,17
"0x18",0.435835287195317,0.252139319465067,0.312025393339616,0,18
"0x19",0.601977488795955,0.248761367128585,0.14926114407546,0,19
"0x20",0.592814442469508,0.246721883217622,0.16046367431287,0,20
"0x21",0.542655452174775,0.376202430944344,0.0811421168808814,0,21
"0x22",0.449182668302617,0.292087127215243,0.25873020448214,0,22
"0x23",0.333069508381806,0.407219231876853,0.259711259741341,0,23
"0x24",0.495834382744292,0.266799816987539,0.237365800268169,0,24
"0x25",0.373022735228753,0.377313160523399,0.249664104247848,0,25
"0x26",0.474697329699575,0.287920279514022,0.237382390786403,0,26
"0x27",0.438499806806438,0.394024238299837,0.167475954893725,0,27
"0x28",0.276244041009122,0.544354855072768,0.17940110391811,0,28
"0x29",0.327755784690533,0.495891896844582,0.176352318464885,0,29
"0x30",0.358404441249646,0.358967270579781,0.282628288170574,0,30
"0x31",0.456769869111129,0.330929472923256,0.212300657965615,0,31
"0x32",0.39344831564332,0.483752740598442,0.122798943758238,0,32
"0x33",0.505780661052865,0.309485110644295,0.18473422830284,0,33
"0x34",0.356517987217729,0.477295468376413,0.166186544405859,0,34
"0x35",0.314365764825986,0.534330996234688,0.151303238939326,0,35
"0x36",0.361480923000544,0.430103063694373,0.208416013305083,0,36
"0x37",0.30246000311409,0.489517382432752,0.208022614453158,0,37
"0x38",0.314491447167694,0.374613137476945,0.310895415355361,0,38
"0x39",0.295823796192808,0.477396288134356,0.226779915672836,0,39
"0x40",0.347920321084218,0.405188498577504,0.246891180338278,0,40
"0x41",0.160407916438984,0.549517485365694,0.290074598195322,0,41
"0x42",0.218861495543063,0.605321883802813,0.175816620654123,0,42
"0x43",0.309172739406108,0.394275082170734,0.296552178423157,0,43
"0x44",0.189477786882038,0.412746301123072,0.397775911994889,0,44
"0x45",0.380655432967836,0.454932479579342,0.164412087452822,0,45
"0x46",0.305179891565174,0.472102642041478,0.222717466393347,0,46
"0x47",0.204158899175066,0.448739092975996,0.347102007848938,0,47
"0x48",0.24524368419232,0.555525977280644,0.199230338527035,0,48
"0x49",0.323060155221681,0.352873874512912,0.324065970265407,0,49
"1x0",0.621846106571416,0.143961212470616,0.234192680957968,1,0
"1x1",0.582646312615526,0.177569123505825,0.239784563878649,1,1
"1x2",0.555378981733178,0.273679958378355,0.170941059888467,1,2
"1x3",0.440301678221206,0.316175027513335,0.243523294265459,1,3
"1x4",0.638982576904294,0.123469544485456,0.23754787861025,1,4
"1x5",0.689085134871325,0.171001002069549,0.139913863059126,1,5
"1x6",0.662259844938123,0.137523261357573,0.200216893704304,1,6
"1x7",0.731048786952023,0.130118140527334,0.138833072520643,1,7
"1x8",0.608655803157949,0.129279061120587,0.262065135721464,1,8
"1x9",0.681433473739794,0.119783628196813,0.198782898063394,1,9
"1x10",0.67639258807692,0.134693106369787,0.188914305553293,1,10
"1x11",0.671186569969629,0.186855085980685,0.141958344049686,1,11
"1x12",0.518453942545824,0.17515184395631,0.306394213497865,1,12
"1x13",0.630131660425078,0.218989494809867,0.150878844765054,1,13
"1x14",0.670995676624,0.190474303657765,0.138530019718236,1,14
"1x15",0.652828393514719,0.138165119784101,0.209006486701179,1,15
"1x16",0.528868904559598,0.328675423049679,0.142455672390722,1,16
"1x17",0.599084302496071,0.183929679619775,0.216986017884155,1,17
"1x18",0.622356380454079,0.209329735510903,0.168313884035018,1,18
"1x19",0.525235293654642,0.252344317759531,0.222420388585827,1,19
"1x20",0.435247290747693,0.382089321907444,0.182663387344862,1,20
"1x21",0.464798753002591,0.260520029344593,0.274681217652816,1,21
"1x22",0.446326466854669,0.345361007470905,0.208312525674426,1,22
"1x23",0.494939259263808,0.387785272381935,0.117275468354257,1,23
"1x24",0.562047836384741,0.338322791446017,0.0996293721692421,1,24
"1x25",0.421254349189893,0.411581672051432,0.167163978758675,1,25
"1x26",0.440296612595044,0.357646136749344,0.202057250655612,1,26
"1x27",0.361430600451301,0.418149239334596,0.220420160214103,1,27
"1x28",0.408886661361635,0.324777475451061,0.266335863187304,1,28
"1x29",0.156742216014265,0.466781943799903,0.376475840185833,1,29
"1x30",0.341108453840772,0.467794908320519,0.191096637838709,1,30
"1x31",0.405121683449324,0.425010570755805,0.169867745794871,1,31
"1x32",0.325668047945521,0.465231793144335,0.209100158910144,1,32
"1x33",0.416536254843536,0.450392960318655,0.133070784837809,1,33
"1x34",0.322593238730818,0.445880064256614,0.231526697012569,1,34
"1x35",0.277734623696408,0.488262259477678,0.234003116825914,1,35
"1x36",0.360836864539941,0.397041993967002,0.242121141493058,1,36
"1x37",0.234227594558529,0.465573577724482,0.300198827716989,1,37
"1x38",0.302837062938166,0.474482072834118,0.222680864227716,1,38
"1x39",0.436589119675988,0.390921168495999,0.172489711828013,1,39
"1x40",0.269541220658059,0.585129743909785,0.145329035432156,1,40
"1x41",0.268214945577768,0.579722963684238,0.152062090737994,1,41
"1x42",0.27962032740885,0.452484385201733,0.267895287389417,1,42
"1x43",0.243975675546769,0.634764452037059,0.121259872416172,1,43
"1x44",0.208516007654094,0.556193541484852,0.235290450861054,1,44
"1x45",0.329837287462413,0.497668618620304,0.172494093917283,1,45
"1x46",0.3520458154126,0.424916140715929,0.223038043871471,1,46
"1x47",0.259675361741038,0.518939332745898,0.221385305513064,1,47
"1x48",0.299287360492961,0.309791362209613,0.390921277297426,1,48
"1x49",0.380492673939404,0.414335656041742,0.205171670018854,1,49
"2x0",0.696119019651207,0.178121295183842,0.125759685164951,2,0
"2x1",0.619907666883967,0.223482777428984,0.156609555687049,2,1
"2x2",0.624545348155518,0.177462827531555,0.197991824312927,2,2
"2x3",0.724145501070475,0.120783771358133,0.155070727571392,2,3
"2x4",0.577595714696457,0.144260722653914,0.27814356264963,2,4
"2x5",0.573177533543626,0.245617653559566,0.181204812896809,2,5
"2x6",0.686945613816872,0.125093088427094,0.187961297756034,2,6
"2x7",0.744251916787965,0.103019444123842,0.152728639088192,2,7
"2x8",0.702282958450211,0.158800143998461,0.138916897551328,2,8
"2x9",0.719312280318118,0.118367930473835,0.162319789208047,2,9
"2x10",0.669781180256926,0.14396094982837,0.186257869914704,2,10
"2x11",0.66771643553483,0.135867134409959,0.196416430055211,2,11
"2x12",0.779988342844868,0.126096036131458,0.0939156210236736,2,12
"2x13",0.740348195637293,0.12226852215051,0.137383282212197,2,13
"2x14",0.680311599097359,0.148931968121027,0.170756432781614,2,14
"2x15",0.71233555695621,0.133581213416971,0.154083229626819,2,15
"2x16",0.557044993402896,0.332271171022395,0.110683835574709,2,16
"2x17",0.656044796785099,0.198263813693087,0.145691389521814,2,17
"2x18",0.564739085404031,0.339966623778286,0.0952942908176829,2,18
"2x19",0.467307215434499,0.269541762330429,0.263151022235072,2,19
"2x20",0.609233173792892,0.265993550421551,0.124773275785557,2,20
"2x21",0.438363927841193,0.32699222028636,0.234643851872446,2,21
"2x22",0.495179250290331,0.225960588378508,0.278860161331162,2,22
"2x23",0.416096900245829,0.355154806034312,0.22874829371986,2,23
"2x24",0.509790678025825,0.306716498931826,0.183492823042349,2,24
"2x25",0.49554554603029,0.344297866816218,0.160156587153493,2,25
"2x26",0.452227373879304,0.319492460559574,0.228280165561121,2,26
"2x27",0.418730708839023,0.435633210311416,0.145636080849561,2,27
"2x28",0.224100355450618,0.595110099468809,0.180789545080573,2,28
"2x29",0.401006650817212,0.320477091457149,0.27851625772564,2,29
"2x30",0.343987829320836,0.368489341709493,0.287522828969671,2,30
"2x31",0.306800211150936,0.503306479506431,0.189893309342633,2,31
"2x32",0.304217391121287,0.38363925106504,0.312143357813673,2,32
"2x33",0.327137126949349,0.478361529436826,0.194501343613826,2,33
"2x34",0.40065432537741,0.378585646874403,0.220760027748187,2,34
"2x35",0.468420767131973,0.333521635992124,0.198057596875903,2,35
"2x36",0.316547203490815,0.570924831480182,0.112527965029003,2,36
"2x37",0.275441129133306,0.30729667121801,0.417262199648685,2,37
"2x38",0.244151418330753,0.542218070939073,0.213630510730174,2,38
