"","mDCs","Macrophages","Mast","Monocytes"
"3x30",0.477162312298155,0.0595374236689435,0.371131205921406,0.0921690581114957
"3x31",0.454414634282251,0.0856254876704614,0.377106259541268,0.0828536185060192
"3x32",0.414669327052274,0.00950603349474376,0.490250288769987,0.0855743506829951
"3x33",0.427746992850905,0.0801851279855554,0.386411121687272,0.105656757476268
"3x34",0.450302776948338,0.072554513378167,0.347149142869626,0.129993566803869
"3x35",0.390397903758038,0.100777368601369,0.365560732900871,0.143263994739723
"3x36",0.390569738993693,0.0644694619424179,0.412421993943615,0.132538805120274
"3x37",0.397997624934991,0.104619106701824,0.411686270219623,0.0856969981435621
"3x38",0.349357974887705,0.175479934782551,0.412190902113686,0.0629711882160583
"3x39",0.458804718352316,0.029190722289314,0.433095594617089,0.0789089647412808
"3x40",0.394537589288902,0.205751302738918,0.361575074822215,0.038136033149964
"3x41",0.444273742791978,0.0827929782863766,0.389206810615861,0.083726468305784
"3x42",0.469015706523935,0.107399993122902,0.341786448194734,0.0817978521584293
"3x43",0.452156977411233,0.0595897574581005,0.395764046038361,0.0924892190923051
"3x44",0.0324769071697548,0.179253343967532,0.616773505617215,0.171496243245498
"3x45",0.330530623797751,0.147219996927107,0.382693656637165,0.139555722637978
"3x46",0.347220639763935,0.0356097465102068,0.470537981612414,0.146631632113444
"3x47",0.361438217012487,0.19123101062233,0.3689544176697,0.0783763546954833
"3x48",0.249143545261915,0.0154000561468068,0.533438429827455,0.202017968763823
"3x49",0.406946477576059,0.0661474653748211,0.468008666892801,0.0588973901563193
"4x0",0.432868571946755,0.000616186291219468,0.475167390998773,0.0913478507632525
"4x1",0.374086519101615,0.0827481573825856,0.510405970402622,0.0327593531131781
"4x2",0.365289423455512,0.0282353259283157,0.540160161020071,0.0663150895961018
"4x3",0.395470398636369,0.000409600804299533,0.463015633182328,0.141104367377004
"4x4",0.451183310990538,0.00100037696192168,0.453069046220962,0.0947472658265782
"4x5",0.355693891677317,0,0.521860041963868,0.122446066358815
"4x6",0.446331127305313,0,0.468590177048146,0.0850786956465403
"4x7",0.304744505240189,0,0.583132329584819,0.112123165174992
"4x8",0.392516899400209,0.00982473099517014,0.505297707041704,0.0923606625629169
"4x9",0.379549505937767,0,0.488803802114526,0.131646691947707
"4x10",0.362560968449737,0,0.533190220263437,0.104248811286826
"4x11",0.377114881945419,0.0136525080267366,0.496737356583869,0.112495253443975
"4x12",0.36908873473031,0.0162898736642933,0.512785561353189,0.101835830252208
"4x13",0.475609562237103,0,0.432654394539921,0.0917360432229764
"4x14",0.222123596244939,0.0139903840266084,0.632760095986413,0.13112592374204
"4x15",0.466272745988673,0.00136411717910911,0.491619830677646,0.0407433061545724
"4x16",0.343117543820417,0.0105372572935296,0.562836456011734,0.0835087428743193
"4x17",0.358119274142739,0.0412480496536198,0.505603015871813,0.0950296603318275
"4x18",0.277824469394927,0,0.615178461812514,0.106997068792558
"4x19",0.257439183612795,0.0893508825005452,0.5222816918686,0.13092824201806
"4x20",0.383118296869594,0.075494825706084,0.512349797644913,0.029037079779409
"4x21",0.218566319060524,0.0634101700992735,0.61891286807164,0.099110642768563
"4x22",0.349005714488571,0.0731697220799659,0.537370082851044,0.0404544805804187
"4x23",0.439822720671858,0.0417710241915283,0.436018906730667,0.0823873484059465
"4x24",0.422948575681653,0.0320491037263541,0.400697911598394,0.144304408993599
"4x25",0.479275994304568,0.0770264390679387,0.378139450138872,0.0655581164886213
"4x26",0.428869865141436,0.00585632811465125,0.42796213883307,0.137311667910842
"4x27",0.488579605188879,0.0421690623366441,0.373586639200198,0.0956646932742792
"4x28",0.413721344839754,0.0813141181327019,0.399048980865181,0.105915556162363
"4x29",0.441773728366633,0.0739857911860847,0.42622338356027,0.0580170968870117
"4x30",0.333572451998247,0.0526202372184146,0.473963836601885,0.139843474181454
"4x31",0.325983072387293,0.150457359482556,0.465255151779587,0.0583044163505636
"4x32",0.313181917909932,0.073213329238116,0.435194370904617,0.178410381947335
"4x33",0.410675535922453,0.130216180183259,0.366524840815664,0.0925834430786238
"4x34",0.421910340036535,0.0330258829515495,0.414994640107028,0.130069136904887
"4x35",0.386705565551723,0.0420459727639075,0.458637406663137,0.112611055021232
"4x36",0.365503875435899,0.137087456477918,0.438647884988158,0.0587607830980247
"4x37",0.309835105887522,0.109664443723756,0.449059692304644,0.131440758084077
"4x38",0.33709781543772,0.0719198817819739,0.443253196192429,0.147729106587877
"4x39",0.480525180116841,0.0433004748657219,0.406142194342848,0.0700321506745886
"4x40",0.435747662788387,0.0588783368030458,0.406027517016193,0.0993464833923741
"4x41",0.0831990817497205,0.0557900484260756,0.669916909614397,0.191093960209806
"4x42",0.429196984402633,0.112417428961815,0.378666036123949,0.0797195505116029
"4x43",0.415130117370484,0.0882752369785019,0.400645373221409,0.0959492724296049
"4x44",0.444008872690671,0.112985437757165,0.362959781141657,0.0800459084105067
"4x45",0.450116767328271,0.0568494161034255,0.383802188525623,0.109231628042681
"4x46",0.36881878781204,0.108961125446394,0.38261914965653,0.139600937085036
"4x47",0.284986457983774,0.108391200973675,0.4827257282826,0.123896612759951
"4x48",0.430736343143656,0.0741494819532245,0.409210478596306,0.0859036963068134
"4x49",0.338347912670415,0.137081105399259,0.406546771162635,0.118024210767691
"5x0",0.410440759041904,0.0826220191866058,0.458047719751786,0.0488895020197047
"5x1",0.409440279517343,0.0147768633502919,0.517883417792439,0.0578994393399259
"5x2",0.420829509607644,0,0.501307571509954,0.0778629188824024
"5x3",0.248712292150271,0.0558985786543358,0.544689149116225,0.150699980079168
"5x4",0.394622810688056,0,0.482716260205966,0.122660929105979
"5x5",0.345086984047579,0.0447709507119786,0.506302064692578,0.103840000547864
"5x6",0.336025641984361,0.0626035759300436,0.523601779669249,0.0777690024163463
"5x7",0.416040785863013,0.0515780223867218,0.433454801613691,0.0989263901365741
"5x8",0.351864417738458,0.00249454139017269,0.502051803324163,0.143589237547206
"5x9",0.450867628227612,0.0228155888560925,0.440808968975614,0.0855078139406817
"5x10",0.353078719467719,0.0248321504081765,0.48303361311427,0.139055517009835
"5x11",0.430132206917416,0.00703536490587091,0.445326991862024,0.117505436314689
"5x12",0.420359784579285,0.060200568455062,0.406009721393747,0.113429925571906
"5x13",0.433780496157693,0,0.506698438081747,0.0595210657605595
"5x14",0.401773264303563,0,0.470926992104295,0.127299743592142
"5x15",0.464293517516179,0,0.420219714698295,0.115486767785526
"5x16",0.425807136410666,0,0.435136073131618,0.139056790457716
"5x17",0.399449463456452,0.0116606051592981,0.498381785496786,0.090508145887464
"5x18",0.468443390348274,0,0.450711064330355,0.0808455453213706
"5x19",0.316332844680076,0.0564711767599442,0.545025504600918,0.0821704739590618
"5x20",0.398708222800939,0.0245365057171604,0.485166388991807,0.0915888824900932
"5x21",0.355311041730041,0.0349222784969907,0.538931092605013,0.0708355871679556
"5x22",0.469839698169114,0.0280029413546304,0.444225354545258,0.0579320059309978
"5x23",0.444470413998052,0.0342135021372767,0.450619836105801,0.0706962477588702
"5x24",0.528510518829489,0.0225911948323598,0.385497865375701,0.0634004209624499
"5x25",0.468680481555942,0.0685184331453913,0.351849229698825,0.110951855599842
"5x26",0.370643690247171,0.0891299995001741,0.398954033627355,0.1412722766253
"5x27",0.265775128553656,0.128623546727887,0.53464700224022,0.0709543224782365
"5x28",0.449724230539267,0.0411777494718182,0.370568218370176,0.138529801618739
"5x29",0.421102062774681,0.0961647433975115,0.396275656422948,0.0864575374048597
"5x30",0.362464141630435,0.0915156155588664,0.469497049916169,0.0765231928945302
"5x31",0.299176902728693,0.209824467992614,0.427793815072304,0.0632048142063893
"5x32",0.377892717855233,0.106135207402926,0.435147952891512,0.0808241218503282
"5x33",0.335171901599127,0.123873863121352,0.435511377660001,0.105442857619519
"5x34",0.399555525611502,0.064094736887784,0.445062631210964,0.0912871062897495
"5x35",0.517237175667367,0.104294957552477,0.274542196758743,0.103925670021413
"5x36",0.380037648828116,0.105699469209282,0.422310263573198,0.0919526183894045
"5x37",0.523300018939152,0.00130116043425972,0.351426519070087,0.123972301556501
"5x38",0.413385002494174,0.0912795014477986,0.362269272156127,0.1330662239019
"5x39",0.380599327129594,0.0459532945951691,0.467122887740968,0.10632449053427
"5x40",0.325692427055213,0.110756779025946,0.473973071927746,0.0895777219910947
"5x41",0.368863255356504,0.0969254093336927,0.449619186024525,0.0845921492852778
"5x42",0.366463184782796,0.164658079040561,0.373333050551289,0.0955456856253536
"5x43",0.463539554101563,0.0520533288317183,0.363749103160908,0.120658013905811
"5x44",0.499277979591107,0.118554073569457,0.326263360138753,0.0559045867006833
"5x45",0.363510559095214,0.132142228094712,0.472521436464876,0.0318257763451971
"5x46",0.420089255283163,0.0836865750575475,0.419024675947509,0.0771994937117804
"5x47",0.349823504178057,0.0721481692340187,0.449306656498202,0.128721670089722
"5x48",0.366583817287588,0.0756192921334907,0.479173335486836,0.0786235550920853
"5x49",0.391678987549571,0.0568188617627928,0.433079877510944,0.118422273176692
"6x0",0.385106260896979,0.070250326797561,0.480670730516028,0.0639726817894319
"6x1",0.251043039840511,0.0512835010484677,0.603897508103197,0.0937759510078242
"6x2",0.446473565237105,0.0163858992265161,0.423687224728518,0.113453310807861
"6x3",0.314285982424524,0.0165579514798321,0.548413976335074,0.12074208976057
"6x4",0.35495423963613,0.00114444090897981,0.52895564787804,0.11494567157685
"6x5",0.431458510000825,0.0311918371084771,0.430826005648177,0.106523647242521
"6x6",0.379697043769925,0.0731363055156638,0.462519915423875,0.084646735290536
"6x7",0.466260890879765,0.0582195216058574,0.371248844178105,0.104270743336273
"6x8",0.424903986143426,0.00251763640986646,0.484579883304903,0.0879984941418045
"6x9",0.452629059960192,0,0.464633689296797,0.0827372507430114
"6x10",0.410475643596262,0,0.452816930770883,0.136707425632855
"6x11",0.407200017035547,0.0212209930126159,0.494986207278582,0.0765927826732544
"6x12",0.464189431640462,0,0.465913024890236,0.069897543469302
"6x13",0.325900282603243,0.0639259816178966,0.525488587064093,0.0846851487147666
"6x14",0.415143766863716,0.100086459650854,0.397252831467742,0.087516942017688
"6x15",0.361916436836584,0,0.547376717304015,0.0907068458594016
"6x16",0.353632017343011,0.0105884005454682,0.540697631072669,0.0950819510388521
"6x17",0.436860841722869,0,0.468887562333035,0.0942515959440952
"6x18",0.375480924070813,0.0435324630150003,0.466667196224165,0.114319416690022
"6x19",0.214228383838808,0,0.626706303628878,0.159065312532314
"6x20",0.314800361505104,0.0449484638584766,0.498263776734825,0.141987397901595
"6x21",0.276612188600877,0.067890234070623,0.54907176669722,0.10642581063128
"6x22",0.4100905008853,0.0256258928400416,0.495284634301171,0.0689989719734871
"6x23",0.524968403412625,0,0.400330368674523,0.0747012279128513
"6x24",0.415201325606387,0.0833411701543729,0.42010904980169,0.08134845443755
"6x25",0.290020036965154,0.104466943779082,0.495179381790009,0.110333637465755
"6x26",0.44079759959522,0.0659164724035232,0.398617867025853,0.0946680609754039
"6x27",0.422693990310958,0.0672954399683082,0.412205277040544,0.0978052926801897
"6x28",0.324104313321313,0.159603969379216,0.457196900713662,0.0590948165858089
"6x29",0.249315303575593,0.0848999084029136,0.563668257173915,0.102116530847578
"6x30",0.353420621114731,0.152742925832849,0.441323719627311,0.0525127334251095
"6x31",0.359083001841678,0.0473699224048755,0.499369485060291,0.0941775906931558
"6x32",0.365999329091384,0.118967774571979,0.39255286777175,0.122480028564886
"6x33",0.515353127251389,0.0529007005662428,0.327632563796556,0.104113608385812
"6x34",0.384773078770022,0.168374099394543,0.34588623842275,0.100966583412685
"6x35",0.35177914294122,0.0591094371202514,0.485945848293952,0.103165571644576
"6x36",0.351145789046281,0.0828256854659074,0.474970225756359,0.0910582997314533
"6x37",0.441091689616942,0.160769237243825,0.294172667405634,0.103966405733599
"6x38",0.316849048159781,0.0939523733902026,0.466912048113953,0.122286530336063
"6x39",0.348323278622358,0.0707084214348622,0.463174088730309,0.117794211212471
"6x40",0.463631291201952,0.0488695586214734,0.339906140617301,0.147593009559274
"6x41",0.492361104945328,0.0434296393326304,0.387570823100998,0.076638432621044
"6x42",0.416670358159947,0.116866663448961,0.368414895806854,0.0980480825842382
"6x43",0.42365530137188,0.0808887096323567,0.425293820181962,0.0701621688138003
"6x44",0.407930667140215,0.0178936364214791,0.471727795176999,0.102447901261307
"6x45",0.369334888968119,0.133613447285275,0.413508344174121,0.083543319572485
"6x46",0.547213831567815,0.0874489969524958,0.31325951060339,0.0520776608762993
"6x47",0.43064710943196,0.020453337588521,0.446834509649953,0.102065043329566
"6x48",0.321736553080306,0.0940603392100881,0.476630579123666,0.10757252858594
"6x49",0.462124694588271,0,0.400358578408185,0.137516727003544
"7x0",0.371137719208958,0.0563238939518337,0.490666765886321,0.0818716209528874
"7x1",0.432867192777421,0.0815123082514402,0.419838074306514,0.0657824246646244
"7x2",0.462009671373309,0,0.448884402163041,0.0891059264636497
"7x3",0.442006213854367,0.09005457814831,0.377616515510476,0.0903226924868466
"7x4",0.229136832970995,0.114222042016874,0.54765227440313,0.108988850609002
"7x5",0.333553942292317,0.0210948025680326,0.557348682307896,0.0880025728317541
"7x6",0.298240677872193,0,0.577459470814655,0.124299851313152
"7x7",0.43959358936796,0,0.482264414382753,0.0781419962492869
"7x8",0.363442412090843,0,0.54076257178234,0.0957950161268165
"7x9",0.434529928844786,0.0432634559990156,0.462542972725417,0.0596636424307812
"7x10",0.395001702548633,0.0218946760386203,0.47850734497329,0.104596276439457
"7x11",0.447922238244565,0.0145113668373916,0.429439074802246,0.108127320115798
"7x12",0.422189327878646,0.0757830725985541,0.381185555530911,0.120842043991889
"7x13",0.430667994418783,0.00309628900049246,0.492474137349429,0.073761579231295
"7x14",0.373581362007501,0,0.492073527866696,0.134345110125803
"7x15",0.449224373909867,0.0316335481077716,0.42415065976554,0.0949914182168217
"7x16",0.434787338627062,0,0.448318926539357,0.116893734833581
"7x17",0.393999667268433,0,0.551152676880613,0.0548476558509536
"7x18",0.451424793499955,0,0.45638479339053,0.0921904131095151
"7x19",0.494680116016081,0.0473921427735473,0.413927861062168,0.0439998801482029
