"","Cancer","Ductal","mDCs","Macrophages","Mast","Monocytes"
"2x36",0.344197148269482,0.100218775185935,0.371736738830641,0.000634409497638797,0.16150111348536,0.021711814730944
"2x37",0.410524836619405,0.402592241361186,0.0261202808658331,0.0384873591405889,0.117316105416068,0.00495917659691854
"2x38",0.384821699372754,0.131178496959438,0.191634835870095,0.0635881721700585,0.168047576891385,0.0607292187362693
"2x39",0.294447193146563,0.347434598255344,0.0978321418135028,0.050584148031488,0.164923672994329,0.044778245758774
"2x40",0.400156771631657,0.125497410567516,0.199881001758661,0.0172251666481483,0.165369385042037,0.0918702643519798
"2x41",0.214394567865787,0.415804864825214,0.186805734691583,0.0439282109457636,0.106284715008096,0.0327819066635569
"2x42",0.409180047021838,0.255300164914841,0.180585182883964,0.0218653156308435,0.097084009100733,0.0359852804477803
"2x43",0.247120974462413,0.155300645254139,0.365308563761942,0.0238181884144546,0.152581796109478,0.0558698319975734
"2x44",0.229806299902619,0.435719959874886,0.0992115115982735,0.00248765403777915,0.19302765777792,0.0397469168085223
"2x45",0.316259958577061,0.317123192129287,0.184076118528378,0.0580521440763602,0.111867898526706,0.0126206881622087
"2x46",0.302685627055115,0.155524349924242,0.216189271407327,0.0291917525193634,0.224098631053784,0.0723103680401691
"2x47",0.322933553531234,0.0780024283351024,0.265781769118852,0.0702840043363547,0.220743894717995,0.0422543499604617
"2x48",0.252249842159316,0.345198167738474,0.133115500074118,0.0276340166363826,0.19808234133711,0.0437201320545994
"2x49",0.320128864910096,0.26690035940704,0.13520994997486,0.0614491021651048,0.152525280365891,0.063786443177008
"3x0",0.826612031403226,0.0586440720834214,0.00196640804500268,0.00226043013611087,0.0954685834298472,0.0150484749023924
"3x1",0.920616700462524,0.0679812066225368,0,0,0.0109350231837969,0.000467069731142672
"3x2",0.968497435474606,0.00853845854190349,0,0,0.0229641059834901,0
"3x3",0.921951055867811,0.0604245823824923,0,0,0.0176243617496971,0
"3x4",0.952047851944856,0,0,0.00225223097566486,0.0456999170794788,0
"3x5",0.912130376846776,0,0,0,0.087869623153224,0
"3x6",0.980679638481464,0,0,0,0.0193203615185361,0
"3x7",0.941450776246495,0,0,0,0.0585492237535053,0
"3x8",0.516062761094139,0,0.256292122972403,0.0477452265694861,0.126631783768375,0.0532681055955969
"3x9",0.922302258960656,0,0,0.00183812752387279,0.075859613515471,0
"3x10",0.983044346873924,0.00151377183180981,0,0.0025168326228139,0,0.0129250486714519
"3x11",0.954832016482353,0,0,0,0.0451679835176472,0
"3x12",0.825131155269143,0,0.0254455872102917,0,0.131213391176822,0.0182098663437432
"3x13",0.973163723057266,0,0.00432874804748414,0,0.0225075288952494,0
"3x14",0.686715405185475,0.00166725190335828,0.176266120222957,0.0186344512786936,0.0991975862286166,0.0175191851808994
"3x15",0.948693957520212,0,0,0,0.0463268226361281,0.00497921984365949
"3x16",0.909221553421247,0,0.00251652667932909,0.00781775052304001,0.0716860921805779,0.00875807719580562
"3x17",0.85697705052727,0.00104181019334996,0,0,0.14198113927938,0
"3x18",0.876934807416142,0.00887954217393891,0,0,0.084174449057876,0.0300112013520434
"3x19",0.951221100734729,0,0.000893245158927211,0.0350032554281661,0,0.0128823986781777
"3x20",0.828178432650853,0,0.000517738259836141,0.0770407573279507,0.0926128324485418,0.00165023931281802
"3x21",0.502740515556321,0.146087083879096,0.036163633218151,0.00267883451622872,0.267174431687689,0.0451555011425146
"3x22",0.874325865239974,0,0.00197037002934089,0.0672555296448296,0.0541343768164063,0.0023138582694494
"3x23",0.786853375996747,0.0225128409008426,0,0.0425122805210172,0.136357189439997,0.0117643131413967
"3x24",0.512842155986265,0.117547409563541,0.190758774976771,0.0293130267834757,0.127565024281457,0.02197360840849
"3x25",0.323086377118934,0.181131229253601,0.218323519627877,0.0236195597601169,0.229597805876317,0.0242415083631542
"3x26",0.408086185245877,0.15754113312971,0.261799531461818,0.0641980739831946,0.102202167998685,0.00617290818071534
"3x27",0.530133063106538,0.186551872160127,0,0.0459736885653094,0.172779112063935,0.0645622641040905
"3x28",0.425727523983723,0.306487529719042,0.0802779273700531,0.0825122376857404,0.104264398705338,0.000730382536103757
"3x29",0.575855536047529,0.0605355264496749,0.240932891701642,0.0113816225693391,0.0829726239738379,0.0283217992579779
"3x30",0.4067343383346,0.0723782594516458,0.27954483677851,0.0354265788860258,0.141041383370054,0.0648746031791651
"3x31",0.443372649906693,0.0883668327526139,0.176526687257803,0.0889365077239131,0.169434429102433,0.0333628932565449
"3x32",0.618591337951604,0.104849075292107,0.0978101251802652,0,0.137306230686148,0.0414432308898762
"3x33",0.489113902003434,0.0187796237206783,0.322275650771638,0.0364858933464991,0.0981808690794198,0.0351640610783304
"3x34",0.234284627444883,0.154054128410804,0.280938683156468,0.0554474700981527,0.174808115960192,0.100466974929501
"3x35",0.24085881154772,0.239985613140554,0.200355239528097,0.0512177724296072,0.171966526388255,0.0956160369657668
"3x36",0.53421708996664,0.17243773113215,0.0731424262447247,0.0513831736723761,0.107972915679692,0.0608466633044172
"3x37",0.32691126389247,0.23061847362749,0.17596507331398,0.037887781238314,0.187311103189227,0.0413063047385192
"3x38",0.419560612810805,0.20183506353811,0.173632743514885,0.124557967004418,0.0539749496016304,0.026438663530153
"3x39",0.319267495310413,0.144834904768102,0.232394010997975,0.0227880929410202,0.238286617947088,0.0424288780354015
"3x40",0.254936692061511,0.190291683675382,0.135683892232989,0.178224295012001,0.220100080853713,0.0207633561644041
"3x41",0.327556610841113,0.182724390076773,0.225300293808813,0.0407077480986469,0.176389828361859,0.0473211288127954
"3x42",0.374253475142948,0.151793130555584,0.250452942084217,0.0822313266119105,0.107096046390332,0.0341730792150087
"3x43",0.35401422402211,0.160186142871074,0.186904184427908,0.0272291935495055,0.215103172543931,0.056563082585471
"3x44",0.425304302606249,0.319974842823239,0.00190811670333716,0.021710615790191,0.137364917356654,0.0937372047203293
"3x45",0.45870013253211,0.276317179511932,0.0793728954598423,0.0772103085452432,0.011624117670728,0.0967753662801441
"3x46",0.488614906241208,0.130707221997318,0.0744657740795919,0.0361370631163655,0.197485216443837,0.0725898181216794
"3x47",0.40910202691576,0.298696552370509,0,0.121128813593241,0.142648906713122,0.0284237004073682
"3x48",0.705360940995488,0.0502823296113404,0.00703463860624148,0.0117563663896536,0.117802213974921,0.107763510422355
"3x49",0.303114631370904,0.230198013045233,0.221273183027751,0.0271666714957335,0.183362128820388,0.0348853722399908
"4x0",0.741355554346134,0.178053493894508,0,0,0.080590951759358,0
"4x1",0.782083371908244,0.064576099138517,0.0779529847556146,0.034587576914227,0.0407999672833976,0
"4x2",0.616830723316074,0.212763717483512,0.0410481136559944,0.00694581699334404,0.122411628551075,0
"4x3",0.841616840386864,0.082499734524212,0,0,0.0696826412700996,0.00620078381882466
"4x4",0.995031630875574,0.00496836912442562,0,0,0,0
"4x5",0.955063486378583,0.0200398579636162,0,0,0.0248966556578007,0
"4x6",0.972032647504589,0,0,0,0.0279673524954105,0
"4x7",0.931797267410906,0.0136006640785954,0,0,0.0546020685104989,0
"4x8",0.996422066642926,0.00357793335707365,0,0,0,0
"4x9",0.918662874528465,0.0477176622694899,0,0,0.0336194632020447,0
"4x10",0.928652257655346,0,0,0,0.0713477423446543,0
"4x11",1,0,0,0,0,0
"4x12",0.952479324943727,0.0232025091838523,0,0,0.0243181658724207,0
"4x13",0.988052469382033,0,0,0,0.0103293157452282,0.00161821487273844
"4x14",0.975662133677069,0.00412941854558932,0,0,0.0202084477773419,0
"4x15",0.890734933381179,0.075791838568499,0,0,0.0334732280503225,0
"4x16",0.929874226035411,0.00543138638427503,0,0,0.0646943875803137,0
"4x17",0.926884955874545,0.0154194230040431,0,0.0166727605609574,0.00109771568974946,0.0399251448707051
"4x18",0.909066659505714,0,0,0,0.0616951265339599,0.0292382139603258
"4x19",0.709916072790073,0.120016475909729,0.0271689877628256,0.027357587611204,0.0999103194827219,0.0156305564434458
"4x20",0.949093240522828,0,0,0.0196157637219116,0.0289470783314451,0.00234391742381536
"4x21",0.760555896102356,0.0287008578260517,0.0788470880465747,0.000445108982981766,0.0961552671907132,0.0352957818513225
"4x22",0.667674949023528,0.161627456786441,0.0772751628565278,0.0264920470086849,0.0669229115458542,7.47277896474352e-06
"4x23",0.596798428077777,0.0400806873771053,0.25498905880079,0,0.0865349585721686,0.0215968671721598
"4x24",0.5814709615035,0.130678215159627,0.0428489122967868,0.0202503895043224,0.19346082252657,0.0312906990091939
"4x25",0.61677529831426,0.103452727790904,0.158510527275966,0.0515759798058372,0.0580693714442172,0.0116160953688163
"4x26",0.433211308563436,0.107261716445836,0.274494157623088,0,0.12982253052672,0.0552102868409202
"4x27",0.666947353132112,0.0213572796942728,0.154502054177711,0.0292878234261421,0.083607997088801,0.0442974924809606
"4x28",0.485177983092474,0.172383875602279,0.180359145702163,0.0290415492435887,0.102869836265332,0.0301676100941638
"4x29",0.347374830942056,0.0447995109289546,0.30266360139769,0.045490848566795,0.222418963182454,0.0372522449820497
"4x30",0.413232185226073,0.168757559403848,0.123912849490374,0.0150068124753989,0.180134931394749,0.0989556620095585
"4x31",0.0155444354985221,0.595247142398051,0.204048087431634,0.038433862009923,0.129890449062537,0.0168360235993325
"4x32",0.252986062366997,0.266049056517139,0.219452610756882,0.0315593435663429,0.111940457708653,0.118012469083986
"4x33",0.483456403449686,0.161038423712074,0.0828991881272384,0.0730283461817234,0.150670644487583,0.0489069940416949
"4x34",0.385077486032787,0.142366165565308,0.226514982250523,0.0163777919130841,0.162579926526899,0.0670836477113987
"4x35",0.485808674859942,0.0904664192510336,0.184844240217853,0.0178191551715958,0.163647425313785,0.0574140851857906
"4x36",0.296899789560397,0.19405375729626,0.239397204717348,0.0846161033870607,0.14422296451876,0.0408101805201744
"4x37",0.447999756254387,0.120746361366593,0.0346941523066028,0.0928086854949758,0.243408709297349,0.0603423352800921
"4x38",0.454108239028377,0.294015020491669,0.0461128791590441,0.0171209437300147,0.149430157460796,0.0392127601300989
"4x39",0.214534785523491,0.451754951464371,0.250847980136102,0.0102942515505241,0.0530064173837295,0.019561613941782
"4x40",0.320583087330827,0.141055798811668,0.244002969172362,0.0162866176768889,0.214284086422754,0.0637874405855002
"4x41",0.430729466155737,0.184167702042027,0.0707156417415546,0.0081370313138329,0.252880833688264,0.0533693250585844
"4x42",0.327498097744624,0.201128666773694,0.233313112148034,0.0656477703857955,0.117097511020747,0.0553148419271057
"4x43",0.567071890181694,0.0131647882608448,0.249452659509093,0.0331053587127548,0.0952050389667772,0.0420002643688365
"4x44",0.305541945261032,0.15350883345787,0.277875854192084,0.0847831942581182,0.114548998880408,0.0637411739504883
"4x45",0.40338824708743,0.259989233580645,0.141680377008576,0.0548805191778989,0.0788449593907874,0.061216663754664
"4x46",0.46069394847753,0.158162039169493,0.216549534209889,0.0435951022463518,0.0674058499032499,0.0535935259934865
"4x47",0.391847512204918,0.277452015285901,0.035723927721118,0.0850937830623784,0.148248905082724,0.0616338566429608
"4x48",0.188347866580235,0.291299530332138,0.276434743437785,0.0262739461524445,0.171489521581506,0.0461543919158917
"4x49",0.29675945070861,0.332919483213316,0,0.111052447926709,0.20066391439549,0.0586047037558754
"5x0",0.662890226569686,0.204206380706765,0.0169528286518835,0.069270604395981,0.0466799596756848,0
"5x1",0.855408498976008,0.000606262966775075,0.0585485969799276,0.0207633451453329,0.0548064743725612,0.00986682155939557
"5x2",0.984226707825912,0.00282115590868236,0,0,0.0115713513451534,0.0013807849202527
"5x3",0.971076528874435,0,0,0.00322243599115901,0.025701035134406,0
"5x4",0.950852575924849,0.0176216582689611,0,0,0.0315257658061896,0
"5x5",0.986324024415974,0,0,0.00732109065420588,0.00452844412750733,0.00182644080231288
"5x6",0.67034093004525,0.0239466733503343,0.167909700104434,0.0166678379996009,0.105933367019928,0.0152014914804521
"5x7",0.936581994262713,0.00140700799069408,0,0.0161917455430956,0.0458192522034968,0
"5x8",0.950929053658431,0,0,0,0.0490709463415691,0
"5x9",1,0,0,0,0,0
"5x10",0.999401554687553,0.000598445312447036,0,0,0,0
"5x11",0.971039544826984,0.0289604551730157,0,0,0,0
"5x12",0.99920944922585,0.000790550774149779,0,0,0,0
"5x13",0.921135679831802,0.0209874258788751,0,0,0.0578768942893229,0
"5x14",0.979478117268729,0,0,0,0.0205218827312713,0
"5x15",0.964132365299912,0,0,0.00444529217293313,0.0155640104938776,0.0158583320332774
"5x16",0.989633462309554,0,0,0,0.000468068392754494,0.00989846929769193
"5x17",0.945158856767783,0.0472866498394361,0,0,0.00755449339278046,0
"5x18",0.38764096951316,0.218122771404337,0.193783918398544,0,0.188881679235768,0.0115706614481906
"5x19",0.752791185511323,0.0892807688957378,0.0121993254056206,0.046389586307455,0.0993391338798637,0
"5x20",0.889982712661392,0.0104209341349686,0,0.011143045775024,0.0380792999818304,0.0503740074467848
"5x21",0.752543898883148,0.131074922729633,0.0338708811065915,0.0183623767105673,0.0466838489985577,0.0174640715715021
"5x22",0.61519554461221,0.0682410507184142,0.168653969885357,0.00120025763540768,0.120285918187082,0.0264232589615296
"5x23",0.65052017773305,0.000686624789722574,0.263011847802845,0,0.0770745015027317,0.00870684817165098
"5x24",0.494093139675899,0.0750588129794529,0.193606954811771,0.0318902358841003,0.192959922447888,0.0123909342008882
"5x25",0.41230260275379,0.114887426922501,0.243267675986446,0.0346775157245835,0.141008381882023,0.0538563967306561
"5x26",0.549725904841482,0.0852097562616536,0.173409944095609,0.0385114370974642,0.0523361874671805,0.10080677023661
"5x27",0.506453193763148,0.26045163367123,0.0551939673858289,0.0412898271209824,0.13195527612479,0.0046561019340199
"5x28",0.495877863762895,0.00402704076097846,0.198771846963689,0.0299513302765526,0.179884578440259,0.0914873397956263
"5x29",0.454447853945773,0.0277989212010318,0.147815384841917,0.0747669262845765,0.245404953833355,0.0497659598933466
"5x30",0.554563783239038,0.000937332161193256,0.208843238626401,0.0477088350735429,0.14935901734431,0.0385877935555141
"5x31",0.397895370804114,0.13221378134034,0.120150542892718,0.143944614331823,0.167549656977256,0.0382460336537493
"5x32",0.438106512262615,0.225877384368386,0.0989769562395836,0.0538043962878814,0.165394585375508,0.0178401654660255
