"","Cancer","Ductal","mDCs","Macrophages","Mast","Monocytes"
"0x0",0.442036629764622,0.201761696703992,0.210884213547788,0,0.145317459983598,0
"0x1",0.424343587822829,0.151499251065542,0.32543206574736,0,0.0853010019832968,0.0134240933809723
"0x2",0.445900814322309,0.338300968648733,0.0976618296626198,0,0.113802853828799,0.00433353353753939
"0x3",0.405178077045515,0.151135718486238,0.278082483387855,0.0164180097825045,0.112763462063232,0.0364222492346564
"0x4",0.496552627334572,0.169512715770111,0.131910312620109,0.0026794234759773,0.137918699575575,0.0614262212236554
"0x5",0.528918545859585,0.213254743109864,0.128032974631789,0,0.112886587935749,0.016907148463013
"0x6",0.499843286808848,0.263926608278133,0.00294410962804831,0.0389833004718003,0.194302694813171,0
"0x7",0.437577529303241,0.271757615357192,0.159512795981436,0,0.131152059358132,0
"0x8",0.481581869810023,0.345737389708914,0.00122414167881416,0.000547749996775409,0.148156910420542,0.0227519383849309
"0x9",0.505076943995419,0.213179584808452,0.0646272380814893,0,0.215992941898437,0.00112329121620172
"0x10",0.522259532833288,0.190547544992911,0.174598352798768,0.0125401887408095,0.100054380634223,0
"0x11",0.45631491433709,0.294632384514559,0.000441298147286748,0.0559831429892542,0.16408549535991,0.0285427646519
"0x12",0.541361176362553,0.248737316493385,0.0952242916497508,0.00110110549964658,0.0716535454790438,0.0419225645156211
"0x13",0.427790749868669,0.362701939833349,0.0382641780852325,0.00860360487687504,0.135719901619607,0.0269196257162666
"0x14",0.507099741368011,0.272188820205356,0.0234046098645552,0,0.189610051872159,0.00769677668991905
"0x15",0.472876874143463,0.307738593233451,0.109219368980186,0.0164299275627021,0.0826648413896154,0.0110703946905826
"0x16",0.503220400791622,0.291216334051342,0.000219880742975181,0.0273031782776127,0.177056557631831,0.00098364850461759
"0x17",0.451676311123751,0.271665428457858,0.0359929235725728,0.0073767581435455,0.220063051297027,0.0132255274052462
"0x18",0.365824772854409,0.2891734395971,0.132339911237933,0.0478205255837886,0.12107582795211,0.0437655227746593
"0x19",0.528997320655155,0.156188841401188,0.132293027078836,0.030814015832342,0.151706795032478,0
"0x20",0.433668924412855,0.249295548727234,0.0732667712188083,0,0.167671711594369,0.0760970440467335
"0x21",0.375069728522151,0.172107750348677,0.287002173627196,0.000105234885236953,0.165715112616738,0
"0x22",0.302686286398511,0.362221118254318,0.0391917828211146,0.0537779570093426,0.1730437843462,0.0690790711705138
"0x23",0.275219525986442,0.292493947420486,0.302782605900856,0.0533931818125059,0.0528030658399892,0.0233076730397203
"0x24",0.443750744461829,0.261421634167968,0.000932444266867934,0.0635799869368349,0.206128328903475,0.0241868612630247
"0x25",0.340369287758269,0.205454679365767,0.281348281929052,0.0181284738113309,0.136862701375033,0.0178365757605474
"0x26",0.411579315216669,0.231995126951214,0.181471104410464,0,0.164994890503631,0.00995956291802295
"0x27",0.405163378449198,0.110061690883464,0.273822451634862,0.0248212046494283,0.180050341096617,0.00608093328643058
"0x28",0.244351434913165,0.162818502967522,0.277663753124787,0.00268453927664308,0.263822807417612,0.0486589623002711
"0x29",0.328204854084565,0.156555055090847,0.396835104149559,0,0.088330983659155,0.0300740030158746
"0x30",0.27601963930597,0.325616687508783,0.148634347436041,0.115352700491472,0.119300645684675,0.0150759795730581
"0x31",0.393695230691817,0.22830343313211,0.270268693759992,0.00963235661439989,0.0923602714635883,0.00574001433809285
"0x32",0.304896080853245,0.120703132602001,0.392459245702319,0.0296198067350754,0.141058976048195,0.0112627580591641
"0x33",0.39590115523387,0.224483470758463,0.228836106713607,0.00795972956674422,0.142819537727315,0
"0x34",0.336772769815437,0.0668190614490655,0.144467969361994,0.0412203008669805,0.405693890321446,0.00502600818507771
"0x35",0.311614826999301,0.0517694064111374,0.402867799825344,0,0.218006684556746,0.0157412822074713
"0x36",0.262526490054252,0.246554058543486,0.151807289216011,0.0310098230487024,0.273666229158473,0.0344361099790749
"0x37",0.237266162643813,0.224364848649385,0.23165365574959,0.0859727313177768,0.190163917737782,0.0305786839016539
"0x38",0.328204349941165,0.230852264068828,0.143631300079141,0.0944307788728682,0.104432447537355,0.0984488595006422
"0x39",0.180607876826708,0.281423799656282,0.400649377846553,0,0.132855047808026,0.00446389786243175
"0x40",0.324275006283865,0.224137274590984,0.227237023367145,0.0498280345148324,0.164052234420537,0.0104704268226361
"0x41",0.197159784399341,0.171865944525924,0.385513679305053,0.0279651849477311,0.0805358209661947,0.136959585855755
"0x42",0.166123903512369,0.194944326568009,0.302261408532792,0.0151564592559775,0.263861174444845,0.0576527276860069
