"","Cancer","Ductal","mDCs","Macrophages","Mast","Monocytes"
"0x0",0.716328784192579,0.0221636171662481,0.114352154061149,0,0.136831321160588,0.010324123419436
"0x1",0.660909046263033,0.00543626708112169,0.21322175380247,0.000100791241222546,0.0847478095812581,0.0355843320308945
"0x2",0.769001462156625,0.160216516222442,0.0287027435314079,0,0.0308176396560922,0.0112616384334322
"0x3",0.645810365770201,0,0.170949640453083,0.0189354738666762,0.121554145759592,0.0427503741504477
"0x4",0.868081718245093,0,0,0.00924058224824447,0.0767933979655462,0.0458843015411159
"0x5",0.889677496268777,0.00909048874677278,0.00657427382165393,0,0.0797452636259603,0.0149124775368365
"0x6",0.817169708983724,0.0666308911679831,0,0,0.116199399848293,0
"0x7",0.807085080173543,0.0811675948230468,0.00912837298665808,0.00671460523575584,0.0954571657544867,0.000447181026509852
"0x8",0.919782807223579,0.0665478965653125,0,0,0.0119649445030272,0.00170435170808169
"0x9",0.860718286663732,0.0736044596462605,0,0,0.0656772536900076,0
"0x10",0.899078066592451,0,0.0638324981409649,0.00902309145963368,0.0197774668068466,0.00828887700010421
"0x11",0.835870730942978,0.109861156386624,0,0,0.0542681126703971,0
"0x12",0.949734042687376,0.000390297984843336,0,0.000730282945493702,0.0305251437217711,0.018620232660516
"0x13",0.805377733345635,0.170320650413828,0,0,0.0243016162405369,0
"0x14",0.887297618837321,0.0520210139475008,0,0,0.0606813672151779,0
"0x15",0.864830927659904,0.0481735624393363,0.022184520259783,0.00699596065653359,0.0501423464879389,0.00767268249650421
"0x16",0.835856397368486,0.0594985269745929,0,0.000733147053815945,0.0990042102180825,0.0049077183850227
"0x17",0.732619148530387,0.116342819538485,0,0,0.14295593700419,0.00808209492693787
"0x18",0.572270346949923,0.268387229930235,0.0190342038687776,0.026526828444097,0.0970413577429174,0.0167400330640498
"0x19",0.821557160401122,0.0245798415551975,0.00367511222693675,0.0141468469655983,0.123543366626864,0.0124976722242819
"0x20",0.784779439546066,0.0825563168678903,0,0,0.0850754571242779,0.0475887864617654
"0x21",0.681843291854063,0.0105834092882875,0.130211116232714,0.00600280239654054,0.157811737693726,0.0135476425346687
"0x22",0.64456252905526,0.194142644726352,0,0.0144171487948539,0.0874017576721297,0.059475919751404
"0x23",0.437616761416783,0.241182486454126,0.160755107527828,0.0639734187285718,0.0506836289009186,0.0457885969717732
"0x24",0.730400175456721,0.0931102280003027,0,0.01340285982379,0.14070571468767,0.0223810220315165
"0x25",0.408946198606506,0.29833239275084,0.157829894881025,0.0140051468511605,0.0805885401931838,0.0402978267172836
"0x26",0.624676300321736,0.121171493090456,0.0759598061674397,0,0.150189710837525,0.0280026895828433
"0x27",0.568648709410368,0.0977423528431933,0.111375790596687,0.0506052617905094,0.139515300566492,0.0321125847927508
"0x28",0.444631413730543,0.120840451677557,0.149419461551418,0.00997611741502956,0.20524043529698,0.0698921203284729
"0x29",0.356761099420426,0.199254663367692,0.311984307053286,0,0.0753745027199036,0.0566254274386928
"0x30",0.400901692923158,0.328458579744008,0.0299754569764506,0.116751202116233,0.109747966663586,0.0141651015765637
"0x31",0.656681810096737,0.0418777450728751,0.157604721038146,0.0166358848969093,0.111771590046057,0.0154282488492754
"0x32",0.432126146330786,0.141169866026465,0.235520530792552,0.0301126642827893,0.103052876824729,0.058017915742679
"0x33",0.712995733731112,0.0631820821682417,0.13125633314265,0,0.0840736339097922,0.00849221704820408
"0x34",0.504440178087637,0.0292580546498483,0,0.0374933032248322,0.383138969413921,0.0456694946237622
"0x35",0.394317086347563,0.0248251625417923,0.281650170333064,0.000453718387840521,0.207421239370812,0.0913326230189275
