,r,reference,method
42x25,1.0,Internal,spatialDWLS
42x26,1.0,Internal,spatialDWLS
42x27,1.0,Internal,spatialDWLS
42x28,1.0,Internal,spatialDWLS
42x29,1.0,Internal,spatialDWLS
42x30,1.0,Internal,spatialDWLS
42x31,1.0,Internal,spatialDWLS
42x32,1.0,Internal,spatialDWLS
42x33,1.0,Internal,spatialDWLS
42x34,1.0,Internal,spatialDWLS
42x35,1.0,Internal,spatialDWLS
42x36,1.0,Internal,spatialDWLS
42x37,1.0,Internal,spatialDWLS
42x38,1.0,Internal,spatialDWLS
42x39,1.0,Internal,spatialDWLS
42x40,1.0,Internal,spatialDWLS
42x41,1.0,Internal,spatialDWLS
42x42,1.0,Internal,spatialDWLS
42x43,0.9999642346017572,Internal,spatialDWLS
42x44,0.9897782665572896,Internal,spatialDWLS
42x45,0.9428110137812725,Internal,spatialDWLS
42x46,0.9897782665572896,Internal,spatialDWLS
42x47,0.9761870601839527,Internal,spatialDWLS
42x48,0.9778024140774096,Internal,spatialDWLS
42x49,0.9710209638260053,Internal,spatialDWLS
43x0,0.9768435894841871,Internal,spatialDWLS
43x1,0.926583294139137,Internal,spatialDWLS
43x2,0.8927583982131759,Internal,spatialDWLS
43x3,0.9167327436036479,Internal,spatialDWLS
43x4,0.8075728530872484,Internal,spatialDWLS
43x5,0.9444588114598477,Internal,spatialDWLS
43x6,0.9940371482076494,Internal,spatialDWLS
43x7,0.9254538930902758,Internal,spatialDWLS
43x8,0.9761784453899189,Internal,spatialDWLS
43x9,0.9782379986021164,Internal,spatialDWLS
43x10,0.931901341929406,Internal,spatialDWLS
43x11,0.9814614413725786,Internal,spatialDWLS
43x12,0.9906962628339481,Internal,spatialDWLS
43x13,0.9632969090887945,Internal,spatialDWLS
43x14,0.9897782665572896,Internal,spatialDWLS
43x15,0.999594412137277,Internal,spatialDWLS
43x16,0.9817478744151437,Internal,spatialDWLS
43x17,0.9897782665572896,Internal,spatialDWLS
43x18,1.0,Internal,spatialDWLS
43x19,1.0,Internal,spatialDWLS
43x20,1.0,Internal,spatialDWLS
43x21,1.0,Internal,spatialDWLS
43x22,1.0,Internal,spatialDWLS
43x23,1.0,Internal,spatialDWLS
43x24,1.0,Internal,spatialDWLS
43x25,1.0,Internal,spatialDWLS
43x26,1.0,Internal,spatialDWLS
43x27,1.0,Internal,spatialDWLS
43x28,1.0,Internal,spatialDWLS
43x29,1.0,Internal,spatialDWLS
43x30,1.0,Internal,spatialDWLS
43x31,1.0,Internal,spatialDWLS
43x32,1.0,Internal,spatialDWLS
43x33,1.0,Internal,spatialDWLS
43x34,1.0,Internal,spatialDWLS
43x35,1.0,Internal,spatialDWLS
43x36,1.0,Internal,spatialDWLS
43x37,1.0,Internal,spatialDWLS
43x38,1.0,Internal,spatialDWLS
43x39,1.0,Internal,spatialDWLS
43x40,1.0,Internal,spatialDWLS
43x41,1.0,Internal,spatialDWLS
43x42,1.0,Internal,spatialDWLS
43x43,0.9980543172645135,Internal,spatialDWLS
43x44,0.9922026100638294,Internal,spatialDWLS
43x45,0.9998255546124327,Internal,spatialDWLS
43x46,0.9897782665572896,Internal,spatialDWLS
43x47,0.9795835578752895,Internal,spatialDWLS
43x48,0.9787499559353666,Internal,spatialDWLS
43x49,0.9787626059293876,Internal,spatialDWLS
44x0,0.8950525468793095,Internal,spatialDWLS
44x1,0.9309522537163809,Internal,spatialDWLS
44x2,0.9419412445648928,Internal,spatialDWLS
44x3,0.820073947812585,Internal,spatialDWLS
44x4,0.8441977275737762,Internal,spatialDWLS
44x5,0.8418605103248042,Internal,spatialDWLS
44x6,0.9585300681152112,Internal,spatialDWLS
44x7,0.7319308848917069,Internal,spatialDWLS
44x8,0.8918998852307898,Internal,spatialDWLS
44x9,0.9048590705209376,Internal,spatialDWLS
44x10,0.9686109684273719,Internal,spatialDWLS
44x11,0.8905084312441418,Internal,spatialDWLS
44x12,0.9761862660766818,Internal,spatialDWLS
44x13,0.9761870601839528,Internal,spatialDWLS
44x14,0.9538392316842129,Internal,spatialDWLS
44x15,0.9830047839311334,Internal,spatialDWLS
44x16,0.9894928702584702,Internal,spatialDWLS
44x17,0.9808573889804032,Internal,spatialDWLS
44x18,1.0,Internal,spatialDWLS
44x19,1.0,Internal,spatialDWLS
44x20,1.0,Internal,spatialDWLS
44x21,1.0,Internal,spatialDWLS
44x22,1.0,Internal,spatialDWLS
44x23,1.0,Internal,spatialDWLS
44x24,1.0,Internal,spatialDWLS
44x25,1.0,Internal,spatialDWLS
44x26,1.0,Internal,spatialDWLS
44x27,1.0,Internal,spatialDWLS
44x28,1.0,Internal,spatialDWLS
44x29,1.0,Internal,spatialDWLS
44x30,1.0,Internal,spatialDWLS
44x31,1.0,Internal,spatialDWLS
44x32,1.0,Internal,spatialDWLS
44x33,1.0,Internal,spatialDWLS
44x34,1.0,Internal,spatialDWLS
44x35,1.0,Internal,spatialDWLS
44x36,1.0,Internal,spatialDWLS
44x37,1.0,Internal,spatialDWLS
44x38,1.0,Internal,spatialDWLS
44x39,1.0,Internal,spatialDWLS
44x40,1.0,Internal,spatialDWLS
44x41,1.0,Internal,spatialDWLS
44x42,1.0,Internal,spatialDWLS
44x43,0.9987306088192994,Internal,spatialDWLS
44x44,0.9838699100999075,Internal,spatialDWLS
44x45,0.9897782665572896,Internal,spatialDWLS
44x46,0.9838699100999075,Internal,spatialDWLS
44x47,0.9838699100999075,Internal,spatialDWLS
44x48,0.9897782665572896,Internal,spatialDWLS
44x49,0.991889607689909,Internal,spatialDWLS
45x0,0.8436326779355283,Internal,spatialDWLS
45x1,0.9590576503711341,Internal,spatialDWLS
45x2,0.8991539011761194,Internal,spatialDWLS
45x3,0.9259692566990121,Internal,spatialDWLS
45x4,0.907632538247105,Internal,spatialDWLS
45x5,0.9769122209732565,Internal,spatialDWLS
45x6,0.9703283783883813,Internal,spatialDWLS
45x7,0.8771535418716111,Internal,spatialDWLS
45x8,0.9587978661161396,Internal,spatialDWLS
45x9,0.99711057749329,Internal,spatialDWLS
45x10,0.9533436503625717,Internal,spatialDWLS
45x11,0.9778024140774096,Internal,spatialDWLS
45x12,0.9087748978597228,Internal,spatialDWLS
45x13,0.9383184384424361,Internal,spatialDWLS
45x14,0.9985957674510576,Internal,spatialDWLS
45x15,0.9897782665572896,Internal,spatialDWLS
45x16,0.9897782665572896,Internal,spatialDWLS
45x17,0.9922026100638294,Internal,spatialDWLS
45x18,1.0,Internal,spatialDWLS
45x19,1.0,Internal,spatialDWLS
45x20,1.0,Internal,spatialDWLS
45x21,1.0,Internal,spatialDWLS
45x22,1.0,Internal,spatialDWLS
45x23,1.0,Internal,spatialDWLS
45x24,1.0,Internal,spatialDWLS
45x25,1.0,Internal,spatialDWLS
45x26,1.0,Internal,spatialDWLS
45x27,1.0,Internal,spatialDWLS
45x28,1.0,Internal,spatialDWLS
45x29,1.0,Internal,spatialDWLS
45x30,1.0,Internal,spatialDWLS
45x31,1.0,Internal,spatialDWLS
45x32,1.0,Internal,spatialDWLS
45x33,1.0,Internal,spatialDWLS
45x34,1.0,Internal,spatialDWLS
45x35,1.0,Internal,spatialDWLS
45x36,1.0,Internal,spatialDWLS
45x37,1.0,Internal,spatialDWLS
45x38,1.0,Internal,spatialDWLS
45x39,1.0,Internal,spatialDWLS
45x40,1.0,Internal,spatialDWLS
45x41,1.0,Internal,spatialDWLS
45x42,1.0,Internal,spatialDWLS
45x43,0.9897782665572896,Internal,spatialDWLS
45x44,0.9858595301309653,Internal,spatialDWLS
45x45,0.962908568193814,Internal,spatialDWLS
45x46,0.9853768453237058,Internal,spatialDWLS
45x47,0.9168223528481472,Internal,spatialDWLS
45x48,0.9684110000636519,Internal,spatialDWLS
45x49,0.9684806985736382,Internal,spatialDWLS
46x0,0.851498970895417,Internal,spatialDWLS
46x1,0.8649186402756986,Internal,spatialDWLS
46x2,0.8693055598343791,Internal,spatialDWLS
46x3,0.955068852053401,Internal,spatialDWLS
46x4,0.990980073194552,Internal,spatialDWLS
46x5,0.9728691773349573,Internal,spatialDWLS
46x6,0.8537307112435841,Internal,spatialDWLS
46x7,0.9154099336696562,Internal,spatialDWLS
46x8,0.9605781038578945,Internal,spatialDWLS
46x9,0.9751939519679059,Internal,spatialDWLS
46x10,0.7373958800107104,Internal,spatialDWLS
46x11,0.9861059761467368,Internal,spatialDWLS
46x12,0.9732877859682686,Internal,spatialDWLS
46x13,0.9555860171269487,Internal,spatialDWLS
46x14,0.9858805573915966,Internal,spatialDWLS
46x15,0.9868375771760818,Internal,spatialDWLS
46x16,0.9861189728182381,Internal,spatialDWLS
46x17,0.9467537137620212,Internal,spatialDWLS
46x18,0.9840472558673372,Internal,spatialDWLS
46x19,0.6996669954689241,Internal,spatialDWLS
46x20,0.9897782665572896,Internal,spatialDWLS
46x21,0.9861032706657235,Internal,spatialDWLS
46x22,0.9897115709713471,Internal,spatialDWLS
46x23,0.9960798375460309,Internal,spatialDWLS
46x24,0.9897782665572896,Internal,spatialDWLS
46x25,1.0,Internal,spatialDWLS
46x26,0.9922026100638294,Internal,spatialDWLS
46x27,1.0,Internal,spatialDWLS
46x28,1.0,Internal,spatialDWLS
46x29,0.9922026100638294,Internal,spatialDWLS
46x30,1.0,Internal,spatialDWLS
46x31,1.0,Internal,spatialDWLS
46x32,1.0,Internal,spatialDWLS
46x33,0.997567485378234,Internal,spatialDWLS
46x34,0.9999503302729822,Internal,spatialDWLS
46x35,0.9922026100638294,Internal,spatialDWLS
46x36,0.9897782665572896,Internal,spatialDWLS
46x37,0.9861193705972543,Internal,spatialDWLS
46x38,1.0,Internal,spatialDWLS
46x39,0.9995115495812672,Internal,spatialDWLS
46x40,0.9897782665572896,Internal,spatialDWLS
46x41,0.9999981780884563,Internal,spatialDWLS
46x42,0.9922026100638294,Internal,spatialDWLS
46x43,0.9778024140774096,Internal,spatialDWLS
46x44,0.9989686703236597,Internal,spatialDWLS
46x45,0.9999024540516919,Internal,spatialDWLS
46x46,0.9778962214176211,Internal,spatialDWLS
46x47,0.9664077754513603,Internal,spatialDWLS
46x48,0.9994999670787931,Internal,spatialDWLS
46x49,0.989192920214231,Internal,spatialDWLS
47x0,0.929813590184999,Internal,spatialDWLS
47x1,0.9152139683944628,Internal,spatialDWLS
47x2,0.8782487789846062,Internal,spatialDWLS
47x3,0.8313383788868187,Internal,spatialDWLS
47x4,0.7703859276516531,Internal,spatialDWLS
47x5,0.9798694220817115,Internal,spatialDWLS
47x6,0.9684006265846922,Internal,spatialDWLS
47x7,0.8958539131994149,Internal,spatialDWLS
47x8,0.9956016393455989,Internal,spatialDWLS
47x9,0.9203844677955646,Internal,spatialDWLS
47x10,0.9135002783911396,Internal,spatialDWLS
47x11,0.9391341813014967,Internal,spatialDWLS
47x12,0.9778024140774096,Internal,spatialDWLS
47x13,0.9713638441550351,Internal,spatialDWLS
47x14,0.9952690033899431,Internal,spatialDWLS
47x15,0.9899471770290438,Internal,spatialDWLS
47x16,0.9897782665572896,Internal,spatialDWLS
47x17,0.9899094692288106,Internal,spatialDWLS
47x18,0.9778024140774096,Internal,spatialDWLS
47x19,0.9999512457750707,Internal,spatialDWLS
47x20,0.9922026100638294,Internal,spatialDWLS
47x21,0.9794962293751531,Internal,spatialDWLS
47x22,1.0,Internal,spatialDWLS
47x23,1.0,Internal,spatialDWLS
47x24,0.9872273478128731,Internal,spatialDWLS
47x25,0.9897782665572896,Internal,spatialDWLS
47x26,0.9038362630241135,Internal,spatialDWLS
47x27,0.97510097174442,Internal,spatialDWLS
47x28,0.9838699100999075,Internal,spatialDWLS
47x29,0.9813260035456691,Internal,spatialDWLS
47x30,1.0,Internal,spatialDWLS
47x31,0.9897782665572896,Internal,spatialDWLS
47x32,0.9778024140774096,Internal,spatialDWLS
47x33,0.9996572227510099,Internal,spatialDWLS
47x34,0.9986125426974642,Internal,spatialDWLS
47x35,0.9922026100638294,Internal,spatialDWLS
47x36,0.9838699100999075,Internal,spatialDWLS
47x37,0.9922026100638294,Internal,spatialDWLS
47x38,0.9943687481723459,Internal,spatialDWLS
47x39,0.9838699100999075,Internal,spatialDWLS
47x40,0.9714800401029793,Internal,spatialDWLS
47x41,0.9998552993010809,Internal,spatialDWLS
47x42,0.958638274727309,Internal,spatialDWLS
47x43,0.9429173102982856,Internal,spatialDWLS
47x44,0.9729343379916597,Internal,spatialDWLS
47x45,0.9438798074485388,Internal,spatialDWLS
47x46,0.9982811808252634,Internal,spatialDWLS
47x47,0.9740952314868556,Internal,spatialDWLS
47x48,0.9859532707072916,Internal,spatialDWLS
47x49,0.9778024140774096,Internal,spatialDWLS
48x0,0.80353525321129,Internal,spatialDWLS
48x1,0.9075471634919848,Internal,spatialDWLS
48x2,0.9128320742677605,Internal,spatialDWLS
48x3,0.9998951908609333,Internal,spatialDWLS
48x4,0.4390761130312912,Internal,spatialDWLS
48x5,0.9646103656229882,Internal,spatialDWLS
48x6,0.9771428471346925,Internal,spatialDWLS
48x7,0.9151090234294142,Internal,spatialDWLS
48x8,0.930837721861919,Internal,spatialDWLS
48x9,0.9802816036297577,Internal,spatialDWLS
48x10,0.9556403836874667,Internal,spatialDWLS
48x11,0.9787683047357096,Internal,spatialDWLS
48x12,0.9946912196907408,Internal,spatialDWLS
48x13,0.9778024140774096,Internal,spatialDWLS
48x14,0.999374015487646,Internal,spatialDWLS
48x15,0.9415408933012457,Internal,spatialDWLS
48x16,0.9965758970591858,Internal,spatialDWLS
48x17,0.9589976105703129,Internal,spatialDWLS
48x18,0.9897782665572896,Internal,spatialDWLS
48x19,0.9922026100638294,Internal,spatialDWLS
48x20,0.9897782665572896,Internal,spatialDWLS
48x21,0.9895878980598355,Internal,spatialDWLS
48x22,0.982775961955228,Internal,spatialDWLS
48x23,0.9922026100638294,Internal,spatialDWLS
48x24,0.9236735547925554,Internal,spatialDWLS
48x25,0.9838699100999075,Internal,spatialDWLS
48x26,0.8670641984442207,Internal,spatialDWLS
48x27,0.9760085616078665,Internal,spatialDWLS
48x28,0.9988598235650741,Internal,spatialDWLS
48x29,0.8933346088334321,Internal,spatialDWLS
48x30,0.9405517579187465,Internal,spatialDWLS
48x31,0.9858219728968232,Internal,spatialDWLS
48x32,0.9898882773399075,Internal,spatialDWLS
48x33,0.9992542963116263,Internal,spatialDWLS
48x34,0.9838699100999075,Internal,spatialDWLS
48x35,0.9995608316402205,Internal,spatialDWLS
48x36,0.9838699100999075,Internal,spatialDWLS
48x37,0.980236532713192,Internal,spatialDWLS
48x38,0.9554831460944057,Internal,spatialDWLS
48x39,0.9998851446151235,Internal,spatialDWLS
48x40,0.9999423081475995,Internal,spatialDWLS
48x41,1.0,Internal,spatialDWLS
48x42,0.9995641934548354,Internal,spatialDWLS
48x43,0.8351919718169256,Internal,spatialDWLS
48x44,0.987313294162425,Internal,spatialDWLS
48x45,0.9838699100999075,Internal,spatialDWLS
48x46,0.9957125908645382,Internal,spatialDWLS
48x47,0.9966990747125983,Internal,spatialDWLS
48x48,0.9975426317839757,Internal,spatialDWLS
48x49,0.9485457174622146,Internal,spatialDWLS
49x0,0.9894946075809494,Internal,spatialDWLS
49x1,0.8332913198923517,Internal,spatialDWLS
49x2,0.8539357358410615,Internal,spatialDWLS
49x3,0.9701382406695827,Internal,spatialDWLS
49x4,0.9442474760525896,Internal,spatialDWLS
49x5,0.9176501266999764,Internal,spatialDWLS
49x6,0.9640119295189672,Internal,spatialDWLS
49x7,0.9598076669590659,Internal,spatialDWLS
49x8,0.9664491020194044,Internal,spatialDWLS
49x9,0.7952728806130093,Internal,spatialDWLS
49x10,0.9706214776059197,Internal,spatialDWLS
49x11,0.9668411946806498,Internal,spatialDWLS
49x12,0.6463474919354852,Internal,spatialDWLS
49x13,0.9633176292866664,Internal,spatialDWLS
49x14,0.9613570943160163,Internal,spatialDWLS
49x15,0.9759190583384799,Internal,spatialDWLS
49x16,0.9220604731656851,Internal,spatialDWLS
49x17,0.9861415133365627,Internal,spatialDWLS
49x18,0.6267608632937884,Internal,spatialDWLS
49x19,0.9897782665572896,Internal,spatialDWLS
49x20,0.9997776022312457,Internal,spatialDWLS
49x21,0.9816117374789225,Internal,spatialDWLS
49x22,0.9952066169818263,Internal,spatialDWLS
49x23,0.9985790870324652,Internal,spatialDWLS
49x24,0.9897782665572896,Internal,spatialDWLS
49x25,0.9777438155242005,Internal,spatialDWLS
49x26,0.9778024140774096,Internal,spatialDWLS
49x27,0.9892435338706337,Internal,spatialDWLS
49x28,0.9325892168557658,Internal,spatialDWLS
49x29,0.9999615076300252,Internal,spatialDWLS
49x30,0.9987489120614331,Internal,spatialDWLS
49x31,0.9897782665572896,Internal,spatialDWLS
49x32,0.9893771029061589,Internal,spatialDWLS
49x33,0.9720547288543597,Internal,spatialDWLS
49x34,0.8918487843969455,Internal,spatialDWLS
49x35,0.9956426331714305,Internal,spatialDWLS
49x36,0.9417422157934188,Internal,spatialDWLS
49x37,0.9957238300829148,Internal,spatialDWLS
49x38,0.9838699100999075,Internal,spatialDWLS
49x39,0.9978527059424631,Internal,spatialDWLS
49x40,0.9836728722968897,Internal,spatialDWLS
49x41,0.9976456189014743,Internal,spatialDWLS
49x42,0.9838699100999075,Internal,spatialDWLS
49x43,0.9892741149059358,Internal,spatialDWLS
49x44,0.9838699100999075,Internal,spatialDWLS
49x45,0.9897782665572896,Internal,spatialDWLS
49x46,0.9856627678214759,Internal,spatialDWLS
49x47,0.9633174408572238,Internal,spatialDWLS
49x48,0.9804114723058553,Internal,spatialDWLS
49x49,0.9562632797214744,Internal,spatialDWLS
0x0,0.7637561939886217,External,spatialDWLS
0x1,0.45939581532243967,External,spatialDWLS
0x2,0.874368447078236,External,spatialDWLS
0x3,0.534144579765997,External,spatialDWLS
0x4,0.9396896486085596,External,spatialDWLS
0x5,0.9387724899483291,External,spatialDWLS
0x6,0.8747572653901928,External,spatialDWLS
0x7,0.7633442813466539,External,spatialDWLS
0x8,0.988918134791179,External,spatialDWLS
0x9,0.975730925114796,External,spatialDWLS
0x10,0.9659845661872661,External,spatialDWLS
0x11,0.8634429653964437,External,spatialDWLS
0x12,0.9297604864762341,External,spatialDWLS
0x13,0.8793964847856628,External,spatialDWLS
0x14,0.8550554212250423,External,spatialDWLS
0x15,0.9809023487882684,External,spatialDWLS
0x16,0.8892735027612918,External,spatialDWLS
0x17,0.8563152753873235,External,spatialDWLS
0x18,0.6568475449588009,External,spatialDWLS
0x19,0.8307092841261247,External,spatialDWLS
0x20,0.5595429382687888,External,spatialDWLS
0x21,0.9395777050696231,External,spatialDWLS
0x22,0.6481780568772466,External,spatialDWLS
0x23,0.19008537388349248,External,spatialDWLS
0x24,0.802994773307832,External,spatialDWLS
0x25,0.39601947441348395,External,spatialDWLS
0x26,0.5089160738921898,External,spatialDWLS
0x27,0.23799972134588818,External,spatialDWLS
0x28,0.15883286157981913,External,spatialDWLS
0x29,0.7622040008841772,External,spatialDWLS
0x30,0.12987773904499172,External,spatialDWLS
0x31,0.641404764786949,External,spatialDWLS
0x32,0.8441748317104834,External,spatialDWLS
0x33,0.588709519457701,External,spatialDWLS
0x34,0.6367178678204419,External,spatialDWLS
0x35,0.6059732753231238,External,spatialDWLS
0x36,0.30640320050470404,External,spatialDWLS
0x37,0.24065389587636743,External,spatialDWLS
0x38,0.04874018429668747,External,spatialDWLS
0x39,0.7114537101149314,External,spatialDWLS
0x40,0.45930790133088556,External,spatialDWLS
0x41,0.49133368914943426,External,spatialDWLS
0x42,-0.6969434945866732,External,spatialDWLS
0x43,0.48299505713625585,External,spatialDWLS
0x44,0.24281450745950056,External,spatialDWLS
0x45,0.06460574729730645,External,spatialDWLS
0x46,0.6214128861109296,External,spatialDWLS
0x47,0.555957301625939,External,spatialDWLS
0x48,0.5840316745855165,External,spatialDWLS
0x49,0.4142155318060483,External,spatialDWLS
1x0,0.9028583100754343,External,spatialDWLS
1x1,0.8722373272195517,External,spatialDWLS
1x2,0.8255336349132637,External,spatialDWLS
1x3,0.9109264258322732,External,spatialDWLS
1x4,0.957886730088108,External,spatialDWLS
1x5,0.9941624411844413,External,spatialDWLS
1x6,0.9585680841975406,External,spatialDWLS
1x7,0.9792687206953065,External,spatialDWLS
1x8,0.7608350085653498,External,spatialDWLS
1x9,0.9851571489240897,External,spatialDWLS
1x10,0.1564109899387172,External,spatialDWLS
1x11,0.9187067034423126,External,spatialDWLS
1x12,0.32947908494084827,External,spatialDWLS
1x13,0.9716804203849104,External,spatialDWLS
1x14,0.8868312994017201,External,spatialDWLS
1x15,0.917616705746727,External,spatialDWLS
1x16,0.6418424469413946,External,spatialDWLS
1x17,0.8850893411602025,External,spatialDWLS
1x18,0.9374345908229339,External,spatialDWLS
1x19,0.9020446712826545,External,spatialDWLS
1x20,0.5043745311392772,External,spatialDWLS
1x21,0.7592713363284422,External,spatialDWLS
1x22,0.8307209104749278,External,spatialDWLS
1x23,0.917183771365074,External,spatialDWLS
1x24,0.9575222451787365,External,spatialDWLS
1x25,0.7294636948953745,External,spatialDWLS
1x26,0.8390999147724735,External,spatialDWLS
1x27,0.6973776331853423,External,spatialDWLS
1x28,0.13596838377451945,External,spatialDWLS
1x29,0.20144534925278718,External,spatialDWLS
1x30,0.5304107229296502,External,spatialDWLS
1x31,0.7090722707690061,External,spatialDWLS
1x32,0.1483595475244947,External,spatialDWLS
1x33,0.8525730976147061,External,spatialDWLS
1x34,0.40599398461943026,External,spatialDWLS
1x35,0.6221168463758138,External,spatialDWLS
1x36,0.12996597479938277,External,spatialDWLS
1x37,-0.5680858637110483,External,spatialDWLS
1x38,0.17523469388164467,External,spatialDWLS
1x39,0.8078825774919681,External,spatialDWLS
1x40,0.663766754164179,External,spatialDWLS
1x41,-0.05616910180339611,External,spatialDWLS
1x42,0.8885598060869568,External,spatialDWLS
1x43,0.21244877802146997,External,spatialDWLS
1x44,0.7905678597684427,External,spatialDWLS
1x45,0.9547996948747035,External,spatialDWLS
1x46,0.7208683831528087,External,spatialDWLS
1x47,0.6119941945953504,External,spatialDWLS
1x48,0.7067204262050846,External,spatialDWLS
1x49,0.7106081459247579,External,spatialDWLS
2x0,0.98838148670129,External,spatialDWLS
2x1,0.8840514413491616,External,spatialDWLS
2x2,0.9036717343910158,External,spatialDWLS
2x3,0.9736967787365233,External,spatialDWLS
2x4,0.8518312924166282,External,spatialDWLS
2x5,0.4323223994493412,External,spatialDWLS
2x6,0.6204346427774143,External,spatialDWLS
2x7,0.9133577031712607,External,spatialDWLS
2x8,0.9820664830208323,External,spatialDWLS
2x9,0.9143759985402969,External,spatialDWLS
2x10,0.9166029797730054,External,spatialDWLS
2x11,0.9013591286226929,External,spatialDWLS
2x12,0.9763411362302852,External,spatialDWLS
2x13,0.11543942190736134,External,spatialDWLS
2x14,0.9294012594033585,External,spatialDWLS
2x15,0.9621156154733708,External,spatialDWLS
2x16,0.8475848506627548,External,spatialDWLS
2x17,0.8986335772151008,External,spatialDWLS
2x18,0.7060370176647626,External,spatialDWLS
2x19,0.2821882346909447,External,spatialDWLS
2x20,0.8988626650777313,External,spatialDWLS
2x21,0.5233683205471193,External,spatialDWLS
2x22,0.5094267386447769,External,spatialDWLS
2x23,0.5068456395102328,External,spatialDWLS
2x24,0.9142760810221213,External,spatialDWLS
2x25,0.6702805593976593,External,spatialDWLS
2x26,0.8956976566586873,External,spatialDWLS
2x27,0.6404798979181892,External,spatialDWLS
2x28,0.003316851650308414,External,spatialDWLS
2x29,0.409484047873568,External,spatialDWLS
2x30,0.3404344614604567,External,spatialDWLS
2x31,0.8714961196969122,External,spatialDWLS
2x32,-0.1309542820626495,External,spatialDWLS
2x33,-0.4218533832203613,External,spatialDWLS
2x34,0.7476834010608221,External,spatialDWLS
2x35,0.9364634688057765,External,spatialDWLS
2x36,0.9576026182587063,External,spatialDWLS
2x37,0.6049976574169763,External,spatialDWLS
2x38,-0.22001122649129462,External,spatialDWLS
2x39,0.8340967597259699,External,spatialDWLS
2x40,-0.03137392581681539,External,spatialDWLS
2x41,0.6703211852993302,External,spatialDWLS
2x42,0.8026726070667959,External,spatialDWLS
2x43,0.6060569086179881,External,spatialDWLS
2x44,0.567769463837657,External,spatialDWLS
2x45,0.5837401059081844,External,spatialDWLS
2x46,0.5679421937582181,External,spatialDWLS
2x47,0.2822278538828321,External,spatialDWLS
2x48,0.3842778425700881,External,spatialDWLS
2x49,-0.15975493574680277,External,spatialDWLS
3x0,0.9477849513751387,External,spatialDWLS
3x1,0.9398288360627305,External,spatialDWLS
3x2,0.43548129530992125,External,spatialDWLS
3x3,0.8972424715510692,External,spatialDWLS
3x4,0.964613524692397,External,spatialDWLS
3x5,0.9876927893765344,External,spatialDWLS
3x6,0.9026355894918706,External,spatialDWLS
3x7,0.9670761308605627,External,spatialDWLS
3x8,0.4046397859252999,External,spatialDWLS
3x9,0.5843366653902264,External,spatialDWLS
3x10,0.9052741588881453,External,spatialDWLS
3x11,0.9925946333353762,External,spatialDWLS
3x12,0.8753218521329307,External,spatialDWLS
3x13,0.8158174307012143,External,spatialDWLS
3x14,0.8045687765868198,External,spatialDWLS
3x15,0.929588244846361,External,spatialDWLS
3x16,0.9081285689455008,External,spatialDWLS
3x17,0.9715688779948267,External,spatialDWLS
3x18,0.9424453708125856,External,spatialDWLS
3x19,0.9644630928422668,External,spatialDWLS
3x20,0.6995274563060792,External,spatialDWLS
3x21,0.40881213892403323,External,spatialDWLS
3x22,0.9321218068601307,External,spatialDWLS
3x23,0.7412561792695815,External,spatialDWLS
3x24,0.4201603566823378,External,spatialDWLS
3x25,0.5444176298800221,External,spatialDWLS
3x26,0.6047398094509191,External,spatialDWLS
3x27,0.8408305221349744,External,spatialDWLS
3x28,0.5882717552147253,External,spatialDWLS
3x29,0.9820145529830906,External,spatialDWLS
3x30,0.5229293665186523,External,spatialDWLS
3x31,0.3665786542587783,External,spatialDWLS
3x32,0.5674069618752375,External,spatialDWLS
3x33,0.8265315323175914,External,spatialDWLS
3x34,0.4475675679860536,External,spatialDWLS
3x35,-0.3339422740897007,External,spatialDWLS
3x36,0.29679701856702706,External,spatialDWLS
3x37,0.1399116469726794,External,spatialDWLS
3x38,0.32136036867869405,External,spatialDWLS
3x39,-0.01355651536588317,External,spatialDWLS
3x40,-0.43542968595415504,External,spatialDWLS
3x41,0.8111021451416637,External,spatialDWLS
3x42,0.04229195476242925,External,spatialDWLS
3x43,-0.1592262501027099,External,spatialDWLS
3x44,0.7074877264738153,External,spatialDWLS
3x45,0.7728849268841189,External,spatialDWLS
3x46,0.248252254405226,External,spatialDWLS
3x47,-0.15821350381476637,External,spatialDWLS
3x48,0.6247575493657632,External,spatialDWLS
3x49,0.6547060283801264,External,spatialDWLS
4x0,0.9574457555581977,External,spatialDWLS
4x1,0.7908624300794764,External,spatialDWLS
4x2,0.6662332895502129,External,spatialDWLS
4x3,0.9870814840399554,External,spatialDWLS
4x4,0.931096280594061,External,spatialDWLS
4x5,0.965912826194838,External,spatialDWLS
4x6,0.9841578206969264,External,spatialDWLS
4x7,0.9737941102955315,External,spatialDWLS
4x8,0.9789613975152783,External,spatialDWLS
4x9,0.8889606736358746,External,spatialDWLS
4x10,0.9511957241261155,External,spatialDWLS
4x11,0.8758417689811147,External,spatialDWLS
4x12,0.8941822091982385,External,spatialDWLS
4x13,0.9798060074323861,External,spatialDWLS
4x14,0.8423601402035407,External,spatialDWLS
4x15,0.9562360095416977,External,spatialDWLS
4x16,0.9739573139017264,External,spatialDWLS
4x17,0.9880755294776434,External,spatialDWLS
4x18,0.8629321887197323,External,spatialDWLS
4x19,0.8993083067982608,External,spatialDWLS
4x20,0.7089092285864445,External,spatialDWLS
4x21,0.9205777144279178,External,spatialDWLS
4x22,0.7043475802360608,External,spatialDWLS
4x23,0.47908332611729354,External,spatialDWLS
