Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
97x37,0.0408459925790184,0,0,0,0.00512931837848456,0.0241584401724131,0.00353178790403368,0.00834732862169132,0,0.00811991807695469,0.0550279986949118,0,0.104800355732426,0,0.0847474434385803,0,0.18788656833867,0,0,0.477404848062816,0,0,0,0.130615143242174,1.1019584988112
33x65,0,0.074918780950657,0.00589376477189712,0,0,0.0348433570654678,0,0,0,0,0,0.157595527231287,0.0709767028177636,0,0.342457184134957,0.0228860739784115,0.0473555472063534,0,0,0.207281577454759,0.0357914843884468,0,0,0.0676057319244328,1.20784547654504
88x30,0,0.134607561738552,0.0392199217451342,0.00482305908127013,0,0.0578786860323163,0,0.0798495046784247,0.0537728843975131,0,0.249176078078021,0.0398231144940498,0.036064859157551,0,0.0723766581315328,0.0337650519016779,0.0801077691515446,0,0,0.0951400467220926,0.0233948046903197,0,0,-0.0378760158574763,1.13296077333017
63x33,0.016077124822404,0,0,0.0221946818792338,0,0.249018455886447,0,0.000393733296597422,0,0,0.142837501017756,0,0.0227898154594702,0.0354111389055094,0.377837028208074,0.0140678980852955,0.0234977437317313,0,0,0.0958748787074813,0,0,0,0.0912829414473656,1.18524346309019
35x63,0.00401139185621909,0,0.00308025427586858,0.00764984489317512,0.0461516568355344,0.0989133145232828,0.00326437543480722,0,0,0,0.0659832197771613,0,0,0,0.0390414160671345,0.172887037268625,0.335031841304528,0,0,0.222291397681262,0,0.00169425008240188,0,0.0906645856465375,1.05681298796977
31x35,0,0.114533823639816,0.0569603093264761,0.112011307894148,0.178965040405052,0,0.0486218346376435,0.0160552564323334,0,0,0.0367970245254896,0.0230224081150405,0.0956282764301034,0.0259247422568238,0,0.113503948897933,0,0.0889619090613777,0.0160433139665392,0,0.0271465424970999,0.0458242619141231,0,0.190789849593162,1.00518326683009
56x64,0.107671691099272,0,0.0165690605182991,0.0160931690882997,0,0.117541934978898,0,0.0130608187274288,0,0,0.0256291004993416,0,0.214974869871625,0,0.0324256749353719,0.0576142414000046,0.0147060256956709,0.00195498543659695,0,0.381758427749191,0,0,0,0.195711854583659,1.02965782090118
17x37,0.0837781129940816,0,0.0717230790495926,0.0381172335598672,0,0.0787457668554447,0,0.0862638537177379,0.0115547069626737,0.0856650001141851,0,0.111365805299051,0,0.017724164331881,0.0416704155074913,0.0362709415845413,0.00846496166055106,0.0621062521949158,0.150796658798752,0,0,0.115753047369234,0,-0.0319582836124441,1.1042403525097
8x66,0.0205765091501373,0,0,0.0534780326405283,0,0,0.0365585178017127,0.0137896926701144,0.00264923171389937,0.01581380948837,0.0304592775681627,0,0,0,0.0297505547170167,0,0.669412586933229,0,0.0265578519256882,0,0.0795273164918582,0.0214266188992827,0,0.0920319175100287,1.06068603365087
74x22,0.126580229262726,0,0.328780622182776,0.108523404170713,0.0153023118289588,0,0.0557979197102324,0.0444445278283685,0,0,0,0.0121346534365966,0,0.00470166867775856,0.0039042249231233,0.0652576127127831,0,0.0653204479642622,0.0575634567702361,0,0,0.111688920531465,0,0.613319869025921,0.792693963004995
67x41,0,0.151064879149476,0,0.02684889227748,0,0.060024898084529,0,0,0.0187764206659538,0,0.0707913190338816,0,0.196961763898875,0.0665025134182551,0.182128265037533,0,0.189364718333925,0,0,0.0020664931707866,0.0354698369293042,0,0,0.179661321179927,1.01832106820319
105x77,0.152359149325706,0,0.0549378168567186,0.0922836266002918,0,0.170559923179538,0.0318077823963683,0.0220499445009144,0.0132644567378493,0.0163363592028087,0,0,0.00447515680763451,0.0987389500253402,0.0271631242932778,0,0.168708318297235,0.0252739047495909,0,0.0681850366879863,0.0103552202230793,0.0435012301156616,0,0.0276855203108409,1.07128512138837
60x16,0.0187941783497969,0,0,0.0185213933349341,0,0.0525202577605762,0,0,0.0291094818335733,0,0,0.00162375669488738,0.111869246619766,0,0.0072171822866078,0,0.20289534122169,0,0,0.557449161898169,0,0,0,0.0473463159752244,1.17224506186608
9x69,0,0.155049379858451,0,0.0266394578783183,0,0.00512103238056942,0.135303648317887,0.0211878605450243,0,0.00412774210187654,0.115049125722908,0,0.14430443890179,0.0251139203772257,0.040384912463348,0,0.222311231771737,0,0.0113598493810369,0.073011106301495,0,0.0210362939983334,0,0.00496656471786418,1.06522785955284
11x35,0.255354988968722,0,0.126773769643069,0.0471762477223478,0.0104123421832246,0,0.087271123670202,0.102333100637355,0,0.0386165376209975,0.000513120273975037,0,0,0,0.0455122071356131,0.0845403153803108,0.0865850906202221,0.0231798289992544,0.0472155291930953,0,0.00666821040043477,0.0378475875511766,0,0.121251457729038,1.0472969921738
