"","Cancer","Ductal","Macrophages","Mast","mDCs","Monocytes"
"0x0",0.71218061169844,0.0528839179561577,0.000132987110496019,0.000132987111067594,0.119786195339012,0.00013298711050929
"0x1",0.656104683967658,0.0131575764780142,0.000271402266318408,0.000271402266318413,0.244015610051121,0.0176563533426871
"0x2",0.820609514884918,0.0397087018471631,0.000132987110496021,0.000132987110504111,0.0594119179682706,0.00013298711049602
"0x3",0.67464255387859,0.000189981586422887,0.000189981586422886,0.000189981586940146,0.217897879108833,0.0185048264240003
"0x4",0.824100981128702,0.000189981586422885,0.0186622000617374,0.000189981586434508,0.0190737699252958,0.0410754392253909
"0x5",0.877559687843783,0.0184788231249671,0.000132987110496021,0.000132987110421973,0.0283982442292531,0.000132987110509291
"0x6",0.810528988098983,0.0663538770953946,0.00013298711049602,0.0525390034220558,0.000132987110496019,0.000132987110499811
"0x7",0.806788738632295,0.050235733895601,0.00013298711049602,0.000132987110452714,0.0636280059929831,0.000132987110496021
"0x8",0.933328190724121,9.30909773472169e-05,9.3090977347215e-05,9.30909790808363e-05,9.30909773472012e-05,9.30909773472141e-05
"0x9",0.916575871748832,9.93389925018013e-05,9.30909773472128e-05,9.30909772998756e-05,9.30909773472149e-05,9.30909773472128e-05
"0x10",0.862540801319681,0.00013298711049602,0.00013298711049602,0.000132987113289976,0.0721544354782884,0.00013298711050929
"0x11",0.82765704450769,0.094362582918772,6.51636841430491e-05,6.51636803567726e-05,6.51636841535382e-05,6.51636842820855e-05
"0x12",0.98702070051098,9.30909773472143e-05,0.0088077873037903,9.30909773530718e-05,9.30909773472142e-05,9.30909773472142e-05
"0x13",0.768737654010801,0.12172741653066,9.30909773472112e-05,9.3090982947674e-05,9.30909773472086e-05,9.30909773843661e-05
"0x14",0.946231385782515,0.00101537871583095,6.5163684143049e-05,6.51636866666487e-05,6.516368414305e-05,6.51636841397985e-05
"0x15",0.841119688796111,0.000132987110496017,0.000132987110496021,0.00100881291634094,0.0458342866828828,0.00013298711049602
"0x16",0.837738008930352,0.0564108724915514,0.00013298711049602,0.0315863097263155,0.000132987110499645,0.00013298711049602
"0x17",0.740776668901941,0.101853992107977,0.000189981586422886,0.0609202243090217,0.000189981586422885,0.00577171425529931
"0x18",0.560438967940803,0.312987204090118,0.0416151147743365,0.000271402266402636,0.0164334248619797,0.00427464365499068
"0x19",0.858616587043861,0.00013298711049602,0.0205325592313124,0.00013298711131558,0.040232831928154,0.00514205477861858
