"","cell_ID","Cancer","Stroma","Ductal"
"1","0x0",1,0,0
"2","0x1",0.752478068010555,0.247521931989445,0
"3","0x2",1,0,0
"4","0x3",0.771601618031069,0.228398381968931,0
"5","0x4",1,0,0
"6","0x5",1,0,0
"7","0x6",0.869559722726943,0.130440277273057,0
"8","0x7",1,0,0
"9","0x8",1,0,0
"10","0x9",1,0,0
"11","0x10",1,0,0
"12","0x11",1,0,0
"13","0x12",1,0,0
"14","0x13",1,0,0
"15","0x14",1,0,0
"16","0x15",1,0,0
"17","0x16",1,0,0
"18","0x17",0.722091992727565,0.168134814525415,0.109773192747019
"19","0x18",0.664206854812305,0,0.335793145187695
"20","0x19",1,0,0
"21","0x20",0.892573855757108,0.107426144242892,0
"22","0x21",0.808513779539768,0.191486220460232,0
"23","0x22",0.692530661964377,0.167864897153393,0.139604440882231
"24","0x23",0.66283810512444,0.33716189487556,0
"25","0x24",0.767462254270514,0.232537745729486,0
"26","0x25",0.526261980778018,0.26970765426391,0.204030364958072
"27","0x26",0.70654579336554,0.29345420663446,0
"28","0x27",0.626214597387546,0.373785402612454,0
"29","0x28",0.31056275905292,0.68943724094708,0
"30","0x29",0.460474196750658,0.539525803249341,0
"31","0x30",0.441226685649801,0.314336040570365,0.244437273779833
"32","0x31",0.642257184476131,0.245564616182134,0.112178199341735
"33","0x32",0.566653134434788,0.433346865565212,0
"34","0x33",0.817238088267378,0.182761911732622,0
"35","0x34",0.434616257777325,0.565383742222675,0
"36","0x35",0.323782512499175,0.676217487500825,0
"37","0x36",0.311769882727974,0.550413353337565,0.137816763934461
"38","0x37",0.343802802564305,0.505472990739914,0.150724206695781
"39","0x38",0.325705206965738,0.309412323581918,0.364882469452344
"40","0x39",0.276651366883641,0.570055799719714,0.153292833396645
"41","0x40",0.511484366071557,0.350204556085496,0.138311077842948
"42","0x41",0.102432393930042,0.630473569271447,0.267094036798511
"43","0x42",0.159592192636089,0.840407807363911,0
"44","0x43",0.399956425703648,0.36400649909307,0.236037075203282
"45","0x44",0,0.408616597888131,0.591383402111869
"46","0x45",0.454408132332452,0.442612871719208,0.10297899594834
"47","0x46",0.402314280752124,0.597685719247876,0
"48","0x47",0.101554060695178,0.419995537840217,0.478450401464605
"49","0x48",0.180035259640087,0.632078054331438,0.187886686028475
"50","0x49",0.28583288471056,0.250442391137042,0.463724724152398
"51","1x0",1,0,0
"52","1x1",1,0,0
"53","1x2",0.865653888501432,0.134346111498568,0
"54","1x3",0.802574864731088,0.197425135268912,0
"55","1x4",1,0,0
"56","1x5",0.899526777039958,0.100473222960042,0
"57","1x6",1,0,0
"58","1x7",1,0,0
"59","1x8",1,0,0
"60","1x9",1,0,0
"61","1x10",0.229442058899289,0.770557941100711,0
"62","1x11",1,0,0
"63","1x12",0.836495393061944,0,0.163504606938056
"64","1x13",1,0,0
"65","1x14",1,0,0
"66","1x15",1,0,0
"67","1x16",0.658744794406184,0.341255205593816,0
"68","1x17",1,0,0
"69","1x18",1,0,0
"70","1x19",0.897625425393393,0.102374574606607,0
"71","1x20",0.735177111467241,0.264822888532759,0
"72","1x21",0.608384877108974,0.186678047182138,0.204937075708888
"73","1x22",0.547419204762197,0.33282337052975,0.119757424708053
"74","1x23",0.7380796356497,0.261920364350299,0
"75","1x24",0.832931524020522,0.167068475979478,0
"76","1x25",0.584709131004508,0.415290868995492,0
"77","1x26",0.661022276705687,0.338977723294313,0
"78","1x27",0.454385461801423,0.391505307786094,0.154109230412483
"79","1x28",0.494352749066398,0.202223300375047,0.303423950558556
"80","1x29",0.129339381079714,0.380574180076252,0.490086438844034
"81","1x30",0.463330843779544,0.536669156220456,0
"82","1x31",0.633824047155957,0.366175952844043,0
"83","1x32",0.359551873647057,0.47339950619731,0.167048620155633
"84","1x33",0.55714511431264,0.44285488568736,0
"85","1x34",0.31397866008863,0.487155797219352,0.198865542692018
"86","1x35",0.19038153631611,0.577684081180859,0.231934382503031
"87","1x36",0.434896466119095,0.445415770900127,0.119687762980778
"88","1x37",0.176704915327271,0.57424567204778,0.249049412624949
"89","1x38",0.368775760500372,0.457785645922926,0.173438593576703
"90","1x39",0.567473765572463,0.432526234427537,0
"91","1x40",0.211135789007335,0.788864210992665,0
"92","1x41",0.280268030069785,0.719731969930215,0
"93","1x42",0.258392855133079,0.490474237950705,0.251132906916217
"94","1x43",0.133119778419658,0.866880221580342,0
"95","1x44",0,0.675432481688625,0.324567518311374
"96","1x45",0.37578587041529,0.62421412958471,0
"97","1x46",0.448744436371484,0.448687260447053,0.102568303181463
"98","1x47",0.214259117316888,0.599087492677417,0.186653390005695
"99","1x48",0.128547165372315,0.161846238551757,0.709606596075928
"100","1x49",0.517041068881252,0.482958931118748,0
"101","2x0",1,0,0
"102","2x1",1,0,0
"103","2x2",1,0,0
"104","2x3",1,0,0
"105","2x4",1,0,0
"106","2x5",0.899686703335239,0.100313296664761,0
"107","2x6",0.467700515008115,0.532299484991885,0
"108","2x7",1,0,0
"109","2x8",1,0,0
"110","2x9",1,0,0
"111","2x10",1,0,0
"112","2x11",1,0,0
"113","2x12",1,0,0
"114","2x13",0.130419186853968,0.869580813146032,0
"115","2x14",1,0,0
"116","2x15",1,0,0
"117","2x16",0.740813945165665,0.259186054834335,0
"118","2x17",1,0,0
"119","2x18",0.824582002562221,0.175417997437779,0
"120","2x19",0.760578998697993,0,0.239421001302007
"121","2x20",0.903681338063004,0.0963186619369963,0
"122","2x21",0.502591390010305,0.374232498848174,0.123176111141521
"123","2x22",0.736822911057348,0.118180168356488,0.144996920586164
