"","cell_ID","Cancer","Ductal","Stroma"
"1","0x0",0.534481386301597,0.465518613698403,0
"2","0x1",0.397244371710403,0.155196144193421,0.447559484096176
"3","0x2",0.595103547982581,0.404896452017419,0
"4","0x3",0.37100382976924,0.199721475756734,0.429274694474026
"5","0x4",0.682971509841228,0.317028490158772,0
"6","0x5",0.654060759968989,0.345939240031011,0
"7","0x6",0.575657373989307,0.298579576416478,0.125763049594215
"8","0x7",0.455797529127611,0.360039687645348,0.18416278322704
"9","0x8",0.710358287004031,0.289641712995969,0
"10","0x9",0.654058957733059,0.345941042266941,0
"11","0x10",0.62472763596148,0.170522052436747,0.204750311601773
"12","0x11",0.573817005592191,0.426182994407809,0
"13","0x12",0.650311635169375,0.349688364830625,0
"14","0x13",0.54932146619626,0.45067853380374,0
"15","0x14",0.624349883905265,0.375650116094735,0
"16","0x15",0.732067274597277,0.267932725402723,0
"17","0x16",0.502771448307896,0.497228551692104,0
"18","0x17",0.481562782227796,0.40224651138025,0.116190706391954
"19","0x18",0.322133659677787,0.447524566041449,0.230341774280764
"20","0x19",0.517070189334707,0.260536715448232,0.222393095217062
"21","0x20",0.376333652739086,0.364495724393622,0.259170622867292
"22","0x21",0.457051216641444,0.143650734067134,0.399298049291422
"23","0x22",0.334530231386301,0.377540007929748,0.287929760683951
"24","0x23",0.148290177164832,0.436595743880105,0.415114078955064
"25","0x24",0.500268810845776,0.274919396716392,0.224811792437831
"26","0x25",0.300621380485693,0.326907165389453,0.372471454124854
"27","0x26",0.350999199340794,0.379228031661449,0.269772768997758
"28","0x27",0.356399423604246,0.203617106163862,0.439983470231892
"29","0x28",0.15239572289682,0.271579531517683,0.576024745585498
"30","0x29",0.23835520013453,0.240159320092826,0.521485479772644
"31","0x30",0.235563411250534,0.38850870356322,0.375927885186246
"32","0x31",0.272106933838755,0.368989667623921,0.358903398537324
"33","0x32",0.253259340341748,0.165322317843981,0.58141834181427
"34","0x33",0.315503411147643,0.367010731593363,0.317485857258994
"35","0x34",0.327199453481217,0.183270805097895,0.489529741420888
"36","0x35",0.174841172028887,0.178768171196731,0.646390656774382
"37","0x36",0.229313683241262,0.281814318415425,0.488871998343313
"38","0x37",0.183773473551955,0.297364715377485,0.518861811070561
"39","0x38",0.210110488449732,0.392735862664928,0.39715364888534
"40","0x39",0,0.465986963871998,0.534013036128002
"41","0x40",0.202486176715059,0.424788143000115,0.372725680284826
"42","0x41",0,0.333328107033379,0.666671892966621
"43","0x42",0.1046875787674,0.279489461241485,0.615822959991114
"44","0x43",0.161937145174959,0.419559003406857,0.418503851418184
"45","0x44",0,0.563146676911504,0.436853323088496
"46","0x45",0.37369241439728,0,0.62630758560272
"47","0x46",0.221571929300039,0.31585988296486,0.462568187735101
"48","0x47",0,0.516833342127285,0.483166657872715
"49","0x48",0.183036729925221,0.220466563121567,0.596496706953212
"50","0x49",0.295574483079174,0.376868610009304,0.327556906911522
"51","1x0",0.560147547816928,0.439852452183072,0
"52","1x1",0.606060314136874,0.393939685863126,0
"53","1x2",0.433707489320354,0.262717204363542,0.303575306316105
"54","1x3",0.381217416665925,0.300094213905027,0.318688369429048
"55","1x4",0.624868218693586,0.375131781306414,0
"56","1x5",0.787481530490042,0.212518469509958,0
"57","1x6",0.738004726106224,0.261995273893776,0
"58","1x7",0.759278861462347,0.240721138537653,0
"59","1x8",0.513131164043955,0.486868835956045,0
"60","1x9",0.731170311092193,0.268829688907807,0
"61","1x10",0.120270493510743,0.117636801441754,0.762092705047503
"62","1x11",0.525551623263403,0.35252379994345,0.121924576793147
"63","1x12",0.308335404203102,0.691664595796898,0
"64","1x13",0.570773781835898,0.213317751772374,0.215908466391728
"65","1x14",0.651430830680204,0.348569169319796,0
"66","1x15",0.614099395038664,0.385900604961336,0
"67","1x16",0.381705077516476,0.281432212411845,0.336862710071679
"68","1x17",0.541858984634478,0.327679309847788,0.130461705517734
"69","1x18",0.561629331866145,0.20680720714833,0.231563460985526
"70","1x19",0.540564090685087,0.246340526162712,0.213095383152201
"71","1x20",0.3576334771633,0.269068425349615,0.373298097487085
"72","1x21",0.456731635611836,0.353007000165482,0.190261364222682
"73","1x22",0.398589293020726,0.280081942076738,0.321328764902536
"74","1x23",0.5747254340346,0,0.4252745659654
"75","1x24",0.401179807137178,0.207442530489378,0.391377662373444
"76","1x25",0.310011657905051,0.231546698943783,0.458441643151166
"77","1x26",0.368397534761604,0.236147810786197,0.3954546544522
"78","1x27",0.189862808007009,0.371516742216589,0.438620449776403
"79","1x28",0.233132738938318,0.382029053218621,0.384838207843061
"80","1x29",0,0.519824030636663,0.480175969363337
"81","1x30",0.18443998066703,0.242789573390295,0.572770445942675
"82","1x31",0.300899139128983,0.184520997861091,0.514579863009927
"83","1x32",0.203310791948124,0.341170184894594,0.455519023157281
"84","1x33",0.229009249597396,0.265524402091907,0.505466348310696
"85","1x34",0.238812237824949,0.308869748671914,0.452318013503137
"86","1x35",0.191597250319703,0.279362729051634,0.529040020628663
"87","1x36",0.268048153193594,0.311649681558187,0.420302165248219
"88","1x37",0.16898171055146,0.367668891847456,0.463349397601084
"89","1x38",0.197979537411286,0.314826486043688,0.487193976545026
"90","1x39",0.438429963454298,0.177475868191231,0.384094168354471
"91","1x40",0.119370159916456,0.201956657542517,0.678673182541027
"92","1x41",0.133962059082596,0.219380458744754,0.64665748217265
"93","1x42",0.175755254140765,0.345445691782813,0.478799054076421
"94","1x43",0,0.278560729626038,0.721439270373962
"95","1x44",0,0.34470977048171,0.65529022951829
"96","1x45",0.195136300776833,0.186533877702774,0.618329821520394
"97","1x46",0.248096236629668,0.327261121614738,0.424642641755594
