,in_tissue,array_row,array_col,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_50_genes,pct_counts_in_top_100_genes,pct_counts_in_top_200_genes,pct_counts_in_top_500_genes,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,region_ind,E,M,S,B cells memory,B cells naive,Dendritic cells activated,Dendritic cells resting,Eosinophils,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells activated,Mast cells resting,Monocytes,Neutrophils,NK cells activated,NK cells resting,Plasma cells,T cells CD4 memory activated,T cells CD4 memory resting,T cells regulatory (Tregs),T cells CD4 naive,T cells CD8,T cells follicular helper,T cells gamma delta,MixtureType
68x36,1,36,68,4895,8.496173824192162,19384.0,9.872255,24.623400742880726,36.75711927362774,46.801485761452746,59.451093685513825,181.0,5.2040067,0.93375987,19384.0,0,0.01564036169956113,0.9837907934338405,0.0005688448665983855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
27x27,1,27,27,1194,7.085901464365611,1987.0,7.5948844,23.80473074987418,33.920483140412685,45.344740815299446,65.07297433316558,57.0,4.060443,2.8686461,1987.0,1,0.149931130520964,0.000128315872269092,0.849940553606767,0.0,13.1,0.7,0.0,0.0,16.0,1.7,10.0,3.4,0.7,0.0,9.6,0.3,0.0,2.4,0.0,9.3,0.0,0.0,3.9,11.4,2.6,Stroma
77x35,1,35,77,6772,8.820699399214904,47769.0,10.774153,29.952479641608576,43.4717075927903,52.67223513157069,63.54330214155623,168.0,5.1298985,0.35169253,47769.0,0,0.002691377171381143,0.9969026248168501,0.00040599801176878633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
29x39,1,39,29,1481,7.301147805856032,2804.0,7.939159,25.677603423680456,36.5549215406562,47.11126961483595,65.01426533523538,59.0,4.0943446,2.104137,2804.0,1,0.00035347482639731635,0.05254203422450107,0.9471044909491015,2.0,1.7,0.0,16.9,0.0,0.0,1.2,0.0,50.0,0.0,9.1,1.7,2.0,0.0,0.0,0.0,0.0,0.2,0.0,7.1,2.7,0.0,Stroma
80x36,1,36,80,7008,8.854950316500325,47070.0,10.759413,27.015083917569576,39.481623114510306,48.480985765880604,60.20395156150414,202.0,5.313206,0.42914808,47070.0,0,0.005404338308960528,0.9942105160933689,0.0003851455976705946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
39x59,1,59,39,7299,8.895629627136483,53026.0,10.878556,25.55538792290574,37.564590955380375,47.03164485346811,59.22943461698035,213.0,5.365976,0.4016897,53026.0,0,0.003398709638986512,0.9879072094813732,0.008694080879640208,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Pure Mes.
73x59,1,59,73,1326,7.190676034332207,2580.0,7.855932,25.62015503875969,37.2093023255814,49.651162790697676,67.98449612403101,68.0,4.2341065,2.635659,2580.0,1,0.00044359167333447917,0.22982855615891734,0.7697278521677482,13.4,0.0,2.0,0.0,5.5,1.9,0.0,10.8,6.6,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,1.9,7.7,19.2,3.6,0.0,Stroma
69x53,1,53,69,1991,7.596894438144544,4462.0,8.403577,24.988794262662484,37.33751680860601,49.148363962348725,64.81398476019721,108.0,4.691348,2.4204392,4462.0,1,0.0006439143252426712,0.46241215483838194,0.5369439308363754,0.0,9.1,2.4,0.0,0.1,4.6,0.0,0.0,0.7,1.3,7.7,0.0,0.0,5.7,3.9,0.0,7.8,2.8,0.0,5.1,2.6,0.0,Stroma
23x65,1,65,23,5690,8.646641258603124,27075.0,10.206403,25.185595567867036,37.59556786703601,47.19482917820868,59.68605724838412,388.0,5.963579,1.4330564,27075.0,0,0.0005707560119201262,0.9730308479740921,0.026398396013987725,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.3,0.0,0.2,0.4,0.0,0.5,0.0,0.0,0.0,0.7,0.0,0.0,Pure Mes.
35x57,1,57,35,7200,8.881975184248867,54984.0,10.914816,28.506474610795866,41.67394151025753,51.034846500800235,62.747344682089334,324.0,5.7838254,0.5892623,54984.0,0,0.004535024086375411,0.9943283808150156,0.0011365950986090122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
68x50,1,50,68,2022,7.612336837167746,4622.0,8.438799,26.460406750324534,38.706187797490266,49.394201644309824,64.58243184768499,117.0,4.7706847,2.5313716,4622.0,1,0.000436203448410715,0.5574015057861155,0.44216229076547375,3.1,0.0,0.4,12.4,0.0,0.0,0.7,0.0,17.7,0.0,0.0,1.2,1.1,0.0,0.0,0.0,0.9,0.0,2.7,0.0,1.9,2.1,MS Mixture
73x35,1,35,73,7489,8.921324076511265,59438.0,10.992706,27.839092836232716,40.98556479020156,50.213668023823146,61.36983074800633,304.0,5.7203116,0.5114573,59438.0,0,0.009410098555174936,0.9902928107586373,0.0002970906861878202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
81x57,1,57,81,1243,7.126087273299125,2270.0,7.7279754,25.242290748898675,37.268722466960355,49.16299559471366,67.26872246696036,67.0,4.2195077,2.951542,2270.0,1,0.0002259370629802182,0.05413652574441303,0.9456375371926068,7.8,0.0,2.2,0.0,0.4,0.0,3.3,0.0,39.6,0.0,9.6,0.0,4.1,0.0,0.0,0.0,0.0,4.1,9.1,4.9,3.8,5.6,Stroma
87x27,1,27,87,6648,8.802221746402456,41152.0,10.625052,25.901535769828925,38.72715785381026,48.61246111975117,60.281395800933126,568.0,6.3438807,1.3802488,41152.0,0,0.004237775302759726,0.9953519341164767,0.0004102905807636552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
38x24,1,24,38,2599,7.8632667240095735,5674.0,8.643826,21.00810715544589,30.472329925978148,40.90588649982376,56.767712372224175,140.0,4.94876,2.467395,5674.0,1,0.4367261151390902,0.0004436685279640414,0.5628302163329457,0.0,8.5,3.8,0.0,2.9,5.1,1.0,7.1,2.3,1.9,0.0,2.2,0.0,0.0,0.0,3.6,0.0,3.2,5.9,2.3,0.1,6.3,Stroma
46x30,1,30,46,1077,6.982862751468942,1797.0,7.49443,24.98608792431831,36.28269337785198,48.69226488592098,67.89092932665554,46.0,3.8501477,2.5598218,1797.0,1,0.00037215935469455617,0.0005413971229143925,0.999086443522391,1.9,6.4,5.7,8.6,0.0,3.3,4.8,4.7,0.0,7.9,0.0,13.3,10.4,0.0,1.7,2.3,0.3,0.0,0.3,1.7,4.5,22.1,Stroma
21x63,1,63,21,6943,8.845633256340186,47235.0,10.762912,27.358949931195088,40.08468296813803,49.27278501111464,61.0161956176564,350.0,5.8607864,0.740976,47235.0,0,0.007234050803925409,0.9923339483908219,0.00043200080525265425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
26x60,1,60,26,5907,8.68406264365127,31059.0,10.343677,26.78450690621076,39.02572523262178,48.43040664541679,60.55571653948936,317.0,5.7620516,1.0206382,31059.0,0,0.008613573829910308,0.9907844031176329,0.000602023052456687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
1x59,1,59,1,4019,8.299037181613066,12452.0,9.429717,25.08833922261484,36.998072598779316,46.33793768069386,58.77770639254738,252.0,5.5333896,2.0237713,12452.0,isolated,0.0006697062331970785,0.9135462015622342,0.08578409220456869,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.8,0.0,0.7,0.0,0.6,0.2,0.0,3.3,0.6,0.0,0.0,1.0,0.6,0.2,0.0,Pure Mes.
81x25,1,25,81,6797,8.824383730256061,40176.0,10.60105,25.029868578255677,37.266029470330544,46.823974512146556,58.66935483870967,645.0,6.4707994,1.605436,40176.0,0,0.007675511896796877,0.9919305886452265,0.0003938994579765976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
92x44,1,44,92,6237,8.738414897167749,33628.0,10.423144,23.92648982990365,36.13655287260616,45.89330319971452,58.6356607588914,614.0,6.4216223,1.8258594,33628.0,0,0.0003962694092107638,0.9706322442792346,0.028971486311554665,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.6,0.0,1.3,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,Pure Mes.
31x33,1,33,31,1354,7.2115567333138015,2440.0,7.8001633,24.549180327868854,35.08196721311476,46.63934426229508,65.0,60.0,4.1108737,2.4590163,2440.0,1,0.2780782851623165,0.00041321786047006885,0.7215084969772134,0.0,7.9,1.1,3.0,0.0,5.7,2.0,0.0,0.0,3.8,14.7,2.4,4.5,0.0,2.7,0.6,9.7,2.1,0.0,8.7,3.1,0.0,Stroma
25x41,1,41,25,1177,7.071573364211532,2164.0,7.680176,28.188539741219966,39.27911275415896,50.693160813308694,68.71534195933457,83.0,4.4308167,3.83549,2164.0,1,0.05070151048533906,0.39797682732631323,0.5513216621883478,0.0,6.6,0.0,5.1,0.0,0.5,5.4,0.0,4.1,0.0,9.8,0.0,0.0,8.5,0.0,0.0,13.4,0.0,0.0,0.0,1.6,0.0,Stroma
48x62,1,62,48,6431,8.769040810858803,39196.0,10.576356,26.788447800796,39.30247984488213,48.44116746606797,60.54189202979896,156.0,5.056246,0.39799982,39196.0,0,0.004883836442898693,0.9890199332032937,0.006096230353807598,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
10x28,1,28,10,1076,6.981934677156389,1726.0,7.454141,22.769409038238702,32.96639629200463,46.17612977983778,66.62804171494786,38.0,3.6635616,2.2016222,1726.0,1,0.0002231431968036558,0.00026064486608371395,0.9995162119371126,0.0,13.9,0.2,8.7,0.0,2.2,2.0,6.7,0.0,10.0,0.0,7.7,7.2,0.0,16.6,3.4,0.0,0.0,3.6,13.7,4.0,0.0,Stroma
27x49,1,49,27,7157,8.875985891325971,46843.0,10.754579,24.044147471340434,36.28076767072989,46.06878295583118,58.25203338812629,367.0,5.908083,0.78346825,46843.0,0,0.0032605128050645113,0.9963292101125246,0.00041027708241088136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
80x52,1,52,80,1654,7.411556287811163,3431.0,8.140899,25.88166715243369,38.618478577674146,49.86884290294375,66.36549111046342,62.0,4.1431346,1.8070533,3431.0,1,0.0005311006873402968,0.6216301277874978,0.37783877152516193,0.0,6.2,0.3,1.8,0.0,0.2,0.8,0.0,0.0,5.0,4.4,0.0,0.3,1.9,3.6,7.5,3.1,0.0,0.0,0.2,2.1,0.3,MS Mixture
85x57,1,57,85,1852,7.52456122628536,3886.0,8.265393,23.44312918167782,35.87236232629954,47.478126608337625,64.64230571281523,85.0,4.454347,2.1873393,3886.0,1,0.0004832672766449793,0.40225237923097784,0.597264353492377,0.0,1.0,0.0,30.2,0.7,0.0,6.8,0.0,0.0,0.0,0.0,1.8,0.0,0.0,4.4,0.0,5.1,2.8,0.0,0.0,3.7,3.1,Stroma
34x46,1,46,34,1755,7.470793774195062,3795.0,8.241703,25.87615283267457,38.12911725955204,49.59156785243742,66.6403162055336,140.0,4.94876,3.6890645,3795.0,1,0.00037327288338095184,0.6420671157932687,0.35755961132335035,0.0,2.2,0.4,7.5,0.0,0.0,1.4,0.0,11.1,0.0,3.5,0.0,2.5,0.0,0.7,0.0,3.2,0.0,0.0,1.1,2.1,0.0,MS Mixture
30x36,1,36,30,1764,7.475905969367397,3291.0,8.099251,22.333637192342753,32.3002127013066,43.54299604983288,61.592221209358854,90.0,4.5108595,2.7347312,3291.0,1,0.14784061966674725,0.00030773648387055346,0.8518516438493823,0.0,11.0,0.0,0.0,1.2,25.6,3.7,4.5,4.5,0.0,0.0,3.8,0.0,5.4,0.0,5.2,0.0,6.5,4.0,0.0,9.8,0.0,Stroma
38x52,1,52,38,8157,9.006754319877503,73536.0,11.2055435,26.223890339425587,38.72932985204526,48.14240644038294,59.95022845953003,389.0,5.966147,0.5289926,73536.0,0,0.00029196947320501635,0.940882261957249,0.05882576856954609,1.0,0.0,0.0,0.7,0.0,0.0,1.2,0.0,0.4,0.0,1.6,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,Pure Mes.
19x23,1,23,19,1035,6.943122422819428,1629.0,7.396335,22.713321055862494,33.57888275015347,46.65438919582566,67.15776550030694,28.0,3.3672957,1.718846,1629.0,1,0.20274508580088366,0.00022387743491054666,0.7970310367642057,11.7,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.3,7.5,7.9,5.9,2.4,0.0,6.3,6.0,0.0,1.8,11.7,10.5,0.0,4.3,Stroma
37x67,1,67,37,6970,8.849513965486398,49227.0,10.804218,25.96136266682918,38.25339752574807,48.00414406728015,60.52775915656042,309.0,5.7365723,0.62770426,49227.0,0,0.0004219812780558814,0.9397197175679076,0.05985830115403648,0.4,0.0,0.0,0.5,0.5,0.1,2.8,0.0,0.2,0.0,1.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,Pure Mes.
46x52,1,52,46,7365,8.904630097005011,54739.0,10.91035,27.60737317086538,40.53965180218857,49.70679040537825,61.142878021154935,226.0,5.42495,0.41286832,54739.0,0,0.004859754581146375,0.9946983605866746,0.00044188483217914604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
86x48,1,48,86,6628,8.79920924224139,40637.0,10.612459,26.98525973866181,40.06201245170657,49.624726234712206,61.35787582744789,560.0,6.329721,1.3780545,40637.0,0,0.001180253338874409,0.969780143858763,0.029039602802362594,0.2,0.0,0.0,1.1,0.0,0.0,0.2,0.0,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Pure Mes.
57x57,1,57,57,7330,8.899867211223587,65060.0,11.08308,28.161696895173687,41.63080233630495,51.66922840454965,63.56286504764832,263.0,5.575949,0.40424225,65060.0,0,0.005188495043159044,0.9945060059274143,0.00030549902942659585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
7x25,1,25,7,1080,6.985641817639208,1801.0,7.4966526,24.097723486951693,34.869516935036096,47.69572459744587,67.79566907273737,35.0,3.583519,1.9433647,1801.0,1,0.08514420392270568,0.000447797190511503,0.9144079988867827,0.0,11.2,1.7,17.6,0.0,0.3,4.3,0.0,7.7,0.0,0.0,4.5,0.6,9.9,7.4,0.0,9.8,4.9,0.0,2.3,9.3,0.0,Stroma
2x46,1,46,2,1262,7.141245122350491,2358.0,7.765993,26.25106022052587,37.871077184054286,49.957591178965224,67.68447837150127,62.0,4.1431346,2.6293468,2358.0,1,0.0005553998016229017,0.6303132302254101,0.3691313699729671,0.0,2.9,2.3,4.9,0.0,1.0,2.5,0.0,0.0,4.5,0.0,2.1,2.3,0.0,3.2,1.1,3.1,2.0,0.0,2.9,2.0,0.0,MS Mixture
33x69,1,69,33,7015,8.855948534052018,46733.0,10.752227,25.945263518284722,38.38187148267819,47.77566173795819,59.7500695440053,414.0,6.0282784,0.8858836,46733.0,0,0.01055623818062841,0.9890050082260744,0.0004387535932972537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
79x39,1,39,79,7357,8.90354343566472,60185.0,11.005195,29.803107086483344,43.56234942261361,53.07967101437235,63.99435075184847,273.0,5.613128,0.45360142,60185.0,0,0.0011945418290589668,0.9985954726715954,0.0002099854993456417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
16x52,1,52,16,2446,7.802618063442671,4903.0,8.497807,18.86600040791352,27.942076279828676,37.915561900877016,54.08933306139099,76.0,4.3438053,1.5500714,4903.0,1,0.0604963662303165,0.9391963944256642,0.00030723934401942417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
92x32,1,32,92,6173,8.728102205062104,46302.0,10.742962,33.56226512893611,49.10802989071746,58.91322189106302,69.36633406764287,315.0,5.755742,0.6803162,46302.0,0,0.00026105250135254765,0.9994778949973839,0.0002610525012636522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
15x51,1,51,15,1671,7.421775793644647,3052.0,8.02388,22.24770642201835,32.27391874180865,43.51245085190039,61.63171690694627,100.0,4.6151204,3.27654,3052.0,1,0.00087627035463334,0.6071838211213736,0.39193990852399313,4.8,0.0,2.2,1.3,1.5,0.0,0.5,2.6,0.0,5.5,0.0,0.5,2.2,0.0,3.1,1.9,0.0,0.0,6.6,2.8,3.6,0.0,MS Mixture
30x48,1,48,30,6152,8.724695046740491,27814.0,10.233331,20.741353275328972,30.804630761487022,40.30344430862156,53.07399151506436,252.0,5.5333896,0.90601856,27814.0,0,0.032205382107705724,0.917100104986678,0.050694512905616065,1.0,0.0,0.0,1.9,0.2,0.0,0.5,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,Pure Mes.
78x44,1,44,78,6420,8.76732914779405,41308.0,10.628836,28.611891159097514,42.05480778541687,51.365352958264744,62.52783964365256,342.0,5.8377304,0.82792675,41308.0,0,0.002498103821276994,0.9970427980806389,0.0004590980980841987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
59x25,1,25,59,1073,6.97914527506881,1934.0,7.5678625,26.163391933815927,38.21096173733196,50.98241985522234,70.37228541882111,56.0,4.0430512,2.895553,1934.0,1,0.0002821487008548311,0.40977733898910446,0.5899405123100407,4.4,0.0,3.9,15.9,1.1,0.0,2.6,0.0,1.7,0.0,0.8,1.0,0.0,2.6,0.0,0.1,19.6,0.0,0.0,0.4,2.7,2.0,Stroma
16x30,1,30,16,1244,7.126890808898808,2072.0,7.636752,23.503861003861005,33.44594594594595,44.932432432432435,64.0926640926641,92.0,4.5325994,4.4401546,2072.0,1,0.00019095507361438843,0.00020404170260542487,0.9996050032237801,17.7,0.0,2.2,2.1,5.7,1.5,0.9,0.0,1.1,0.0,14.4,0.0,0.0,10.4,9.0,5.6,0.0,2.0,24.7,2.7,0.0,0.0,Stroma
35x19,1,19,35,1095,6.999422467507961,1713.0,7.446585,21.424401634559253,31.873905429071804,44.775248102743724,65.2656158785756,27.0,3.3322046,1.576182,1713.0,5,0.07929283642677216,0.00022252434291028655,0.9204846392303175,0.0,2.2,2.3,8.1,0.0,5.6,1.1,0.0,4.6,0.0,21.5,1.0,0.0,9.6,4.6,0.0,25.0,3.7,0.0,0.0,2.6,0.0,Stroma
9x65,1,65,9,6520,8.782783017393202,38004.0,10.545473,25.913061782970214,38.1828228607515,47.3818545416272,59.477949689506374,535.0,6.2841344,1.4077466,38004.0,0,0.0004573149082498143,0.9778590509608119,0.021683634130938198,0.1,0.0,0.0,1.3,0.0,0.0,0.3,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Pure Mes.
27x55,1,55,27,6946,8.846065190692881,45492.0,10.725314,25.542952607051788,37.285676602479555,46.49828541281983,58.68064714675108,234.0,5.4595857,0.51437616,45492.0,0,0.00040729093936195247,0.9940440458802235,0.005548663180414484,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
32x66,1,66,32,5852,8.674709629291222,28696.0,10.264548,25.006969612489545,37.168943406746585,47.25048787287427,59.47170337329245,428.0,6.0614567,1.491497,28696.0,0,0.00840172906957784,0.9912278706687495,0.000370400261672725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
50x40,1,40,50,1702,7.440146680662688,3525.0,8.167919,25.50354609929078,37.19148936170213,48.255319148936174,65.90070921985816,90.0,4.5108595,2.5531914,3525.0,1,0.068680860482388,0.4538160555179306,0.4775030839996815,0.0,5.8,0.4,2.9,0.0,0.3,2.1,2.6,0.0,6.9,0.0,2.9,5.5,0.0,2.4,2.8,0.0,1.1,0.6,11.5,0.0,0.0,Stroma
66x58,1,58,66,2849,7.955074273262696,9022.0,9.1075325,27.200177344269566,41.45422301041898,52.59365994236311,66.09399246286854,119.0,4.787492,1.318998,9022.0,isolated,0.0008449062565440762,0.7690938759840539,0.23006121775940205,0.0,0.2,0.0,3.7,0.0,0.0,0.9,0.0,9.6,0.0,1.8,0.3,1.0,0.0,0.3,0.0,2.5,0.9,0.0,0.0,0.5,1.3,MS Mixture
5x59,1,59,5,3792,8.2409125416889,10167.0,9.227001,20.910789810170158,30.77604012983181,40.44457558768565,54.558866922395985,98.0,4.59512,0.96390283,10167.0,isolated,0.0004234707062545917,0.5483568042505983,0.4512197250431472,4.6,0.0,1.6,0.0,0.7,0.0,0.9,8.1,2.5,0.0,0.0,0.0,0.0,6.7,1.4,0.0,0.0,12.9,0.0,4.4,1.4,0.0,MS Mixture
63x51,1,51,63,3825,8.249575150000199,13148.0,9.484101,24.98478856099787,38.119866139336786,48.79829631883176,61.659567995132335,197.0,5.288267,1.4983268,13148.0,isolated,0.0006558659795841736,0.801580540074851,0.19776359394556484,0.0,0.6,0.0,14.2,0.0,0.0,1.1,0.0,2.2,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.0,MS Mixture
9x63,1,63,9,7206,8.88280805492444,45058.0,10.715728,23.141284566558657,34.309112699187715,44.20524657108616,56.975453859470015,326.0,5.7899604,0.72351193,45058.0,0,0.0005777890769582848,0.6362965850331871,0.36312562588985453,9.0,0.0,0.0,0.6,0.0,1.2,1.9,0.0,1.3,0.6,7.2,0.0,0.5,0.4,0.0,0.0,0.0,0.1,0.0,12.7,0.6,0.0,MS Mixture
58x66,1,66,58,5939,8.68946441235669,39379.0,10.581014,29.50557403692323,44.17329033241067,54.714441707509074,67.03826912821555,275.0,5.620401,0.6983417,39379.0,0,0.0004804340528882218,0.9726824109138994,0.026837155033212386,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.8,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,Pure Mes.
63x49,1,49,63,4039,8.303999970955196,14581.0,9.5875435,25.73897537891777,38.78334819285371,49.235306220423844,62.27967903435978,233.0,5.4553213,1.59797,14581.0,isolated,0.0005928693411153175,0.8536627312337659,0.14574439942511877,0.2,0.0,0.0,8.1,0.5,0.0,0.5,0.0,4.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.0,MS Mixture
83x45,1,45,83,6131,8.721276239991704,43656.0,10.684119,34.034267912772584,49.62662635147517,58.72274143302181,68.9687557265897,395.0,5.9814143,0.9048012,43656.0,0,0.0004844212596130768,0.9906418427847962,0.008873735955590777,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
9x67,1,67,9,6414,8.766394277049736,35091.0,10.465729,24.080248496765552,35.96648713345302,45.36775811461629,57.59881451084323,476.0,6.1675167,1.3564732,35091.0,0,0.007819455369616184,0.9917835081923019,0.00039703643808200576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
16x64,1,64,16,7389,8.907883013942248,52366.0,10.866032,25.10025589122713,37.09086048199213,46.83573310926937,59.20444563266242,440.0,6.089045,0.8402399,52366.0,0,0.0016337311082386026,0.975923196557998,0.02244307233376348,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,Pure Mes.
97x63,1,63,97,1935,7.568379267836522,3890.0,8.266421,24.55012853470437,33.88174807197943,44.601542416452446,61.77377892030849,128.0,4.8598123,3.2904885,3890.0,1,0.1826514180444629,0.00020610516263050877,0.8171424767929065,3.5,0.0,4.7,4.4,5.9,0.7,1.9,7.3,0.0,9.5,0.0,3.6,3.9,0.0,9.2,8.9,0.0,1.0,10.1,4.5,2.3,0.4,Stroma
82x50,1,50,82,4129,8.326032685955079,14003.0,9.547098,23.952010283510678,36.52788688138256,46.71141898164679,59.430122116689276,273.0,5.613128,1.9495822,14003.0,isolated,0.0005635781787103244,0.8489232901050281,0.15051313171626154,0.8,0.0,0.0,9.6,0.0,0.1,0.5,0.0,0.8,0.0,0.0,0.1,0.0,0.7,0.0,0.0,2.3,0.1,0.0,0.0,0.0,0.0,MS Mixture
72x32,1,32,72,7200,8.881975184248867,48794.0,10.795383,25.845390826740992,37.89810222568348,47.02217485756445,58.826904947329595,289.0,5.669881,0.59228593,48794.0,0,0.007227214493548988,0.9923859846455763,0.0003868008608747152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
30x22,1,22,30,1376,7.227662498728655,2260.0,7.7235622,23.628318584070797,32.38938053097345,42.52212389380531,61.23893805309735,159.0,5.075174,7.0353985,2260.0,1,0.2021939128178836,0.00013411625391580777,0.7976719709282006,2.6,3.8,5.6,0.0,0.0,14.1,2.5,12.7,0.0,8.4,0.0,5.7,4.0,0.0,0.0,2.7,0.0,0.0,0.0,8.7,5.5,3.5,Stroma
