,r,reference,method
9x9,0.9238526618498748,External,spatialDWLS
9x10,0.9124311079162326,External,spatialDWLS
9x11,0.8212702800571832,External,spatialDWLS
9x12,0.8647638076294416,External,spatialDWLS
9x13,0.9100500688292594,External,spatialDWLS
9x14,0.8592743962464324,External,spatialDWLS
9x15,0.9400205403258175,External,spatialDWLS
9x16,-0.04377069516560435,External,spatialDWLS
9x17,0.8697532703046702,External,spatialDWLS
9x18,0.8926218965714723,External,spatialDWLS
10x1,0.6413763683975084,External,spatialDWLS
10x2,0.6678864829521851,External,spatialDWLS
10x3,0.8261414272471421,External,spatialDWLS
10x4,0.9215389741791007,External,spatialDWLS
10x5,0.8729352066446319,External,spatialDWLS
10x6,0.8558163489477287,External,spatialDWLS
10x7,0.8570310216772321,External,spatialDWLS
10x8,0.780286865557478,External,spatialDWLS
10x9,0.9369235958885984,External,spatialDWLS
10x10,0.9995234570979102,External,spatialDWLS
10x11,0.8043831321479923,External,spatialDWLS
10x12,0.9236427808816878,External,spatialDWLS
10x13,0.9504288599416473,External,spatialDWLS
10x14,0.9155612372867947,External,spatialDWLS
10x15,0.8861263664781425,External,spatialDWLS
10x16,0.9725071330826032,External,spatialDWLS
10x17,0.7735389245832285,External,spatialDWLS
10x18,0.9234786947787539,External,spatialDWLS
10x19,0.946179686013678,External,spatialDWLS
11x2,0.7077493137905727,External,spatialDWLS
11x3,0.8709890759681979,External,spatialDWLS
11x4,0.9718305546630316,External,spatialDWLS
11x5,0.9229040787021803,External,spatialDWLS
11x6,0.9597753877596032,External,spatialDWLS
11x7,0.7937122048606475,External,spatialDWLS
11x8,0.8164300608003054,External,spatialDWLS
11x9,0.9414611674262925,External,spatialDWLS
11x10,0.9360956802495746,External,spatialDWLS
11x11,0.9558073336900191,External,spatialDWLS
11x12,0.8326856644532827,External,spatialDWLS
11x13,0.9471530509838058,External,spatialDWLS
11x14,0.914485346071702,External,spatialDWLS
11x15,0.9468600889187,External,spatialDWLS
11x16,0.983567742578175,External,spatialDWLS
11x17,0.8302310933145909,External,spatialDWLS
11x18,0.93150488234647,External,spatialDWLS
12x2,0.9566506032634365,External,spatialDWLS
12x3,0.9366837867332765,External,spatialDWLS
12x4,0.9833466549541876,External,spatialDWLS
12x5,0.9021359934668085,External,spatialDWLS
12x6,0.5320001163204349,External,spatialDWLS
12x7,0.9980800607025765,External,spatialDWLS
12x8,0.8337368626622363,External,spatialDWLS
12x9,0.9837136461551701,External,spatialDWLS
12x10,0.9638085425336969,External,spatialDWLS
12x11,0.7483634893317118,External,spatialDWLS
12x12,0.8461878605306618,External,spatialDWLS
12x13,0.9529119817951833,External,spatialDWLS
12x14,0.9298224091261338,External,spatialDWLS
12x15,1.0,External,spatialDWLS
12x16,0.9596286242808924,External,spatialDWLS
12x17,0.9254923934379968,External,spatialDWLS
12x18,0.8801385656931608,External,spatialDWLS
13x1,0.9315907038051252,External,spatialDWLS
13x2,0.5937839638110992,External,spatialDWLS
13x3,0.9529102323495154,External,spatialDWLS
13x4,0.6662367304389967,External,spatialDWLS
13x5,0.9524596471562685,External,spatialDWLS
13x6,0.8985301318998529,External,spatialDWLS
13x7,0.9803888204916025,External,spatialDWLS
13x8,0.8800431347303156,External,spatialDWLS
13x9,0.9280881315605735,External,spatialDWLS
13x10,0.9503967805442313,External,spatialDWLS
13x11,0.8363716031448454,External,spatialDWLS
13x12,0.9469777672900819,External,spatialDWLS
13x13,0.979230974354548,External,spatialDWLS
13x14,0.9590434101002342,External,spatialDWLS
13x15,0.7795421783442624,External,spatialDWLS
13x16,0.775660857967199,External,spatialDWLS
13x17,0.9522152354869658,External,spatialDWLS
13x18,0.7316523715884711,External,spatialDWLS
14x2,0.8962761614743054,External,spatialDWLS
14x3,0.8926300837061218,External,spatialDWLS
14x4,0.7598164651110244,External,spatialDWLS
14x5,0.962457878051312,External,spatialDWLS
14x6,0.8690464752230458,External,spatialDWLS
14x7,0.8565675801324267,External,spatialDWLS
14x8,0.8145320695847724,External,spatialDWLS
14x9,0.9521081911695342,External,spatialDWLS
14x10,0.9509527872338617,External,spatialDWLS
14x11,0.9382221640357974,External,spatialDWLS
14x12,0.7969372294000008,External,spatialDWLS
14x13,0.5748361221180397,External,spatialDWLS
14x14,0.9243022909143515,External,spatialDWLS
14x15,0.9225960985695735,External,spatialDWLS
14x16,0.9915397302295612,External,spatialDWLS
14x17,0.8322926162523429,External,spatialDWLS
14x18,0.8935266829728976,External,spatialDWLS
15x3,0.8255985731708761,External,spatialDWLS
15x4,0.5998488437778203,External,spatialDWLS
15x5,1.0,External,spatialDWLS
15x6,0.8136536629908617,External,spatialDWLS
15x7,0.7883945653389229,External,spatialDWLS
15x8,0.9823594744304425,External,spatialDWLS
15x9,0.9506328388215943,External,spatialDWLS
15x10,0.9682992771481062,External,spatialDWLS
15x11,0.9074131371852632,External,spatialDWLS
15x12,0.9329187061236939,External,spatialDWLS
15x13,0.9440075031993039,External,spatialDWLS
15x14,0.6355001797436635,External,spatialDWLS
15x15,0.9948497511671098,External,spatialDWLS
15x16,0.9145168321163994,External,spatialDWLS
15x17,0.939955646026537,External,spatialDWLS
16x4,0.7622849067474837,External,spatialDWLS
16x5,0.878319969598609,External,spatialDWLS
16x6,0.8608571067061692,External,spatialDWLS
16x7,0.9411753963608697,External,spatialDWLS
16x8,0.7670276062800856,External,spatialDWLS
16x9,0.9001071993465486,External,spatialDWLS
16x10,0.7387511131780627,External,spatialDWLS
16x11,0.9745556640858103,External,spatialDWLS
16x12,0.7491182184065124,External,spatialDWLS
16x13,0.9202565082468326,External,spatialDWLS
16x14,0.9592649062441768,External,spatialDWLS
16x15,0.8796928789060385,External,spatialDWLS
16x16,0.9993182156651023,External,spatialDWLS
17x3,0.9286391871697011,External,spatialDWLS
17x5,0.39008955343961804,External,spatialDWLS
17x6,0.9511332136799213,External,spatialDWLS
17x7,0.887371295086182,External,spatialDWLS
17x8,0.9622387040347791,External,spatialDWLS
17x9,0.7617310925921553,External,spatialDWLS
17x10,0.9358999681387563,External,spatialDWLS
17x11,0.9524534382112594,External,spatialDWLS
17x12,0.8473905201334491,External,spatialDWLS
17x13,0.9445603137649377,External,spatialDWLS
17x14,0.9518543505125419,External,spatialDWLS
17x15,0.8183083705932247,External,spatialDWLS
18x4,0.971978467972649,External,spatialDWLS
18x5,0.2812869590832443,External,spatialDWLS
18x6,0.964574107323105,External,spatialDWLS
18x7,0.9860586394661615,External,spatialDWLS
18x8,0.951255460806683,External,spatialDWLS
18x9,0.9245577730088075,External,spatialDWLS
18x10,0.941262873889472,External,spatialDWLS
18x11,0.9491643075509798,External,spatialDWLS
18x12,0.7673122175183564,External,spatialDWLS
18x13,0.8873320483578095,External,spatialDWLS
18x14,0.9132625335516347,External,spatialDWLS
19x10,0.8927091034842592,External,spatialDWLS
19x12,0.7023414678201743,External,spatialDWLS
20x6,0.8869120770773617,External,spatialDWLS
0x8,1.0,ReSort,spatialDWLS
0x10,0.9997015052889946,ReSort,spatialDWLS
0x14,1.0,ReSort,spatialDWLS
1x6,1.0,ReSort,spatialDWLS
1x7,1.0,ReSort,spatialDWLS
1x9,1.0,ReSort,spatialDWLS
1x10,0.970725343394151,ReSort,spatialDWLS
2x3,1.0,ReSort,spatialDWLS
2x6,0.8117881981253965,ReSort,spatialDWLS
2x7,1.0,ReSort,spatialDWLS
2x8,1.0,ReSort,spatialDWLS
2x9,1.0,ReSort,spatialDWLS
2x10,1.0,ReSort,spatialDWLS
2x11,1.0,ReSort,spatialDWLS
2x12,1.0,ReSort,spatialDWLS
2x13,0.9999224370150144,ReSort,spatialDWLS
2x14,1.0,ReSort,spatialDWLS
2x15,1.0,ReSort,spatialDWLS
3x4,1.0,ReSort,spatialDWLS
3x5,1.0,ReSort,spatialDWLS
3x6,1.0,ReSort,spatialDWLS
3x7,1.0,ReSort,spatialDWLS
3x8,0.9894532243741655,ReSort,spatialDWLS
3x9,1.0,ReSort,spatialDWLS
3x10,1.0,ReSort,spatialDWLS
3x11,1.0,ReSort,spatialDWLS
3x12,0.9948497511671099,ReSort,spatialDWLS
3x13,1.0,ReSort,spatialDWLS
3x14,0.9989123075619523,ReSort,spatialDWLS
3x15,1.0,ReSort,spatialDWLS
3x17,1.0,ReSort,spatialDWLS
4x4,1.0,ReSort,spatialDWLS
4x5,1.0,ReSort,spatialDWLS
4x6,1.0,ReSort,spatialDWLS
4x7,1.0,ReSort,spatialDWLS
4x8,1.0,ReSort,spatialDWLS
4x9,1.0,ReSort,spatialDWLS
4x10,1.0,ReSort,spatialDWLS
4x11,1.0,ReSort,spatialDWLS
4x12,1.0,ReSort,spatialDWLS
4x13,1.0,ReSort,spatialDWLS
4x14,1.0,ReSort,spatialDWLS
4x15,1.0,ReSort,spatialDWLS
4x16,1.0,ReSort,spatialDWLS
5x2,1.0,ReSort,spatialDWLS
5x3,1.0,ReSort,spatialDWLS
5x4,1.0,ReSort,spatialDWLS
5x5,1.0,ReSort,spatialDWLS
5x6,0.984545371127025,ReSort,spatialDWLS
5x7,1.0,ReSort,spatialDWLS
5x8,1.0,ReSort,spatialDWLS
5x9,1.0,ReSort,spatialDWLS
5x10,1.0,ReSort,spatialDWLS
5x11,1.0,ReSort,spatialDWLS
5x12,1.0,ReSort,spatialDWLS
5x13,1.0,ReSort,spatialDWLS
5x14,1.0,ReSort,spatialDWLS
5x15,1.0,ReSort,spatialDWLS
5x16,1.0,ReSort,spatialDWLS
5x17,1.0,ReSort,spatialDWLS
6x2,1.0,ReSort,spatialDWLS
6x3,1.0,ReSort,spatialDWLS
6x4,1.0,ReSort,spatialDWLS
6x5,1.0,ReSort,spatialDWLS
6x6,0.9404505059488175,ReSort,spatialDWLS
6x7,0.8791394015719943,ReSort,spatialDWLS
6x8,1.0,ReSort,spatialDWLS
6x9,1.0,ReSort,spatialDWLS
6x10,1.0,ReSort,spatialDWLS
6x11,1.0,ReSort,spatialDWLS
6x12,1.0,ReSort,spatialDWLS
6x13,1.0,ReSort,spatialDWLS
6x14,0.9931570477696738,ReSort,spatialDWLS
6x15,1.0,ReSort,spatialDWLS
6x16,1.0,ReSort,spatialDWLS
6x17,1.0,ReSort,spatialDWLS
6x18,0.9055024759671341,ReSort,spatialDWLS
6x19,1.0,ReSort,spatialDWLS
7x2,1.0,ReSort,spatialDWLS
7x3,0.9999721950922046,ReSort,spatialDWLS
7x4,0.9218198725006232,ReSort,spatialDWLS
7x5,1.0,ReSort,spatialDWLS
7x6,1.0,ReSort,spatialDWLS
7x7,1.0,ReSort,spatialDWLS
7x8,1.0,ReSort,spatialDWLS
7x9,1.0,ReSort,spatialDWLS
7x10,1.0,ReSort,spatialDWLS
7x11,1.0,ReSort,spatialDWLS
7x12,0.8183430853600174,ReSort,spatialDWLS
7x13,1.0,ReSort,spatialDWLS
7x14,1.0,ReSort,spatialDWLS
7x15,1.0,ReSort,spatialDWLS
7x16,1.0,ReSort,spatialDWLS
7x17,1.0,ReSort,spatialDWLS
7x18,1.0,ReSort,spatialDWLS
8x0,1.0,ReSort,spatialDWLS
8x2,1.0,ReSort,spatialDWLS
8x3,1.0,ReSort,spatialDWLS
8x4,1.0,ReSort,spatialDWLS
8x5,1.0,ReSort,spatialDWLS
8x6,1.0,ReSort,spatialDWLS
8x7,1.0,ReSort,spatialDWLS
8x8,1.0,ReSort,spatialDWLS
8x9,1.0,ReSort,spatialDWLS
8x10,1.0,ReSort,spatialDWLS
8x11,1.0,ReSort,spatialDWLS
8x12,1.0,ReSort,spatialDWLS
8x13,1.0,ReSort,spatialDWLS
8x14,1.0,ReSort,spatialDWLS
8x15,1.0,ReSort,spatialDWLS
8x16,0.9733513629586286,ReSort,spatialDWLS
8x17,1.0,ReSort,spatialDWLS
8x18,1.0,ReSort,spatialDWLS
9x2,1.0,ReSort,spatialDWLS
9x3,1.0,ReSort,spatialDWLS
9x4,1.0,ReSort,spatialDWLS
9x5,1.0,ReSort,spatialDWLS
9x6,1.0,ReSort,spatialDWLS
9x7,1.0,ReSort,spatialDWLS
9x8,1.0,ReSort,spatialDWLS
9x9,1.0,ReSort,spatialDWLS
9x10,1.0,ReSort,spatialDWLS
9x11,1.0,ReSort,spatialDWLS
9x12,1.0,ReSort,spatialDWLS
9x13,0.9992243199374782,ReSort,spatialDWLS
9x14,1.0,ReSort,spatialDWLS
9x15,1.0,ReSort,spatialDWLS
9x16,0.765056426684965,ReSort,spatialDWLS
9x17,1.0,ReSort,spatialDWLS
9x18,1.0,ReSort,spatialDWLS
10x1,1.0,ReSort,spatialDWLS
10x2,1.0,ReSort,spatialDWLS
10x3,1.0,ReSort,spatialDWLS
10x4,1.0,ReSort,spatialDWLS
10x5,1.0,ReSort,spatialDWLS
10x6,1.0,ReSort,spatialDWLS
10x7,1.0,ReSort,spatialDWLS
10x8,1.0,ReSort,spatialDWLS
10x9,1.0,ReSort,spatialDWLS
10x10,0.9948497511671099,ReSort,spatialDWLS
10x11,1.0,ReSort,spatialDWLS
10x12,1.0,ReSort,spatialDWLS
10x13,1.0,ReSort,spatialDWLS
10x14,1.0,ReSort,spatialDWLS
10x15,1.0,ReSort,spatialDWLS
10x16,1.0,ReSort,spatialDWLS
10x17,1.0,ReSort,spatialDWLS
10x18,1.0,ReSort,spatialDWLS
10x19,1.0,ReSort,spatialDWLS
11x2,1.0,ReSort,spatialDWLS
11x3,1.0,ReSort,spatialDWLS
11x4,1.0,ReSort,spatialDWLS
11x5,1.0,ReSort,spatialDWLS
11x6,1.0,ReSort,spatialDWLS
11x7,1.0,ReSort,spatialDWLS
11x8,1.0,ReSort,spatialDWLS
11x9,1.0,ReSort,spatialDWLS
11x10,1.0,ReSort,spatialDWLS
11x11,1.0,ReSort,spatialDWLS
11x12,1.0,ReSort,spatialDWLS
11x13,1.0,ReSort,spatialDWLS
11x14,1.0,ReSort,spatialDWLS
11x15,1.0,ReSort,spatialDWLS
11x16,1.0,ReSort,spatialDWLS
11x17,1.0,ReSort,spatialDWLS
11x18,1.0,ReSort,spatialDWLS
12x2,1.0,ReSort,spatialDWLS
12x3,1.0,ReSort,spatialDWLS
12x4,1.0,ReSort,spatialDWLS
12x5,1.0,ReSort,spatialDWLS
12x6,1.0,ReSort,spatialDWLS
12x7,0.8547125413298318,ReSort,spatialDWLS
12x8,1.0,ReSort,spatialDWLS
12x9,1.0,ReSort,spatialDWLS
12x10,1.0,ReSort,spatialDWLS
12x11,1.0,ReSort,spatialDWLS
12x12,1.0,ReSort,spatialDWLS
12x13,1.0,ReSort,spatialDWLS
12x14,1.0,ReSort,spatialDWLS
12x15,1.0,ReSort,spatialDWLS
12x16,1.0,ReSort,spatialDWLS
12x17,1.0,ReSort,spatialDWLS
12x18,1.0,ReSort,spatialDWLS
13x1,1.0,ReSort,spatialDWLS
13x2,1.0,ReSort,spatialDWLS
13x3,1.0,ReSort,spatialDWLS
13x4,1.0,ReSort,spatialDWLS
13x5,1.0,ReSort,spatialDWLS
13x6,1.0,ReSort,spatialDWLS
13x7,1.0,ReSort,spatialDWLS
13x8,1.0,ReSort,spatialDWLS
13x9,1.0,ReSort,spatialDWLS
13x10,1.0,ReSort,spatialDWLS
13x11,1.0,ReSort,spatialDWLS
13x12,1.0,ReSort,spatialDWLS
13x13,1.0,ReSort,spatialDWLS
13x14,1.0,ReSort,spatialDWLS
13x15,1.0,ReSort,spatialDWLS
13x16,1.0,ReSort,spatialDWLS
13x17,1.0,ReSort,spatialDWLS
13x18,1.0,ReSort,spatialDWLS
14x2,1.0,ReSort,spatialDWLS
14x3,1.0,ReSort,spatialDWLS
14x4,1.0,ReSort,spatialDWLS
14x5,1.0,ReSort,spatialDWLS
14x6,1.0,ReSort,spatialDWLS
14x7,1.0,ReSort,spatialDWLS
14x8,1.0,ReSort,spatialDWLS
14x9,1.0,ReSort,spatialDWLS
14x10,1.0,ReSort,spatialDWLS
14x11,1.0,ReSort,spatialDWLS
14x12,1.0,ReSort,spatialDWLS
14x13,1.0,ReSort,spatialDWLS
14x14,1.0,ReSort,spatialDWLS
14x15,1.0,ReSort,spatialDWLS
14x16,1.0,ReSort,spatialDWLS
14x17,1.0,ReSort,spatialDWLS
14x18,1.0,ReSort,spatialDWLS
15x3,1.0,ReSort,spatialDWLS
15x4,1.0,ReSort,spatialDWLS
15x5,1.0,ReSort,spatialDWLS
15x6,1.0,ReSort,spatialDWLS
15x7,1.0,ReSort,spatialDWLS
15x8,1.0,ReSort,spatialDWLS
15x9,1.0,ReSort,spatialDWLS
15x10,1.0,ReSort,spatialDWLS
15x11,0.9247905045432746,ReSort,spatialDWLS
15x12,1.0,ReSort,spatialDWLS
15x13,1.0,ReSort,spatialDWLS
15x14,1.0,ReSort,spatialDWLS
15x15,0.9948497511671098,ReSort,spatialDWLS
15x16,1.0,ReSort,spatialDWLS
15x17,1.0,ReSort,spatialDWLS
16x4,1.0,ReSort,spatialDWLS
16x5,1.0,ReSort,spatialDWLS
16x6,1.0,ReSort,spatialDWLS
16x7,1.0,ReSort,spatialDWLS
16x8,1.0,ReSort,spatialDWLS
16x9,1.0,ReSort,spatialDWLS
16x10,1.0,ReSort,spatialDWLS
16x11,0.9605141736021727,ReSort,spatialDWLS
16x12,1.0,ReSort,spatialDWLS
16x13,1.0,ReSort,spatialDWLS
16x14,1.0,ReSort,spatialDWLS
16x15,0.9999741307854229,ReSort,spatialDWLS
16x16,0.9837703383856895,ReSort,spatialDWLS
17x3,1.0,ReSort,spatialDWLS
17x5,0.9961087793969724,ReSort,spatialDWLS
17x6,1.0,ReSort,spatialDWLS
17x7,1.0,ReSort,spatialDWLS
17x8,1.0,ReSort,spatialDWLS
17x9,1.0,ReSort,spatialDWLS
17x10,1.0,ReSort,spatialDWLS
17x11,1.0,ReSort,spatialDWLS
17x12,1.0,ReSort,spatialDWLS
17x13,1.0,ReSort,spatialDWLS
17x14,1.0,ReSort,spatialDWLS
17x15,1.0,ReSort,spatialDWLS
18x4,1.0,ReSort,spatialDWLS
18x5,1.0,ReSort,spatialDWLS
18x6,1.0,ReSort,spatialDWLS
18x7,1.0,ReSort,spatialDWLS
18x8,1.0,ReSort,spatialDWLS
18x9,1.0,ReSort,spatialDWLS
18x10,1.0,ReSort,spatialDWLS
18x11,1.0,ReSort,spatialDWLS
18x12,1.0,ReSort,spatialDWLS
18x13,1.0,ReSort,spatialDWLS
18x14,1.0,ReSort,spatialDWLS
19x10,1.0,ReSort,spatialDWLS
19x12,1.0,ReSort,spatialDWLS
20x6,1.0,ReSort,spatialDWLS
0x8,1.0,Internal,RCTD
0x10,0.9921577596035195,Internal,RCTD
0x14,0.9991314731052353,Internal,RCTD
1x6,1.0,Internal,RCTD
1x7,1.0,Internal,RCTD
1x9,1.0,Internal,RCTD
1x10,0.9982227336262659,Internal,RCTD
2x3,0.9999985077517956,Internal,RCTD
2x6,0.7563096029645403,Internal,RCTD
2x7,1.0,Internal,RCTD
2x8,0.9998996983723359,Internal,RCTD
2x9,0.999999948625531,Internal,RCTD
2x10,0.9999722929005883,Internal,RCTD
2x11,0.9999630269424498,Internal,RCTD
2x12,1.0,Internal,RCTD
2x13,0.9970366839340687,Internal,RCTD
2x14,1.0,Internal,RCTD
2x15,1.0,Internal,RCTD
3x4,0.9999998267898509,Internal,RCTD
3x5,0.999993968162386,Internal,RCTD
3x6,0.9999993690983353,Internal,RCTD
3x7,1.0,Internal,RCTD
3x8,0.96611822312934,Internal,RCTD
3x9,0.9988491923826581,Internal,RCTD
3x10,0.9999990676792199,Internal,RCTD
3x11,0.9999999999999999,Internal,RCTD
3x12,0.9969960542458376,Internal,RCTD
3x13,0.9998414707089688,Internal,RCTD
3x14,0.9408507571181046,Internal,RCTD
3x15,1.0,Internal,RCTD
3x17,0.9999980976640538,Internal,RCTD
4x4,1.0,Internal,RCTD
4x5,1.0,Internal,RCTD
4x6,1.0,Internal,RCTD
4x7,1.0,Internal,RCTD
4x8,1.0,Internal,RCTD
4x9,1.0,Internal,RCTD
4x10,0.9999990434767296,Internal,RCTD
4x11,0.9999794378754199,Internal,RCTD
4x12,0.9994779283580901,Internal,RCTD
4x13,1.0,Internal,RCTD
4x14,0.9999975428618515,Internal,RCTD
4x15,1.0,Internal,RCTD
4x16,1.0,Internal,RCTD
5x2,0.9999824410305738,Internal,RCTD
5x3,0.9998652300852294,Internal,RCTD
5x4,0.9985692376865386,Internal,RCTD
5x5,0.9999998024306327,Internal,RCTD
5x6,0.9876844133849021,Internal,RCTD
5x7,1.0,Internal,RCTD
5x8,1.0,Internal,RCTD
5x9,1.0,Internal,RCTD
5x10,0.999999291455073,Internal,RCTD
5x11,1.0,Internal,RCTD
5x12,1.0,Internal,RCTD
5x13,0.9998151652333371,Internal,RCTD
5x14,0.999996402825605,Internal,RCTD
5x15,1.0,Internal,RCTD
5x16,1.0,Internal,RCTD
5x17,0.999584193405717,Internal,RCTD
6x2,1.0,Internal,RCTD
6x3,0.9999997997069634,Internal,RCTD
6x4,0.999964238504947,Internal,RCTD
6x5,1.0,Internal,RCTD
6x6,0.9977923142944591,Internal,RCTD
6x7,0.7557884954150361,Internal,RCTD
6x8,0.9999997281386925,Internal,RCTD
6x9,1.0,Internal,RCTD
6x10,1.0,Internal,RCTD
6x11,1.0,Internal,RCTD
6x12,0.9998711858961599,Internal,RCTD
6x13,0.9999320537811339,Internal,RCTD
6x14,0.973923998603898,Internal,RCTD
6x15,1.0,Internal,RCTD
6x16,1.0,Internal,RCTD
6x17,1.0,Internal,RCTD
6x18,0.9993241614069073,Internal,RCTD
6x19,1.0,Internal,RCTD
7x2,1.0,Internal,RCTD
7x3,0.9878240986690484,Internal,RCTD
7x4,0.5958178768602738,Internal,RCTD
7x5,0.9999999232563551,Internal,RCTD
7x6,0.9999988139431278,Internal,RCTD
7x7,0.9999832869100993,Internal,RCTD
7x8,1.0,Internal,RCTD
7x9,0.9999331004086118,Internal,RCTD
7x10,0.9999995398765356,Internal,RCTD
7x11,1.0,Internal,RCTD
7x12,0.7513463972323847,Internal,RCTD
7x13,1.0,Internal,RCTD
7x14,1.0,Internal,RCTD
7x15,1.0,Internal,RCTD
7x16,0.9999973875537839,Internal,RCTD
7x17,0.9999352017280839,Internal,RCTD
7x18,0.9999766986536316,Internal,RCTD
8x0,0.9999991601106379,Internal,RCTD
8x2,1.0,Internal,RCTD
8x3,0.9999980037354844,Internal,RCTD
8x4,1.0,Internal,RCTD
8x5,0.9999818574679926,Internal,RCTD
8x6,1.0,Internal,RCTD
8x7,1.0,Internal,RCTD
8x8,1.0,Internal,RCTD
8x9,0.9999910307683024,Internal,RCTD
8x10,0.9999900476200747,Internal,RCTD
8x11,1.0,Internal,RCTD
8x12,1.0,Internal,RCTD
8x13,0.9999997278475392,Internal,RCTD
8x14,0.99838468614931,Internal,RCTD
8x15,1.0,Internal,RCTD
8x16,0.9165224374502455,Internal,RCTD
8x17,0.9999995686442695,Internal,RCTD
8x18,0.9999242473956533,Internal,RCTD
9x2,0.9999948446692762,Internal,RCTD
9x3,0.9987765407976581,Internal,RCTD
9x4,0.999087886048936,Internal,RCTD
9x5,0.9999140753197311,Internal,RCTD
9x6,1.0,Internal,RCTD
9x7,0.9999996173397859,Internal,RCTD
9x8,0.9991840137378807,Internal,RCTD
9x9,0.9998304154587412,Internal,RCTD
9x10,0.9999915231901696,Internal,RCTD
9x11,1.0,Internal,RCTD
9x12,0.9998412638946969,Internal,RCTD
9x13,0.9891060047174471,Internal,RCTD
9x14,0.9999996212507674,Internal,RCTD
9x15,0.9999999958151438,Internal,RCTD
9x16,0.9436518400172037,Internal,RCTD
9x17,0.9999554183565174,Internal,RCTD
9x18,1.0,Internal,RCTD
10x1,0.9999821625183485,Internal,RCTD
10x2,0.9998751421058849,Internal,RCTD
10x3,1.0,Internal,RCTD
10x4,1.0,Internal,RCTD
10x5,0.9999999848858104,Internal,RCTD
10x6,1.0,Internal,RCTD
10x7,0.999949633622766,Internal,RCTD
10x8,0.9999820741178218,Internal,RCTD
10x9,0.9999998713285196,Internal,RCTD
10x10,0.9977142040479481,Internal,RCTD
10x11,0.9999700951690833,Internal,RCTD
10x12,0.9999998737277696,Internal,RCTD
10x13,1.0,Internal,RCTD
10x14,1.0,Internal,RCTD
10x15,0.9997856743750879,Internal,RCTD
10x16,0.9999991775333783,Internal,RCTD
10x17,0.9999999997881343,Internal,RCTD
10x18,1.0,Internal,RCTD
10x19,1.0,Internal,RCTD
11x2,1.0,Internal,RCTD
11x3,1.0,Internal,RCTD
11x4,1.0,Internal,RCTD
11x5,0.9999994800745646,Internal,RCTD
11x6,1.0,Internal,RCTD
11x7,0.9996660956988973,Internal,RCTD
11x8,1.0,Internal,RCTD
11x9,0.999973004698961,Internal,RCTD
11x10,1.0,Internal,RCTD
11x11,1.0,Internal,RCTD
11x12,1.0,Internal,RCTD
11x13,1.0,Internal,RCTD
11x14,0.9999999981402402,Internal,RCTD
11x15,0.9999860194568938,Internal,RCTD
11x16,0.999983353569769,Internal,RCTD
11x17,0.9997415944008998,Internal,RCTD
11x18,1.0,Internal,RCTD
12x2,1.0,Internal,RCTD
12x3,1.0,Internal,RCTD
12x4,1.0,Internal,RCTD
12x5,1.0,Internal,RCTD
12x6,0.9941263396758618,Internal,RCTD
12x7,0.7737189503654688,Internal,RCTD
12x8,0.9999642592836291,Internal,RCTD
12x9,1.0,Internal,RCTD
12x10,1.0,Internal,RCTD
12x11,0.9999788473235866,Internal,RCTD
12x12,1.0,Internal,RCTD
12x13,1.0,Internal,RCTD
12x14,1.0,Internal,RCTD
12x15,1.0,Internal,RCTD
12x16,0.9999985270002844,Internal,RCTD
12x17,1.0,Internal,RCTD
12x18,0.9999514861366818,Internal,RCTD
13x1,0.9999045336683758,Internal,RCTD
13x2,0.9999569917972244,Internal,RCTD
13x3,1.0,Internal,RCTD
13x4,0.9997916999873536,Internal,RCTD
13x5,0.9999999988128481,Internal,RCTD
13x6,0.9999881695612857,Internal,RCTD
13x7,0.9999966399865431,Internal,RCTD
13x8,0.9999745349623732,Internal,RCTD
13x9,1.0,Internal,RCTD
13x10,0.9999999007610668,Internal,RCTD
13x11,0.9986506301007043,Internal,RCTD
13x12,1.0,Internal,RCTD
13x13,1.0,Internal,RCTD
13x14,0.9999293644816933,Internal,RCTD
13x15,0.9999971804260234,Internal,RCTD
13x16,0.999148078600731,Internal,RCTD
13x17,1.0,Internal,RCTD
13x18,0.9999309456899366,Internal,RCTD
14x2,1.0,Internal,RCTD
14x3,0.999998528321871,Internal,RCTD
14x4,0.9999948356713895,Internal,RCTD
14x5,1.0,Internal,RCTD
14x6,0.9997672567094928,Internal,RCTD
14x7,0.9999997325092542,Internal,RCTD
14x8,1.0,Internal,RCTD
14x9,0.9999993720234759,Internal,RCTD
14x10,0.9999999433469304,Internal,RCTD
14x11,1.0,Internal,RCTD
14x12,0.9999997709996316,Internal,RCTD
14x13,0.9998776028631015,Internal,RCTD
14x14,0.9999986981751674,Internal,RCTD
14x15,1.0,Internal,RCTD
14x16,0.9999999972867482,Internal,RCTD
14x17,1.0,Internal,RCTD
14x18,1.0,Internal,RCTD
15x3,0.9999979509843748,Internal,RCTD
15x4,0.9998696321568468,Internal,RCTD
15x5,1.0,Internal,RCTD
15x6,1.0,Internal,RCTD
15x7,1.0,Internal,RCTD
15x8,1.0,Internal,RCTD
15x9,1.0,Internal,RCTD
15x10,1.0,Internal,RCTD
15x11,0.9998852575710729,Internal,RCTD
15x12,0.9999596857405578,Internal,RCTD
15x13,1.0,Internal,RCTD
15x14,0.9986133316877831,Internal,RCTD
15x15,0.9976814567220226,Internal,RCTD
15x16,0.9999940969819472,Internal,RCTD
15x17,1.0,Internal,RCTD
16x4,0.9998278432057404,Internal,RCTD
16x5,1.0,Internal,RCTD
16x6,1.0,Internal,RCTD
