,r,reference,method
23x6,0.9878395750145822,Internal,stereoscope
23x7,0.9998989670645076,Internal,stereoscope
23x8,0.9994319276193541,Internal,stereoscope
23x9,0.99070264514159,Internal,stereoscope
23x10,0.9950894810921833,Internal,stereoscope
23x11,0.9989374080902631,Internal,stereoscope
23x12,0.8388347849837077,Internal,stereoscope
23x13,0.9422948407958573,Internal,stereoscope
23x14,0.1385133661551619,Internal,stereoscope
23x15,0.8829394803232397,Internal,stereoscope
23x16,-0.8694915831454196,Internal,stereoscope
23x17,,Internal,stereoscope
23x18,0.6787351768120459,Internal,stereoscope
23x19,0.6518948737011373,Internal,stereoscope
23x20,0.9584438072438364,Internal,stereoscope
23x21,0.9999801472459927,Internal,stereoscope
23x22,0.99996782028167,Internal,stereoscope
23x23,1.0,Internal,stereoscope
23x24,0.9999999339835647,Internal,stereoscope
23x25,0.9999659181001683,Internal,stereoscope
23x26,1.0,Internal,stereoscope
23x27,1.0,Internal,stereoscope
23x28,1.0,Internal,stereoscope
23x29,1.0,Internal,stereoscope
23x30,0.9999938325802646,Internal,stereoscope
23x31,0.9996149156990489,Internal,stereoscope
23x32,0.999999999978161,Internal,stereoscope
23x33,1.0,Internal,stereoscope
23x34,0.9999840521832671,Internal,stereoscope
23x35,1.0,Internal,stereoscope
23x36,1.0,Internal,stereoscope
23x37,0.9999964591039417,Internal,stereoscope
23x38,0.9942827747374501,Internal,stereoscope
23x39,0.9866581413346915,Internal,stereoscope
23x40,0.9933617278947569,Internal,stereoscope
23x41,0.7766637107340121,Internal,stereoscope
23x42,0.7821463074148579,Internal,stereoscope
23x43,0.6208396176144827,Internal,stereoscope
23x44,0.9064542630839763,Internal,stereoscope
23x45,-0.719951828229225,Internal,stereoscope
23x46,0.9862381159545442,Internal,stereoscope
23x47,0.9556670482226033,Internal,stereoscope
23x48,0.8996614162835731,Internal,stereoscope
23x49,-0.04558558295737397,Internal,stereoscope
24x0,0.9716904925489627,Internal,stereoscope
24x1,0.997851799542546,Internal,stereoscope
24x2,0.9678945730136774,Internal,stereoscope
24x3,0.9884522983086236,Internal,stereoscope
24x4,0.9807276076708203,Internal,stereoscope
24x5,0.9905347916670183,Internal,stereoscope
24x6,0.95491986435036,Internal,stereoscope
24x7,0.9212613580695113,Internal,stereoscope
24x8,0.9767875877795582,Internal,stereoscope
24x9,0.9991352013410821,Internal,stereoscope
24x10,0.9961930130675594,Internal,stereoscope
24x11,0.9999639472359386,Internal,stereoscope
24x12,0.9838078895978332,Internal,stereoscope
24x13,0.7420752637984331,Internal,stereoscope
24x14,,Internal,stereoscope
24x15,0.9934313456474702,Internal,stereoscope
24x16,0.931300537456381,Internal,stereoscope
24x17,0.783785671347322,Internal,stereoscope
24x18,0.810033418114734,Internal,stereoscope
24x19,0.6218117606255278,Internal,stereoscope
24x20,0.9149678090878929,Internal,stereoscope
24x21,0.9971715560917649,Internal,stereoscope
24x22,0.7841141114398336,Internal,stereoscope
24x23,0.9751787782891495,Internal,stereoscope
24x24,1.0,Internal,stereoscope
24x25,1.0,Internal,stereoscope
24x26,1.0,Internal,stereoscope
24x27,1.0,Internal,stereoscope
24x28,1.0,Internal,stereoscope
24x29,1.0,Internal,stereoscope
24x30,1.0,Internal,stereoscope
24x31,1.0,Internal,stereoscope
24x32,1.0,Internal,stereoscope
24x33,1.0,Internal,stereoscope
24x34,1.0,Internal,stereoscope
24x35,1.0,Internal,stereoscope
24x36,0.9999848200583219,Internal,stereoscope
24x37,0.9999999991620439,Internal,stereoscope
24x38,0.9991883792971754,Internal,stereoscope
24x39,0.8881083307669255,Internal,stereoscope
24x40,0.7800379813340885,Internal,stereoscope
24x41,0.973753323422961,Internal,stereoscope
24x42,0.8821458648910641,Internal,stereoscope
24x43,-0.016765183971551606,Internal,stereoscope
24x44,-0.7639892282829677,Internal,stereoscope
24x45,0.6667581471898754,Internal,stereoscope
24x46,0.3510359764510227,Internal,stereoscope
24x47,0.2863119255889903,Internal,stereoscope
24x48,0.9951320383159034,Internal,stereoscope
24x49,0.9997807150074778,Internal,stereoscope
25x0,0.828832990135598,Internal,stereoscope
25x1,0.9999853075209164,Internal,stereoscope
25x2,0.6848096215596812,Internal,stereoscope
25x3,0.9971550443363895,Internal,stereoscope
25x4,0.884707339749047,Internal,stereoscope
25x5,0.7170973362386681,Internal,stereoscope
25x6,0.9995448870792022,Internal,stereoscope
25x7,0.9990539021777182,Internal,stereoscope
25x8,0.9778599453116243,Internal,stereoscope
25x9,0.5026733690475216,Internal,stereoscope
25x10,0.9928584683483057,Internal,stereoscope
25x11,0.8167018920082001,Internal,stereoscope
25x12,0.99889752282343,Internal,stereoscope
25x13,-0.2066104877714265,Internal,stereoscope
25x14,-0.24452771973974394,Internal,stereoscope
25x15,-0.1373584125554313,Internal,stereoscope
25x16,0.6582728855364962,Internal,stereoscope
25x17,0.8862440290632017,Internal,stereoscope
25x18,,Internal,stereoscope
25x19,0.9203336182139983,Internal,stereoscope
25x20,0.9117163047287474,Internal,stereoscope
25x21,0.9515362929990396,Internal,stereoscope
25x22,0.9987909608941332,Internal,stereoscope
25x23,0.950853062282234,Internal,stereoscope
25x24,1.0,Internal,stereoscope
25x25,1.0,Internal,stereoscope
25x26,1.0,Internal,stereoscope
25x27,1.0,Internal,stereoscope
25x28,0.9999980269299682,Internal,stereoscope
25x29,1.0,Internal,stereoscope
25x30,1.0,Internal,stereoscope
25x31,1.0,Internal,stereoscope
25x32,0.9999726636221683,Internal,stereoscope
25x33,1.0,Internal,stereoscope
25x34,0.9998437754934425,Internal,stereoscope
25x35,1.0,Internal,stereoscope
25x36,1.0,Internal,stereoscope
25x37,0.9995971990490122,Internal,stereoscope
25x38,0.9970485129829939,Internal,stereoscope
25x39,0.8052521076652233,Internal,stereoscope
25x40,0.9739706014712697,Internal,stereoscope
25x41,0.9744422672444255,Internal,stereoscope
25x42,0.8844405927721077,Internal,stereoscope
25x43,0.4404733969587956,Internal,stereoscope
25x44,0.7479284479241636,Internal,stereoscope
25x45,0.9972520287873137,Internal,stereoscope
25x46,0.9374314504644751,Internal,stereoscope
25x47,0.8434927025767102,Internal,stereoscope
25x48,0.7718322564646107,Internal,stereoscope
25x49,0.9379800697961334,Internal,stereoscope
26x0,0.8147811705824007,Internal,stereoscope
26x1,0.9570055040659465,Internal,stereoscope
26x2,-0.3674678190578098,Internal,stereoscope
26x3,0.9328438176937696,Internal,stereoscope
26x4,0.904790312549659,Internal,stereoscope
26x5,0.8913072480801207,Internal,stereoscope
26x6,0.9770623962353364,Internal,stereoscope
26x7,,Internal,stereoscope
26x8,0.9937714793321567,Internal,stereoscope
26x9,0.9374366103090116,Internal,stereoscope
26x10,0.9966139368839964,Internal,stereoscope
26x11,0.9979912185850279,Internal,stereoscope
26x12,0.7503770384798373,Internal,stereoscope
26x13,0.6524716768861316,Internal,stereoscope
26x14,,Internal,stereoscope
26x15,0.6296192380454999,Internal,stereoscope
26x16,0.09537478003748465,Internal,stereoscope
26x17,0.9842194418782071,Internal,stereoscope
26x18,0.9723615378694185,Internal,stereoscope
26x19,0.999847047942443,Internal,stereoscope
26x20,-0.22806437854810427,Internal,stereoscope
26x21,0.6285189234491906,Internal,stereoscope
26x22,0.999892009925471,Internal,stereoscope
26x23,0.9999719488556126,Internal,stereoscope
26x24,0.38020543316882816,Internal,stereoscope
26x25,1.0,Internal,stereoscope
26x26,1.0,Internal,stereoscope
26x27,1.0,Internal,stereoscope
26x28,1.0,Internal,stereoscope
26x29,1.0,Internal,stereoscope
26x30,1.0,Internal,stereoscope
26x31,1.0,Internal,stereoscope
26x32,1.0,Internal,stereoscope
26x33,1.0,Internal,stereoscope
26x34,0.9999998875751701,Internal,stereoscope
26x35,0.9998596877074083,Internal,stereoscope
26x36,0.9627333038150638,Internal,stereoscope
26x37,0.9996779133666384,Internal,stereoscope
26x38,0.9256193485222404,Internal,stereoscope
26x39,-0.4913479316899411,Internal,stereoscope
26x40,0.9999915311455285,Internal,stereoscope
26x41,0.8947706501075514,Internal,stereoscope
26x42,0.9421394897478251,Internal,stereoscope
26x43,0.8814606045556754,Internal,stereoscope
26x44,0.5623705098829556,Internal,stereoscope
26x45,0.9081253413094266,Internal,stereoscope
26x46,0.9929196078138498,Internal,stereoscope
26x47,0.7115078584968906,Internal,stereoscope
26x48,0.46202915803688926,Internal,stereoscope
26x49,-0.7473031960958173,Internal,stereoscope
27x0,0.7445763045525505,Internal,stereoscope
27x1,0.8696341677572162,Internal,stereoscope
27x2,0.9336461601226215,Internal,stereoscope
27x3,0.9433500326734594,Internal,stereoscope
27x4,0.9483784387846778,Internal,stereoscope
27x5,0.9545589943922123,Internal,stereoscope
27x6,0.9527867661165195,Internal,stereoscope
27x7,,Internal,stereoscope
27x8,0.19968350483282302,Internal,stereoscope
27x9,0.8121574157025757,Internal,stereoscope
27x10,0.8663126321301976,Internal,stereoscope
27x11,0.7193806725812746,Internal,stereoscope
27x12,0.8350540258515899,Internal,stereoscope
27x13,0.9989804280334816,Internal,stereoscope
27x14,0.9426824529847493,Internal,stereoscope
27x15,0.7045398297861025,Internal,stereoscope
27x16,-0.9259968825590239,Internal,stereoscope
27x17,0.5775046232106307,Internal,stereoscope
27x18,0.33915726006807334,Internal,stereoscope
27x19,0.6350472590586744,Internal,stereoscope
27x20,0.9229269834618375,Internal,stereoscope
27x21,0.9420189571245732,Internal,stereoscope
27x22,0.8465111934625009,Internal,stereoscope
27x23,0.9906709254915014,Internal,stereoscope
27x24,0.9972056074419686,Internal,stereoscope
27x25,0.9875404844971791,Internal,stereoscope
27x26,0.9975611935047418,Internal,stereoscope
27x27,1.0,Internal,stereoscope
27x28,1.0,Internal,stereoscope
27x29,1.0,Internal,stereoscope
27x30,1.0,Internal,stereoscope
27x31,1.0,Internal,stereoscope
27x32,1.0,Internal,stereoscope
27x33,1.0,Internal,stereoscope
27x34,0.9731382537779536,Internal,stereoscope
27x35,0.9808031624271587,Internal,stereoscope
27x36,0.9947922703316592,Internal,stereoscope
27x37,0.9996540110682522,Internal,stereoscope
27x38,0.981048282695941,Internal,stereoscope
27x39,0.9848027752646356,Internal,stereoscope
27x40,0.9020924160042934,Internal,stereoscope
27x41,0.859633141142059,Internal,stereoscope
27x42,0.9606546065657282,Internal,stereoscope
27x43,0.970860856642216,Internal,stereoscope
27x44,0.7368658686742668,Internal,stereoscope
27x45,0.30313188327083096,Internal,stereoscope
27x46,0.9586015844840923,Internal,stereoscope
27x47,0.9857493936201187,Internal,stereoscope
27x48,0.9366992780863452,Internal,stereoscope
27x49,0.9359847496930768,Internal,stereoscope
28x0,0.7855169696530693,Internal,stereoscope
28x1,0.9059279660637778,Internal,stereoscope
28x2,0.5725693583538877,Internal,stereoscope
28x3,0.942912546599065,Internal,stereoscope
28x4,0.9940713988497543,Internal,stereoscope
28x5,0.9777416539704611,Internal,stereoscope
28x6,0.9849565276081853,Internal,stereoscope
28x7,0.9840348965106098,Internal,stereoscope
28x8,0.9019265547424808,Internal,stereoscope
28x9,0.9996288580890379,Internal,stereoscope
28x10,0.9928409980555268,Internal,stereoscope
28x11,0.9628566146358661,Internal,stereoscope
28x12,0.7947024607182623,Internal,stereoscope
28x13,0.4058566978650487,Internal,stereoscope
28x14,-0.04899433809614123,Internal,stereoscope
28x15,-0.9774842460926351,Internal,stereoscope
28x16,0.7749397023565672,Internal,stereoscope
28x17,-0.8308531555728789,Internal,stereoscope
28x18,0.9312457300152103,Internal,stereoscope
28x19,0.9913458715808607,Internal,stereoscope
28x20,0.9339067403204786,Internal,stereoscope
28x21,0.2205062543473232,Internal,stereoscope
28x22,0.9124471887240639,Internal,stereoscope
28x23,0.9090320439232766,Internal,stereoscope
28x24,0.9992776180051047,Internal,stereoscope
28x25,0.9928740185318387,Internal,stereoscope
28x26,0.996719033782121,Internal,stereoscope
28x27,0.9998053952316014,Internal,stereoscope
28x28,0.9833533536634809,Internal,stereoscope
28x29,1.0,Internal,stereoscope
28x30,0.9999999951681616,Internal,stereoscope
28x31,0.9998973071685938,Internal,stereoscope
28x32,0.820344536237532,Internal,stereoscope
28x33,0.9113735454646401,Internal,stereoscope
28x34,0.9853837660988232,Internal,stereoscope
28x35,0.9911744443326206,Internal,stereoscope
28x36,0.9320514845305894,Internal,stereoscope
28x37,0.9281232437436928,Internal,stereoscope
28x38,0.49989260008106984,Internal,stereoscope
28x39,0.9386567884046249,Internal,stereoscope
28x40,0.9186718130053602,Internal,stereoscope
28x41,0.9278084925590298,Internal,stereoscope
28x42,0.44259965265144985,Internal,stereoscope
28x43,0.9708051582388773,Internal,stereoscope
28x44,0.9278364006609352,Internal,stereoscope
28x45,0.9858213672718164,Internal,stereoscope
28x46,0.6474495846138443,Internal,stereoscope
28x47,0.7375477187294665,Internal,stereoscope
28x48,0.8268062436209412,Internal,stereoscope
28x49,-0.14639027907137583,Internal,stereoscope
29x0,0.5265818159574998,Internal,stereoscope
29x1,0.684654406091651,Internal,stereoscope
29x2,0.9524720117563807,Internal,stereoscope
29x3,0.9411823961148218,Internal,stereoscope
29x4,0.9086969755602476,Internal,stereoscope
29x5,0.7722725646206935,Internal,stereoscope
29x6,0.6409521214996292,Internal,stereoscope
29x7,0.9975237167620611,Internal,stereoscope
29x8,0.23107617258555438,Internal,stereoscope
29x9,0.9933290177974368,Internal,stereoscope
29x10,0.915010216242383,Internal,stereoscope
29x11,,Internal,stereoscope
29x12,0.8546535678861846,Internal,stereoscope
29x13,0.9597896476845845,Internal,stereoscope
29x14,0.5268490915619036,Internal,stereoscope
29x15,0.9127145285693363,Internal,stereoscope
29x16,0.34975155589778295,Internal,stereoscope
29x17,-0.39091168850076397,Internal,stereoscope
29x18,0.9189594116174213,Internal,stereoscope
29x19,0.9184984065140194,Internal,stereoscope
29x20,0.9996307477521447,Internal,stereoscope
29x21,0.14898653229123865,Internal,stereoscope
29x22,0.9986378867790022,Internal,stereoscope
29x23,-0.8252812575019602,Internal,stereoscope
29x24,-0.8583285268976255,Internal,stereoscope
29x25,0.9885681689327511,Internal,stereoscope
29x26,0.9979982152581978,Internal,stereoscope
29x27,0.9596392726215623,Internal,stereoscope
29x28,0.9896565245873965,Internal,stereoscope
29x29,0.9994244165530856,Internal,stereoscope
29x30,0.9996049074697984,Internal,stereoscope
29x31,0.994708025953375,Internal,stereoscope
29x32,0.9967315066487809,Internal,stereoscope
29x33,0.994924228045569,Internal,stereoscope
29x34,0.974193968255358,Internal,stereoscope
29x35,0.9589616892366153,Internal,stereoscope
29x36,0.8285164310007471,Internal,stereoscope
29x37,0.891619375980774,Internal,stereoscope
29x38,0.9867996899433309,Internal,stereoscope
29x39,0.9877362694711604,Internal,stereoscope
29x40,0.9980111600571886,Internal,stereoscope
29x41,0.8568443209781403,Internal,stereoscope
29x42,0.9228692413912736,Internal,stereoscope
29x43,0.9991620222304961,Internal,stereoscope
29x44,0.9902128876758892,Internal,stereoscope
29x45,0.9616622625722917,Internal,stereoscope
29x46,-0.8623687677883934,Internal,stereoscope
29x47,0.9735528069360228,Internal,stereoscope
29x48,-0.08927610504051206,Internal,stereoscope
29x49,0.6319126007570999,Internal,stereoscope
30x0,0.9005649806480873,Internal,stereoscope
30x1,0.9764178314001362,Internal,stereoscope
30x2,0.6832133130885094,Internal,stereoscope
30x3,0.8733034459307132,Internal,stereoscope
30x4,0.9976588687288597,Internal,stereoscope
30x5,0.9424771325781307,Internal,stereoscope
30x6,0.9981746137042453,Internal,stereoscope
30x7,0.9955928949426618,Internal,stereoscope
30x8,0.5056411512899385,Internal,stereoscope
30x9,,Internal,stereoscope
30x10,0.9939919418217409,Internal,stereoscope
30x11,,Internal,stereoscope
30x12,,Internal,stereoscope
30x13,0.7549726675428322,Internal,stereoscope
30x14,0.9557240050406243,Internal,stereoscope
30x15,0.893738733977923,Internal,stereoscope
30x16,0.7182085181883543,Internal,stereoscope
30x17,0.8536045694958478,Internal,stereoscope
30x18,0.912115146116684,Internal,stereoscope
30x19,-0.7922169558833472,Internal,stereoscope
30x20,0.9818991168259916,Internal,stereoscope
30x21,0.9195150365515556,Internal,stereoscope
30x22,0.14264316245906872,Internal,stereoscope
30x23,0.9611134269499527,Internal,stereoscope
30x24,0.995131128251973,Internal,stereoscope
30x25,0.2193753979409393,Internal,stereoscope
30x26,0.6119445723815056,Internal,stereoscope
30x27,0.8652180517546171,Internal,stereoscope
30x28,-0.33353066828346734,Internal,stereoscope
30x29,0.9945800337068242,Internal,stereoscope
30x30,0.38935464177455414,Internal,stereoscope
30x31,0.9906229179154182,Internal,stereoscope
30x32,0.7960510813991274,Internal,stereoscope
30x33,0.863863115274003,Internal,stereoscope
30x34,0.5722619605020087,Internal,stereoscope
30x35,0.7344476017675806,Internal,stereoscope
30x36,0.9884772829926539,Internal,stereoscope
30x37,0.8048454564402262,Internal,stereoscope
30x38,0.5725295512098665,Internal,stereoscope
30x39,-0.38485436905379833,Internal,stereoscope
30x40,0.7929068659137182,Internal,stereoscope
30x41,0.061556437901181454,Internal,stereoscope
30x42,0.9160152526721066,Internal,stereoscope
30x43,0.9415188800016884,Internal,stereoscope
30x44,0.9953662010755943,Internal,stereoscope
30x45,0.8663393655303043,Internal,stereoscope
30x46,0.9976179738453586,Internal,stereoscope
30x47,0.9958385552582267,Internal,stereoscope
30x48,0.8149594644155097,Internal,stereoscope
30x49,0.9277628755937752,Internal,stereoscope
31x0,0.9166991595449236,Internal,stereoscope
31x1,0.9946315945661393,Internal,stereoscope
31x2,0.9527112870456951,Internal,stereoscope
31x3,,Internal,stereoscope
31x4,,Internal,stereoscope
31x5,0.586526006190739,Internal,stereoscope
31x6,0.9010787342413661,Internal,stereoscope
31x7,0.9593590163875045,Internal,stereoscope
31x8,0.647867408506505,Internal,stereoscope
31x9,,Internal,stereoscope
31x10,0.9914050100098635,Internal,stereoscope
31x11,-0.1508584498482098,Internal,stereoscope
31x12,-0.2839977330280682,Internal,stereoscope
31x13,0.686454700735135,Internal,stereoscope
31x14,0.9954481104343637,Internal,stereoscope
31x15,0.9491017820000212,Internal,stereoscope
31x16,0.743158035613635,Internal,stereoscope
31x17,0.9393441496785091,Internal,stereoscope
31x18,0.98320244838068,Internal,stereoscope
31x19,0.9577947552326997,Internal,stereoscope
31x20,0.9381016479132251,Internal,stereoscope
31x21,0.7823038500025719,Internal,stereoscope
31x22,0.8115417259799147,Internal,stereoscope
31x23,0.8717230068214219,Internal,stereoscope
31x24,0.8508819796687497,Internal,stereoscope
31x25,0.9705422243202539,Internal,stereoscope
31x26,0.9995807577010158,Internal,stereoscope
31x27,0.579832994775185,Internal,stereoscope
31x28,0.9949252246118201,Internal,stereoscope
31x29,0.9950130621742823,Internal,stereoscope
31x30,0.416871286249901,Internal,stereoscope
31x31,0.9646794511279875,Internal,stereoscope
31x32,0.9338267061098614,Internal,stereoscope
31x33,0.876739670516963,Internal,stereoscope
31x34,0.6582160923141079,Internal,stereoscope
31x35,0.9911570230325453,Internal,stereoscope
31x36,0.9183770363754347,Internal,stereoscope
31x37,0.9583995499861404,Internal,stereoscope
31x38,0.6752935064833148,Internal,stereoscope
31x39,0.9985089424395184,Internal,stereoscope
31x40,0.8712444574996143,Internal,stereoscope
31x41,0.8426941685067147,Internal,stereoscope
31x42,0.962543375256461,Internal,stereoscope
31x43,0.9581953051961305,Internal,stereoscope
31x44,0.9999564753321033,Internal,stereoscope
31x45,0.9819656442062947,Internal,stereoscope
31x46,0.9353174080600517,Internal,stereoscope
31x47,0.9956582211831424,Internal,stereoscope
31x48,-0.20682323125603266,Internal,stereoscope
31x49,0.9505999781423946,Internal,stereoscope
32x0,,Internal,stereoscope
32x1,0.9991709520342,Internal,stereoscope
32x2,0.9591600273752003,Internal,stereoscope
32x3,0.69534580105088,Internal,stereoscope
32x4,-0.8793699784930677,Internal,stereoscope
32x5,0.9360437811957035,Internal,stereoscope
32x6,0.9503308975573819,Internal,stereoscope
32x7,0.9998391757719856,Internal,stereoscope
32x8,0.9494550527125355,Internal,stereoscope
32x9,0.5653830109671418,Internal,stereoscope
32x10,0.8982031469457536,Internal,stereoscope
32x11,0.4671481518101879,Internal,stereoscope
32x12,0.9949985512343266,Internal,stereoscope
32x13,0.9110634460283196,Internal,stereoscope
32x14,0.9930035276455438,Internal,stereoscope
32x15,0.9608187051161283,Internal,stereoscope
32x16,0.9193451477522746,Internal,stereoscope
32x17,0.9980661386032812,Internal,stereoscope
32x18,0.9795526046265075,Internal,stereoscope
32x19,0.9486548078850192,Internal,stereoscope
32x20,0.989325898029466,Internal,stereoscope
32x21,0.9999975176760648,Internal,stereoscope
32x22,0.9460655380414251,Internal,stereoscope
32x23,0.8894725415946854,Internal,stereoscope
32x24,0.9802243688047261,Internal,stereoscope
32x25,0.8465567174548796,Internal,stereoscope
32x26,0.8874172773595925,Internal,stereoscope
32x27,0.9517583004033902,Internal,stereoscope
32x28,0.9994567945823504,Internal,stereoscope
32x29,0.790523262765206,Internal,stereoscope
32x30,0.9148060852159485,Internal,stereoscope
32x31,0.9996123028076039,Internal,stereoscope
32x32,0.8453478173141631,Internal,stereoscope
32x33,0.855916876743271,Internal,stereoscope
32x34,0.9025060280836287,Internal,stereoscope
32x35,0.6786954629034035,Internal,stereoscope
32x36,0.9233823525348925,Internal,stereoscope
32x37,0.9935860584986894,Internal,stereoscope
32x38,0.9999898693549965,Internal,stereoscope
32x39,0.9760577563653237,Internal,stereoscope
32x40,0.9860987256489626,Internal,stereoscope
32x41,0.9550553646505574,Internal,stereoscope
32x42,0.9736841207775498,Internal,stereoscope
32x43,0.9964444529799382,Internal,stereoscope
32x44,0.996609837805308,Internal,stereoscope
32x45,0.9275904042421688,Internal,stereoscope
32x46,0.9781912392034915,Internal,stereoscope
32x47,0.9625582186234182,Internal,stereoscope
32x48,0.9288697536786684,Internal,stereoscope
32x49,0.9059435143401199,Internal,stereoscope
33x0,0.6095959142525385,Internal,stereoscope
33x1,-0.9237336126466942,Internal,stereoscope
33x2,0.7986801692156211,Internal,stereoscope
33x3,0.8900437448643166,Internal,stereoscope
33x4,0.8637926705670734,Internal,stereoscope
33x5,0.9563833611134982,Internal,stereoscope
33x6,0.4991093672145968,Internal,stereoscope
33x7,0.9282910853512116,Internal,stereoscope
33x8,0.8480449587886076,Internal,stereoscope
33x9,0.9999807130590146,Internal,stereoscope
33x10,0.991932186874762,Internal,stereoscope
33x11,0.9397367058515582,Internal,stereoscope
33x12,0.9892046218323176,Internal,stereoscope
33x13,0.9993622284295941,Internal,stereoscope
33x14,0.9361667458914654,Internal,stereoscope
33x15,0.924748101320082,Internal,stereoscope
33x16,0.9840953175575204,Internal,stereoscope
33x17,0.9946447706716277,Internal,stereoscope
33x18,0.9922750184527066,Internal,stereoscope
33x19,0.9884223189701388,Internal,stereoscope
33x20,0.9563090890526109,Internal,stereoscope
33x21,0.997903491098022,Internal,stereoscope
33x22,0.9998758883067895,Internal,stereoscope
33x23,0.9984814266925183,Internal,stereoscope
33x24,0.9996086462787566,Internal,stereoscope
33x25,0.9957917434531434,Internal,stereoscope
33x26,0.9970191559559817,Internal,stereoscope
33x27,0.9999979109109012,Internal,stereoscope
33x28,0.9996388603587527,Internal,stereoscope
33x29,0.9972629013729374,Internal,stereoscope
33x30,0.9341370681557446,Internal,stereoscope
33x31,0.9737380987540231,Internal,stereoscope
33x32,0.8489306018070211,Internal,stereoscope
33x33,0.9748186328415736,Internal,stereoscope
33x34,0.9993748107228753,Internal,stereoscope
33x35,0.7258620238932892,Internal,stereoscope
33x36,0.8635907310668075,Internal,stereoscope
33x37,0.9999983960881805,Internal,stereoscope
33x38,0.9906799767631788,Internal,stereoscope
33x39,0.9844114206131014,Internal,stereoscope
33x40,0.985152633234787,Internal,stereoscope
33x41,0.9990651067396359,Internal,stereoscope
33x42,0.9998942250986539,Internal,stereoscope
33x43,0.9999264580074685,Internal,stereoscope
33x44,0.9945127562837244,Internal,stereoscope
33x45,0.9810831346448207,Internal,stereoscope
33x46,0.9903589137685118,Internal,stereoscope
33x47,0.9980288377172613,Internal,stereoscope
33x48,0.9514853309389735,Internal,stereoscope
33x49,0.5986777208774505,Internal,stereoscope
34x0,0.9736163117861315,Internal,stereoscope
34x1,,Internal,stereoscope
34x2,0.0993974028483976,Internal,stereoscope
34x3,0.9960025070236376,Internal,stereoscope
34x4,0.9029163371631723,Internal,stereoscope
34x5,,Internal,stereoscope
34x6,0.8909265596115314,Internal,stereoscope
34x7,0.27256199819476684,Internal,stereoscope
34x8,,Internal,stereoscope
34x9,0.9947924909832254,Internal,stereoscope
34x10,0.9942694754190938,Internal,stereoscope
34x11,0.9674336886802876,Internal,stereoscope
34x12,0.9952926971378193,Internal,stereoscope
34x13,0.9999633236756577,Internal,stereoscope
34x14,0.9886154950619731,Internal,stereoscope
34x15,0.9994738653722751,Internal,stereoscope
34x16,0.9830442276399614,Internal,stereoscope
34x17,0.9986732723039159,Internal,stereoscope
34x18,0.999659545670599,Internal,stereoscope
34x19,0.9983851609505812,Internal,stereoscope
34x20,0.9878059198441645,Internal,stereoscope
34x21,0.9969773797144095,Internal,stereoscope
34x22,0.9733968972795555,Internal,stereoscope
34x23,0.9996638391390666,Internal,stereoscope
34x24,0.9970068136016238,Internal,stereoscope
34x25,0.8561510126441715,Internal,stereoscope
34x26,0.9998566086988423,Internal,stereoscope
34x27,0.9313289102198343,Internal,stereoscope
34x28,0.993115922140578,Internal,stereoscope
34x29,0.9977164266660661,Internal,stereoscope
34x30,0.9999754505909543,Internal,stereoscope
34x31,0.9874347116157244,Internal,stereoscope
34x32,0.9857464093153232,Internal,stereoscope
34x33,0.9988194145889471,Internal,stereoscope
34x34,0.9768223388903936,Internal,stereoscope
34x35,0.9967329363637354,Internal,stereoscope
34x36,0.982791338870978,Internal,stereoscope
34x37,0.9960264614843076,Internal,stereoscope
34x38,0.9920097394692704,Internal,stereoscope
34x39,0.974557948689491,Internal,stereoscope
34x40,0.9531893758607475,Internal,stereoscope
34x41,0.9997059711492204,Internal,stereoscope
34x42,0.9971798171357743,Internal,stereoscope
34x43,0.9960950249001113,Internal,stereoscope
34x44,0.9989961615813893,Internal,stereoscope
34x45,0.9886712792135837,Internal,stereoscope
34x46,0.9687428561286433,Internal,stereoscope
34x47,0.983846635855199,Internal,stereoscope
34x48,0.9999884415891295,Internal,stereoscope
34x49,0.9948049827598983,Internal,stereoscope
35x0,0.5860936887024195,Internal,stereoscope
35x1,-0.015715534629571426,Internal,stereoscope
35x2,0.9010993474918827,Internal,stereoscope
35x3,0.9988056377708134,Internal,stereoscope
35x4,0.879755434446601,Internal,stereoscope
35x5,0.09691937508669807,Internal,stereoscope
35x6,0.946260408496239,Internal,stereoscope
35x7,0.8551937922676216,Internal,stereoscope
35x8,0.9383933556650846,Internal,stereoscope
35x9,0.6384086618423083,Internal,stereoscope
35x10,-0.5121025487583646,Internal,stereoscope
35x11,0.9999726270088587,Internal,stereoscope
35x12,0.9752082465916649,Internal,stereoscope
35x13,0.9911708973938822,Internal,stereoscope
35x14,0.9971524523136033,Internal,stereoscope
35x15,0.9220782980251467,Internal,stereoscope
35x16,0.9892475613340673,Internal,stereoscope
35x17,0.9999033988069904,Internal,stereoscope
35x18,0.9980305485090117,Internal,stereoscope
35x19,0.9999999988426506,Internal,stereoscope
35x20,1.0,Internal,stereoscope
35x21,0.9994805797706854,Internal,stereoscope
35x22,0.9995111958232662,Internal,stereoscope
35x23,0.9999997198034953,Internal,stereoscope
35x24,1.0,Internal,stereoscope
35x25,0.9999921969186805,Internal,stereoscope
35x26,0.9990853359433611,Internal,stereoscope
35x27,1.0,Internal,stereoscope
35x28,0.9999135424428354,Internal,stereoscope
35x29,0.9990269723597605,Internal,stereoscope
35x30,1.0,Internal,stereoscope
35x31,0.9999982385369672,Internal,stereoscope
