"","Cancer","Ductal","mDCs","Macrophages","Mast","Monocytes","coordX","coordY"
"2x10",0.398301110532155,0.250330823649855,0.0516608823493972,0.0964117417960913,0.112623218333084,0.0906722233394177,2,10
"2x11",0.370976450376258,0.28024157538227,0.0257924787526529,0.113167982138363,0.113747354338599,0.0960741590118575,2,11
"2x12",0.417654177942009,0.230243949071719,0.041573929315586,0.130710084164056,0.114718759410025,0.065099100096605,2,12
"2x13",0.1125471128313,0.0904041182873319,0.327072243767265,0.125601946640553,0.164301389856243,0.180073188617306,2,13
"2x14",0.385910128272819,0.258967371168843,0.0588404906908413,0.11986072021992,0.094765575057004,0.0816557145905733,2,14
"2x15",0.420763766201288,0.24307519560366,0.0331098248618329,0.12481200148094,0.101113134202939,0.0771260776493401,2,15
"2x16",0.337055925203148,0.165413961252925,0.164795009062007,0.110310049180225,0.0952325603198145,0.127192494981882,2,16
"2x17",0.408873074529661,0.206778610749333,0.093261885001378,0.0824063468715945,0.115204067788503,0.0934760150595301,2,17
"2x18",0.325222260860306,0.178102822452573,0.187129647195652,0.0798205269692209,0.143928514664263,0.0857962278579851,2,18
"2x19",0.275171784950239,0.29347116195567,0.134921698803533,0.0754537596846889,0.10773357006103,0.11324802454484,2,19
"2x20",0.346648971616486,0.209842427601225,0.140548187064102,0.105036521601032,0.113778871853771,0.0841450202633832,2,20
"2x21",0.293880199645691,0.178812056236291,0.0921094274412656,0.108491228364501,0.23558227256915,0.0911248157431019,2,21
"2x22",0.292937542784068,0.280748533899656,0.0932476626154332,0.110920142042933,0.122585359701727,0.0995607589561825,2,22
"2x23",0.288474392779827,0.216139546544154,0.185968531739079,0.116278606980916,0.0828994220288847,0.110239499927139,2,23
"2x24",0.347068747313757,0.168653876519396,0.12460390533693,0.0817868175176703,0.170969986187758,0.106916667124489,2,24
"2x25",0.24098106549095,0.246151906397222,0.19234030766665,0.0840437036945354,0.1314048441313,0.105078172619342,2,25
"2x26",0.30669009999829,0.193217886044919,0.128925931700247,0.0927371423964182,0.169372593105858,0.109056346754268,2,26
"2x27",0.215168027623577,0.167293796998859,0.184614056308095,0.158855561787495,0.0903328255636405,0.183735731718334,2,27
"2x28",0.150331396885549,0.0827236405616309,0.200751800824257,0.0988031059962067,0.318594319487852,0.148795736244504,2,28
"2x29",0.273750321623151,0.258786298290904,0.153741666109184,0.128153250850858,0.0932967294527234,0.0922717336731795,2,29
"2x30",0.235511150962775,0.222776157798073,0.0991793230161844,0.11420683182313,0.136768179969425,0.191558356430413,2,30
"2x31",0.244628848596499,0.152557903471339,0.259053351889952,0.100213989105004,0.12362373676553,0.119922170171675,2,31
"2x32",0.222939800297012,0.23467474211514,0.158333186828984,0.104486064103713,0.0600499724498467,0.219516234205305,2,32
"2x33",0.22798311010373,0.16808273562149,0.194025893675529,0.128411317060366,0.169546262688569,0.111950680850316,2,33
"2x34",0.253518224947102,0.260702949779948,0.183683442766068,0.0981364252784475,0.127441471380593,0.0765174858478419,2,34
"2x35",0.273226570930428,0.22485920607462,0.166125886610289,0.117672239014218,0.0955185042631287,0.122597593107317,2,35
"2x36",0.156404437166362,0.188652245153209,0.344355295684639,0.0746287553946909,0.0954605522866856,0.140498714314414,2,36
"2x37",0.239472120519599,0.27388494351132,0.112048525828522,0.126073860051291,0.170702262592581,0.0778182874966868,2,37
"2x38",0.22926942140049,0.091142953761466,0.235717349975776,0.11374313062529,0.18732532667629,0.142801817560688,2,38
"2x39",0.162484034750573,0.304259096237446,0.198102398536757,0.0949511413307833,0.0921696508206977,0.148033678323742,2,39
"2x40",0.191084545269608,0.190019322114909,0.278596588709686,0.0910066117545371,0.0913260718211476,0.157966860330111,2,40
"2x41",0.204849596436594,0.253661098859148,0.212530846643684,0.106851993725699,0.108120176193387,0.113986288141487,2,41
"2x42",0.207248009724927,0.1791810470416,0.181841469871759,0.112770379374553,0.19790767956317,0.121051414423991,2,42
"2x43",0.160204665219156,0.13413137714142,0.340040801422259,0.106922512065904,0.126999297672301,0.131701346478961,2,43
"2x44",0.174797848973582,0.29542772479365,0.172550006461357,0.1075098142107,0.160395703927275,0.0893189016334368,2,44
"2x45",0.198673098944653,0.218304870560985,0.205463277612913,0.10847332098293,0.140189415006695,0.128896016891823,2,45
"2x46",0.173937941093428,0.130063097063007,0.325305839662471,0.0635124241177338,0.185774378168874,0.121406319894486,2,46
"2x47",0.185962716901362,0.098170680355355,0.302490333242729,0.0949073620745392,0.188694214702113,0.129774692723902,2,47
"2x48",0.191291574934323,0.220685441158006,0.21196274367368,0.073279226162471,0.172787320616141,0.129993693455379,2,48
"2x49",0.185486074837872,0.22144838600887,0.163264262756618,0.119851176738631,0.182675825781642,0.127274273876367,2,49
"3x0",0.33961482303402,0.234929681000169,0.0642280456212746,0.117226958918072,0.151332007558178,0.0926684838682868,3,0
"3x1",0.424070491692664,0.248269227664775,0.0205476358928069,0.130687817562108,0.0944360821157012,0.0819887450719456,3,1
"3x2",0.385470859464843,0.308128503049805,0.0494721536740061,0.0861510412446634,0.090448694603937,0.0803287479627456,3,2
"3x3",0.378241875650742,0.284754735779896,0.0402018310679741,0.114763294640943,0.104226742572646,0.0778115202877988,3,3
"3x4",0.412139111559608,0.228473787803362,0.0515154134857161,0.0998204624756879,0.121592063173303,0.0864591615023231,3,4
"3x5",0.420539701520824,0.254969311118849,0.064206428876964,0.0785512404367218,0.111480836400713,0.0702524816459282,3,5
"3x6",0.405362573973795,0.244733417672026,0.0611656845919701,0.102675758040851,0.0963834411858226,0.089679124535535,3,6
"3x7",0.396310605284691,0.252184321093902,0.0651868066430262,0.0751208407143511,0.118634740564034,0.0925626856999961,3,7
"3x8",0.219830560845259,0.143103113470235,0.276650318119351,0.106808808974263,0.112021141073857,0.141586057517035,3,8
"3x9",0.348275701149142,0.312565704358948,0.0389535100453994,0.12885511296941,0.111416866113884,0.0599331053632162,3,9
"3x10",0.3903426109466,0.24782142802821,0.0115920576861908,0.136784165588214,0.108291859529023,0.105167878221763,3,10
"3x11",0.425793427305331,0.251638714245159,0.0493797530960244,0.108027590163848,0.0975014747269471,0.067659040462691,3,11
"3x12",0.331785357986418,0.250966912233908,0.0907015004827656,0.106172482608812,0.115724663946111,0.104649082741986,3,12
"3x13",0.401208206137628,0.284801206160866,0.0282518434545036,0.133353968266115,0.0810548660982018,0.0713299098826849,3,13
"3x14",0.285701962492238,0.186188448518879,0.230251254047673,0.0787557523097835,0.117509539844286,0.101593042787141,3,14
"3x15",0.38748025548486,0.247801483058164,0.0502285563928467,0.0952887224890643,0.106965999295757,0.112234983279308,3,15
"3x16",0.382640221611315,0.233402922875663,0.0826527648223988,0.0899948670473627,0.112914000317222,0.0983952233260383,3,16
"3x17",0.387716156066299,0.282611279706069,0.0358084873431313,0.0681174689526805,0.141787794232353,0.0839588136994659,3,17
"3x18",0.414214870213548,0.200727945365916,0.0652950541417046,0.0780130876426007,0.0981010109354151,0.143648031700816,3,18
"3x19",0.358662237603395,0.245646704111601,0.093150171095346,0.137455489359437,0.0869601332855182,0.0781252645447024,3,19
"3x20",0.305293280069357,0.172609590632125,0.170947766793598,0.138708015021958,0.109416058744771,0.103025288738191,3,20
"3x21",0.242913192208305,0.167943261358721,0.139347571255977,0.109878273710462,0.24372233257384,0.0961953688926956,3,21
"3x22",0.362284102718561,0.179205178493389,0.130840040642022,0.14710979020262,0.0828545372838156,0.0977063506595927,3,22
"3x23",0.352304836703932,0.210067035862268,0.141454306025095,0.0968818737757093,0.107668451584501,0.0916234960484955,3,23
"3x24",0.225501995711021,0.2538046538274,0.203960976355943,0.0850347241930799,0.126525531556323,0.105172118356232,3,24
"3x25",0.210113068489266,0.159101045956419,0.245543723055905,0.103178347508609,0.174985271387084,0.107078543602718,3,25
"3x26",0.229042195756507,0.229680607727979,0.259359734533357,0.0952996327041512,0.0939228315916045,0.0926949976864006,3,26
"3x27",0.258058918485186,0.229838144192658,0.110617640392832,0.114382676563859,0.103924075544567,0.183178544820898,3,27
"3x28",0.237247982786139,0.310148290089957,0.135471260485375,0.126617524546458,0.0925986285674015,0.097916313524669,3,28
"3x29",0.261066235437663,0.208797259779709,0.19436780260185,0.0901426897514494,0.10674161227273,0.138884400156598,3,29
"3x30",0.203585786951855,0.196034037361893,0.249866833450063,0.132234768197687,0.0854610923233453,0.132817481715156,3,30
"3x31",0.181231168123921,0.167917540717448,0.293604654008063,0.111353551319911,0.108866892690363,0.137026193140294,3,31
"3x32",0.225948919171978,0.234299183002691,0.224176989801114,0.112372004935764,0.0883798833491806,0.114823019739273,3,32
"3x33",0.219095063074898,0.122431703041543,0.302950241500628,0.122162294188821,0.100159448351751,0.133201249842359,3,33
"3x34",0.165389398840196,0.135199590879897,0.327782200211002,0.110202825223254,0.0778874369801226,0.183538547865529,3,34
"3x35",0.144421468347003,0.168414331816047,0.205596680990689,0.0991115892149524,0.197156859712618,0.185299069918689,3,35
"3x36",0.243468068083776,0.179617475847823,0.181746915364761,0.104049882087057,0.146432186369299,0.144685472247283,3,36
"3x37",0.159838473269809,0.20501473006788,0.245640118040752,0.126154820674636,0.16342905379806,0.0999228041488635,3,37
"3x38",0.228549872135629,0.163141400880215,0.237166623331286,0.175585724555229,0.0836813950215614,0.111874984076079,3,38
"3x39",0.129214647900567,0.199920509384303,0.278292485534474,0.0860043071825143,0.188046809542882,0.118521240455259,3,39
"3x40",0.170998668037906,0.127235481929731,0.302064691762723,0.13533997129751,0.151803274638747,0.112557912333384,3,40
"3x41",0.131128473346271,0.24052006985549,0.284624264471012,0.13133366894288,0.10345806719892,0.108935456185427,3,41
"3x42",0.222581871510352,0.180499362031508,0.263048616501488,0.144786561321735,0.0748797839157603,0.114203804719157,3,42
"3x43",0.168655826094503,0.171761018009388,0.24565075051776,0.0860042352950505,0.182078423006962,0.145849747076335,3,43
"3x44",0.189139216435348,0.293349458253103,0.13457337333588,0.0943981757099505,0.0845479597757543,0.203991816489965,3,44
"3x45",0.272539340296085,0.161796573355008,0.15209592123145,0.124127130621424,0.0634884675857859,0.225952566910248,3,45
"3x46",0.218997565804042,0.157999924157746,0.19494054008827,0.0625464532350091,0.183257392866151,0.182258123848782,3,46
"3x47",0.20103984249406,0.232146591047806,0.121966570242022,0.154636295146336,0.143859845181377,0.146350855888399,3,47
"3x48",0.276447901413192,0.199808458200553,0.142601672981619,0.0363512220582557,0.111021649003355,0.233769096343025,3,48
"3x49",0.215974921314488,0.208442776508692,0.231866663695359,0.112182686901441,0.103734820944253,0.127798130635767,3,49
"4x0",0.387549127347024,0.278066559066109,0.0527651149525018,0.0878342697836889,0.102210416061071,0.0915745127896057,4,0
"4x1",0.336661527734446,0.216893569146779,0.153752249673576,0.111545180355167,0.112770541700287,0.0683769313897441,4,1
"4x2",0.385522808611744,0.222007926161815,0.11239686942326,0.118470618617352,0.104791469341062,0.0568103078447668,4,2
"4x3",0.414078033475229,0.24967233383384,0.0457778420444258,0.10220189086348,0.107839913208828,0.0804299865741971,4,3
"4x4",0.435231190802819,0.293947511001441,0.0375486052432374,0.0781314765600497,0.0845587874851488,0.0705824289073046,4,4
"4x5",0.395705495992642,0.225565168334488,0.0633235046704231,0.113137736481175,0.120013029906416,0.0822550646148566,4,5
"4x6",0.43013195201233,0.257840880020379,0.0428892984814341,0.0965366806598967,0.107226523449593,0.0653746653763679,4,6
"4x7",0.404881068698145,0.25913686844059,0.0392573384855038,0.102304632409189,0.110953298459717,0.0834667935068543,4,7
"4x8",0.444490412070668,0.242117982413968,0.0517837709389249,0.0782319860117116,0.109487175146915,0.0738886734178134,4,8
"4x9",0.359044968996312,0.286464134471871,0.0482852994736912,0.131286019557107,0.114967938321181,0.059951639179837,4,9
"4x10",0.368714674426184,0.285815008039387,0.0547542848086012,0.101014177378625,0.105385893221349,0.0843159621258532,4,10
"4x11",0.42038146814353,0.262404702075588,0.0390034098517251,0.12392061533377,0.0769358946950376,0.0773539099003491,4,11
"4x12",0.356013414881623,0.294451314932969,0.0569346012685403,0.118004803186781,0.111805216044409,0.0627906496856781,4,12
"4x13",0.432507388475594,0.217463970634818,0.0672481830891215,0.100700827794694,0.103045251622948,0.0790343783828248,4,13
"4x14",0.361634057423665,0.285331359742887,0.0531886083881773,0.120836429763931,0.0896182525313472,0.0893912921499928,4,14
"4x15",0.350359460366879,0.307055512565713,0.0605200042521035,0.0803992999003632,0.111155410450893,0.0905103124640489,4,15
"4x16",0.412996037804521,0.264484750151046,0.0360283881801507,0.105135903935021,0.0995688878448406,0.0817860320844208,4,16
"4x17",0.373961819514225,0.206174920242378,0.0545330117685471,0.104455382167877,0.112582883196207,0.148291983110765,4,17
"4x18",0.309667838386043,0.271836300260575,0.0923450593951154,0.0696989062582157,0.109758560716384,0.146693334983667,4,18
"4x19",0.312258161890544,0.224099694520804,0.136526337682845,0.128879364216345,0.0724333345325188,0.125803107156944,4,19
"4x20",0.378176569575362,0.272959687629036,0.0517909692091142,0.134469764477019,0.0754044711567734,0.087198537952695,4,20
"4x21",0.35157487741363,0.202325898271859,0.133859905608619,0.11676914929547,0.100586061277579,0.0948841081328429,4,21
"4x22",0.335437263265466,0.272203644231173,0.111677589765814,0.100329588022856,0.0991044471019079,0.0812474676127827,4,22
"4x23",0.252341867875529,0.231924672115726,0.237570031876866,0.107051531619467,0.0768754390231089,0.0942364574893029,4,23
"4x24",0.190895920346015,0.281516015074608,0.123034799842641,0.104470021821378,0.183779756797181,0.116303486118177,4,24
"4x25",0.259299233672893,0.293594112465386,0.13830077550954,0.0972491639419377,0.0999732015905677,0.111583512819676,4,25
"4x26",0.182661202169915,0.172736890038123,0.286422586384316,0.0727763063841129,0.140289447139112,0.14511356788442,4,26
"4x27",0.289553657983883,0.185205028739257,0.164134083304245,0.124653049205799,0.111229334852622,0.125224845914194,4,27
"4x28",0.16471438220404,0.263193062952643,0.219184115980943,0.112557228352441,0.142734676883885,0.0976165336260474,4,28
"4x29",0.176634653118804,0.119697198727534,0.370995799493951,0.147177236281466,0.102065800156655,0.0834293122215909,4,29
"4x30",0.198384514630018,0.198944492385356,0.170218295015588,0.0935881428525551,0.165888943353616,0.172975611762867,4,30
"4x31",0.18053922893834,0.287239315781054,0.218439088727528,0.130950775691297,0.0928709523963702,0.0899606384654113,4,31
"4x32",0.198929725340986,0.138847738083403,0.262810150536683,0.0920277136145438,0.0902477615815246,0.21713691084286,4,32
"4x33",0.240599453176115,0.145402689021391,0.17905172318138,0.151204628033267,0.157650166826336,0.126091339761512,4,33
"4x34",0.216096685623196,0.181535208754385,0.285544420211458,0.111196405470429,0.0873509133351546,0.118276366605378,4,34
"4x35",0.222920228023644,0.210151412351856,0.244840435470837,0.121459736837229,0.0790227455043625,0.121605441812073,4,35
"4x36",0.195441962337832,0.100898495453527,0.328115995878176,0.126511503125308,0.104212984184801,0.144819059020357,4,36
