	Cancer	Ductal	Stroma
6x14	0.62686294	2.9671558e-12	0.3731371
3x8	0.69875455	3.224156e-12	0.30124542
16x11	0.83994424	5.1991324e-12	0.16005576
2x6	0.7702693	2.1090529e-11	0.22973074
3x12	0.96625865	7.767249e-12	0.03374132
16x15	0.43302128	2.1975212e-11	0.56697875
5x6	0.7314507	0.0044404124	0.2641089
9x13	0.2851269	5.2571914e-12	0.7148731
15x15	0.039513104	0.0011669473	0.95931995
2x13	0.24995498	0.0124444915	0.7376005
10x10	0.97974217	6.1893884e-12	0.020257844
7x4	0.5668395	0.072793804	0.3603667
8x16	0.7686134	3.6626414e-11	0.23138657
16x16	0.67239463	4.8812265e-12	0.32760537
6x6	0.72225827	0.07531994	0.20242183
0x10	0.8480327	3.9060695e-12	0.1519673
7x12	0.74375755	0.008879569	0.24736288
12x7	0.7406774	1.8644667e-12	0.25932258
6x18	0.5694703	3.2221777e-12	0.43052974
3x14	0.70219576	2.2664002e-12	0.29780424
15x11	0.39084566	0.0063121263	0.60284215
7x3	0.3265385	3.7626816e-12	0.6734615
9x16	0.49309263	0.021778053	0.48512927
1x10	0.1509376	0.055340685	0.79372174
17x5	0.70999986	7.998462e-12	0.29000017
9x6	1.0	3.6310594e-12	1.3720677e-12
6x7	0.7606876	1.8624978e-11	0.23931247
0x0	0.7445508	0.08273538	0.17271374
0x1	0.6379234	0.040279996	0.32179666
0x2	0.82188743	0.07139497	0.106717594
0x3	0.6982903	3.1373157e-12	0.3017097
0x4	0.8829737	3.1295327e-12	0.1170263
0x5	0.8144618	0.12037249	0.06516576
0x6	0.81133497	0.13313755	0.05552743
0x7	0.82285905	0.09015577	0.086985156
0x8	1.0	4.675586e-12	2.6831506e-12
0x9	0.93270457	0.06729543	8.828162e-12
0x11	0.8406587	0.1593413	5.9695505e-13
0x12	0.89996654	0.0684232	0.031610273
0x13	0.8026269	0.19737317	1.530859e-12
0x14	0.9020421	0.09795797	1.94707e-12
0x15	0.90630245	5.1153834e-12	0.09369756
0x16	0.8127141	0.17621498	0.011070928
0x17	0.78611857	0.16981985	0.044061653
0x18	0.5640345	0.32057187	0.115393676
0x19	0.8346077	0.03716538	0.12822694
0x20	0.8786489	0.008948384	0.1124027
0x21	0.72224927	3.1926235e-12	0.27775076
0x22	0.60888696	0.20806651	0.18304653
0x23	0.4354698	0.2641786	0.30035156
0x24	0.73812044	0.1588438	0.103035785
0x25	0.4606476	0.23012766	0.30922472
0x26	0.6352398	0.16489284	0.1998674
0x27	0.5618682	0.119819805	0.31831202
0x28	0.419334	0.10353332	0.47713274
0x29	0.41520578	0.11484622	0.46994796
0x30	0.46469533	0.30259028	0.2327144
0x31	0.6187927	0.11438097	0.2668263
0x32	0.5045866	0.051557973	0.4438554
0x33	0.7053595	0.08701799	0.20762245
0x34	0.53060144	0.117203355	0.35219526
0x35	0.41257778	0.04945926	0.5379629
0x36	0.51989686	0.13893867	0.34116456
0x37	0.4064399	0.19389227	0.3996679
0x38	0.40800288	0.34454703	0.2474501
0x39	0.32052696	0.23877826	0.44069484
0x40	0.45653546	0.23405989	0.3094046
0x41	0.0989086	0.34591	0.5551814
0x42	0.27951357	0.13283333	0.58765304
0x43	0.3468883	0.34154812	0.31156355
0x44	0.15623675	0.4627917	0.38097155
0x45	0.48259547	0.14841487	0.36898962
0x46	0.36548004	0.2609591	0.37356088
