"","cell_ID","Cancer","Ductal","mDCs","Macrophages","Mast","Monocytes"
"1","0x0",1,0,0,0,0,0
"2","0x1",0.922887201238491,0.0771127987615095,0,0,0,0
"3","0x2",0.706985818903594,0.146758910104216,0,0,0,0.146255270992189
"4","0x3",0.36001228573976,0,0.63998771426024,0,0,0
"5","0x4",0.794656481034443,0.100046619643714,0,0,0,0.105296899321843
"6","0x5",0.791137306998255,0.208862693001745,0,0,0,0
"7","0x6",1,0,0,0,0,0
"8","0x7",1,0,0,0,0,0
"9","0x8",1,0,0,0,0,0
"10","0x9",1,0,0,0,0,0
"11","0x10",0.863982449370731,0.136017550629269,0,0,0,0
"12","0x11",0.825958062474618,0.174041937525382,0,0,0,0
"13","0x12",0.801987701761807,0.198012298238193,0,0,0,0
"14","0x13",0.751106467772953,0.248893532227047,0,0,0,0
"15","0x14",0.679166284959547,0.320833715040453,0,0,0,0
"16","0x15",1,0,0,0,0,0
"17","0x16",0.577002610050073,0.294359851193973,0,0,0,0.128637538755954
"18","0x17",0.530903229606773,0.30692601535984,0,0,0,0.162170755033386
"19","0x18",0.438118338627392,0.561881661372608,0,0,0,0
"20","0x19",0.801155199796073,0,0,0,0,0.198844800203927
"21","0x20",0.864289144523111,0,0,0,0,0.135710855476889
"22","0x21",0.840335113097581,0.159664886902419,0,0,0,0
"23","0x22",0.596511772989132,0.226235784870066,0,0,0,0.177252442140802
"24","0x23",0.226624936021294,0.193517686400223,0.579857377578483,0,0,0
"25","0x24",0.666818345850678,0,0,0,0,0.333181654149322
"26","0x25",0.281215554691717,0.571569483385207,0,0,0,0.147214961923077
"27","0x26",0.513904772973216,0.278856556895971,0,0,0,0.207238670130813
"28","0x27",0.540529623158886,0.295564659313994,0,0,0,0.163905717527119
"29","0x28",0,0.0248793160522238,0,0.975120683947776,0,0
"30","0x29",0.203059057718826,0,0.796940942281174,0,0,0
"31","0x30",0.416427686943176,0.583572313056825,0,0,0,0
"32","0x31",1,0,0,0,0,0
"33","0x32",0.162439615796033,0,0.837560384203967,0,0,0
"34","0x33",0.615535490142568,0,0.16305404355781,0,0,0.221410466299622
"35","0x34",0.467275716011197,0.262118232948358,0,0,0,0.270606051040445
"36","0x35",0.397203780505214,0.219503764453389,0,0,0,0.383292455041397
"37","0x36",0.501240275648934,0.234325865847555,0,0,0,0.264433858503511
"38","0x37",0.278510112189282,0.371126552665645,0.137608407543846,0,0,0.212754927601227
"39","0x38",0.356708203901589,0.530358776754562,0,0,0,0.112933019343848
"40","0x39",0,1,0,0,0,0
"41","0x40",0.355944010971636,0.240935262958913,0,0,0,0.403120726069452
"42","0x41",0.122937265307002,0.751488720168962,0,0,0,0.125574014524036
"43","0x42",0,0.0313056666058995,0.642462264600647,0,0.326232068793454,0
"44","0x43",0.261522136076493,0.540792336369666,0,0,0,0.197685527553841
"45","0x44",0,1,0,0,0,0
"46","0x45",0.416322476449336,0.195859055200213,0,0.14272066416041,0,0.24509780419004
"47","0x46",0.325799169136502,0.387247197843885,0,0,0,0.286953633019612
"48","0x47",0,1,0,0,0,0
"49","0x48",0,0.0835456189216073,0.916454381078393,0,0,0
"50","0x49",0.349199364450098,0.650800635549902,0,0,0,0
"51","1x0",0.608290555243209,0.391709444756791,0,0,0,0
"52","1x1",0.88865136664611,0,0,0,0,0.11134863335389
"53","1x2",0.612684368529514,0.194455063947578,0,0,0,0.192860567522908
"54","1x3",0.575395680830714,0.282701138230748,0,0,0,0.141903180938538
"55","1x4",0.743123852213889,0.256876147786111,0,0,0,0
"56","1x5",0.840643769519517,0.159356230480483,0,0,0,0
"57","1x6",1,0,0,0,0,0
"58","1x7",1,0,0,0,0,0
"59","1x8",0.88490181943751,0.11509818056249,0,0,0,0
"60","1x9",1,0,0,0,0,0
"61","1x10",0.118569031687623,0,0.586878058608397,0.29455290970398,0,0
"62","1x11",0.837000630801111,0.162999369198889,0,0,0,0
"63","1x12",0.641159660897121,0.177569282492773,0,0,0,0.181271056610106
"64","1x13",0.782999534695233,0,0,0,0,0.217000465304767
"65","1x14",1,0,0,0,0,0
"66","1x15",1,0,0,0,0,0
"67","1x16",0.393704320330604,0.185202848416202,0.421092831253194,0,0,0
"68","1x17",0.5712273064123,0,0.4287726935877,0,0,0
"69","1x18",1,0,0,0,0,0
"70","1x19",0.88225752846087,0.11774247153913,0,0,0,0
"71","1x20",0.240625422251132,0,0.000937622302655123,0.758436955446213,0,0
"72","1x21",0.497689191080163,0.331616463019183,0,0,0,0.170694345900654
"73","1x22",0.362394425976936,0,0.637605574023064,0,0,0
"74","1x23",0.367817189292004,0,0.632182810707996,0,0,0
"75","1x24",0.446004247407048,0,0.553995752592952,0,0,0
"76","1x25",0.524205317951824,0.128060072329757,0,0,0,0.347734609718419
"77","1x26",0.700444236499942,0.299555763500058,0,0,0,0
"78","1x27",0.542569849630506,0.273051176846765,0,0,0,0.184378973522729
"79","1x28",0.298954361913877,0.701045638086123,0,0,0,0
"80","1x29",0,1,0,0,0,0
"81","1x30",0.581498758081921,0.163113074339857,0,0,0,0.255388167578222
"82","1x31",0.763752450935457,0,0,0,0,0.236247549064544
"83","1x32",0.19940152859383,0.698401629884529,0,0,0,0.10219684152164
"84","1x33",0.903865759416243,0.0961342405837574,0,0,0,0
"85","1x34",0.261805422109449,0.583885741255202,0,0,0,0.15430883663535
"86","1x35",0.106921887278459,0.129710737405081,0.763367375316459,0,0,0
"87","1x36",0.433809085041585,0.378257335424781,0,0,0,0.187933579533634
"88","1x37",0.236590924590678,0.364698705802823,0,0,0,0.398710369606499
"89","1x38",0.160784762193515,0.635109308468562,0,0,0,0.204105929337923
"90","1x39",0.611785611002104,0,0,0,0,0.388214388997896
"91","1x40",0,0,0.371914740869139,0.365896632292668,0.262188626838193,0
"92","1x41",0.250283446654946,0,0,0.749716553345054,0,0
"93","1x42",0,1,0,0,0,0
"94","1x43",0,0,0.00511383650061714,0.994877207534947,0,8.95596443564645e-06
"95","1x44",0,1,0,0,0,0
"96","1x45",0.508961503892279,0.125395995259875,0,0,0,0.365642500847846
"97","1x46",0.314853036660595,0.316006259841116,0,0,0,0.369140703498289
"98","1x47",0.141472457206911,0.363857866694225,0.494669676098865,0,0,0
"99","1x48",0.432646885384978,0.567353114615022,0,0,0,0
"100","1x49",0.552434436589006,0,0,0,0,0.447565563410994
"101","2x0",1,0,0,0,0,0
"102","2x1",0.759391070539172,0.124889073546709,0,0,0,0.115719855914118
"103","2x2",0.750742035014603,0.249257964985397,0,0,0,0
"104","2x3",0.826880505570741,0.173119494429259,0,0,0,0
"105","2x4",0.85714649077462,0.14285350922538,0,0,0,0
"106","2x5",1,0,0,0,0,0
"107","2x6",0.144693018116747,0.179139501622368,0.368978128543367,0.307189351717518,0,0
"108","2x7",1,0,0,0,0,0
"109","2x8",1,0,0,0,0,0
"110","2x9",1,0,0,0,0,0
"111","2x10",1,0,0,0,0,0
"112","2x11",1,0,0,0,0,0
"113","2x12",1,0,0,0,0,0
"114","2x13",0,0,0.3266076925149,0.258326785508389,0.213300970982302,0.201764550994409
"115","2x14",1,0,0,0,0,0
"116","2x15",1,0,0,0,0,0
"117","2x16",0.263755339305261,0.238064812066793,0.498179848627947,0,0,0
"118","2x17",0.832650590347346,0,0,0,0,0.167349409652654
"119","2x18",0.172323191654552,0,0.827676808345448,0,0,0
"120","2x19",0.837599024822106,0,0,0,0,0.162400975177894
"121","2x20",0.736173717771803,0,0,0,0,0.263826282228197
"122","2x21",0.548378532527104,0.190399064215021,0,0,0,0.261222403257875
"123","2x22",0.719436384114148,0.280563615885852,0,0,0,0
"124","2x23",0.210448520167536,0,0.789551479832464,0,0,0
"125","2x24",0.633385793681648,0.185647961539252,0,0,0,0.180966244779101
"126","2x25",0.429167073265949,0.570832926734051,0,0,0,0
"127","2x26",0.678591021170885,0.158973990330318,0,0,0,0.162434988498797
"128","2x27",0.405859357527303,0.142101625427673,0,0.452039017045023,0,0
"129","2x28",0.241557574701592,0.321001256412948,0,0,0,0.437441168885459
"130","2x29",0.55493993525374,0.44506006474626,0,0,0,0
"131","2x30",0.568279705447295,0,0,0,0,0.431720294552705
"132","2x31",0.166767833355876,0.0764464218828566,0.756785744761268,0,0,0
"133","2x32",0.139440488056421,0.750506177896037,0,0,0,0.110053334047542
"134","2x33",0.24351374235951,0.190881926888703,0.565604330751787,0,0,0
"135","2x34",0.247113626118318,0.102214256003603,0.650672117878079,0,0,0
"136","2x35",0.800471144567064,0.199528855432936,0,0,0,0
"137","2x36",0.168078613041337,0,0.831921386958663,0,0,0
"138","2x37",0.325378360684112,0.409953561300748,0,0,0,0.26466807801514
"139","2x38",0.272432799628681,0.605399134625885,0,0,0,0.122168065745434
"140","2x39",0.605162017128144,0.196657205497096,0,0,0,0.19818077737476
"141","2x40",0,0.250289854763686,0,0.749710145236314,0,0
"142","2x41",0,0.0813765046911034,0,0.918623495308897,0,0
"143","2x42",0.607117181320589,0.392882818679411,0,0,0,0
"144","2x43",0,0.0363063333953193,0.963693666604681,0,0,0
"145","2x44",0.102366459067718,0.731062326382233,0,0,0,0.166571214550049
"146","2x45",0.19924162761428,0.23074448896642,0.570013883419301,0,0,0
"147","2x46",0.565920028351597,0,0,0,0,0.434079971648403
"148","2x47",0.49180881148632,0,0,0,0,0.50819118851368
"149","2x48",0,0.147222019521337,0,0,0.852777980478663,0
"150","2x49",0,0.119006749926416,0,0.519768060800234,0.361225189273351,0
"151","3x0",0.84420482927476,0.155795170725241,0,0,0,0
"152","3x1",0.606451045238919,0.393548954761081,0,0,0,0
"153","3x2",0.833135402790023,0.166864597209977,0,0,0,0
"154","3x3",0.692612746734329,0.307387253265671,0,0,0,0
"155","3x4",0.838056058068231,0.161943941931769,0,0,0,0
"156","3x5",1,0,0,0,0,0
"157","3x6",1,0,0,0,0,0
"158","3x7",1,0,0,0,0,0
"159","3x8",0.186129439524786,0,0.813870560475214,0,0,0
"160","3x9",0.814381307752569,0.185618692247431,0,0,0,0
"161","3x10",1,0,0,0,0,0
"162","3x11",1,0,0,0,0,0
"163","3x12",0.739518271906951,0,0,0,0,0.260481728093049
"164","3x13",1,0,0,0,0,0
"165","3x14",0.365041611150227,0,0.634958388849773,0,0,0
"166","3x15",1,0,0,0,0,0
"167","3x16",1,0,0,0,0,0
"168","3x17",1,0,0,0,0,0
"169","3x18",1,0,0,0,0,0
"170","3x19",0.881881538288947,0,0,0,0,0.118118461711053
"171","3x20",0.346184290176948,0.142713309449828,0,0.511102400373224,0,0
"172","3x21",0.40852540483271,0.413175981911464,0,0,0,0.178298613255827
"173","3x22",0.945622978545167,0.0543770214548335,0,0,0,0
"174","3x23",1,0,0,0,0,0
"175","3x24",0.329763092159405,0.167867153854891,0.502369753985703,0,0,0
"176","3x25",0.469678639111246,0.314665575538781,0,0,0,0.215655785349972
"177","3x26",0.66466036166642,0.33533963833358,0,0,0,0
"178","3x27",0.360962454216154,0.236103425702741,0,0.159996203289886,0,0.24293791679122
"179","3x28",0.365054807154966,0.251818552614015,0,0.383126640231019,0,0
"180","3x29",0.702303391506042,0.297696608493958,0,0,0,0
"181","3x30",0.176283189499086,0.129295014943432,0.694421795557482,0,0,0
"182","3x31",0.235093588350579,0,0.461957860814688,0.302948550834733,0,0
"183","3x32",0.580060389875526,0,0,0,0,0.419939610124474
"184","3x33",0.247329350070609,0,0.742925687560719,0.00974496236867139,0,0
"185","3x34",0,0.0825280543475671,0.917471945652433,0,0,0
"186","3x35",0.198783531329773,0.35130010594489,0,0,0,0.449916362725337
"187","3x36",0.172617200056944,0.0941725588929478,0.540197350743626,0.193012890306481,0,0
"188","3x37",0.35424843234065,0.251538245715976,0,0,0,0.394213321943374
"189","3x38",0.536097110732587,0.238216827635685,0,0,0,0.225686061631728
"190","3x39",0.0851086071999247,0.121923506160109,0.418281214761622,0,0.374686671878345,0
"191","3x40",0.279093075608879,0.333920913702362,0,0,0,0.38698601068876
"192","3x41",0.151835835657879,0,0.848164164342121,0,0,0
"193","3x42",0,1,0,0,0,0
"194","3x43",0,0.155737066377003,0,0,0.844262933622997,0
"195","3x44",0.652653447315798,0.245654507527978,0,0,0,0.101692045156225
"196","3x45",0.333128110447623,0.371182286927954,0,0,0,0.295689602624424
"197","3x46",0.154591135578463,0.20602321534287,0,0,0.639385649078667,0
"198","3x47",0.2952139562925,0.551909620460829,0,0,0,0.152876423246671
"199","3x48",0.540328049983173,0.208759811899925,0,0,0,0.250912138116902
"200","3x49",0,1,0,0,0,0
"201","4x0",1,0,0,0,0,0
"202","4x1",1,0,0,0,0,0
"203","4x2",0.839936632020283,0.160063367979717,0,0,0,0
"204","4x3",1,0,0,0,0,0
"205","4x4",0.871686820090506,0,0,0,0,0.128313179909494
"206","4x5",0.842999068632559,0.157000931367441,0,0,0,0
"207","4x6",1,0,0,0,0,0
"208","4x7",1,0,0,0,0,0
"209","4x8",1,0,0,0,0,0
"210","4x9",0.874035276181972,0.125964723818028,0,0,0,0
"211","4x10",1,0,0,0,0,0
"212","4x11",1,0,0,0,0,0
"213","4x12",1,0,0,0,0,0
"214","4x13",1,0,0,0,0,0
"215","4x14",0.798477371747945,0.201522628252055,0,0,0,0
"216","4x15",1,0,0,0,0,0
"217","4x16",0.797249070364526,0.202750929635474,0,0,0,0
"218","4x17",0.760997302403239,0.239002697596761,0,0,0,0
"219","4x18",0.911939795533858,0,0,0,0,0.0880602044661419
"220","4x19",0.648903141887082,0,0,0,0,0.351096858112918
"221","4x20",1,0,0,0,0,0
"222","4x21",0.771540537240191,0.228459462759809,0,0,0,0
"223","4x22",0.762150243678802,0.237849756321198,0,0,0,0
"224","4x23",0.287360433189339,0.088228986044573,0.624410580766088,1.30788649067002e-18,0,0
"225","4x24",0.557644491112722,0.136362187325316,0,0,0,0.305993321561962
"226","4x25",0.458348542605239,0,0,0.287421322397135,0,0.254230134997626
"227","4x26",0.290543819380005,0,0.709456180619995,0,0,0
"228","4x27",0.509626788237083,0,0,0,0,0.490373211762917
"229","4x28",0.441769580113896,0.255939458255016,0,0,0,0.302290961631089
"230","4x29",0.266803479670678,0,0.733196520329322,0,0,0
"231","4x30",0.587713212833606,0,0,0,0,0.412286787166394
"232","4x31",0,1,0,0,0,0
"233","4x32",0.388417385992072,0.35090454538975,0,0,0,0.260678068618177
"234","4x33",0.447890764626426,0.142610999733151,0,0,0,0.409498235640423
"235","4x34",0.191018364504551,0,0.808981635495449,0,0,0
"236","4x35",0.175089130498838,0.131848991236611,0.69306187826455,0,0,0
"237","4x36",0.157923868115799,0.0377980343385742,0.804278097545627,0,0,0
"238","4x37",0.496891549575618,0.171976319613992,0,0,0,0.33113213081039
"239","4x38",0.298378530608536,0.701621469391464,0,0,0,0
"240","4x39",0,1,0,0,0,0
"241","4x40",0.536042403276664,0,0,0,0,0.463957596723336
"242","4x41",0.372640035258472,0.196505030086752,0,0,0,0.430854934654776
"243","4x42",0.318124806293287,0.409823511184723,0,0,0,0.27205168252199
"244","4x43",0.268952257473863,0,0.731047742526137,0,0,0
"245","4x44",0,0.125958661528436,0.874041338471564,0,0,0
"246","4x45",0.499382419847018,0.154868238418849,0,0,0,0.345749341734133
"247","4x46",0.371796842544344,0.313610289009136,0,0,0,0.31459286844652
"248","4x47",0.373693878948048,0,0.164434094530252,0,0,0.4618720265217
"249","4x48",0.150661260856325,0.241825092966269,0.607513646177405,0,0,0
"250","4x49",0.319753435962914,0.530375987296869,0,0,0,0.149870576740218
"251","5x0",1,0,0,0,0,0
"252","5x1",0.385112978864336,0,0.614887021135664,0,0,0
"253","5x2",1,0,0,0,0,0
"254","5x3",1,0,0,0,0,0
