"","cell_ID","Cancer","Ductal","mDCs","Macrophages","Mast","Monocytes"
"1","0x0",0.528894689870007,0.471105310129993,0,0,0,0
"2","0x1",0.448169802952713,0,0.551830197047287,0,0,0
"3","0x2",0.61510415454709,0.38489584545291,0,0,0,0
"4","0x3",0.46763440829106,0,0.53236559170894,0,0,0
"5","0x4",0.661747718478911,0.175549386469658,0,0,0,0.162702895051431
"6","0x5",0.698348506608303,0.301651493391697,0,0,0,0
"7","0x6",0.486816713402258,0.284696437925335,0,0,0.228486848672407,0
"8","0x7",0.468628368041714,0.36193130373562,0.169440328222666,0,0,0
"9","0x8",0.893327869626248,0.106672130373752,0,0,0,0
"10","0x9",0.734963963645363,0.265036036354637,0,0,0,0
"11","0x10",0.716736765461202,0.110438368568669,0.172824865970128,0,0,0
"12","0x11",0.596623528429278,0.403376471570722,0,0,0,0
"13","0x12",0.68462681710046,0.31537318289954,0,0,0,0
"14","0x13",0.541483133183441,0.458516866816559,0,0,0,0
"15","0x14",0.644853385433478,0.355146614566522,0,0,0,0
"16","0x15",0.924572186068166,0.0754278139318342,0,0,0,0
"17","0x16",0.455454453813588,0.385809122474715,0,0,0.158736423711698,0
"18","0x17",0.416587409584888,0.368288388604479,0,0,0.215124201810633,0
"19","0x18",0.366763828446877,0.500833611962949,0.132402559590174,0,0,0
"20","0x19",0.558040607714106,0.253243398082202,0.188715994203692,0,0,0
"21","0x20",0.427386865852764,0.429157650629876,0,0,0,0.14345548351736
"22","0x21",0.593372425049721,0,0.406627574950279,0,0,0
"23","0x22",0.348590397832743,0.372819944195157,0.175600754715228,0,0,0.102988903256872
"24","0x23",0.251307540079678,0.405555182968075,0.343137276952248,0,0,0
"25","0x24",0.44266810736528,0.276364248449486,0,0,0.280967644185234,0
"26","0x25",0.295251669478713,0.360743338283594,0.344004992237693,0,0,0
"27","0x26",0.382849500508318,0.326061622998406,0.291088876493276,0,0,0
"28","0x27",0.35214118336065,0.19573266899507,0.275221360958595,0,0.176904786685686,0
"29","0x28",0.141559118312074,0.276525697310762,0.310831596316905,0,0.271083588060259,0
"30","0x29",0.277009051011537,0.150752260201595,0.572238688786868,0,0,0
"31","0x30",0.273116795440983,0.426369620769337,0.30051358378968,0,0,0
"32","0x31",0.267389254193966,0.391511834748419,0.341098911057614,0,0,0
"33","0x32",0.319505509263054,0.141752738632989,0.430954185286692,0.107787566817265,0,0
"34","0x33",0.342928743846522,0.364277453846021,0.292793802307457,0,0,0
"35","0x34",0.319190153144425,0.179375317199277,0,0,0.501434529656298,0
"36","0x35",0.1602294895498,0.152459500565757,0.412218226538879,0,0.275092783345563,0
"37","0x36",0.192858211898789,0.224901359619991,0.175428332610326,0,0.406812095870894,0
"38","0x37",0.234983975895346,0.38920093696968,0.375815087134974,0,0,0
"39","0x38",0.186839200962532,0.430817106943506,0.219230430377652,0,0,0.16311326171631
"40","0x39",0,0.546980865055941,0.453019134944058,0,0,0
"41","0x40",0.192299242408022,0.453004603446034,0.185257937600759,0,0.169438216545185,0
"42","0x41",0.102702838402161,0.30946098820842,0.445810703184713,0,0,0.142025470204706
"43","0x42",0,0.293869458666793,0.317942842024095,0,0.388187699309112,0
"44","0x43",0.206756753790492,0.436930902360312,0.251461634432702,0,0,0.104850709416494
"45","0x44",0,0.548657661799113,0.216222796825245,0,0.235119541375642,0
"46","0x45",0.482457350141672,0,0.517542649858328,0,0,0
"47","0x46",0.199150095856256,0.292562468821159,0.241739252347776,0,0.266548182974808,0
"48","0x47",0.134254144245218,0.498757972701688,0.366987883053095,0,0,0
"49","0x48",0.203390882042858,0.265420831431085,0.419117664639643,0,0,0.112070621886414
"50","0x49",0.29511467972299,0.40853102338341,0.205802783431173,0.0905515134624267,0,0
"51","1x0",0.645144132394522,0.354855867605478,0,0,0,0
"52","1x1",0.618536926740218,0.381463073259782,0,0,0,0
"53","1x2",0.473718015984734,0.311543637916886,0.21473834609838,0,0,0
"54","1x3",0.462691405694448,0.257527594672138,0.279780999633414,0,0,0
"55","1x4",0.707329366279116,0.292670633720884,0,0,0,0
"56","1x5",0.699760345280439,0.128384219400159,0,0,0.171855435319402,0
"57","1x6",0.777648014817333,0.222351985182667,0,0,0,0
"58","1x7",0.832931512818038,0.167068487181962,0,0,0,0
"59","1x8",0.522450391474089,0.477549608525911,0,0,0,0
"60","1x9",0.86224950929104,0.13775049070896,0,0,0,0
"61","1x10",0.225365744390585,0,0.716403172373489,0,0,0.0582310832359258
"62","1x11",0.738635941842921,0.261364058157079,0,0,0,0
"63","1x12",0.290276116210837,0.709723883789163,0,0,0,0
"64","1x13",0.683231205165053,0.159160745143324,0.157608049691624,0,0,0
"65","1x14",0.697951803625999,0.302048196374001,0,0,0,0
"66","1x15",0.650129973668923,0.349870026331077,0,0,0,0
"67","1x16",0.399721498218857,0.158029606139832,0,0,0.442248895641311,0
"68","1x17",0.631132994181184,0.368867005818816,0,0,0,0
"69","1x18",0.603310825671463,0.197806500532801,0.198882673795736,0,0,0
"70","1x19",0.535542169557755,0.215474953460281,0.248982876981964,0,0,0
"71","1x20",0.417292652191484,0.212624614147547,0.370082733660969,0,0,0
"72","1x21",0.561299978217639,0.438700021782361,0,0,0,0
"73","1x22",0.324698297819784,0.211574489540936,0.208220818770089,0,0.255506393869191,0
"74","1x23",0.589123817277714,0,0.410876182722285,0,0,0
"75","1x24",0.494080104840508,0.194188003330714,0.311731891828778,0,0,0
