"","cell_ID","Ductal","Cancer","mDCs","pDCs","Macrophages","Mast","T","Monocytes"
"95","1x44",0.329779318101302,0,0.435795294800264,0,0.234425387098434,0,0,0
"96","1x45",0.12781833125334,0.355956454780443,0.516225213966217,0,0,0,0,0
"97","1x46",0.173968858392367,0.361338416390221,0,0,0,0.160574239262327,0,0.304118485955084
"98","1x47",0.244527576506135,0.177076479527838,0.15027303430011,0,0.312468554710918,0,0,0.115654354954999
"99","1x48",0.541166772237049,0.211052989728972,0,0,0.247780238033979,0,0,0
"100","1x49",0,0.502474121941753,0.311354045826198,0,0,0.186171832232048,0,0
"101","2x0",0,1,0,0,0,0,0,0
"102","2x1",0,1,0,0,0,0,0,0
"103","2x2",0,1,0,0,0,0,0,0
"104","2x3",0,1,0,0,0,0,0,0
"105","2x4",0.153009004409873,0.846990995590127,0,0,0,0,0,0
"106","2x5",0.128468816656591,0.749919380609719,0,0,0.12161180273369,0,0,0
"107","2x6",0.160238239058723,0.297326257960247,0.188188244413542,0,0.199600580986288,0.1546466775812,0,0
"108","2x7",0,1,0,0,0,0,0,0
"109","2x8",0,0,0,0,0,0,0,0
"110","2x9",0,1,0,0,0,0,0,0
"111","2x10",0,1,0,0,0,0,0,0
"112","2x11",0,1,0,0,0,0,0,0
"113","2x12",0,1,0,0,0,0,0,0
"114","2x13",0,0.156314772528237,0.246528345917349,0,0.433110724158873,0.164046157395541,0,0
"115","2x14",0,1,0,0,0,0,0,0
"116","2x15",0,1,0,0,0,0,0,0
"117","2x16",0,0.669360517644152,0.238326514586301,0,0.0923129677695473,0,0,0
"118","2x17",0,1,0,0,0,0,0,0
"119","2x18",0,0.737888611192843,0,0,0.262111388807157,0,0,0
"120","2x19",0.353989653349682,0.470914133796226,0,0,0.175096212854092,0,0,0
"121","2x20",0,1,0,0,0,0,0,0
"122","2x21",0.192798572755248,0.54629938168858,0,0,0,0.260902045556172,0,0
"123","2x22",0.191092334551208,0.608359651704222,0,0,0.20054801374457,0,0,0
"124","2x23",0.167160048046823,0.475494767661181,0.153348565258129,0,0.203996619033868,0,0,0
"125","2x24",0,0.696418415225794,0.145039762079393,0,0,0.158541822694814,0,0
"126","2x25",0.147930559469473,0.439538041069445,0.157906511119036,0,0.254624888342046,0,0,0
"127","2x26",0.142045103718353,0.547712495395146,0.171464565733636,0,0,0.138777835152865,0,0
"128","2x27",0,0.486120656366937,0,0,0.31140825772595,0,0,0.202471085907113
"129","2x28",0,0.272046007565863,0,0,0.378267177272541,0.349686815161597,0,0
"130","2x29",0.274044335587941,0.504832923140156,0.221122741271903,0,0,0,0,0
"131","2x30",0.247550313250344,0.275606105101905,0,0,0.157551902863649,0.11933058877503,0,0.199961090009071
"132","2x31",0.200607319837311,0.271021450951605,0.372499128271115,0,0.155872100939968,0,0,0
"133","2x32",0.332501901105779,0.182110699208801,0,0,0.306225562156531,0,0,0.179161837528889
"134","2x33",0.136778275391998,0.32827698922314,0,0,0.295143619046716,0.167324972682097,0,0.0724761436560503
"135","2x34",0.187872303060937,0.362207164610901,0,0,0.321958811822468,0.127961720505694,0,0
"136","2x35",0.103698829294662,0.644002322208352,0.252298848496985,0,0,0,0,0
"137","2x36",0,0.338706894070647,0.314398596947428,0,0.346894508981925,0,0,0
"138","2x37",0.497213096786175,0.182032337874091,0.184003014436498,0,0,0.136751550903236,0,0
"139","2x38",0.20600535413868,0.199407967774171,0,0,0.423048956348844,0.171537721738305,0,0
"140","2x39",0.385340161536391,0.179609706608175,0.155029711116384,0,0.28002042073905,0,0,0
"141","2x40",0.212241619915176,0.203500114161879,0,0,0.429472329587796,0,0,0.154785936335148
"142","2x41",0.4127660838265,0.11701508857688,0.102426648665799,0,0.36779217893082,0,0,0
"143","2x42",0.265097214542678,0.264492383384986,0.10965910788045,0,0.360751294191885,0,0,0
"144","2x43",0.233676989243975,0.100841132129648,0.445980490427987,0,0.219501388198391,0,0,0
"145","2x44",0.54576238298265,0,0.287222332263677,0,0,0.167015284753673,0,0
"146","2x45",0.335093110579029,0.267577336852878,0.216145706749073,0,0.18118384581902,0,0,0
"147","2x46",0.129742285899037,0.236155043121988,0.410864314565648,0,0,0.223238356413327,0,0
"148","2x47",0.199074201344509,0.0919913262864804,0.131620172142703,0,0.381704702209689,0.19560959801662,0,0
"149","2x48",0.359433831605224,0.165463383853787,0,0,0.242831808846176,0.232270975694814,0,0
"150","2x49",0.363992851245951,0.103100005269275,0,0,0.422643766410271,0.110263377074503,0,0
"151","3x0",0,1,0,0,0,0,0,0
"152","3x1",0.0809422130653674,0.919057786934633,0,0,0,0,0,0
"153","3x2",0,1,0,0,0,0,0,0
"154","3x3",0.0688916048036861,0.931108395196314,0,0,0,0,0,0
"155","3x4",0,1,0,0,0,0,0,0
"156","3x5",0,1,0,0,0,0,0,0
"157","3x6",0,1,0,0,0,0,0,0
"158","3x7",0,1,0,0,0,0,0,0
"159","3x8",0,0.420940596681173,0.176760843431749,0,0.402298559887078,0,0,0
"160","3x9",0,1,0,0,0,0,0,0
"161","3x10",0,1,0,0,0,0,0,0
"162","3x11",0,1,0,0,0,0,0,0
"163","3x12",0,1,0,0,0,0,0,0
"164","3x13",0,1,0,0,0,0,0,0
"165","3x14",0,0.661782230277528,0.338217769722471,0,0,0,0,0
"166","3x15",0,1,0,0,0,0,0,0
"167","3x16",0,0.873480033120872,0.126519966879128,0,0,0,0,0
"168","3x17",0,1,0,0,0,0,0,0
"169","3x18",0,1,0,0,0,0,0,0
"170","3x19",0,1,0,0,0,0,0,0
"171","3x20",0,0.714335597791001,0,0,0.184951474459492,0,0,0.100712927749507
"172","3x21",0.158191864405447,0.429296636171146,0.152365704381824,0,0,0.260145795041584,0,0
"173","3x22",0,0.864902160387494,0,0,0.135097839612506,0,0,0
"174","3x23",0,0.737538730537501,0,0,0.262461269462499,0,0,0
"175","3x24",0.160357391033806,0.429686313521359,0,0,0.409956295444835,0,0,0
"176","3x25",0.190598413232997,0.219983930515017,0.415891456777708,0,0,0.173526199474278,0,0
"177","3x26",0.202855796382608,0.250814589618506,0.0625085648030184,0,0.483821049195867,0,0,0
"178","3x27",0.207525255408384,0.394113384771134,0,0,0,0.183500209531526,0,0.214861150288955
"179","3x28",0.387314517234369,0.302705665349906,0,0,0.309979817415725,0,0,0
"180","3x29",0,0.606766756039843,0.393233243960157,0,0,0,0,0
"181","3x30",0.192896146423977,0.159109892356134,0.180444613307903,0,0.467549347911986,0,0,0
"182","3x31",0.128578302557659,0.324105550554861,0.122051455451564,0,0.425264691435916,0,0,0
"183","3x32",0.121402033795282,0.533526114994434,0.194855855569516,0,0.150215995640768,0,0,0
"184","3x33",0,0.403127797779757,0.214084569471703,0,0.38278763274854,0,0,0
"185","3x34",0.146997195667914,0.148564629854685,0.198204516912282,0,0.506233657565118,0,0,0
"186","3x35",0.312450737858645,0,0.125040195883229,0,0.259946207962905,0.195714358355153,0,0.106848499940068
"187","3x36",0.222115308373442,0.36140458094891,0,0,0.281398650285613,0.135081460392035,0,0
"188","3x37",0.226970736015574,0.216923133656078,0.0836280141602991,0,0.364752003933368,0.107726112234681,0,0
"189","3x38",0.215896591848962,0.302380457940116,0.113808268734882,0,0.141913299211764,0,0,0.226001382264276
"190","3x39",0.104835068074092,0.203400987961209,0.239000617433698,0,0.221939856871657,0.230823469659345,0,0
"191","3x40",0.185644113920802,0.154363669682918,0.158154487433016,0,0.344260930378029,0.157576798585236,0,0
"192","3x41",0.284484424269062,0.130729413648404,0.584786162082534,0,0,0,0,0
"193","3x42",0.361249332850744,0.132516253179037,0.148045423798336,0,0.358188990171882,0,0,0
"194","3x43",0.164193346384333,0.180742323111633,0,0,0.453721966958136,0.201342363545898,0,0
"195","3x44",0.247806943624794,0.355837330485124,0.165944165947724,0,0,0,0,0.230411559942358
"196","3x45",0.235076292071612,0.312607874721591,0.153984899499131,0,0,0,0,0.298330933707667
"197","3x46",0,0.486433882395204,0,0,0.270634318373447,0.242931799231349,0,0
"198","3x47",0.421465317659871,0.179636402915693,0.110328642085986,0,0,0.14629443647703,0,0.142275200861421
"199","3x48",0.140311464095956,0.44345897232837,0,0,0.138297278978276,0,0,0.277932284597398
"200","3x49",0.382083015022742,0.159663719071519,0.234876945558975,0,0.223376320346764,0,0,0
"201","4x0",0.122824333256538,0.877175666743462,0,0,0,0,0,0
"202","4x1",0,0.78080315444336,0.21919684555664,0,0,0,0,0
"203","4x2",0.222075155184047,0.492070286326472,0,0,0.285854558489481,0,0,0
"204","4x3",0,1,0,0,0,0,0,0
"205","4x4",0,1,0,0,0,0,0,0
"206","4x5",0,1,0,0,0,0,0,0
"207","4x6",0,1,0,0,0,0,0,0
"208","4x7",0,1,0,0,0,0,0,0
"209","4x8",0,1,0,0,0,0,0,0
"210","4x9",0,1,0,0,0,0,0,0
"211","4x10",0,1,0,0,0,0,0,0
"212","4x11",0,1,0,0,0,0,0,0
"213","4x12",0,1,0,0,0,0,0,0
"214","4x13",0,1,0,0,0,0,0,0
"215","4x14",0,1,0,0,0,0,0,0
"216","4x15",0,1,0,0,0,0,0,0
"217","4x16",0,1,0,0,0,0,0,0
"218","4x17",0,0.823603562775088,0,0,0,0,0,0.176396437224912
"219","4x18",0,1,0,0,0,0,0,0
"220","4x19",0,0.821604938846328,0.178395061153672,0,0,0,0,0
"221","4x20",0,1,0,0,0,0,0,0
"222","4x21",0,0.882169582343137,0,0,0,0,0,0.117830417656863
"223","4x22",0.244745045009165,0.607067919749948,0.148187035240888,0,0,0,0,0
"224","4x23",0.134134658401479,0.484283195740113,0.381582145858408,0,0,0,0,0
"225","4x24",0.112486790867695,0.547735911987544,0.155487035185383,0,0,0.184290261959378,0,0
"226","4x25",0.201955693612077,0.418602042975013,0,0,0.37944226341291,0,0,0
"227","4x26",0,0.504314768535373,0.495685231464628,0,0,0,0,0
"228","4x27",0,0.645888223224354,0,0,0.201342879340675,0,0,0.152768897434971
"229","4x28",0.154205627843995,0.389379475430054,0.333683729396644,0,0,0.122731167329307,0,0
"230","4x29",0.0950825800876413,0.189595214997741,0.271879498241455,0,0.443442706673163,0,0,0
"231","4x30",0,0.402149890945266,0.187689063229246,0,0,0.142718400552442,0,0.267442645273046
"232","4x31",0.606013131300803,0,0.360714120146626,0,0.0332727485525702,0,0,0
"233","4x32",0.216580071723089,0.203335337503575,0.266775210623633,0,0.170414904275332,0,0,0.142894475874371
"234","4x33",0.147104245737881,0.386394237937332,0.236848861894257,0,0,0.144601846768105,0,0.0850508076624242
"235","4x34",0.261838297664999,0.186281798393167,0.290623538413684,0,0.26125636552815,0,0,0
"236","4x35",0.188742873657177,0.332598346235256,0.240162512911567,0,0.238496267196,0,0,0
"237","4x36",0.135211503286787,0.213174765915426,0.292639976013778,0,0.279031711917661,0,0,0.0799420428663485
"238","4x37",0,0.467552673474228,0,0,0.189223576674269,0.343223749851503,0,0
"239","4x38",0.468889645198673,0.24252910204564,0.153646724354569,0,0,0.134934528401118,0,0
"240","4x39",0.547832134698039,0,0.228132883099583,0,0.224034982202378,0,0,0
"241","4x40",0.151826546382738,0.152289325570569,0.46043972597923,0,0,0.235444402067463,0,0
"242","4x41",0.238234415647922,0.248817353566919,0,0,0.176227976499232,0.336720254285927,0,0
"243","4x42",0.172564352897633,0.283984512220726,0.269065674991043,0,0.0810588661127372,0,0,0.193326593777861
"244","4x43",0,0.462381725535972,0.14669726726199,0,0.390921007202039,0,0,0
"245","4x44",0.191879623870541,0.114552946930789,0.243850447408383,0,0.449716981790287,0,0,0
"246","4x45",0.312777685865506,0.238411171123242,0,0,0.448811143011252,0,0,0
"247","4x46",0.263926508632251,0.204017650264819,0,0,0.53205584110293,0,0,0
"248","4x47",0.287525527887404,0.193303570517751,0,0,0.312945055491294,0,0,0.206225846103552
"249","4x48",0.239679329792394,0.100564874180163,0.291769620372705,0,0.367986175654738,0,0,0
"250","4x49",0.292578775547072,0.194914722318185,0,0,0,0.158360881591331,0,0.354145620543412
"251","5x0",0.237531103278174,0.762468896721826,0,0,0,0,0,0
"252","5x1",0,0.797781074898738,0,0,0,0,0,0.202218925101262
"253","5x2",0,1,0,0,0,0,0,0
"254","5x3",0,1,0,0,0,0,0,0
"255","5x4",0,1,0,0,0,0,0,0
"256","5x5",0,1,0,0,0,0,0,0
"257","5x6",0,0.714794036173108,0.285205963826892,0,0,0,0,0
"258","5x7",0,1,0,0,0,0,0,0
"259","5x8",0,1,0,0,0,0,0,0
"260","5x9",0,1,0,0,0,0,0,0
"261","5x10",0,1,0,0,0,0,0,0
"262","5x11",0,1,0,0,0,0,0,0
"263","5x12",0,1,0,0,0,0,0,0
"264","5x13",0,1,0,0,0,0,0,0
"265","5x14",0,1,0,0,0,0,0,0
"266","5x15",0,1,0,0,0,0,0,0
"267","5x16",0,1,0,0,0,0,0,0
"268","5x17",0,1,0,0,0,0,0,0
"269","5x18",0.27795794913468,0.479938050308101,0.242104000557219,0,0,0,0,0
"270","5x19",0.0995919726290341,0.900408027370966,0,0,0,0,0,0
"271","5x20",0,0.719196315814277,0,0,0.147375070570503,0,0,0.13342861361522
"272","5x21",0,0,0,0,0,0,0,0
"273","5x22",0.1236054017337,0.406782487500049,0,0,0.469612110766252,0,0,0
"274","5x23",0,0.497243106167816,0.502756893832184,0,0,0,0,0
"275","5x24",0.132896389030147,0.338211220393003,0.15606199093396,0,0.198778167832746,0.174052231810144,0,0
"276","5x25",0,0.38954624088508,0.178707561925218,0,0.431746197189702,0,0,0
"277","5x26",0,0.452667676438737,0.22206941749568,0,0.0733160003781349,0,0,0.251946905687447
"278","5x27",0.242195930025414,0.383110276120425,0.153883721596358,0,0.220810072257802,0,0,0
"279","5x28",0,0.299581115609159,0,0,0.330956296217903,0.197051158260081,0,0.172411429912858
"280","5x29",0.104256659858565,0.244558386525919,0.147135323140716,0,0.322609786181954,0.181439844292846,0,0
"281","5x30",0,0.453377107662668,0.23111730845844,0,0.315505583878892,0,0,0
"282","5x31",0.118037354217602,0.197311815783843,0,0,0.684650829998554,0,0,0
"283","5x32",0.31327261019374,0.347779157018611,0.213483607054133,0,0,0.125464625733517,0,0
"284","5x33",0.299633143228618,0.307512456896831,0,0,0.392854399874551,0,0,0
"285","5x34",0.165161420403361,0.123961719147802,0.461962076960925,0,0,0.248914783487912,0,0
"286","5x35",0.190665163126121,0.190876512811481,0,0,0.45085755523859,0.167600768823808,0,0
"287","5x36",0.186395540137032,0.380866370914308,0.189173739041325,0,0.243564349907334,0,0,0
"288","5x37",0.156006452877216,0.157152218309728,0.396891943454701,0,0.166294195872443,0,0,0.123655189485913
"289","5x38",0.297484069795009,0.141411978924513,0,0,0.331600643752427,0,0,0.229503307528051
"290","5x39",0.34146405228235,0.234586389116408,0.423949558601242,0,0,0,0,0
"291","5x40",0,0.376390021269736,0.285359914271339,0,0,0,0,0.338250064458925
"292","5x41",0.121313596569149,0.289619713971045,0.355545294427578,0,0.133228354629311,0,0,0.100293040402917
"293","5x42",0.275656165884632,0,0,0,0.638704956519815,0,0,0.0856388775955526
"294","5x43",0.280339645130396,0,0.35929992074835,0,0.125413114349681,0,0,0.234947319771572
"295","5x44",0.26760303618877,0.195767644778754,0.114882348901308,0,0.421746970131167,0,0,0
"296","5x45",0.322612542243561,0.203416591549349,0.370165990691142,0,0.103804875515948,0,0,0
"297","5x46",0.361899296938438,0.216706967962051,0,0,0.226805688553762,0.194588046545749,0,0
"298","5x47",0.171511950315124,0.341807374237744,0.159322718161213,0,0.327357957285919,0,0,0
"299","5x48",0.156674360145852,0.29830277866836,0.545022861185789,0,0,0,0,0
"300","5x49",0.356652163807514,0.289995904588331,0,0,0,0.198028355999457,0,0.155323575604698
"301","6x0",0.117032397644818,0.738029029505721,0,0,0,0,0,0.144938572849461
"302","6x1",0,0.816702790802894,0.183297209197106,0,0,0,0,0
"303","6x2",0,1,0,0,0,0,0,0
"304","6x3",0,1,0,0,0,0,0,0
"305","6x4",0,1,0,0,0,0,0,0
"306","6x5",0,1,0,0,0,0,0,0
"307","6x6",0,0.750814171491115,0,0,0.249185828508885,0,0,0
"308","6x7",0,0.394920621665167,0.211911308664591,0,0.228011778717045,0.165156290953197,0,0
"309","6x8",0,1,0,0,0,0,0,0
"310","6x9",0,1,0,0,0,0,0,0
"311","6x10",0,1,0,0,0,0,0,0
"312","6x11",0,1,0,0,0,0,0,0
"313","6x12",0,0,0,0,0,0,0,0
"314","6x13",0,1,0,0,0,0,0,0
"315","6x14",0,0.398885699900584,0.160330256813637,0,0.284253551070156,0,0,0.156530492215623
"316","6x15",0,1,0,0,0,0,0,0
"317","6x16",0,1,0,0,0,0,0,0
"318","6x17",0,1,0,0,0,0,0,0
"319","6x18",0,0.611307822438374,0,0,0.388692177561626,0,0,0
"320","6x19",0,1,0,0,0,0,0,0
"321","6x20",0.112374308641499,0.887625691358501,0,0,0,0,0,0
"322","6x21",0,0.78250165229554,0,0,0,0,0,0.217498347704459
"323","6x22",0,0.829839107446765,0.170160892553235,0,0,0,0,0
"324","6x23",0,0.445356406836318,0.554643593163682,0,0,0,0,0
"325","6x24",0.130349759992131,0.545017546270343,0,0,0.324632693737526,0,0,0
"326","6x25",0.226374358203654,0.284445636311354,0.290488315002354,0,0,0,0,0.198691690482639
"327","6x26",0,0.379136752977299,0.266000066021854,0,0.354863181000847,0,0,0
"328","6x27",0.158836722937491,0.305504459968662,0.179866668354365,0,0.355792148739482,0,0,0
"329","6x28",0.188772879143987,0.330497913743008,0.266679076823337,0,0,0,0,0.214050130289667
"330","6x29",0.231650092028738,0.421269445263133,0,0,0,0.34708046270813,0,0
"331","6x30",0.168336471603005,0.39275072245732,0,0,0.438912805939675,0,0,0
"332","6x31",0,0.476643140716422,0.249751403049727,0,0.273605456233851,0,0,0
"333","6x32",0.125695512240163,0.107674034789714,0.564554027722437,0,0,0,0,0.202076425247687
"334","6x33",0.208947352358965,0.147909870873202,0.0859869160164522,0,0.451675061867459,0.105480798883922,0,0
"335","6x34",0.148218867558282,0.214412886590996,0,0,0.487285608826872,0.15008263702385,0,0
"336","6x35",0.262486293948625,0.354730746152578,0.382782959898797,0,0,0,0,0
"337","6x36",0,0.390584608696581,0.372568368797841,0,0,0.236847022505579,0,0
"338","6x37",0.343618571649437,0.243529126708091,0,0,0.412852301642472,0,0,0
"339","6x38",0.230358724881022,0.278628287381332,0,0,0.251952601551702,0.239060386185944,0,0
"340","6x39",0,0.600224159494821,0,0,0.267725417102009,0,0,0.13205042340317
"341","6x40",0.252324970970965,0.113727825271395,0.15092064822937,0,0.322768940278898,0,0,0.160257615249373
"342","6x41",0.211356153806294,0.177933963503621,0.321114626867152,0,0.289595255822932,0,0,0
"343","6x42",0.201897404022818,0.1868480668801,0.178320411104505,0,0.432934117992578,0,0,0
"344","6x43",0.365638101793874,0.133456903184589,0.0670994070801017,0,0.433805587941436,0,0,0
"345","6x44",0.246240142523368,0.319344018008428,0.300081272731225,0,0.134334566736979,0,0,0
"346","6x45",0.273258840401284,0.136533871807784,0.138378542344522,0,0.362230565483322,0,0,0.0895981799630876
"347","6x46",0.256044029404029,0,0.0569921437510647,0,0.686963826844906,0,0,0
"348","6x47",0.272683485613566,0.205036044504708,0.23132411342236,0,0.129207796425268,0.161748560034099,0,0
"349","6x48",0.115301937661102,0.386166630557207,0,0,0.203222442524315,0.295308989257375,0,0
"350","6x49",0,0.415531753054556,0.133709014290293,0,0.199817864601766,0.250941368053385,0,0
"351","7x0",0.128056029776469,0.871943970223531,0,0,0,0,0,0
"352","7x1",0,1,0,0,0,0,0,0
"353","7x2",0,1,0,0,0,0,0,0
"354","7x3",0,0.245173680248069,0.147695272521178,0,0.389158450688238,0.217972596542515,0,0
"355","7x4",0,0.397249781262854,0,0,0.230613603711519,0.372136615025627,0,0
"356","7x5",0,1,0,0,0,0,0,0
"357","7x6",0,1,0,0,0,0,0,0
"358","7x7",0,0,0,0,0,0,0,0
"359","7x8",0,1,0,0,0,0,0,0
"360","7x9",0,1,0,0,0,0,0,0
"361","7x10",0,1,0,0,0,0,0,0
"362","7x11",0,1,0,0,0,0,0,0
"363","7x12",0,0.266393161725712,0.133379828753761,0,0.444299169236054,0.155927840284474,0,0
"364","7x13",0,1,0,0,0,0,0,0
"365","7x14",0,1,0,0,0,0,0,0
"366","7x15",0,1,0,0,0,0,0,0
"367","7x16",0,1,0,0,0,0,0,0
"368","7x17",0,1,0,0,0,0,0,0
"369","7x18",0,1,0,0,0,0,0,0
