"","cell_ID","Ductal","Cancer","Stroma"
"1","0x0",0,0.807944716494555,0.192055283505445
"2","0x1",0,0.593801957415372,0.406198042584628
"3","0x2",0,1,0
"4","0x3",0,0.631864586793115,0.368135413206885
"5","0x4",0,0.822692605130155,0.177307394869845
"6","0x5",0,1,0
"7","0x6",0.177765043354042,0.685377033804915,0.136857922841043
"8","0x7",0,0.849293092117143,0.150706907882857
"9","0x8",0,1,0
"10","0x9",0,1,0
"11","0x10",0,1,0
"12","0x11",0.140474821376182,0.859525178623818,0
"13","0x12",0,1,0
"14","0x13",0.158043476144542,0.841956523855458,0
"15","0x14",0,1,0
"16","0x15",0,1,0
"17","0x16",0,0.76738226819734,0.23261773180266
"18","0x17",0.216725985298028,0.6273317649301,0.155942249771873
"19","0x18",0.338464298618169,0.516958536590304,0.144577164791526
"20","0x19",0,0.83746710898682,0.16253289101318
"21","0x20",0,0.7982191605298,0.2017808394702
"22","0x21",0,0.677713484836164,0.322286515163836
"23","0x22",0.128552051403352,0.595380133755752,0.276067814840896
"24","0x23",0.309876099125927,0.295344684761903,0.39477921611217
"25","0x24",0.222391327960396,0.517858207242429,0.259750464797175
"26","0x25",0.249040733572063,0.422673602981469,0.328285663446468
"27","0x26",0.228116140725874,0.423226518120729,0.348657341153397
"28","0x27",0.184594491883178,0.381547745020202,0.43385776309662
"29","0x28",0,0.28818025956894,0.71181974043106
"30","0x29",0.115101943679742,0.340195323216099,0.544702733104159
"31","0x30",0.313026477337532,0.32418338300003,0.362790139662439
"32","0x31",0.138261183272668,0.516647168896588,0.345091647830743
"33","0x32",0,0.455231169375389,0.544768830624611
"34","0x33",0,0.702044552537815,0.297955447462185
"35","0x34",0.100660978415285,0.353020702841249,0.546318318743467
"36","0x35",0.134926928929847,0.223887727679654,0.641185343390499
"37","0x36",0,0.287729616423084,0.712270383576916
"38","0x37",0.198939184407873,0.292162760317829,0.508898055274299
"39","0x38",0.377837127914379,0.259865659243672,0.362297212841949
"40","0x39",0.228513730450519,0.205635644186156,0.565850625363325
"41","0x40",0.310599988319928,0.268042180414911,0.421357831265161
"42","0x41",0.268095244760822,0.10749389210471,0.624410863134468
"43","0x42",0.2517953304924,0,0.7482046695076
"44","0x43",0.26176808799982,0.368461087129948,0.369770824870232
"45","0x44",0.550893216098606,0,0.449106783901394
"46","0x45",0.135371993620946,0.396960186757259,0.467667819621795
"47","0x46",0.301789352071452,0.217900457811088,0.48031019011746
"48","0x47",0.435655935800906,0.105448291945938,0.458895772253157
"49","0x48",0.146125705375917,0.225375368284138,0.628498926339945
"50","0x49",0.437373806269698,0.24272051529965,0.319905678430652
"51","1x0",0,1,0
"52","1x1",0.16960699089571,0.83039300910429,0
"53","1x2",0,0.780865687480605,0.219134312519395
"54","1x3",0.179385321704114,0.526949481523681,0.293665196772205
"55","1x4",0,1,0
"56","1x5",0,1,0
"57","1x6",0,1,0
"58","1x7",0,1,0
"59","1x8",0.161904338308769,0.838095661691231,0
"60","1x9",0,1,0
"61","1x10",0,1,0
"62","1x11",0,1,0
"63","1x12",0.313138144703403,0.686861855296597,0
"64","1x13",0,0.843095763939178,0.156904236060822
"65","1x14",0,1,0
"66","1x15",0,1,0
"67","1x16",0.153507111314556,0.529367257308747,0.317125631376697
"68","1x17",0,0.885410788454765,0.114589211545235
"69","1x18",0,0.869359854836012,0.130640145163988
"70","1x19",0,0.796302066590964,0.203697933409036
"71","1x20",0,0.644949718052599,0.355050281947401
"72","1x21",0.324834990437371,0.441358936146437,0.233806073416192
"73","1x22",0.121570876445161,0.374452891167419,0.50397623238742
"74","1x23",0,0.661665697967538,0.338334302032462
"75","1x24",0,0.736066215596662,0.263933784403338
"76","1x25",0,0.497752395036977,0.502247604963023
"77","1x26",0.103551372941198,0.544643007277461,0.351805619781341
"78","1x27",0.204645082061725,0.321427408268801,0.473927509669475
"79","1x28",0.243433643204078,0.441343014670666,0.315223342125256
"80","1x29",0.449249152824184,0.126920916788391,0.423829930387425
"81","1x30",0.12144989348967,0.322667866012586,0.555882240497744
"82","1x31",0,0.552041032670149,0.447958967329851
"83","1x32",0.261586049569093,0.263217967744058,0.475195982686849
"84","1x33",0,0.499755433989656,0.500244566010344
"85","1x34",0.298568417059784,0.199064371633486,0.50236721130673
"86","1x35",0.244823218117073,0.162852177797392,0.592324604085535
"87","1x36",0.258353111257002,0.304188847940965,0.437458040802033
"88","1x37",0.277905453027255,0.117836453471473,0.604258093501271
"89","1x38",0.210910372050594,0.30411394237349,0.484975685575917
"90","1x39",0,0.450441596805268,0.549558403194732
"91","1x40",0.138936282515819,0.19448929479034,0.666574422693842
"92","1x41",0,0.326763893841236,0.673236106158764
"93","1x42",0.288933705680441,0.182381704897063,0.528684589422496
"94","1x43",0,0.154760050114801,0.845239949885199
"95","1x44",0.32670575332372,0,0.67329424667628
"96","1x45",0.204319842695109,0.208877510202967,0.586802647101924
"97","1x46",0.303209247659391,0.280000761089013,0.416789991251595
"98","1x47",0.242337268477643,0.173747292497189,0.583915439025168
"99","1x48",0.579364977222456,0.159258682661071,0.261376340116473
"100","1x49",0,0.402428415839399,0.597571584160601
"101","2x0",0,1,0
"102","2x1",0,0.831802053422414,0.168197946577586
"103","2x2",0,1,0
"104","2x3",0,1,0
"105","2x4",0.161468420913776,0.838531579086224,0
"106","2x5",0.111476290548035,0.693436201436198,0.195087508015766
"107","2x6",0,1,0
"108","2x7",0,1,0
"109","2x8",0,1,0
"110","2x9",0,1,0
"111","2x10",0,1,0
"112","2x11",0,1,0
"113","2x12",0,1,0
"114","2x13",0,1,0
"115","2x14",0,1,0
"116","2x15",0,1,0
"117","2x16",0,0.60049143062677,0.39950856937323
"118","2x17",0,0.885211541514527,0.114788458485473
"119","2x18",0,0.73023839696541,0.26976160303459
"120","2x19",0.333344423994849,0.487945038801451,0.1787105372037
"121","2x20",0,0.785773556681355,0.214226443318645
"122","2x21",0.261884983900041,0.384229363394202,0.353885652705757
"123","2x22",0.203231467738586,0.608809496737008,0.187959035524406
"124","2x23",0,0.605660266002887,0.394339733997113
"125","2x24",0.112034871152313,0.542402401280672,0.345562727567015
"126","2x25",0.192144625298517,0.448696811304027,0.359158563397457
"127","2x26",0.225410840911956,0.435504040261874,0.33908511882617
"128","2x27",0,0.582818570351981,0.417181429648019
"129","2x28",0,0.1917055179464,0.8082944820536
"130","2x29",0.233920467480683,0.463839475429723,0.302240057089594
"131","2x30",0.273876811204313,0.241847534727725,0.484275654067962
"132","2x31",0,0.411960754483781,0.588039245516219
"133","2x32",0.387188973359746,0.194181660285596,0.418629366354657
"134","2x33",0.269201406815629,0.189640963312145,0.541157629872226
"135","2x34",0.269789987173829,0.322861164091343,0.407348848734828
"136","2x35",0,0.666536924298279,0.333463075701721
"137","2x36",0,0.321561028056224,0.678438971943776
"138","2x37",0.463268648489883,0.214396186536529,0.322335164973588
"139","2x38",0.181213837686472,0.125410818896547,0.693375343416981
