"","E","M","S"
"69x61",0.000406372502729834,0.000379963172845682,1.3331608711836
"76x26",0.0151463352738466,0.927122565614343,0.000379963172841031
"11x69",0.00374232980107199,0.843615476931809,0.0441700632623845
"58x16",0.000379963172845769,0.233976131621177,0.59317076042803
"30x52",0.0084266519953883,0.956553184688538,0.000265974220987061
"43x63",0.000186181954697316,0.891389950971139,0.000186181954689789
"88x48",0.000509470806460887,0.811548326962272,0.00571700182043136
"35x25",0.554135105884171,0.000379963172845759,0.882752615401624
"50x44",0.000542804532636815,0.746821391016269,0.222092796531132
"6x20",0.203531708099595,0.000441975852892715,1.0692965057725
"11x59",0.000542804532641238,0.611845725970873,0.330389237830914
"45x27",0.00151120441867719,0.393311821723402,0.614287038405071
"65x25",0.000542804532636817,0.699215944776162,0.244819226419945
"91x43",0.00054280453274907,0.957480973338957,0.0151137680596968
"75x31",0.00847678141972801,0.956914506188805,0.0137650865293296
"83x19",0.000265974220992033,1.10217823375341,0.00784396814978607
"71x35",0.000186181954669698,0.982166853101465,0.000186181954692101
"76x60",0.000379963172845773,0.00037996317284569,1.398825116138
"7x53",0.00054280453263681,0.912167238535398,0.224760680644126
"66x36",0.00379458177110301,1.04085105923477,0.0391848531569085
"79x19",0.000542804532636817,0.941929203110982,0.0352382177987506
"61x27",0.000379963172845461,0.81837819815756,0.140010247528452
"18x64",0.000379963172813228,0.910888928210905,0.0287726754548716
"9x33",0.000265974220992037,0.206709875330203,1.03782190401068
"31x61",0.0033562406555143,0.853476964509837,0.000379963172836298
"91x45",0.000542804532592677,0.810080225246959,0.0355143502145404
"24x64",0.000186181954691593,0.956523660967383,0.000186181954692103
"13x69",0.00740987370008494,0.860598719073222,0.000379963172841032
"85x45",0.000186181954700588,0.772236808826976,0.000186181954690199
"4x18",0.0336046331831415,0.000379963172845788,1.228115728518
"22x46",0.00037996317284577,0.561657549510485,0.295042033027279
"71x47",0.00054280453264604,0.913627604287236,0.0367328869040451
"29x15",0.0346879945420506,0.000265974220992002,1.41504620720794
"8x16",0.292505657571944,0.000379963172845755,0.970945696957062
"14x34",0.00720659187974457,0.000652183841343412,1.06659523951643
"47x65",0.000188953255229609,0.913500440088055,0.000130327368282678
"59x43",0.0130716787541738,0.746006240968836,0.159490716947739
"79x23",0.000542804532636817,0.780436752801063,0.263470959082477
"30x40",0.0248401727959332,0.190176250913772,0.569025452996498
"71x37",0.00752654130293255,0.952351062079579,0.000379963172841045
"78x18",0.000379963172845771,0.938204137910308,0.0460087575647463
"57x69",0.000265974220990116,1.01931414096115,0.00026597422099204
"12x66",0.000542804532647617,0.940911522934438,0.0156802413085829
"37x59",0.00307652086585334,0.908463312203585,0.00494321083343562
"68x56",0.000379963172845779,0.0663287470285466,0.734249427380733
"60x46",0.000379963172844975,0.611944710190098,0.229099818541053
"24x26",0.309911435398563,0.000265974220991977,1.08654573328937
"0x60",0.000379963172845772,0.732585091436111,0.236697962095362
"39x23",0.542556866671225,0.00054280453263686,0.732547948709234
"26x36",0.163809536100044,0.00060306222192469,1.18047738972775
"97x77",0.000542804532636817,0.55894453693756,0.580430204678662
"110x76",0.00026597422099204,0.0237457142771262,1.1210441111607
"49x31",0.0130549761791967,0.589603163967844,0.498085050798417
"8x52",0.0235241970970715,0.501074224782622,0.304440511632234
"25x67",0.000379963172826843,0.797650003333471,0.00573292288521318
"43x35",0.913862438177708,0.000265974220992039,0.412239066376084
"3x25",0.000379963172845772,0.000379963172845781,1.17733097402424
"38x30",1.31335879134143,9.12291578002687e-05,0.0548563057902861
"78x14",0.000186181954694428,1.31671932633047,0.000186181954694428
"35x55",0.0123513714883346,0.87068048807974,0.00037996317283629
"31x53",0.0129192550391457,0.955956679649134,0.000379963172841033
"0x58",0.000379963172848137,1.17574944971337,0.0411956521970901
"84x40",0.00289545090589057,0.761575475005488,0.000379963172841372
"0x36",0.000265974220992042,0.000282699695431401,1.35658214055325
"47x47",0.000265974221009261,0.844834172429047,0.115524844551797
"40x30",1.37738173526434,9.12291578002704e-05,0.000122965105990442
"30x56",0.00347201879847818,0.964257414533967,0.000265974220985404
"24x44",0.00602776997865394,0.450625537528707,0.485155601287366
"53x45",0.000379963172845772,0.617216369573355,0.338255092056491
"38x18",0.0586310970263575,0.000265974220992071,1.48076339178628
"79x15",0.0131449491585039,1.04307300247097,0.000379963172845771
"55x59",0.000379963172860077,0.619460691765867,0.0305164204750963
"74x46",0.000542804532635678,0.95757689181501,0.033474135350018
"89x45",0.000186181954765494,0.851199766627422,0.000186181954689782
"38x32",0.964360926334478,0.000265974220992037,0.187698698685371
"66x18",0.000265974220992041,0.00026597422099202,1.27564521900831
"72x54",0.000379963172845771,0.495442737093971,0.482414976712827
"68x40",0.00878207093351233,0.952351111197652,0.000542804532630045
"94x40",0.000542804532719825,0.855638012971087,0.0228240734525022
"74x26",0.0141086881211574,1.01298896110928,0.00729943390129743
"40x54",0.00152817567345203,0.956455167694128,0.000130327368282849
"82x54",0.000379963172845772,0.266232719166522,0.634533567340054
"86x28",0.000542804532641228,0.89270265663127,0.0728083463191405
"65x29",0.0136296712519628,0.991880361860388,0.0317898041832502
"4x56",0.000379963172845772,0.724449155241779,0.178184182740926
"63x37",0.00054280453263582,1.00103125579859,0.0240927193612841
"15x67",0.000379963172787589,0.862071464713113,0.00620555573255381
"50x42",0.000186181954694428,0.225359320888204,0.567615779702265
"27x25",0.10980250313022,0.00026597422099201,1.14659145937821
"89x33",0.00184077312179736,0.700215213764471,0.0247620087159319
"20x64",0.000487495513490023,0.938500992090865,0.000265974220991214
"59x31",0.000542804532636817,0.667040047975486,0.357253350747541
"97x57",0.000308872062211072,0.000265974220992451,1.54643183691384
"60x62",0.000379963172845771,0.572061685154324,0.294554022525176
"73x47",0.00923200974237314,0.574847437881171,0.251370738480117
"38x60",0.000379963172859949,0.86131415896347,0.067697192759575
"75x57",0.000379963172845772,0.273433005183783,0.652940861545658
"64x38",0.00490655458309958,0.986218891520052,0.0384783999458035
"4x54",0.000265974220971813,0.966948737187314,0.000265974220992039
"22x60",0.00973366641156006,0.881973276699521,0.000542804532636578
"43x17",0.00037996317284577,0.216410280914231,0.731938401345918
"86x20",0.00026597422099204,1.16974528199386,0.000265974220992042
"39x53",0.00878817372189308,0.944438240296827,0.000186181954692109
"80x56",0.000379963172845779,0.000462938841137529,1.00676673976094
"16x50",0.000542804532636821,0.430470211837633,0.355270492965896
"59x27",0.0211255047618719,0.840043209264384,0.156714876542138
"16x66",0.000186181954684789,0.945452894058782,0.000186181954692106
"37x53",0.011002727383008,0.888745101119483,0.000379963172836293
"29x47",0.00037996317284577,0.623038094023838,0.323177680978008
"72x20",0.00054280453263682,0.560154737304525,0.299065239787269
"70x18",0.000379963172845768,0.0555537717140141,1.05800892466363
"84x24",0.000379963172845772,0.585572851690206,0.404319961875026
"29x33",0.29767616308876,0.00026597422099201,1.09842826034812
"72x24",0.00750530163507352,0.684902013849043,0.250301539006669
"43x31",0.904178928224083,0.000265974220992036,0.420282640981784
"11x31",0.000379963172845772,0.315358033045984,0.747322893299066
"37x49",0.0112628496588614,0.814325753666717,0.0974614667194471
"81x37",0.00882429953900463,1.00449612160314,0.000379963172841034
"91x55",0.000265974220992039,0.0290456873007481,1.03198944527373
"51x35",0.00100979882467998,0.632227524873376,0.363519031288314
"57x39",0.000379963172848873,0.917078140750003,0.0626436597550607
"36x56",0.00345320852686452,0.812206511929542,0.000265974220985574
"74x48",0.000542804532636817,0.7379756831557,0.19111030802287
"51x65",0.000379963172809622,0.874924834283546,0.00921076628670279
"48x34",0.000265974220992043,0.363818334060889,0.758819007661503
"85x53",0.00054280453263682,0.646123144188964,0.427402609234869
"51x53",0.00258191131258261,0.680813308000114,0.0132799190195808
"50x50",0.00039934648052083,0.859411050267717,0.0207835711573333
"57x51",0.0038961655233385,0.886908322189863,0.000379963172841032
"70x26",0.000542804532636817,0.855515258100335,0.199914141257948
"48x54",0.00248739254681502,0.799147014346314,0.000379963172856603
"46x26",0.000542804532636817,0.664908555639804,0.272010032332102
"19x67",0.000379963172755909,0.832387928255142,0.00611305807234053
"17x55",0.000542804532641201,0.956215217435606,0.0461848932022288
"2x52",0.00420984602376724,0.877635315450086,0.129997698333239
"78x28",0.00792824879513973,0.805724655834974,0.000379963172835326
"74x62",0.00037996317284577,0.000379963172845793,0.842267046377516
"77x23",0.00054280453263513,0.759901961520697,0.238738096849342
"43x53",0.004877188433619,0.913762892017236,0.00607649391014889
"5x37",0.145112522305545,0.000379963172845766,1.00081190729135
"59x33",0.00739306973118366,0.934274580391704,0.000379963172841033
"90x28",0.000542804532594303,0.958181359485549,0.0344953444057342
"22x48",0.000542804532637778,0.627570735938841,0.256557114104638
"28x32",0.364373872719218,0.000265974220991984,1.25910687108985
"60x44",0.000542804532650392,0.758551331314038,0.154328339099048
"17x71",0.00037996317275935,0.907231763351715,0.00772157570618744
"43x39",0.00026597422099204,0.0454954883590106,1.08258205678621
"28x56",0.00364367915184004,0.919811893375932,0.000379963172841047
"73x49",0.000542804532636831,0.811261265452847,0.16682439231707
"4x64",0.00370135819889475,0.87828085787496,0.0682325389417985
"18x48",0.000542804532640202,0.783005420428521,0.136376563766824
"91x25",0.000542804532636819,0.718335477725926,0.220072917535045
"3x45",0.0216485051883164,0.4761550559021,0.491585087946207
"66x42",0.000542804532632993,0.879320466510633,0.072236093396123
"83x25",0.000542804532636818,0.935246655055534,0.0782646756196554
"92x52",0.000542804532636812,0.789621423621717,0.24546772069647
"16x70",0.000542804532650309,0.904092141240573,0.0197747110251113
"51x29",0.0106808686141275,0.438101090992726,0.467820237719056
"26x26",0.363774398299532,0.00026597422099201,1.3489276641774
"94x36",0.00491891308624871,0.783078907359557,0.000379963172844996
"72x58",0.000379963172845773,0.39488170324852,0.610256334788728
"35x13",0.00026597422099204,0.0271423065328384,1.08241022166928
"0x56",0.000542804532636816,0.793148006501174,0.158134412939951
"55x61",0.000186181954735401,0.700391210674282,0.000186181954699734
"31x37",0.101780358720935,0.000365164217401058,1.22454536458293
"31x65",0.000379963172854222,0.915076230491823,0.0321935375394104
"63x39",0.0231528992098815,0.993264874318958,0.000383754723326829
"48x36",0.276833297704053,0.000775435046624024,0.743103364642633
"22x26",0.255645558204491,0.000542804532636828,0.826008885451605
"42x54",0.00159101387302489,0.876035794836512,0.000130327368285601
"31x45",0.000542804532636817,0.729290472369551,0.243977390866474
"55x43",0.000379963172845772,0.61342089311208,0.289758452562432
"24x48",0.000265974220991831,0.517148088893518,0.460322545566852
"7x15",0.160391474804533,0.000542804532636813,1.16442313147276
"18x66",0.010534331951294,0.888709197557381,0.000542804532636816
"92x54",0.000379963172846365,0.00037996317284581,1.20418415571519
"58x42",0.00637243868895999,0.90054499670355,0.0967559849415005
"11x23",0.224726218920587,0.000775435046624024,0.560488999431977
"8x28",0.000265974220992042,0.000428095971267156,1.13478265889641
"99x37",0.000265974220989442,1.0223085828393,0.00026597422099204
"79x59",0.000379963172845771,0.000431484762267216,1.14834580081951
"69x21",0.00037996317284577,0.515761816839626,0.538907841453757
"21x73",0.000542804532590115,0.830200429599006,0.01154788314246
"21x43",0.00077543504662402,0.551761360527108,0.466452858204527
"1x23",0.0955421179636553,0.000542804532636811,1.10024578596858
"82x56",0.000379963172845772,0.139700254219171,0.708626319825448
"85x21",0.000265974220965471,1.06489294493681,0.000265974220992032
"73x45",0.00449323468956258,0.884750160216152,0.000542804532630045
"7x59",0.000542804532636817,0.702199581549578,0.17544604628891
"66x26",0.0047369169858474,0.87154320253682,0.13773400661573
"90x54",0.000379963172845782,0.000379963172845772,1.08124024004406
"85x49",0.000379963172857502,0.893565305813596,0.0170734232327957
"31x67",0.00224835016416595,0.901533796702292,0.000379963172840766
"85x25",0.0119768046957848,0.998524106301254,0.000542804532640202
"48x50",0.00547556669136807,0.886068585843334,0.000379963172857088
"22x72",0.000186181954685235,0.944690808339003,0.000186181954694429
"37x31",1.13074084938169,0.000186181954694419,0.242323701659743
"52x52",0.00353116172916547,0.857731310221023,0.000379963172855254
"71x33",0.00594839909591399,1.00178074997792,0.000379963172836465
"42x34",1.21465000793873,9.12291578002689e-05,0.0946753711182591
"49x37",0.162222666550973,0.293071009823856,0.507094054719606
"85x29",0.000542804532675539,0.8546464734615,0.0335384411921956
"49x39",0.260564164624639,0.000775435046624023,0.596329391445407
"92x48",0.000379963172826609,0.71114564976189,0.0901372783341144
"5x55",0.000542804532636816,1.0177470236498,0.079156573792031
"40x52",0.00478666110350178,0.846291106905597,0.000265974220982189
"75x37",0.000186181954700266,0.95143768051848,0.000186181954694644
"75x17",0.000542804532636817,0.769781635624395,0.184148292266652
"27x47",0.000379963172844598,0.901806800375089,0.151971699540676
"31x71",0.000265974220951092,0.841883885701429,0.000265974220988719
"113x77",0.000265974220992037,0.000274957873968044,1.35466602523013
"36x52",0.0112906491756291,0.95507692540666,0.000265974220989808
"21x23",0.332054384093422,0.00038292321210948,0.900778018225624
"84x28",0.00407295278244259,0.971636670132283,0.000379963172841032
"65x37",0.000542804532632968,0.902187536032089,0.0696287888534962
"65x63",0.000379963172845773,0.000379963172845774,1.04207811635236
"17x29",0.0392318967028727,0.000413810305383277,1.34467633800206
"53x27",0.000379963172845773,0.404386817702586,0.522789010909557
"91x27",0.000265974220984909,0.849193514833108,0.0501888624593365
"86x24",0.000542804532641655,0.473908029690841,0.514563999044787
"59x59",0.000542804532594035,0.738680295158992,0.0269797199560131
"18x72",0.000287701255289396,0.803901317428523,0.0493074305069037
"76x14",0.000542804532636815,0.953488972195063,0.117719112753587
"5x51",0.000775435046628864,0.56483311495966,0.300700446983998
"4x60",0.000379963172845621,0.313627926104314,0.782406958874198
"38x14",0.000379963172845767,0.25452650866142,0.898557808293263
"62x50",0.000379963172862333,0.810189189535285,0.0653966995655117
"98x38",0.000379963172877872,1.00450558789218,0.0425549550075826
"53x35",0.0089939782029442,0.561543327586175,0.397330700613071
"43x21",0.00031465941014741,0.000265974220992116,1.40508013845201
"28x68",0.0116350685462036,0.809552138937921,0.000775435046614353
"42x32",1.130006426786,0.000130327368286098,0.226419448890863
"39x33",1.40016177969799,9.12291578002707e-05,0.000139498555583228
"71x55",0.000265974220990916,0.0888145843065093,0.71759741096496
"88x34",0.0103731895212165,0.944265600400114,0.000265974220983761
"35x43",0.000542804532640209,0.693286776252391,0.186921145956565
"40x60",0.008798925425955,0.832246141924638,0.000379963172836025
"33x39",0.00026597422099204,0.115213486037145,0.735298931972104
"3x49",0.000542804532636814,0.483632871517923,0.433590487709875
"12x52",0.000542804532636804,0.369397309665668,0.659249347509646
"82x42",0.0153297799533503,0.842290504212927,0.000542804532631563
"11x45",0.00026597422099204,0.0221763955270328,1.09083766323424
"74x20",0.000379963173757018,0.490698776055755,0.693720282434348
"67x49",0.000542804532625369,1.03503560244974,0.0674962555175218
"41x19",0.0191352128692474,0.000434073732093183,1.31618733524534
"57x65",0.00829733419932766,0.777094529321583,0.00026597422101384
"21x25",0.157872255340431,0.000246868990277879,1.20102639722418
"17x53",0.000542804532636817,0.815740261346927,0.212112534532863
"28x40",0.000379963172845773,0.540364573740877,0.291167364637663
"39x57",0.000186181954694512,0.971330361193829,0.000186181954692863
"4x44",0.0126716732419292,0.11672896632287,0.63988822232619
"53x77",0.000542804532637415,0.659155925287139,0.137927551865191
"3x47",0.00648079486148116,0.405192824971749,0.511030478070809
"24x60",0.000186181954682235,0.951309794750857,0.000186181954691957
"4x20",0.0611082325612224,0.000379963172845779,1.12880749394356
"26x72",0.000379963172849588,0.931966721718423,0.00605895399167889
"25x77",0.00234047050206336,0.824752102509575,0.000379963172836293
"29x69",0.000186181954672394,0.824373167631259,0.000186181954692108
"39x31",1.31281903580649,0.000130327368286103,0.000253665845062038
"12x38",0.0600426855129995,0.000265974220992144,1.17569357712307
"24x34",0.282321883675928,0.000379963172845759,1.16227375811482
"5x47",0.000542804532636817,0.72586849699068,0.29570478420478
"56x50",0.000542804532592055,0.815176569789827,0.0152528365049508
"71x49",0.000542804532637842,0.694777510436397,0.152971213738289
"5x61",0.000542804532636818,0.876525325664611,0.113677635275579
"14x16",0.294593820180043,0.000244293958562482,1.23240213561076
"26x54",0.000379963172780509,0.938012202120792,0.0696156895257486
"76x36",0.000130327368291621,0.903240433954678,0.000130327368282374
"66x56",0.000542804532636811,0.632081730705848,0.173313723848935
"12x54",0.000542804532636816,0.706548394387153,0.236640792857436
"3x63",0.000542804532636816,0.329225748498116,0.525236706124452
"45x51",0.0123204313841615,0.939941692007112,0.000379963172841032
"26x32",0.185119739794031,0.000130327368286087,1.57070657276221
"63x45",0.000542804532609735,0.821204610015566,0.192433195401837
"35x47",0.000379963172845464,0.880254933460499,0.156622621879462
"32x24",0.244270214542282,0.000379963172845828,0.873703254081195
"56x58",0.000186181954696331,0.751718425395976,0.000186181954689784
"2x58",0.00026597422099204,1.16990533704171,0.000265974220992041
"76x32",0.000130327368293087,1.00574725453782,0.000130327368282807
"20x70",0.000542804532650423,0.863174717590712,0.0742442842110438
"86x36",0.00247391354906717,0.873441680920908,0.000265974220985574
"32x38",0.000379963172845771,0.000511007664961108,0.99468650815947
"42x56",0.00512350296069382,0.884709715306883,0.000265974220988199
"77x33",0.00201079580345021,1.00008144562206,0.00026597422099102
"96x60",0.0703998767242057,0.000130327368286059,1.36214741312907
"27x53",0.00733116451290489,0.903136578870397,0.0264460788581748
"14x68",0.000265974220980146,0.985583499515125,0.000265974220992039
"36x48",0.000542804532636818,0.781034969519522,0.192166668672251
"88x20",0.000265974220992042,1.16442002714931,0.0167684930420559
"68x42",0.0218999217875984,0.856845465813096,0.000379963172841032
"89x49",0.00151328548546946,0.881615578751297,0.000186181954699735
"33x51",0.000265974220975227,0.896280541222681,0.0748430414969839
"49x27",0.00178914479802413,0.271847927101087,0.763756623103457
"11x51",0.000542804532636814,0.93566957663398,0.0696888281197739
"81x55",0.000775435046624021,0.554362219056787,0.469955007048632
"45x55",0.00757943484498041,0.941235459533586,0.000273447342299949
"10x60",0.000542804532636816,0.675906832530011,0.219785277125144
"52x62",0.00919338294973665,0.849609010411907,0.00299365653694552
"24x62",0.000186181954681162,0.863871342823223,0.000186181954692115
"69x29",0.00449158727453324,0.932950825385204,0.000379963172841032
"68x68",0.000428736424247718,0.000130327368286153,1.53004497179951
"3x65",0.000379963172844561,0.931585298306114,0.0843641276878812
"0x52",0.000542804532636817,0.900300533677648,0.272496690715
"33x33",1.03771865092077,0.000130327368286083,0.25461383449845
"13x67",0.000938909123675125,0.943114813144231,0.000265974220991181
"96x62",0.420591656285277,0.000542804532636869,0.779791304427599
"59x57",0.000379963172842597,0.802201877747841,0.0289238678711851
"85x41",0.0102922906153795,0.893091262072225,0.0423767179363707
"10x32",0.000265974220992041,0.144279879288617,0.955695156298034
"73x23",0.000542804532647555,0.890680938818409,0.0645372304396134
"27x67",0.000485592866680786,0.984208149905474,0.000265974220992041
"26x52",0.00847702815834156,0.996610750103799,0.00329395224105113
"36x34",1.14507092222138,0.000186181954694419,0.146544103094045
"75x15",0.000542804532636815,0.801671904786391,0.209183636820108
"61x53",0.000542804532640008,0.824097256317253,0.030714299376683
"85x37",0.00685593840577482,0.952402479761734,0.000265974220992788
"71x23",0.000775435046628865,0.66439331622884,0.242112954917903
"3x19",0.0845071020291518,0.000265974220992016,1.36827031354507
"61x45",0.000542804532630013,0.854800269329914,0.138045287768679
"9x35",0.000265974220992041,0.174970276756478,1.06086008173718
"14x32",0.000379963172845773,0.000447758258511112,1.03352279033602
"107x77",0.00037996317284577,0.174876556925246,0.762591207696194
"43x29",1.19479977149793,0.000130327368286089,0.13812161789459
"69x59",0.00037996317284578,0.0836138847070276,0.6654822831941
"41x37",0.0284397662506254,0.000429333062483301,1.09727783540841
"24x40",0.0421792998070007,0.128558201455078,0.553078468835471
"67x29",0.00847052341658808,1.11542477455284,0.0496022530135205
"62x36",0.000130327368281391,1.03173697429894,0.0001303273682856
"2x34",0.000265974220992042,0.000430099126361446,1.11077028765721
"94x58",0.00026597422099204,0.0002659742209921,1.48211522969972
"47x61",0.00353271529482462,0.88799331449681,0.000265974220984728
"15x71",0.000660036582377274,0.899576453803816,0.0299874650652251
"61x69",0.00054280453262336,0.685708765057387,0.200645425150034
"73x19",0.0105144897603402,0.551145620639964,0.423072136060926
"50x58",0.00420352447449899,0.8060716003263,0.000379963172836292
"6x58",0.000542804532636817,0.44663704142729,0.535707266041158
"33x41",0.000265974220992041,0.26052929518655,0.715941461211082
"96x50",0.000775435046624025,0.567568166305398,0.381481489817627
"49x49",0.00846027147675837,0.705167280278691,0.000379963172878847
"20x72",0.00855678847213431,0.917899392330712,0.0104590931534947
"70x14",0.000775435046624037,0.348544344854561,0.490749032918921
"14x66",0.0078868890163511,0.948736522692185,0.000379963172841033
"35x33",1.22420552464454,0.000186181954694441,0.000186181954694431
"22x62",0.000186181954682219,0.87988760684154,0.000186181954692184
"20x62",0.00791839312388661,0.901520268135768,0.000379963172833948
"57x63",0.000265974220942622,0.756780329780867,0.0374600087665756
"95x43",0.000379963172816287,0.931337139329467,0.0319740659591684
"94x46",0.000379963172845773,0.482735101417675,0.427285204485943
"42x36",0.35686301396023,0.000280005809071316,1.06602935854981
"12x48",0.000775435046624018,0.459242852345707,0.52136601608279
"0x46",0.000379963172845771,0.348553203946237,0.565086707672207
"10x50",0.000775435046624025,0.561123383729769,0.460820711885073
"89x23",0.000379963172845758,0.000381911096983848,1.18322161937342
"17x77",0.000379963172826889,0.916131462019411,0.0611280036593305
"61x43",0.00837820271058327,0.984823552469155,0.0392306302660622
"73x29",0.00857337605599135,0.947516476993201,0.000379963172846116
"7x45",0.000542804532636817,0.453690225081796,0.58934913567113
"71x29",0.00309550239106642,0.931288616644475,0.000265974220985402
"78x38",0.00566638357909096,0.947620298715256,0.000542804532630017
"60x64",0.00054280453265235,0.667944919221444,0.0918305976104007
"35x45",0.000379963172845773,0.706375644317764,0.227508076655477
"29x55",0.000379963172832135,0.93036669815832,0.0306252469791173
"85x27",0.00310431291616287,0.930617265421232,0.000265974220984725
"93x37",0.00414034011286183,0.95188176541476,0.0203513691279008
"48x40",0.064589819434679,0.36788096996613,0.637334471037155
"10x66",0.000542804532650288,0.751445631939878,0.203221028002783
"50x38",0.0681776573832011,0.457103281496682,0.501314974431459
"40x66",0.000265974221011328,0.874564634046162,0.0396316922146809
"24x46",0.000379963172845769,0.43924108309148,0.521192535622907
"12x58",0.000379963172845772,0.399309040991546,0.650305377052089
"62x56",0.000379963172864666,0.703342637895737,0.0176080504691244
"73x57",0.000542804532636817,0.45352712148357,0.402712595794583
"37x27",0.732541489094029,0.000379963172845823,0.636735827879508
"33x23",0.131818585910081,0.000265974220992143,1.13374518481563
"44x28",0.100510432264693,0.000775435046624023,0.856056270640735
"28x26",0.39994072579323,0.000379963172845759,1.1373816417205
"87x39",0.00521702529856709,0.972256776139503,0.000265974220985403
"32x68",0.000265974220991716,0.901100336854396,0.0224964215920787
"66x40",0.000265974220976579,0.89519223377478,0.0106820567562041
"57x27",0.000542804532636816,0.769886571322357,0.212681857885416
"9x49",0.000542804532636819,0.568712552005738,0.275083963319879
"80x24",0.000542804532636818,0.815152220317821,0.159028038783441
"51x59",0.00398711833970003,0.847066293758579,0.000265974220985573
"80x18",0.000379963172843057,1.23987279269217,0.0396263382602911
"11x67",0.00054280453264748,0.969165467935557,0.0293704880354178
"20x24",0.355745271772425,0.000265974220992052,1.09720789360317
"5x35",0.000379963172845773,0.000390783269697665,1.0907147124398
"83x39",0.000265974221027258,0.776254033881922,0.0197358983670264
"73x43",0.00412959531632826,1.10031520264373,0.000379963172855249
"27x41",0.000542804532636818,0.692920649907174,0.409319122288721
"12x24",0.00976111431722168,0.000379963172845792,1.34365549947064
"81x59",0.000379963172845767,0.000453960046851296,1.13880346077424
"20x52",0.000379963172843028,0.965326365079792,0.0719428181882491
"24x56",0.00288853618382096,0.963793349984181,0.000265974220989172
"54x50",0.000379963172873612,0.864856368688297,0.0180606359268913
"75x21",0.000265974220992029,0.0699208409719305,0.955099025395165
"97x43",0.000542804532652386,0.659349461840069,0.172196034691498
"80x28",0.000379963172775346,0.935092891267038,0.0731234903783684
"51x27",0.000379963172844583,0.27962397181404,0.51801031805346
"48x38",0.121915172939461,0.000367951712483848,1.25809539369277
"36x14",0.00037996317284577,0.187196913924092,0.937684337646478
"60x38",0.00710093877135458,0.990378084239193,0.00483173670484975
"37x33",1.23385721664931,0.000130327368286094,0.00017720141852316
"47x25",0.000379963172845772,0.151995929950998,0.608538651459648
"43x59",0.000186181954695159,0.894828857727476,0.00018618195468978
"52x66",0.00672988491911998,0.911505871317102,0.0251883737625204
"30x42",0.0688655203884671,0.820169289540482,0.22814171354128
"42x18",0.000265974220992027,0.106023024631914,1.11947548730794
"85x31",0.00397556688329103,0.916267521983092,0.000379963172836293
"48x58",0.0030970286474099,0.848946375878617,0.000379963172815982
"6x18",0.115485694201139,0.00042017846108434,1.07723017016662
"45x47",0.000265974220984771,0.754561704433731,0.282481495238649
"60x54",0.00102405593275934,0.732454419420393,0.00500719931854559
"67x39",0.0175306187569042,0.921221586986073,0.0289810784131889
"34x30",1.19796118551299,9.12291578002499e-05,0.157944165117826
"80x60",0.000542804532636819,0.0751165402621562,1.09810008774828
"22x70",0.000542804532652224,0.714856907741229,0.118401023245327
"66x52",0.000379963172845772,0.257056798773835,0.579027414345674
"59x35",0.0140122809942055,1.02339140448022,0.00489859852557474
"93x59",0.000349152689803213,0.000265974220992095,1.58135861330787
"12x70",0.00934326811941436,0.887832758243807,0.000379963172841026
"65x45",0.0160570054909772,0.769682778391681,0.107997667736108
"91x49",0.000379963172845772,0.501669711141269,0.427164099214155
"15x19",0.265485795067247,0.000542804532636754,0.884576084003358
"56x32",0.00705699440525776,1.0501199514217,0.000379963172841032
"55x41",0.00569740609647374,0.738760976839684,0.359997354041694
"86x32",0.000186181954699641,0.741780710319859,0.000186181954692107
"1x53",0.00054280453263681,0.692839392218039,0.265424458711866
"83x43",0.000379963172736933,0.813280024801827,0.00421114354009905
"80x26",0.00356793293834571,0.910397646302,0.000379963172836293
"51x63",0.00139143775681156,0.831269679397739,0.000379963172856604
"82x18",0.000379963172845773,0.976816418506433,0.0916943707800286
"36x42",0.000775435046624018,0.530338783508806,0.258616019434572
"39x49",0.000379963172845772,0.913224675873378,0.0925200602399437
"25x39",0.000379963172845773,0.33640325486232,0.605724275217587
"30x66",0.000542804532632231,0.965349608324455,0.146121860529916
"2x66",0.000542804532636816,0.964170562420201,0.0748558856119493
"28x70",0.000186181954673994,0.856469774083378,0.000186181954692107
"54x32",0.0273643440710814,1.03480631252907,0.000542804532636817
"14x30",0.00030063201978646,0.000265974220991962,1.7618513640633
"51x47",0.000379963172815216,0.746852309076779,0.0245809447164473
"11x17",0.114936923891314,0.000254934864192319,1.45116413756806
"25x63",0.00308075484709274,0.89612389679161,0.000542804532630047
"22x54",0.000379963172820072,0.857424991164669,0.113188885159462
"76x56",0.000542804532636814,0.511012290039429,0.447043073517553
"62x16",0.000265974220993695,0.465824762117811,0.306309101147527
"56x40",0.0148480689985068,0.627398122866993,0.320987489353674
"55x63",0.000186181954692279,0.806822208275788,0.000186181954689783
"74x40",0.000186181954686304,0.911760708696583,0.0001861819546921
"31x39",0.000265974220992037,0.350721541712591,0.809378611829702
"77x43",0.00164236389959641,0.908345567125587,0.000379963172841188
"28x62",0.010014733837055,0.860899368979772,0.000542804532630043
"42x66",0.00740095769840934,0.770876651924305,0.000379963172856604
"40x28",1.12875524271621,0.000186181954694428,0.0868824728839627
"34x60",0.00812408122566157,0.887241000128507,0.000542804532630051
"87x59",0.000379963172845775,0.000379963172845822,1.15085447735093
"1x45",0.00037996317284577,0.344731534713444,0.534099778582385
