"","E","M","S"
"94x48",0.000542804532636819,0.630543493233857,0.412643862830788
"56x38",0.000542804532636817,0.701332456057438,0.220463454064841
"12x44",0.0797185183587226,0.000444217201946728,0.986110914675573
"42x42",0.00026597422099204,0.447953298122504,0.526365326734986
"86x30",0.000186181954704783,0.993570852937296,0.000186181954694426
"25x25",0.23130239790436,0.000265974220992027,1.1483293817851
"37x37",0.000265974220992039,0.132698540031788,0.846329213481627
"100x60",0.378147834653927,0.000775435046624028,0.600223693271487
"29x61",0.00506691690479805,1.01732401473863,0.000265974220999981
"35x69",0.000379963172786874,0.90139761635408,0.00974842311417843
"65x57",0.000265974220988093,0.781370420021194,0.0624266244446665
"48x42",0.000379963172845772,0.283856463456055,0.610710900454708
"54x58",0.000542804532609701,0.707141348293377,0.042252697056053
"40x56",0.00759458082223637,0.9608680194807,0.0755387390926837
"11x57",0.000542804532636818,0.582706993927613,0.296378044650468
"67x61",0.105260973044307,0.000542804532636781,0.75570796172708
"66x28",0.000542804532636817,0.718990881654015,0.228556724239375
"92x36",0.0150734312369147,0.925701626124442,0.000542804532630047
"79x51",0.000542804532636821,0.811432815503678,0.250602462635141
"15x59",0.000542804532652118,0.685742088307801,0.245514218441912
"5x63",0.00054280453263682,0.826128857924657,0.1465810033739
"39x61",0.00801788169677803,0.778912454576978,0.000379963172835025
"30x50",0.00443398331671458,1.02806089471969,0.0040744764345278
"30x32",0.379446135868164,0.000186181954694327,1.24231403796843
"58x68",0.000379963172797565,0.746301338003543,0.0137485377145022
"15x65",0.000245354156613554,0.973661394732958,0.00230640921788524
"18x46",0.00054280453263682,0.493274693565406,0.58906271228036
"24x32",0.00020107158221575,0.000130327368286082,2.02435059050681
"34x64",0.00436535604677934,0.906807305833257,0.00037996317283628
"18x50",0.000379963172845769,0.498100797241359,0.480687284686428
"13x57",0.0131889233781387,0.8501732287026,0.0340313082040102
"80x22",0.00037996317284577,0.26929020240206,0.77454120155594
"63x25",0.0449693823833885,0.861962249311866,0.0474563281481451
"43x37",0.151169280169578,0.000265974220992033,1.3408603628736
"47x63",0.00450563613028718,0.950032622705766,0.000265974220985403
"61x33",0.00831277912702924,0.897819174199726,0.000379963172861554
"71x43",0.00994560298543448,0.865338228072265,0.0114815014637542
"59x49",0.000265974221169648,0.644235852872765,0.000265974220985406
"31x41",0.0607892290935067,0.204593655157452,0.752966681340003
"62x34",0.00647925756265503,0.993794548883052,0.000265974220989806
"75x61",0.000379963172845775,0.306408561003361,0.883237893998608
"79x57",0.00037996317284577,0.197296415508881,0.843980304354645
"60x52",0.000542804532641193,0.754865807165167,0.0979688862783759
"55x53",0.00433446405879359,0.734574551750403,0.00404046871535619
"77x49",0.00037996317285329,0.876766449512892,0.0896017432060005
"11x61",0.00584089275552321,0.813006896209329,0.0511136270794656
"25x47",0.00567849851839505,0.592393399790929,0.244257006754069
"13x71",0.000265974220970266,0.900857439305083,0.00290857576281506
"32x70",0.00242672819564393,0.942438421838388,0.000186181954689787
"67x33",0.00956342333082143,0.930857007316734,0.000542804532635949
"97x41",0.000542804532641246,0.90880219789362,0.081770113624426
"4x52",0.0010364092187741,0.601111406600618,0.193466718182012
"63x17",0.000542804532636811,0.412900897082247,0.364355283049416
"69x41",0.0211145749107101,0.99419950095618,0.000542804532630271
"39x39",0.0558290898962147,0.392036447178779,0.533303380519177
"13x19",0.215990270484319,0.000379963172845766,1.03278478769622
"44x60",0.00780418977723116,0.827766074339487,0.000379963172836293
"17x63",0.00259829281316416,0.852270572938763,0.000265974220985411
"41x25",0.413453910122336,0.000265974220991869,1.12117748483235
"56x60",0.000380285179912708,0.720375593080822,0.0217270269004957
"22x64",0.000379963172821324,0.829549979799147,0.126911635892368
"74x14",0.000265974220992064,1.15958666686081,0.107728794676298
"41x59",0.00330009276123232,0.901191100684704,0.000265974220985405
"86x60",0.000542804532637786,0.000542804532636817,0.938689507847896
"69x25",0.000542804532636817,0.958504341443258,0.127135065459098
"17x67",0.000379963172848858,0.952090980682048,0.0453007608390089
"29x63",0.010595548295049,0.867455811220457,0.000379963172841053
"17x47",0.000542804532636817,0.463960766846694,0.498963970132097
"69x57",0.000265974220992039,0.303467614415351,0.423721141353258
"70x48",0.000542804532637756,0.751755239084867,0.198362477668537
"10x18",0.000267801575657124,0.0625521732747308,1.42181155308939
"23x49",0.000379963172845774,0.711587275968081,0.209784335292305
"78x36",0.00342194194131509,0.954166518906173,0.000265974220988723
"78x42",0.0020881277156096,0.78833326598493,0.00037996317286434
"70x36",0.00918269250283267,0.917155084778583,0.000379963172841031
"93x57",0.000379963172845775,0.000379963172845761,1.31404285530313
"83x47",0.000186181954668891,0.894033912820064,0.000186181954692176
"30x68",0.0107973416712857,0.875752182910891,0.00037996317283629
"9x53",0.000542804532636814,0.733301695831682,0.272699968394069
"78x30",0.00054280453264127,1.0020728283841,0.0152691997782139
"39x27",0.522582669898468,0.000379963172845787,0.931750392498713
"55x33",0.00866756624975282,0.899064379001577,0.116975258737558
"64x30",0.00404071656141189,0.933475730786906,0.000542804532630047
"78x58",0.000542804532636816,0.548336559068541,0.607526833108955
"90x36",0.013858506840045,0.956911635489944,0.000265974220988959
"52x38",0.000379963172845771,0.361713441609885,0.599703186125901
"90x46",0.00018618195469875,0.932924966512488,0.000186181954689785
"81x51",0.000379963172844585,0.541030186259889,0.287775243851374
"3x57",0.00269856105613504,0.836493509660396,0.230921887263308
"85x61",0.000379963172845774,0.000379963172845457,1.12499845301505
"75x27",0.0100467975765794,1.03068147429587,0.00026597422101519
"72x42",0.0131173029327883,1.00406068910739,0.000379963172841034
"62x28",0.0704375609382682,0.840345209249957,0.109039706592937
"13x61",0.00037996317284887,0.952510731811908,0.0133655715015379
"9x61",0.000379963172856534,0.665407331867547,0.168913488486578
"73x27",0.00943035265115447,1.0504524643083,0.000265974220988724
"88x38",0.00026597422099371,0.652833194889104,0.000265974220992041
"14x52",0.000379963172845772,0.300745717444913,0.47692560402375
"44x42",0.000542804532636585,0.516415063469086,0.410289910844805
"28x48",0.0202949283621215,1.00099801490793,0.0520348366400953
"12x22",0.20852754348771,0.000379963172845768,0.932616909689691
"9x51",0.000542804532636816,0.867460524243871,0.118280469980616
"65x49",0.000542804532636807,0.722453558157232,0.272136346513826
"56x26",0.000379963172845772,0.000473341850207568,0.580931851660727
"17x41",0.070256509496987,0.000542804532636785,0.954123044396225
"33x53",0.00366362787088787,0.978557750335255,0.00161358664011757
"46x28",0.000542804532636811,0.621094174928925,0.696574942234992
"45x63",0.0037701363426252,0.887055720768938,0.000379963172841032
"34x68",0.000130327368275831,0.872659387014284,0.000130327368282847
"88x26",0.00532801464708476,0.92908388265723,0.000379963172836293
"34x58",0.00998093290455589,0.901781260038133,0.000379963172840986
"44x32",0.513692316972755,0.000775435046624023,0.523705903272456
"38x40",0.0427619188556613,0.317973446294924,0.579418731772083
"75x29",0.00585743476790358,1.0499460038883,0.000265974220982378
"24x58",0.00318946765375805,0.872289969849937,0.000379963172841032
"6x48",0.000186181954694045,0.786262544971468,0.264034453494833
"54x36",0.000379963172845772,0.578514200505649,0.345179146237586
"13x53",0.00054280453263681,0.457767708707994,0.597851692572487
"72x60",0.000379963172845768,0.00057352267652903,1.08722452422006
"93x41",0.00399442032367567,0.848751355246544,0.000379963172836288
"20x56",0.000186181954698686,1.04544651829671,0.000186181954694426
"26x68",0.000542804532636818,0.766538954847563,0.0790302459870478
"65x27",0.000379963172844593,0.461305436506424,0.347358053252718
"81x53",0.000542804532640214,0.718148103919564,0.2263154074976
"35x31",1.32001981678866,0.000130327368286128,0.000130327368286099
"58x56",0.000131516860275882,0.897885445178324,0.00013032736828284
"19x53",0.000542804532636818,0.857292580737593,0.134828670251255
"58x64",0.00690446122220303,0.807220841920717,0.000379963172836297
"81x23",0.000542804532636817,0.631377472625772,0.299526787570526
"26x42",0.000379963172845772,0.791905382632466,0.267480842290367
"26x64",0.000265974220994212,0.962270506166305,0.00026597422099204
"49x61",0.00752924218471621,0.866810027923445,0.000379963172835788
"29x67",0.00508511973006541,0.842587279953585,0.000379963172856605
"3x37",0.0766379575887489,0.000503640835118638,1.01200770345701
"22x50",0.000542804532640713,0.828144741897932,0.181423847000137
"14x50",0.0005428045326368,0.127770514630348,0.913831222448856
"37x51",0.00744245594405604,0.872892956590706,0.000542804532630046
"59x17",0.000542804532631641,0.833275336166291,0.0120590317226385
"22x68",0.000542804532556625,0.922987368085806,0.0302584662081967
"55x57",0.0115853838555388,0.848796853848616,0.000379963172846534
"62x62",0.000542804532636814,0.65857524624299,0.331426196728031
"12x50",0.000775435046624022,0.689663721182842,0.160199695105479
"66x66",0.15277653909826,0.000542804532636833,0.780918889880428
"71x45",0.000186181954675888,0.872662092479203,0.000186181954692108
"33x61",0.001565159956063,0.8688614080584,0.000265974220991021
"74x16",0.0007754350466185,0.685185492431738,0.20420199563159
"86x52",0.000542804532640206,0.485961629143851,0.415005016241218
"76x38",0.00648821639080518,0.918601398100291,0.000379963172854175
"45x41",0.00026597422099204,0.224491524388929,0.730024820702455
"84x20",0.0038836792390261,0.932902227721607,0.000379963172845771
"28x54",0.0108460463981443,0.863612520162583,0.000379963172835325
"23x41",0.0269345769292705,0.834137637150161,0.324795330709163
"65x61",0.000265974220992047,0.000265974220992008,1.3873457480396
"45x43",0.000186181954694428,0.180002208606069,0.630846459205354
"65x53",0.000542804532636817,0.58930019032153,0.387936929684354
"96x46",0.000186181954213286,0.124008747533963,0.827842530391536
"16x48",0.000379963172845773,0.000462077988112339,0.822956756862561
"86x26",0.00206818712925387,0.970413702061272,0.000186181954692107
"49x59",0.00945168597193157,0.936947200889739,0.000379963172841033
"38x28",1.18383687647937,0.000186181954694426,0.0744440662954868
"25x45",0.0130077868753446,0.41145787029527,0.415555000461028
"17x59",0.000186181954701122,1.00400782503163,0.000186181954694428
"30x26",0.19678985451261,9.12291578002172e-05,1.6164133675289
"42x50",0.000547181569839824,1.05619985983965,0.0170556087976149
"53x55",0.00375049465146017,0.80457646884991,0.000379963172836294
"65x35",0.000379963172848866,0.997935333752899,0.0396725535725837
"40x68",0.000379963172880579,0.871208891814908,0.0129327824863509
"97x37",0.000265974220997297,0.942018381103007,0.000265974220992039
"33x65",0.000379963172797632,0.886137289323469,0.0121014148329146
"88x30",0.000265974220998324,0.861238872763281,0.000265974220988721
"63x33",0.024402178318472,0.953706142907588,0.000379963172845844
"35x63",0.00175865467683079,0.836701162342274,0.000379963172815981
"31x35",0.000200320794942919,0.000279745623999352,1.43768918907398
"56x64",0.00037996317283625,0.889367502536127,0.0291213226548472
"17x37",0.534237266463066,0.000379963172845837,0.916671604194496
"8x66",0.000542804532636813,0.945803453998282,0.118011834194389
"74x22",0.000542804532636873,0.703546180409131,0.334996653711276
"67x41",0.000379963172845774,0.644217236726565,0.303364319834289
"105x77",0.000379963172845738,0.142098052586842,0.798267753184157
"60x16",0.000265974221086487,0.866646897440055,0.00026597422099204
"9x69",0.000379963172853525,0.841214804162566,0.0229650944035604
"11x35",0.000198360998107738,0.000186181954694367,1.51303793286215
"79x25",0.0111038645338021,0.933614923595354,0.02052144594042
"88x56",0.000379963172848118,0.00037996317284575,1.13433097547533
"33x25",0.309595205343043,0.000542804532636797,1.00585887486643
"48x64",0.000404656533615857,0.836217999670024,0.0156675475686886
"26x58",0.00373531668253496,0.906085750982446,0.000379963172839733
"52x58",0.00293486646402065,0.631795928861675,0.0137522938057505
"35x67",0.0130169901093641,0.952853466561023,0.000379963172841032
"47x41",0.00026597422099204,0.197473724489886,0.798145425263912
"90x48",0.000379963172856307,0.868638560544928,0.0443768643689073
"90x38",0.000186181954700005,0.89645464441451,0.000186181954689783
"39x25",0.46562872354385,0.000265974220992076,1.06873168024861
"23x47",0.000379963172844595,0.423755066924917,0.361200567684945
"91x57",0.000379963172845778,0.000379963172845828,1.38083020575288
"29x51",0.0086232208626024,1.03518046591605,0.000379963172841028
"30x54",0.000130327368292888,0.948660056433625,0.00013032736828285
"66x24",0.00551471263668055,0.741288140726997,0.0977935047005298
"102x44",0.000542804532638455,0.272001841456969,0.570547981908309
"52x44",0.000186181954694429,0.358772045015904,0.408353400052818
"28x66",0.0170665676666999,0.984778109933235,0.0148549296770997
"87x35",0.00785135119873184,0.907476500014397,0.000379963172836914
"89x59",0.000379963172845778,0.000462201101974024,1.0727883474685
"49x45",0.000379963172856667,0.734882750741806,0.121702912666859
"87x33",0.00295531316978177,0.914396651328069,0.000265974220988536
"42x46",0.000542804532636816,0.70994836283696,0.199950392710624
"89x41",0.000542804532660479,0.881055392581304,0.0270747773952281
"9x47",0.00054280453263682,0.479365728863003,0.380941912362178
"7x35",0.000379963172845771,0.000398918441202195,1.20837282972793
"44x40",0.0181451056384591,0.000521270524344093,1.13175302325766
"25x51",0.0116133608397113,1.0163395510945,0.000265974220988722
"8x24",0.132270928797709,0.000394601603145268,1.24115118400584
"8x20",0.00308556156566125,0.000489659495545841,1.29561309168304
"50x30",0.000265974220992452,0.725060037563246,0.221733912300516
"65x43",0.004598925758951,0.900735117997114,0.0763345884676714
"63x65",0.000379963172845772,0.127005559204979,0.7997641738021
"74x58",0.000379963172845771,0.228303676762443,0.54877910814011
"31x47",0.000542804532636818,0.780379895257102,0.237109993094845
"61x47",0.000379963172845772,0.554314628501202,0.332958925175165
"50x34",0.000379963172845769,0.443567346791772,0.386722906282051
"28x38",0.00037996317284577,0.000485625874208674,0.999091206015562
"81x35",0.00338593585493234,0.818820742702898,0.000379963172835324
"75x25",0.00241842496873947,0.976370642643828,0.000379963172841034
"72x50",0.000542804532636814,0.871458542208259,0.237161227191373
"52x46",0.0322977601795618,0.75814534020374,0.0441379244818903
"63x47",0.000542804532630036,0.725152166227193,0.221474746029695
"30x18",0.000271142691798799,0.000186181954694407,1.63289992994889
"77x61",0.000379963172845772,0.000379963172845788,0.988506131246235
"64x64",0.0355491193758401,0.000542804532636853,0.941660154963236
"72x56",0.000542804532636809,0.431362039415616,0.529087916663048
"29x35",0.065486871292174,0.000348724579942774,1.17495016900484
"64x58",0.000379963172845772,0.599246193243414,0.241934719469778
"78x40",0.00459256198970637,0.857289809448588,0.000265974220993424
"22x56",0.000186181954683285,0.971550167756491,0.000186181954692107
"82x22",0.000379963172845772,0.473482972495066,0.609885796323935
"11x33",0.000379963172845774,0.000379963172845758,1.03871384085273
"77x55",0.000542804532636812,0.554901731629598,0.469152797753237
"93x47",0.000542804532636815,0.504924917382801,0.287097516141346
"63x63",0.000379963172845771,0.000379963172845772,0.886547650453773
"84x58",0.000379963172845775,0.000379963172845827,1.07523852595632
"10x30",0.000265974220992041,0.000367726951288749,1.19385967200168
"92x28",0.00867674045637892,0.941462838877477,0.000379963172833931
"45x33",0.857988830216351,0.00037996317284577,0.442595942271236
"98x62",0.476337562213153,0.00077543504662402,0.572554004603482
"14x18",0.267295780856734,0.000775435046623867,0.912571489933888
"33x43",0.000379963172845772,0.462429087113419,0.525373380692596
"71x21",0.000775435046624022,0.566304987042754,0.394170686290275
"64x28",0.000379963172845772,1.17855663643608,0.0574019760852462
"57x41",0.000542804532636817,0.909998359842795,0.154676646346872
"68x58",0.000775435046609195,0.527760951051549,0.296414202717437
"74x54",0.000379963172845772,0.120684450709246,0.736815468985929
"1x49",0.00110776435232201,0.388025926236706,0.269877093000064
"11x63",0.000379963172859607,0.829896675021881,0.15618768222695
"6x56",0.000542804532636816,0.861344990598995,0.218003762838851
"92x58",0.000379963172845769,0.000379963172845745,1.4061813753456
"61x35",0.0072168100932987,1.02500747118805,0.000186181954687662
"97x35",0.000542804532636817,0.890087956709928,0.0765882789970883
"40x44",0.000379963172845772,0.564878985835973,0.531475868657971
"77x51",0.000542804532635124,0.753743973758314,0.234925382404041
"55x31",0.000542804532636817,0.808651368450258,0.216916848535727
"33x49",0.00903782940206101,0.916141209925203,0.000379963172841033
"65x33",0.0135673012656743,1.04198885221511,0.00037996317284814
"19x61",0.0032678048478912,0.927896932797949,0.000379963172841042
"82x20",0.00026597422099204,1.10616342730744,0.00026597422099204
"36x46",0.000379963172845772,0.77192216100466,0.33213114356756
"42x44",0.000542804532634134,0.70242436000248,0.221341955898577
"87x57",0.000379963172845783,0.000418992407302179,1.05695733780151
"15x49",0.000379963172845778,0.000465212597178944,0.893692205425641
"87x23",0.000379963172845772,0.326647476921549,0.770467434368757
"59x39",0.00120926121906338,1.06368144287186,0.0620168549478505
"1x63",0.000542804532636809,0.936504405286249,0.28804991025051
"37x25",0.691826917338,0.000265974220991743,0.66237436524734
"27x43",0.0327939002851418,0.390757611985437,0.337930314002818
"6x36",0.000265974220992041,0.000417573661515398,1.12752420283425
"72x62",0.000379963172846857,0.000379963172845632,1.34749601554174
"52x50",0.0161574593047461,0.878189594179561,0.000265974220985405
"46x40",0.029389812987911,0.145577019388017,0.869299063394988
"14x62",0.000379963172827835,0.863086590458505,0.0662096488770071
"48x44",0.000542804532636817,0.558049062730384,0.400855537074524
"26x38",0.000379963172845769,0.321522418668113,0.796396322314072
"47x45",0.0124649718448113,0.901042932184156,0.0577552896707542
"63x43",0.00766276765780023,1.11557679528723,0.000379963172845771
"57x25",0.000542804532636817,0.465002661496331,0.412738304057181
"76x52",0.000542804532636817,0.734181482536874,0.435556139593442
"8x34",0.00037996317284577,0.387025163510073,0.742434487092726
"23x63",0.00657884990303548,0.882639873648284,0.000379963172836293
"98x58",0.475962877362988,0.000775435046624008,0.582113167241213
"67x55",0.000379963172897172,0.751635782349933,0.0348498541420439
"65x67",0.000379963172845772,0.000379963172845794,0.944223143917286
"72x16",0.000542804532636823,0.854178201563097,0.282002199978086
"41x63",0.00615007573395754,0.848883894875682,0.00037996317284103
"57x67",0.000379963172857713,0.780087230394388,0.0154182758866338
