"","Cancer","Ductal","mDCs","Macrophages","Mast","Monocytes","coordX","coordY"
"0x0",0.340237004427445,0.302107382653583,0.155560057139275,0.0412085826336704,0.0800055816905193,0.0808813914555074,0,0
"0x1",0.310931158709552,0.175439062391219,0.241779848856443,0.0549459484204245,0.0879388498789996,0.128965131743362,0,1
"0x2",0.378521196224944,0.284877288077546,0.10446816141329,0.0688000045912273,0.0607018076078471,0.102631542085146,0,2
"0x3",0.290112285365987,0.214787044217321,0.238306126908048,0.0522582081712112,0.0772492853941888,0.127287049943244,0,3
"0x4",0.348309069814374,0.243035054061708,0.10065569908156,0.0565019378390375,0.0820925440496016,0.169405695153719,0,4
"0x5",0.422136882277627,0.261546166435137,0.118005123995811,0.0516955701745149,0.0631812838456508,0.0834349732712592,0,5
"0x6",0.372320675987049,0.295327158929052,0.0499989717748101,0.062278132549477,0.11241318762503,0.107661873134582,0,6
"0x7",0.344778537428692,0.299673296002452,0.134332480713105,0.0684826639538567,0.0676876047166178,0.0850454171852765,0,7
"0x8",0.362193044089736,0.295785930225507,0.0680298551354452,0.0791977627867651,0.0955197047424684,0.0992737030200779,0,8
"0x9",0.431408605427658,0.253138340846171,0.0885170644458381,0.0415238662109653,0.0845983583960068,0.100813764673361,0,9
"0x10",0.423483894942781,0.212351949857963,0.13543117989657,0.0590334358288427,0.073830288248571,0.0958692512252719,0,10
"0x11",0.398529382388227,0.322027821982275,0.04477176660758,0.0841086910520939,0.0715880736875391,0.0789742642822843,0,11
"0x12",0.455711730421021,0.248605440100282,0.0575422536688015,0.0763165393260997,0.0717738961461762,0.0900501403376197,0,12
"0x13",0.425538570688216,0.294880547289559,0.0349614072785606,0.0795407411515819,0.0759991724285853,0.0890795611634974,0,13
"0x14",0.413221848981774,0.304398381902446,0.0437740158974708,0.0385851553395218,0.101706797870698,0.0983138000080884,0,14
"0x15",0.372485088365363,0.268206171158897,0.101268090771309,0.0899483482792922,0.0762842223481302,0.0918080790770091,0,15
"0x16",0.355959957634471,0.314932106303096,0.0439628582708221,0.0664362779070704,0.113535682434139,0.105173117450401,0,16
"0x17",0.345512093201015,0.316346477987427,0.0590902800225824,0.0719392258509992,0.118153728027896,0.0889581949100811,0,17
"0x18",0.263117278975805,0.297796096869132,0.11941189801838,0.0941617351955259,0.0869407481344916,0.138572242806665,0,18
"0x19",0.342944492713099,0.276413400409033,0.119046107241768,0.0975918205349442,0.079300815440836,0.08470336366032,0,19
"0x20",0.302574207206437,0.321565201554706,0.107675671382029,0.0196404265301089,0.0645887867885884,0.183955706538131,0,20
"0x21",0.358233352186295,0.154552797614521,0.23433551750852,0.0428420985233446,0.0996433403260273,0.110392893841292,0,21
"0x22",0.287342891887209,0.284452178148258,0.10052174422189,0.0781617199158497,0.11072998620606,0.138791479620734,0,22
"0x23",0.252379990933588,0.266534905361581,0.183865298612783,0.0989070894872419,0.051257346433386,0.147055369171419,0,23
"0x24",0.301090773561408,0.28913246792419,0.0723342890538462,0.10416076218993,0.135848969619187,0.0974327376514381,0,24
"0x25",0.304035864463136,0.216302620918992,0.203923767011269,0.0958076647718241,0.0679987606923882,0.111931322142391,0,25
"0x26",0.340645995200762,0.254233069385276,0.146216890574348,0.0419156300962625,0.105946883992389,0.111041530750963,0,26
"0x27",0.322427253314048,0.182744927032347,0.196326168889445,0.0700145098382016,0.0914566319526913,0.137030508973267,0,27
"0x28",0.170564192188491,0.219131135879778,0.211814566314685,0.096035249737812,0.13274070446289,0.169714151416344,0,28
"0x29",0.264380336798928,0.165930062815091,0.282661407479644,0.0908063303854127,0.0590666602168351,0.137155202304089,0,29
"0x30",0.25982902271002,0.258184025196383,0.171994101339272,0.10081145392389,0.0810208247808409,0.128160572049594,0,30
"0x31",0.284512600182114,0.262154338978673,0.18267166357374,0.0828083148266544,0.0765891527097112,0.111263929729107,0,31
"0x32",0.224014398637898,0.195956607538468,0.272864578620955,0.106250842377885,0.0581012481939197,0.142812324630874,0,32
"0x33",0.30477376102485,0.266422271380782,0.17213982522689,0.0923239182334532,0.0786864032721161,0.0856538208619082,0,33
"0x34",0.223425136535224,0.180476685401715,0.132494550952209,0.0751430782218046,0.23425967609693,0.154200872792116,0,34
"0x35",0.262084415495052,0.108013674713195,0.276185542988659,0.064367040920998,0.133161089694879,0.156188236187217,0,35
"0x36",0.210747918545244,0.241192257305484,0.155531626250493,0.0803386655028692,0.171307497999774,0.140882034396136,0,36
"0x37",0.211487817687978,0.218746836043779,0.259068847228192,0.101642787160794,0.0427623084497015,0.166291403429555,0,37
"0x38",0.269765061671695,0.238894676431704,0.130685206948545,0.106493130543412,0.0587687191535572,0.195393205251086,0,38
"0x39",0.155906613658802,0.298887705310348,0.290878052880941,0.0437718624945564,0.0869030872958444,0.123652678359508,0,39
"0x40",0.228299761549844,0.29968083880541,0.159540021048838,0.0943893657003382,0.0917497799830586,0.126340232912511,0,40
"0x41",0.183978475665225,0.180196263221034,0.261492705935869,0.0825096475144763,0.0525811553113211,0.239241752352074,0,41
"0x42",0.128753001022329,0.174844409992006,0.259878189361645,0.0967649813565155,0.150882497446682,0.188876920820823,0,42
"0x43",0.23296786590382,0.268109322781756,0.159670613407311,0.105957148020452,0.0993812664907911,0.133913783395871,0,43
"0x44",0.180625610140372,0.30189309052476,0.174348695423783,0.0934091146385334,0.122415303563121,0.12730818570943,0,44
"0x45",0.238372740699244,0.180368039204087,0.181731836666821,0.119312199348307,0.107491814391861,0.17272336968968,0,45
"0x46",0.248933899303096,0.180528210684512,0.208463368897056,0.084433451071753,0.153668058499126,0.123973011544458,0,46
"0x47",0.224709832081796,0.214692783570186,0.192069714109464,0.105238583874909,0.0902291155348389,0.173059970828806,0,47
"0x48",0.187707966658328,0.172610455367337,0.247463277137093,0.067683785215366,0.100124147750679,0.224410367871197,0,48
"0x49",0.298358656761048,0.218320140235862,0.180780666814689,0.105404019505014,0.0686033917141651,0.128533124969223,0,49
"1x0",0.381681912470152,0.304099368796494,0.0765596240576387,0.0787584288159884,0.07968348090369,0.0792171849560365,1,0
"1x1",0.374191568706245,0.283142521778574,0.074846228898296,0.0953183304572448,0.0792792090576007,0.0932221411020398,1,1
"1x2",0.346466795248198,0.226643375679674,0.158286773571405,0.0912678021709568,0.0850648932456992,0.0922703600840667,1,2
"1x3",0.337678774918135,0.245547913905583,0.168174560305815,0.0643284823254801,0.0954149017125101,0.0888553668324774,1,3
"1x4",0.440897776239922,0.255300950021447,0.0569002844910268,0.0675686734051687,0.0863628084125803,0.0929695074298544,1,4
"1x5",0.405661446161033,0.253400752397371,0.0616616866407623,0.0622700185866816,0.116209301452671,0.100796794761482,1,5
"1x6",0.409448277963683,0.248398128634923,0.0686948757859006,0.0942970595527517,0.10863053535532,0.0705311227074215,1,6
"1x7",0.409402686615193,0.288344046238974,0.085401657434668,0.062724123171824,0.0815288589411554,0.0725986275981857,1,7
"1x8",0.381179029636387,0.318948683876827,0.0566849383121296,0.0758298059227553,0.0945250308585914,0.0728325113933101,1,8
"1x9",0.427840875961054,0.270471358861939,0.0509352624313063,0.0680944370199337,0.0851901985277494,0.0974678671980177,1,9
"1x10",0.133840423809418,0.128360854433674,0.368043777647933,0.0985093562600882,0.100059491961947,0.17118609588694,1,10
"1x11",0.374706675683682,0.280479046254501,0.100846076272981,0.0761040303041056,0.0737268283017848,0.0941373431829449,1,11
"1x12",0.292342721749128,0.364705894890642,0.117331500966324,0.0622379334187729,0.0715876257465492,0.0917943232285839,1,12
"1x13",0.398590855418486,0.224190582699414,0.0986606771649858,0.0696117096838624,0.0887931281501321,0.12015304688312,1,13
"1x14",0.360121387538005,0.293467325303496,0.0594927968013448,0.0850693703946932,0.0637309829375147,0.138118137024947,1,14
"1x15",0.361874106894588,0.32366077819696,0.061824485411635,0.0751455921294883,0.0820799999214188,0.0954150374459104,1,15
"1x16",0.34757721832946,0.19323074359603,0.109619946198997,0.100387580878085,0.151294014912804,0.097890496084624,1,16
"1x17",0.368300450586171,0.300160089308985,0.0929102148699986,0.097789166900076,0.0723413268813747,0.0684987514533944,1,17
"1x18",0.406524474263288,0.228153059065181,0.114045546573478,0.069265369764982,0.0772042636615919,0.104807286671479,1,18
"1x19",0.39373241795654,0.225459224035282,0.126840019393358,0.0675901570153394,0.0744809975414771,0.111897184058003,1,19
"1x20",0.294224450968636,0.225537711606209,0.211227944376867,0.0795929929222477,0.08375619327566,0.105660706850381,1,20
"1x21",0.363347963896856,0.251733335874368,0.077966942282493,0.0875640672056225,0.0884472399708921,0.130940450769768,1,21
"1x22",0.284506986660179,0.256633385430128,0.154075063300914,0.0919847316974786,0.127250437231868,0.0855493956794313,1,22
"1x23",0.365693336467832,0.132013418978243,0.212942354751319,0.0886600401926691,0.0782648280773768,0.122426021532559,1,23
"1x24",0.278658462125852,0.259653180059523,0.176632388777658,0.090128030470536,0.0731643702106432,0.121763568355788,1,24
"1x25",0.316982664947616,0.168923052219777,0.230995799849123,0.05911322888978,0.0937083548082891,0.130276899285414,1,25
"1x26",0.283805296415531,0.224477351303356,0.0878421279185738,0.0492116556538175,0.0615971561907698,0.293066412517952,1,26
"1x27",0.237754460442076,0.264758027301648,0.222158369995957,0.0686523175330852,0.0833708710578784,0.123305953669356,1,27
"1x28",0.239680716709353,0.282441057583566,0.153351490314919,0.104851594320303,0.0770358320024672,0.142639309069391,1,28
"1x29",0.188481679563408,0.252802030563748,0.163931203016221,0.109804796692921,0.0619468732288917,0.22303341693481,1,29
"1x30",0.222414700167134,0.170701034208424,0.267093906664014,0.092007206942924,0.129681728343114,0.118101423674391,1,30
"1x31",0.246046324714947,0.221092058952918,0.197550080486154,0.0491855185055129,0.0788761756779912,0.207249841662476,1,31
"1x32",0.244107307346035,0.213396740104021,0.268594694728914,0.0657889251109213,0.0573037952612928,0.150808537448816,1,32
"1x33",0.248546048020209,0.191741501576039,0.28656342405596,0.0835610732475689,0.0919247856299173,0.0976631674703059,1,33
"1x34",0.233069673103355,0.199495329545896,0.179670254393329,0.0851264571520203,0.159777195064099,0.142861090741301,1,34
"1x35",0.276130958749024,0.139380758425276,0.26836216456454,0.120219484630808,0.0665448460041118,0.129361787626239,1,35
"1x36",0.265877865089589,0.227269304757157,0.144599178750602,0.10899125976038,0.118026130374157,0.135236261268116,1,36
"1x37",0.226131967287357,0.224822018355973,0.161845915177098,0.0987455675256188,0.120993583674484,0.167460947979469,1,37
"1x38",0.206982995285375,0.230219022788532,0.264637864726848,0.0791447938286241,0.0668618920486298,0.152153431321991,1,38
"1x39",0.307299720722413,0.195442733547643,0.121553703842723,0.0598183944082898,0.138877886423776,0.177007561055155,1,39
"1x40",0.158099033332389,0.192582694094785,0.312042908352291,0.0729578648050768,0.137672142989488,0.126645356425971,1,40
"1x41",0.189280499125585,0.151906131052935,0.323929274744429,0.119551549083856,0.0610483084508137,0.154284237542381,1,41
"1x42",0.227491229950415,0.241737361389748,0.262851634744558,0.095319805620355,0.0656156995737205,0.106984268721204,1,42
"1x43",0.156997655845199,0.160874770464124,0.324351126994833,0.0969044165802394,0.0767082533307512,0.184163776784854,1,43
"1x44",0.14700431750932,0.200228436455351,0.368943816572253,0.104418133374376,0.0652317838424624,0.114173512246238,1,44
"1x45",0.244711486714413,0.179061179265749,0.275113702278839,0.0841215520833721,0.0897298020793566,0.12726227757827,1,45
"1x46",0.218709402678915,0.256255226103489,0.129623763788875,0.0881372184020384,0.0963134689327813,0.210960920093902,1,46
"1x47",0.218527629869116,0.149627899804814,0.28371414141179,0.0972988714825894,0.0848421434713684,0.165989313960323,1,47
"1x48",0.209441914465082,0.35246154495585,0.166213388286763,0.0923719606876213,0.0758762521702442,0.103634939434439,1,48
"1x49",0.279693199870839,0.190640634499789,0.193621175515565,0.0775520384225256,0.140266534756694,0.118226416934587,1,49
"2x0",0.448569708386027,0.201932979338212,0.105169448525127,0.0833502722747205,0.089400967658378,0.0715766238175345,2,0
"2x1",0.348653000298419,0.279542832127612,0.128691430504391,0.060347632522502,0.0876765206622308,0.0950885838848452,2,1
"2x2",0.376547748966098,0.282894019267928,0.0939146132137127,0.0883444841837354,0.0605166160013097,0.0977825183672158,2,2
