"","mDCs","Macrophages","Mast","Monocytes","coordX","coordY"
"1x10",0.397262128565933,0.199443836226857,0.144254025930026,0.259040009277184,1,10
"1x11",0.413816315297854,0.159891592830122,0.182914929697176,0.243377162174847,1,11
"1x12",0.423978272195155,0.154348705482611,0.195264324989567,0.226408697332666,1,12
"1x13",0.387257824974293,0.165796226096093,0.180645591742674,0.26630035718694,1,13
"1x14",0.379244059490917,0.167785434074739,0.16460289334324,0.288367613091104,1,14
"1x15",0.399218780357712,0.144988689703185,0.228747265365174,0.22704526457393,1,15
"1x16",0.365347585316107,0.187658514754167,0.266219614025427,0.180774285904299,1,16
"1x17",0.420370400804336,0.157036259991471,0.211031493939749,0.211561845264445,1,17
"1x18",0.396057523932461,0.190578992725237,0.175206780418492,0.23815670292381,1,18
"1x19",0.403400042984506,0.153071612116801,0.173001475736439,0.270526869162254,1,19
"1x20",0.436760896415569,0.187139138982575,0.145752823167965,0.230347141433891,1,20
"1x21",0.348842602527249,0.16016973159601,0.215737489819026,0.275250176057715,1,21
"1x22",0.377320097376418,0.161011262620234,0.239007873351572,0.222660766651777,1,22
"1x23",0.392979508992173,0.188340049036294,0.174985604013699,0.243694837957834,1,23
"1x24",0.41816836540157,0.181057994416997,0.179289440375555,0.221484199805878,1,24
"1x25",0.429172218274344,0.118498049199398,0.200802331726607,0.251527400799651,1,25
"1x26",0.278052879746261,0.132246169621416,0.149282449585317,0.440418501047006,1,26
"1x27",0.406608493332198,0.181408180465029,0.177522159465262,0.234461166737511,1,27
"1x28",0.401898049743665,0.145062978437359,0.153274824659769,0.299764147159207,1,28
"1x29",0.272813671276348,0.231695303777174,0.145851317698705,0.349639707247773,1,29
"1x30",0.397224088651846,0.143276568324627,0.2088991438395,0.250600199184026,1,30
"1x31",0.324267974339382,0.164350227595376,0.165221226629455,0.346160571435787,1,31
"1x32",0.373033187153897,0.204317995559994,0.170305323665095,0.252343493621014,1,32
"1x33",0.450011372715105,0.158415262810823,0.171422193438946,0.220151171035126,1,33
"1x34",0.35035836874113,0.176660330989672,0.220116280207757,0.252865020061441,1,34
"1x35",0.377871936632488,0.220758608313734,0.145495388485749,0.255874066568029,1,35
"1x36",0.371488161305315,0.176368301164135,0.177845699530703,0.274297837999847,1,36
"1x37",0.310559364809181,0.178731621495049,0.182882725497016,0.327826288198754,1,37
"1x38",0.415445084418444,0.172415523901412,0.162458104884897,0.249681286795246,1,38
"1x39",0.281822712025168,0.143759966269384,0.232413559205939,0.34200376249951,1,39
"1x40",0.396452857673815,0.163318945109458,0.228945122758541,0.211283074458185,1,40
"1x41",0.438741119396827,0.184186600837623,0.140739198267723,0.236333081497827,1,41
"1x42",0.414003017337196,0.191330125174076,0.166604420972071,0.228062436516657,1,42
"1x43",0.405443457455655,0.183029087845155,0.121490207617976,0.290037247081214,1,43
"1x44",0.456558490257414,0.173104298230027,0.142418533788149,0.227918677724411,1,44
"1x45",0.39074834701094,0.182504835167637,0.194333175020305,0.232413642801118,1,45
"1x46",0.276841168430917,0.175284495652013,0.194754589313148,0.353119746603922,1,46
"1x47",0.369815961621371,0.217532565384415,0.148038783443436,0.264612689550778,1,47
"1x48",0.42665462512536,0.162088620047968,0.171168617837767,0.240088136988904,1,48
"1x49",0.360284282369534,0.170101815642358,0.2369085783391,0.232705323649008,1,49
"2x0",0.402119021328604,0.161964791796212,0.227227494673953,0.208688692201231,2,0
"2x1",0.411254382863186,0.153391074707955,0.208463348609459,0.2268911938194,2,1
"2x2",0.417225290711377,0.166979933008074,0.191499592195183,0.224295184085366,2,2
"2x3",0.403800876289719,0.151728738036202,0.208146674208441,0.236323711465638,2,3
"2x4",0.405845080842894,0.173640287589599,0.180988680276949,0.239525951290558,2,4
"2x5",0.44831948457523,0.15240630898919,0.182592024679399,0.216682181756181,2,5
"2x6",0.407953904384109,0.179545056202665,0.168214343362939,0.244286696050287,2,6
"2x7",0.422573767935256,0.153616011494153,0.218890589108309,0.204919631462281,2,7
"2x8",0.389761283553824,0.151944095566488,0.204305623755195,0.253988997124494,2,8
"2x9",0.423676262615511,0.157229253032276,0.206072181226727,0.213022303125486,2,9
"2x10",0.349948465198533,0.169275108341566,0.219915362300236,0.260861064159665,2,10
"2x11",0.402626862079846,0.129385834455399,0.209503221759344,0.258484081705411,2,11
"2x12",0.392250685536075,0.16643106049606,0.225387390386402,0.215930863581463,2,12
"2x13",0.362448866613331,0.206408005726085,0.164232772421415,0.266910355239169,2,13
"2x14",0.413770907460624,0.121655519078396,0.215750748154938,0.248822825306041,2,14
"2x15",0.396078585553181,0.132658813834865,0.231590125840093,0.239672474771861,2,15
"2x16",0.412026195349222,0.152060575279255,0.175570777240132,0.260342452131391,2,16
"2x17",0.420765547588116,0.157204057088779,0.207372216290189,0.214658179032915,2,17
"2x18",0.491438512246686,0.132845369724817,0.169940524639767,0.205775593388731,2,18
"2x19",0.387430423914258,0.149796614650648,0.203173962678611,0.259598998756482,2,19
"2x20",0.387191511550495,0.142537867076373,0.23229630238361,0.237974318989522,2,20
"2x21",0.326110540347201,0.174716002301711,0.264895796914838,0.23427766043625,2,21
"2x22",0.360779684154315,0.198301328941175,0.184301039993328,0.256617946911182,2,22
"2x23",0.399113182819541,0.162899543220428,0.15191299582189,0.286074278138141,2,23
"2x24",0.366045780435238,0.135235489488901,0.24582157115509,0.252897158920772,2,24
"2x25",0.410472759860236,0.182220319613605,0.174239620441564,0.233067300084595,2,25
"2x26",0.382024577114029,0.14561452140946,0.215841078189031,0.25651982328748,2,26
"2x27",0.355770896945963,0.181764624369304,0.162368225212892,0.300096253471841,2,27
"2x28",0.227993868200424,0.198963814831397,0.31421351047353,0.25882880649465,2,28
"2x29",0.412222970560027,0.163917386677964,0.19968100384487,0.224178638917139,2,29
"2x30",0.332344346443771,0.157486980393264,0.150750604961794,0.35941806820117,2,30
"2x31",0.391036669410259,0.163274938746681,0.203101847208201,0.242586544634859,2,31
"2x32",0.341123960777301,0.168222785604615,0.136177669041007,0.354475584577078,2,32
"2x33",0.334395981198161,0.187210050675929,0.234051690168221,0.244342277957689,2,33
"2x34",0.414869242683918,0.159176083757685,0.212182613790408,0.213772059767989,2,34
"2x35",0.400933002511882,0.178156244008811,0.165509504810269,0.255401248669038,2,35
"2x36",0.430305122345023,0.196252999671584,0.130275623857369,0.243166254126024,2,36
"2x37",0.338259682843331,0.179804319776593,0.248579109357444,0.233356888022632,2,37
"2x38",0.309152106940885,0.190117173592538,0.210789004499145,0.289941714967433,2,38
"2x39",0.370034096282703,0.173106058232604,0.169868771121634,0.286991074363059,2,39
"2x40",0.389563783891647,0.173290412625959,0.156993940330403,0.280151863151991,2,40
"2x41",0.37316388153346,0.215864911758443,0.159351499752285,0.251619706955812,2,41
"2x42",0.339125217048585,0.174369621085518,0.248270230461311,0.238234931404585,2,42
"2x43",0.411637844020623,0.20437977377307,0.153932848496029,0.230049533710278,2,43
"2x44",0.369315125259802,0.210996779478461,0.217641420751032,0.202046674510704,2,44
"2x45",0.383346331445646,0.181548936776013,0.17809927830643,0.257005453471911,2,45
"2x46",0.362262868483877,0.171784998055699,0.216163129239273,0.249789004221151,2,46
"2x47",0.405292815021371,0.141415519908541,0.196692381823537,0.256599283246551,2,47
"2x48",0.38857076916497,0.172344298226476,0.234336194668669,0.204748737939885,2,48
"2x49",0.349816039714742,0.199332819754914,0.195529669243303,0.255321471287042,2,49
"3x0",0.334425221775193,0.171155256974508,0.237348822354375,0.257070698895924,3,0
"3x1",0.357211758592598,0.190817426836333,0.229597684744449,0.22237312982662,3,1
"3x2",0.410145259703739,0.141734294535519,0.22379103012063,0.224329415640113,3,2
"3x3",0.419233028399978,0.150229818527147,0.22857683692615,0.201960316146725,3,3
"3x4",0.39066817934737,0.152861817049892,0.233770015903891,0.222699987698848,3,4
"3x5",0.418100779592923,0.150916981125855,0.217551034958909,0.213431204322313,3,5
"3x6",0.390262614003185,0.139163355573231,0.208860199121643,0.261713831301941,3,6
"3x7",0.419965001520771,0.125676196450164,0.199660992100381,0.254697809928684,3,7
"3x8",0.400668913319732,0.178674008572229,0.161606604270522,0.259050473837517,3,8
"3x9",0.394624943558518,0.16035017417548,0.211326106455784,0.233698775810218,3,9
"3x10",0.370134861500981,0.139466551317956,0.221999621532278,0.268398965648785,3,10
"3x11",0.42499474933601,0.144642692170599,0.206283552935343,0.224079005558048,3,11
"3x12",0.411704874186042,0.148675017076888,0.204427312781504,0.235192795955567,3,12
"3x13",0.39374880335507,0.145881882503131,0.219608176380585,0.240761137761214,3,13
"3x14",0.449692900955402,0.13376676960999,0.185543611967384,0.230996717467224,3,14
"3x15",0.411091730038065,0.134756873815335,0.19697707444676,0.25717432169984,3,15
"3x16",0.400698558424344,0.141595096366693,0.21587155491214,0.241834790296823,3,16
"3x17",0.390948900795028,0.131971378368842,0.239139714532167,0.237940006303963,3,17
"3x18",0.358049119421952,0.161126464737113,0.180622445607926,0.300201970233009,3,18
"3x19",0.40176162381877,0.167956294645191,0.178566683547452,0.251715397988587,3,19
"3x20",0.35477782953004,0.243890671232444,0.162211267237756,0.239120231999759,3,20
"3x21",0.335703993213844,0.149495214285795,0.26822301988406,0.2465777726163,3,21
"3x22",0.438339214867864,0.207277359834176,0.150026549077319,0.204356876220642,3,22
"3x23",0.427479182521783,0.159488134396741,0.176164941350391,0.236867741731086,3,23
"3x24",0.376212161663403,0.216869643175994,0.190439629385063,0.21647856577554,3,24
"3x25",0.391263254924843,0.189969116429873,0.22651144646692,0.192256182178364,3,25
"3x26",0.483795530503165,0.17933604035502,0.132082068536528,0.204786360605287,3,26
"3x27",0.28009546554923,0.209222924448545,0.187341029606244,0.323340580395981,3,27
"3x28",0.381195103277007,0.210940713108725,0.187631833712196,0.220232349902072,3,28
"3x29",0.380332589975621,0.17368668540054,0.168171394166201,0.277809330457638,3,29
"3x30",0.422758673896986,0.195101928488328,0.136312559528562,0.245826838086123,3,30
"3x31",0.40896122536522,0.177174624902575,0.129603758797743,0.284260390934461,3,31
"3x32",0.451260823415902,0.154033015994098,0.146028204139991,0.248677956450009,3,32
"3x33",0.389761612472687,0.185216914620916,0.150787110952525,0.274234361953871,3,33
"3x34",0.364732250749071,0.179614768399351,0.132353432262479,0.323299548589099,3,34
"3x35",0.318353654317711,0.178466620626801,0.195302647828917,0.307877077226571,3,35
"3x36",0.351221008116649,0.174509897589494,0.187847902403359,0.286421191890498,3,36
"3x37",0.403091205411191,0.173219720736177,0.192394828550597,0.231294245302034,3,37
"3x38",0.402167619067153,0.203190741642765,0.130829231831117,0.263812407458966,3,38
"3x39",0.431678783504352,0.148938152783571,0.202173709806169,0.217209353905907,3,39
"3x40",0.342316942149445,0.266499585042244,0.170130394233009,0.221053078575302,3,40
"3x41",0.446161134527625,0.193002842007702,0.16196522879293,0.198870794671742,3,41
"3x42",0.391714742837543,0.23053818832813,0.137407538596946,0.240339530237381,3,42
"3x43",0.419571619822344,0.169970638270745,0.168480652964267,0.241977088942644,3,43
"3x44",0.303740533932285,0.195324948412581,0.158210299843915,0.342724217811219,3,44
"3x45",0.317812597409601,0.182828221039859,0.122609335280145,0.376749846270395,3,45
"3x46",0.33230465764412,0.169091459285149,0.212637967396751,0.285965915673981,3,46
"3x47",0.347586036179626,0.195824966973837,0.181147064381016,0.275441932465521,3,47
"3x48",0.30936563628268,0.150348593019796,0.172872450419426,0.367413320278097,3,48
"3x49",0.412223704510013,0.166238345775639,0.182285283680417,0.239252666033931,3,49
"4x0",0.387101707777047,0.158000833705766,0.217634748138013,0.237262710379175,4,0
"4x1",0.43031887274806,0.179692020961072,0.177400788788226,0.212588317502641,4,1
"4x2",0.37059334260071,0.187995271124575,0.234807705547721,0.206603680726994,4,2
"4x3",0.377280017136777,0.15075966976904,0.221845192679396,0.250115120414787,4,3
"4x4",0.430008879218933,0.116011015877011,0.206240780869934,0.247739324034121,4,4
"4x5",0.417831247559681,0.127269590156531,0.236678988895183,0.218220173388604,4,5
"4x6",0.40483547054093,0.144991308348766,0.219157148275861,0.231016072834443,4,6
"4x7",0.388895710571183,0.156294125183097,0.223511762425228,0.231298401820491,4,7
"4x8",0.43777940036691,0.109230016097393,0.233087182302894,0.219903401232802,4,8
"4x9",0.436320699989304,0.115066712334068,0.236406741912368,0.21220584576426,4,9
"4x10",0.398868654603962,0.141464432682385,0.213257864426049,0.246409048287605,4,10
"4x11",0.40080422220777,0.190209757815439,0.189527527128788,0.219458492848003,4,11
"4x12",0.407416211159838,0.15718731582016,0.202726128090189,0.232670344929813,4,12
"4x13",0.404628842491835,0.15523473696541,0.202440882875792,0.237695537666964,4,13
"4x14",0.400705460560201,0.11255071655837,0.219962128963577,0.266781693917852,4,14
"4x15",0.408710562498163,0.15953492727106,0.229012734876608,0.20274177535417,4,15
"4x16",0.377284750779883,0.182808902946131,0.193830317022027,0.246076029251959,4,16
"4x17",0.33913722821303,0.19001305238454,0.174347409238433,0.296502310163997,4,17
"4x18",0.385553032385695,0.109774805124505,0.189876688058557,0.314795474431243,4,18
"4x19",0.393223158585546,0.181927815353861,0.16414058096238,0.260708445098213,4,19
"4x20",0.393755367465793,0.182649677643143,0.186905259891754,0.23668969499931,4,20
"4x21",0.347724066065155,0.18512963262728,0.203936305910133,0.263209995397433,4,21
"4x22",0.38599642389856,0.218235511902684,0.191242670048231,0.204525394150525,4,22
"4x23",0.419224515693469,0.185457583389089,0.154605055070716,0.240712845846726,4,23
"4x24",0.407766149102628,0.161281026075844,0.19898407783042,0.231968746991108,4,24
"4x25",0.425801949752375,0.176482178102612,0.161991189701809,0.235724682443203,4,25
"4x26",0.404003464718868,0.150631378798585,0.164208566132504,0.281156590350043,4,26
"4x27",0.386100960596246,0.146668548701494,0.180836552051129,0.286393938651131,4,27
"4x28",0.411952323316145,0.15270209644508,0.191602379037147,0.243743201201629,4,28
"4x29",0.394334559814486,0.231995618786753,0.17483870063588,0.198831120762882,4,29
"4x30",0.337537862284692,0.145393029301675,0.195496431395766,0.321572677017866,4,30
"4x31",0.392581516354304,0.206534545229159,0.188351552276156,0.212532386140381,4,31
"4x32",0.324761629332848,0.183103792114162,0.146123798810905,0.346010779742085,4,32
"4x33",0.391275584227097,0.171976495509979,0.191690510168086,0.245057410094837,4,33
"4x34",0.442834313670812,0.159788181503659,0.174626468808631,0.222751036016897,4,34
"4x35",0.408891436580653,0.151656721994646,0.155627805784507,0.283824035640194,4,35
"4x36",0.368698311742682,0.249237282782392,0.126434273738458,0.255630131736468,4,36
"4x37",0.325694344866035,0.16699259348812,0.206575602166659,0.300737459479186,4,37
"4x38",0.34824140887089,0.182780468122397,0.217894528688558,0.251083594318156,4,38
"4x39",0.422541598154661,0.169131061016431,0.169632376767808,0.2386949640611,4,39
"4x40",0.372175676942091,0.104251159612752,0.236577980957383,0.286995182487774,4,40
"4x41",0.328459605115152,0.127675580853736,0.269104788169729,0.274760025861383,4,41
"4x42",0.42155583186707,0.186309142555854,0.109703569090125,0.282431456486951,4,42
"4x43",0.410439268244958,0.176773270035439,0.176539897765109,0.236247563954494,4,43
"4x44",0.415354041234339,0.167332680572784,0.164625010748949,0.252688267443929,4,44
"4x45",0.396281109650775,0.190390674880992,0.133320412484708,0.280007802983525,4,45
"4x46",0.384527181656805,0.17677327910317,0.146950102552068,0.291749436687957,4,46
"4x47",0.389358383731022,0.151355387452269,0.152641323740165,0.306644905076543,4,47
"4x48",0.430259719219303,0.17641328365834,0.187831819566944,0.205495177555414,4,48
"4x49",0.32535401934565,0.188360109468426,0.164097496858984,0.322188374326941,4,49
"5x0",0.396784210103335,0.195747584678948,0.206020351376146,0.201447853841571,5,0
"5x1",0.424623688928298,0.134447515591047,0.211458635940348,0.229470159540308,5,1
"5x2",0.379205493388297,0.136274131873981,0.229293216046165,0.255227158691556,5,2
"5x3",0.421998764989209,0.161491800340234,0.210405230303899,0.206104204366658,5,3
"5x4",0.410939861212968,0.119014033394161,0.221445723124038,0.248600382268833,5,4
"5x5",0.403241115761534,0.187398565975517,0.183166316552564,0.226194001710385,5,5
"5x6",0.39854321065649,0.18418518367517,0.194566940890097,0.222704664778242,5,6
"5x7",0.416190723701811,0.160353827829624,0.198456462083869,0.224998986384696,5,7
"5x8",0.404217452187638,0.126590169506535,0.211123515208026,0.258068863097801,5,8
"5x9",0.413622051944141,0.141611661632993,0.180996323321838,0.263769963101028,5,9
"5x10",0.407066198851596,0.123345566049793,0.222124188113627,0.247464046984984,5,10
"5x11",0.379128026671432,0.164985947159537,0.191215084320073,0.264670941848957,5,11
"5x12",0.374148077796352,0.176768620022493,0.22207136477915,0.227011937402005,5,12
"5x13",0.436750039246467,0.102335790948432,0.234918797137248,0.225995372667854,5,13
"5x14",0.456378357583138,0.155068941984473,0.196009552866267,0.192543147566122,5,14
"5x15",0.389498351924295,0.126947654821441,0.212661717451581,0.270892275802682,5,15
"5x16",0.40155518837629,0.155138885884935,0.190134209622707,0.253171716116068,5,16
"5x17",0.406079007035291,0.153084841483806,0.220414178434973,0.22042197304593,5,17
"5x18",0.436646182569521,0.162069718263494,0.189480725377922,0.211803373789063,5,18
"5x19",0.391718207291086,0.140255352187794,0.214704007321637,0.253322433199483,5,19
"5x20",0.396234261580949,0.131033338946604,0.156881697145444,0.315850702327002,5,20
"5x21",0.380180652668012,0.159160569540249,0.194215285245143,0.266443492546596,5,21
"5x22",0.414539459739716,0.202085298466503,0.159424372692185,0.223950869101596,5,22
"5x23",0.490960811031927,0.169582723971216,0.147133352436134,0.192323112560724,5,23
"5x24",0.418826537151553,0.153581335304092,0.200993429885165,0.22659869765919,5,24
"5x25",0.443477147836278,0.199531346731535,0.129696176202484,0.227295329229703,5,25
"5x26",0.339239985253501,0.117956365661623,0.141190575222765,0.401613073862111,5,26
"5x27",0.401537161019943,0.19098490242715,0.173185963266254,0.234291973286653,5,27
"5x28",0.396017572997578,0.173211549385217,0.145583808427366,0.285187069189839,5,28
"5x29",0.394889778276643,0.155547274025223,0.174463821432366,0.275099126265768,5,29
"5x30",0.379651624281607,0.217456048441178,0.155281550682887,0.247610776594328,5,30
"5x31",0.390363702172716,0.248403765296497,0.13411876320545,0.227113769325337,5,31
"5x32",0.353203832174048,0.230066217477459,0.204580103047023,0.21214984730147,5,32
"5x33",0.348076021890426,0.213769469092816,0.158223958659848,0.27993055035691,5,33
"5x34",0.388757246536482,0.177295931325102,0.196877206550622,0.237069615587794,5,34
"5x35",0.403381198152296,0.197972494602854,0.153295240113299,0.245351067131551,5,35
"5x36",0.369881749884123,0.236345181045537,0.140922896845966,0.252850172224374,5,36
"5x37",0.362295252403954,0.184866175770409,0.127077090943244,0.325761480882392,5,37
"5x38",0.32890275154549,0.198024660033352,0.13467655732293,0.338396031098228,5,38
"5x39",0.360615191766041,0.178083044253098,0.180709717182352,0.280592046798509,5,39
"5x40",0.36525113820564,0.174757917117039,0.143837626767501,0.316153317909821,5,40
"5x41",0.446356383664611,0.206166125928929,0.115778099106395,0.231699391300066,5,41
"5x42",0.399606270854701,0.214751638045088,0.0997682711417398,0.285873819958471,5,42
"5x43",0.384747700936903,0.209551215537174,0.109753201860449,0.295947881665475,5,43
"5x44",0.462115208308193,0.193499621971866,0.131658848409065,0.212726321310876,5,44
"5x45",0.406457810930485,0.225127083322032,0.153556611191557,0.214858494555926,5,45
"5x46",0.299932450291025,0.207854018805595,0.225125726895259,0.267087804008122,5,46
"5x47",0.353768707314368,0.198754510977551,0.154043377728075,0.293433403980007,5,47
"5x48",0.41382260789654,0.209207652301344,0.148997486481652,0.227972253320464,5,48
"5x49",0.307916811031319,0.183946903845262,0.199545707768344,0.308590577355076,5,49
"6x0",0.362564473805501,0.137329255065569,0.195523671808868,0.304582599320061,6,0
"6x1",0.42802166091762,0.147948956308567,0.194009550205393,0.230019832568419,6,1
"6x2",0.364735112594736,0.174940225517517,0.241918654409498,0.218406007478249,6,2
"6x3",0.403050212805984,0.160569180220182,0.215375144981817,0.221005461992017,6,3
"6x4",0.38176244530664,0.133283435360748,0.243849762540868,0.241104356791744,6,4
"6x5",0.425363875291546,0.136314689095501,0.213073624900655,0.225247810712298,6,5
"6x6",0.315821597462833,0.228983321880657,0.162812922736747,0.292382157919763,6,6
"6x7",0.41334101683738,0.131861900395226,0.193755930674292,0.261041152093103,6,7
"6x8",0.433706791480325,0.123904794983969,0.200564204667463,0.241824208868243,6,8
"6x9",0.454271932507277,0.156275829130681,0.188260459762113,0.201191778599929,6,9
"6x10",0.414378567771501,0.153808584894833,0.186885951511848,0.244926895821819,6,10
"6x11",0.417330542617884,0.122153318816014,0.214277376399277,0.246238762166825,6,11
"6x12",0.39405785422683,0.164332764754624,0.203073132804085,0.238536248214461,6,12
"6x13",0.37887388451792,0.183888632289163,0.230163365396758,0.207074117796159,6,13
"6x14",0.36917507605961,0.17149039098398,0.140384298883492,0.318950234072918,6,14
"6x15",0.437821626114199,0.146255259655531,0.187189006098311,0.228734108131959,6,15
"6x16",0.402709335259592,0.172516998241081,0.1921017025514,0.232671963947927,6,16
"6x17",0.432243991448528,0.149119201760162,0.202265479226945,0.216371327564365,6,17
"6x18",0.442442003166916,0.173745363693938,0.142581595522759,0.241231037616388,6,18
"6x19",0.381254704438909,0.114090529350288,0.246798576466337,0.257856189744465,6,19
"6x20",0.422765765073413,0.125315925176018,0.194899124149248,0.257019185601321,6,20
"6x21",0.312649252429022,0.179391335484612,0.179095893919747,0.328863518166619,6,21
"6x22",0.43521647149513,0.21053882847584,0.178681610515478,0.175563089513552,6,22
"6x23",0.454386073050018,0.170642962674194,0.164755320581018,0.21021564369477,6,23
"6x24",0.380082251552444,0.182508718685424,0.160842135889352,0.27656689387278,6,24
"6x25",0.371561046367703,0.197664008963056,0.176513682468824,0.254261262200417,6,25
"6x26",0.401294178218786,0.182744549334841,0.157831431264848,0.258129841181524,6,26
"6x27",0.40393282750963,0.217404858505524,0.133838345796105,0.244823968188741,6,27
"6x28",0.344378153948424,0.211288773552057,0.160754668787001,0.283578403712518,6,28
"6x29",0.305829718203432,0.176979433129939,0.256832614634764,0.260358234031865,6,29
"6x30",0.43012275740548,0.209187125867566,0.134397802979112,0.226292313747842,6,30
"6x31",0.456384472409408,0.186301393585291,0.122019317490503,0.235294816514797,6,31
"6x32",0.292396671425016,0.215625225253176,0.174230601338019,0.317747501983788,6,32
"6x33",0.375975400930742,0.164454965114425,0.188046343489889,0.271523290464945,6,33
"6x34",0.386554256215087,0.235662887930711,0.12326179766055,0.254521058193651,6,34
"6x35",0.331547149355049,0.267500243527919,0.155237436819024,0.245715170298008,6,35
"6x36",0.352098510821038,0.160886278122971,0.249309286569354,0.237705924486638,6,36
"6x37",0.33887960945456,0.239309484755236,0.167112430678769,0.254698475111434,6,37
"6x38",0.28434711621866,0.175985971732662,0.24705531352569,0.292611598522988,6,38
