"","Cancer","Stroma","Ductal","coordX","coordY"
"4x20",0.653505931988021,0.131703267334415,0.214790800677564,4,20
"4x21",0.588429847733604,0.248450456327378,0.163119695939018,4,21
"4x22",0.504415657555316,0.212140722208641,0.283443620236043,4,22
"4x23",0.455069315582778,0.355227982438552,0.18970270197867,4,23
"4x24",0.470748736698913,0.35182934760418,0.177421915696907,4,24
"4x25",0.436078401955626,0.304794909980582,0.259126688063792,4,25
"4x26",0.398650004652773,0.505587318665947,0.0957626766812798,4,26
"4x27",0.412266979129402,0.360671167688758,0.22706185318184,4,27
"4x28",0.383895657302121,0.417266783913388,0.198837558784491,4,28
"4x29",0.277426811237547,0.573836447769667,0.148736740992786,4,29
"4x30",0.363345030982218,0.46613469909189,0.170520269925892,4,30
"4x31",0.149708101802339,0.403211232179321,0.44708066601834,4,31
"4x32",0.237549509305565,0.527743075994661,0.234707414699774,4,32
"4x33",0.358065354846371,0.433387433674335,0.208547211479294,4,33
"4x34",0.294041420208462,0.485060958865032,0.220897620926506,4,34
"4x35",0.33785219005774,0.452193421956709,0.20995438798555,4,35
"4x36",0.27837213511568,0.561358309163173,0.160269555721147,4,36
"4x37",0.324795775709799,0.511989903363438,0.163214320926764,4,37
"4x38",0.356381271524843,0.297585542439316,0.346033186035841,4,38
"4x39",0.250583557164125,0.40237007841587,0.347046364420005,4,39
"4x40",0.267794707460012,0.61443552654107,0.117769765998918,4,40
"4x41",0.270798043239215,0.443075322759309,0.286126634001476,4,41
"4x42",0.27302399336494,0.51024050809969,0.21673549853537,4,42
"4x43",0.39071352793817,0.458170120872402,0.151116351189428,4,43
"4x44",0.180235251390623,0.641819826852322,0.177944921757055,4,44
"4x45",0.296943233731489,0.411342398232096,0.291714368036414,4,45
"4x46",0.265127180643993,0.462237326866947,0.27263549248906,4,46
"4x47",0.320779628982725,0.453508020444783,0.225712350572492,4,47
"4x48",0.212899112584285,0.558081371899289,0.229019515516426,4,48
"4x49",0.247468621981388,0.432705837508671,0.319825540509941,4,49
"5x0",0.502217959668997,0.222662001852851,0.275120038478152,5,0
"5x1",0.587744278664852,0.261848173334935,0.150407548000213,5,1
"5x2",0.697714663862268,0.135938139675518,0.166347196462214,5,2
"5x3",0.696367974378293,0.133515567163261,0.170116458458446,5,3
"5x4",0.641821970589437,0.138882245281254,0.219295784129309,5,4
"5x5",0.757935870613445,0.125782609008921,0.116281520377634,5,5
"5x6",0.549790479792256,0.351827170783451,0.0983823494242934,5,6
"5x7",0.722243187039136,0.130810375091145,0.146946437869719,5,7
"5x8",0.691059796487692,0.114800419679717,0.194139783832591,5,8
"5x9",0.699458285974631,0.117869995427955,0.182671718597414,5,9
"5x10",0.705568677784002,0.126007995603244,0.168423326612754,5,10
"5x11",0.733315215608412,0.111024286499103,0.155660497892485,5,11
"5x12",0.717815219166768,0.115217803405016,0.166966977428216,5,12
"5x13",0.710056861022361,0.138895150846815,0.151047988130824,5,13
"5x14",0.688764884325694,0.141510642504666,0.16972447316964,5,14
"5x15",0.706836486957263,0.149642082214758,0.143521430827978,5,15
"5x16",0.73691856350102,0.122046392794976,0.141035043704003,5,16
"5x17",0.701853520689025,0.126393431401827,0.171753047909148,5,17
"5x18",0.426531724431147,0.271170724156877,0.302297551411975,5,18
"5x19",0.551711958097218,0.227377904552944,0.220910137349839,5,19
"5x20",0.577490722701304,0.239699591475884,0.182809685822812,5,20
"5x21",0.536501842420777,0.240935256360564,0.222562901218658,5,21
"5x22",0.435923309932122,0.368870787869242,0.195205902198636,5,22
"5x23",0.43346569503014,0.419223362291689,0.14731094267817,5,23
"5x24",0.394788069634196,0.441842674758282,0.163369255607522,5,24
"5x25",0.364802135495071,0.48056743202699,0.154630432477939,5,25
"5x26",0.403896808773275,0.438252282942725,0.157850908284001,5,26
"5x27",0.406322909582897,0.343593990681912,0.250083099735192,5,27
"5x28",0.314215454285894,0.603182560309263,0.082601985404843,5,28
"5x29",0.318612604605272,0.547372551368093,0.134014844026635,5,29
"5x30",0.409953865855125,0.43922518779642,0.150820946348455,5,30
"5x31",0.339904817590945,0.514690646397945,0.14540453601111,5,31
"5x32",0.339212718087661,0.351531615209721,0.309255666702619,5,32
"5x33",0.332961302082543,0.40710597429131,0.259932723626146,5,33
"5x34",0.206735637632025,0.588230820123175,0.2050335422448,5,34
"5x35",0.238487799464682,0.575065447361506,0.186446753173811,5,35
"5x36",0.341866323443416,0.420740803234025,0.23739287332256,5,36
"5x37",0.281851543869268,0.603570627160511,0.114577828970221,5,37
"5x38",0.253174552143204,0.484841541646511,0.261983906210284,5,38
"5x39",0.285525327770844,0.458440968677136,0.256033703552019,5,39
"5x40",0.37036691644883,0.48535213359944,0.14428094995173,5,40
"5x41",0.327687637561178,0.519553927182481,0.152758435256341,5,41
"5x42",0.100175236522942,0.639890021563903,0.259934741913156,5,42
"5x43",0.196715886375883,0.594517395544814,0.208766718079303,5,43
"5x44",0.276922870625117,0.497570414477099,0.225506714897783,5,44
"5x45",0.300446022746371,0.428451895769387,0.271102081484242,5,45
"5x46",0.294173815733231,0.406560114651212,0.299266069615558,5,46
"5x47",0.31650820288848,0.458028902287639,0.225462894823881,5,47
"5x48",0.34818408973179,0.471681124243456,0.180134786024755,5,48
"5x49",0.327563069715421,0.309970085924931,0.362466844359649,5,49
"6x0",0.611128281019349,0.175693187578884,0.213178531401767,6,0
"6x1",0.611996399139356,0.236918855470172,0.151084745390472,6,1
"6x2",0.711201698218278,0.134502230010381,0.154296071771342,6,2
"6x3",0.731173245822444,0.116602293663172,0.152224460514384,6,3
"6x4",0.710211267920466,0.131789903436617,0.157998828642917,6,4
"6x5",0.725395341153738,0.122884868445394,0.151719790400868,6,5
"6x6",0.659354525266157,0.288431927878193,0.0522135468556496,6,6
"6x7",0.376585261032314,0.455419031128716,0.16799570783897,6,7
"6x8",0.690727131390934,0.126088195934739,0.183184672674326,6,8
"6x9",0.675196018846153,0.14284316219537,0.181960818958478,6,9
"6x10",0.702554148148628,0.145260463214136,0.152185388637236,6,10
"6x11",0.736907034286325,0.13599247203575,0.127100493677924,6,11
"6x12",0.730876887828123,0.145681828714558,0.123441283457319,6,12
"6x13",0.726501571275564,0.11055199300779,0.162946435716646,6,13
"6x14",0.381432495362121,0.488044451518421,0.130523053119458,6,14
"6x15",0.77649871493961,0.145509371090795,0.0779919139695949,6,15
"6x16",0.749672541427457,0.130920992250643,0.1194064663219,6,16
"6x17",0.73335839781437,0.130693558570351,0.135948043615279,6,17
"6x18",0.497331736206993,0.371694450915231,0.130973812877776,6,18
"6x19",0.663465648557467,0.13807939997511,0.198454951467423,6,19
"6x20",0.610766605112722,0.152185152090076,0.237048242797203,6,20
"6x21",0.599531073433547,0.228134636773729,0.172334289792724,6,21
"6x22",0.61537521478918,0.277751695555699,0.106873089655122,6,22
"6x23",0.423925479205799,0.458182287270745,0.117892233523455,6,23
"6x24",0.44341117793785,0.297478596122842,0.259110225939308,6,24
"6x25",0.354284512018883,0.392820934024651,0.252894553956466,6,25
"6x26",0.336402370856432,0.488595201751278,0.17500242739229,6,26
"6x27",0.335158266526413,0.455021828111706,0.209819905361881,6,27
"6x28",0.350144290874262,0.41758994739936,0.232265761726378,6,28
"6x29",0.336711421537681,0.383905090389374,0.279383488072945,6,29
"6x30",0.343546105424556,0.463077529254206,0.193376365321238,6,30
"6x31",0.442884772134049,0.427132137396609,0.129983090469341,6,31
"6x32",0.141569156793915,0.659479266202422,0.198951577003663,6,32
"6x33",0.230790338305822,0.555552031058817,0.213657630635361,6,33
"6x34",0.217388939768041,0.592845656112937,0.189765404119022,6,34
"6x35",0.308102537633342,0.406804506483043,0.285092955883615,6,35
"6x36",0.350762799049414,0.525174868467892,0.124062332482694,6,36
"6x37",0.272454277316436,0.437468756511973,0.290076966171591,6,37
"6x38",0.293730497608489,0.452832770345523,0.253436732045987,6,38
"6x39",0.481364521333154,0.362451974489863,0.156183504176983,6,39
"6x40",0.269940493889134,0.504947646913025,0.225111859197841,6,40
"6x41",0.227676157453893,0.579137791717901,0.193186050828205,6,41
"6x42",0.286214521891532,0.536100195415102,0.177685282693366,6,42
"6x43",0.234630344652584,0.483436397428682,0.281933257918733,6,43
"6x44",0.331667863148837,0.415585643913891,0.252746492937272,6,44
"6x45",0.224612411773167,0.551215283033932,0.224172305192901,6,45
"6x46",0.202998508100246,0.569225966300563,0.227775525599191,6,46
"6x47",0.287134866701324,0.473218148831511,0.239646984467165,6,47
"6x48",0.376871670981712,0.432609431116061,0.190518897902228,6,48
"6x49",0.345504233505639,0.468618247792877,0.185877518701484,6,49
"7x0",0.680742122232147,0.127351902983473,0.191905974784379,7,0
"7x1",0.600270333037303,0.230352050276765,0.169377616685931,7,1
"7x2",0.721784323208205,0.150854660233785,0.12736101655801,7,2
"7x3",0.317745677653846,0.609555880287358,0.072698442058796,7,3
"7x4",0.314049976847425,0.576291636856404,0.109658386296171,7,4
"7x5",0.742988931311421,0.144768788609504,0.112242280079075,7,5
"7x6",0.724806036751157,0.139483385638927,0.135710577609916,7,6
"7x7",0.695460730645912,0.128824179366796,0.175715089987291,7,7
"7x8",0.744763371913729,0.119741113789833,0.135495514296438,7,8
"7x9",0.683140828335931,0.127781927149324,0.189077244514744,7,9
"7x10",0.693177166958498,0.124717206843153,0.182105626198349,7,10
"7x11",0.703860616632063,0.127209045612921,0.168930337755017,7,11
"7x12",0.281725772723371,0.581716235803309,0.136557991473321,7,12
"7x13",0.713274799161639,0.119721453615912,0.167003747222449,7,13
"7x14",0.711135187805194,0.128266418013317,0.160598394181489,7,14
"7x15",0.723356250110626,0.140534160419297,0.136109589470077,7,15
"7x16",0.725863915706992,0.129265388533278,0.144870695759729,7,16
"7x17",0.727417032502205,0.135017199593018,0.137565767904778,7,17
"7x18",0.688798390382331,0.130385696736171,0.180815912881498,7,18
"7x19",0.484352783394896,0.298637043443737,0.217010173161367,7,19
"7x20",0.498584868706505,0.162356626213813,0.339058505079682,7,20
"7x21",0.492732384978653,0.257686030840583,0.249581584180765,7,21
"7x22",0.469630912593245,0.367589565569857,0.162779521836897,7,22
"7x23",0.430047420593116,0.364899645506242,0.205052933900642,7,23
"7x24",0.567498542326683,0.260741660926715,0.171759796746602,7,24
"7x25",0.392128730671915,0.438714658359963,0.169156610968122,7,25
"7x26",0.338267458337295,0.530349684204665,0.13138285745804,7,26
"7x27",0.371501881633876,0.499884350413288,0.128613767952836,7,27
"7x28",0.258715074672107,0.647032774471292,0.0942521508566011,7,28
"7x29",0.234702497785677,0.581907147243395,0.183390354970927,7,29
"7x30",0.311936924998755,0.503948448695647,0.184114626305598,7,30
"7x31",0.397852206368075,0.431756593000443,0.170391200631482,7,31
"7x32",0.172088435721382,0.645611921890917,0.182299642387701,7,32
"7x33",0.290321648864646,0.601645745482937,0.108032605652417,7,33
"7x34",0.112892871420471,0.569040365493482,0.318066763086047,7,34
"7x35",0.255552862229999,0.567446506443166,0.177000631326835,7,35
"7x36",0.309608132290344,0.503082291994119,0.187309575715537,7,36
"7x37",0.20067211387826,0.685914616383767,0.113413269737973,7,37
"7x38",0.131422184465538,0.646348715375662,0.2222291001588,7,38
"7x39",0.400847486186785,0.4043481128121,0.194804401001115,7,39
"7x40",0.127890145451462,0.475772635686436,0.396337218862102,7,40
"7x41",0.324547198740012,0.437826767912956,0.237626033347032,7,41
"7x42",0.315265198606773,0.513762094601734,0.170972706791493,7,42
"7x43",0.279676795825921,0.397595369788581,0.322727834385498,7,43
"7x44",0.297161338915815,0.448631491113204,0.254207169970981,7,44
"7x45",0.355030703720748,0.485317043333007,0.159652252946245,7,45
"7x46",0.189038424213881,0.693573522047506,0.117388053738613,7,46
"7x47",0.267386136812267,0.555341056306247,0.177272806881487,7,47
"7x48",0.231477270561687,0.392946303797216,0.375576425641097,7,48
"7x49",0.40599881145263,0.277151071171905,0.316850117375465,7,49
"8x0",0.7110171186129,0.119973007286126,0.169009874100973,8,0
"8x1",0.6743850274681,0.189339419325423,0.136275553206478,8,1
"8x2",0.793207620912884,0.115118184099505,0.0916741949876107,8,2
"8x3",0.685045790120896,0.118604892697252,0.196349317181851,8,3
"8x4",0.743378456421308,0.132914762732582,0.123706780846111,8,4
"8x5",0.701029100809886,0.129645821323087,0.169325077867027,8,5
"8x6",0.753910206176762,0.144450403813512,0.101639390009725,8,6
"8x7",0.709762299065734,0.127388072732931,0.162849628201335,8,7
"8x8",0.715948621396379,0.113077463699468,0.170973914904153,8,8
"8x9",0.661499681162322,0.14870292354727,0.189797395290408,8,9
"8x10",0.715572899433323,0.112919414767376,0.171507685799301,8,10
"8x11",0.727886107472816,0.133756603695155,0.138357288832029,8,11
"8x12",0.755392069233477,0.148068769096279,0.0965391616702446,8,12
"8x13",0.734439514942849,0.148359625139449,0.117200859917703,8,13
"8x14",0.701118881123109,0.124276549374722,0.174604569502169,8,14
"8x15",0.733476499139611,0.136713000653288,0.129810500207101,8,15
"8x16",0.541321497774288,0.335654263378368,0.123024238847344,8,16
"8x17",0.684116758751352,0.132144268501107,0.183738972747541,8,17
"8x18",0.681803491222487,0.170238779821152,0.147957728956361,8,18
"8x19",0.563965559968213,0.303368165553582,0.132666274478206,8,19
