"","Ductal","Cancer","mDCs","Macrophages","Mast","Monocytes","coordX","coordY"
"1x14",0.0693722410706469,0.588515911458062,0.0202626251505433,0.0887709203153887,0.0690346446812814,0.164043657324077,1,14
"1x15",0.176000700607594,0.53580066387336,0.0427209176632948,0.108462133660522,0.0655937896444709,0.0714217945507576,1,15
"1x16",0.08538590108448,0.446208520954568,0.100560564296688,0.111588890653869,0.166556727941867,0.0896993950685279,1,16
"1x17",0.160263168603516,0.496281397395077,0.126310385460344,0.0531093287486136,0.061072261943888,0.102963457848561,1,17
"1x18",0.118687875676584,0.516085011774571,0.117364059582529,0.0743246407105911,0.0717136048283119,0.101824807427414,1,18
"1x19",0.17362703179766,0.42850472635817,0.139061987245879,0.114223129111854,0.0463240867850645,0.0982590387013721,1,19
"1x20",0.130053056360487,0.378174382980287,0.072526323424174,0.292891836935366,0.0457335627979858,0.0806208375017001,1,20
"1x21",0.192931441724341,0.390833868085633,0.0216801824934914,0.157855411270433,0.106557848497738,0.130141247928363,1,21
"1x22",0.104925168151778,0.364798128801659,0.172444859476581,0.079493449825493,0.188425389380523,0.0899130043639666,1,22
"1x23",0.0804270477213088,0.412929878865944,0.217000702781807,0.121895194907956,0.0610376709319301,0.106709504791054,1,23
"1x24",0.0346159719579824,0.473703370321046,0.191233019989102,0.0898113160385865,0.0525737677179535,0.15806255397533,1,24
"1x25",0.0984993476577588,0.342065528351704,0.176890512540595,0.208610297486615,0.0572817596254191,0.116652554337908,1,25
"1x26",0.11595062607312,0.402987419047905,0.0480474701137297,0.108899877765018,0.0272762101493551,0.296838396850872,1,26
"1x27",0.157301742154426,0.286479698462385,0.213282736299428,0.204355115552754,0.0590455889607251,0.0795351185702818,1,27
"1x28",0.179345209190767,0.333558514832485,0.106529732302484,0.150582824512132,0.0405045488938545,0.189479170268277,1,28
"1x29",0.28473785896083,0.108094092210757,0.0463498484503967,0.294619085918618,0.0391105019488763,0.227088612510521,1,29
"1x30",0.0960111196092906,0.270429947480402,0.239761233173774,0.127261701589389,0.154777790689463,0.111758207457681,1,30
"1x31",0.0961523716269289,0.351662229216568,0.136218901877193,0.172284173420171,0.0296176585184467,0.214064665340692,1,31
"1x32",0.156322986152197,0.255940729009496,0.150813790663986,0.312780784890332,0.0522826258794295,0.0718590834045592,1,32
"1x33",0.0792824753573153,0.328693385488699,0.267720649788445,0.185760418895177,0.0572029794528875,0.0813400910174764,1,33
"1x34",0.159848409529409,0.235036617353639,0.141062384554112,0.146021801055232,0.192934710401274,0.125096077106334,1,34
"1x35",0.160039161508574,0.199227561539887,0.211825276577118,0.242095007888715,0.0448761093797147,0.141936883105991,1,35
"1x36",0.175724728976377,0.265877990729809,0.0885599511657438,0.153337362654197,0.153903890022774,0.162596076451099,1,36
"1x37",0.204204398336083,0.169478413083774,0.154884872260306,0.139696053141831,0.124038459666491,0.207697803511515,1,37
"1x38",0.152201985893148,0.247773735435759,0.156834143346194,0.275738697621153,0.0456915947460279,0.121759842957718,1,38
"1x39",0.11258198838988,0.355471980292629,0.124484674210824,0.0495617765946804,0.155736249870359,0.202163330641627,1,39
"1x40",0.0896714445766079,0.174240477697379,0.318032378139975,0.122866894191096,0.163601317122013,0.13158748827293,1,40
"1x41",0.0815942097537134,0.221380667635089,0.122916981977045,0.41701467048072,0.0488573566623922,0.10823611349104,1,41
"1x42",0.194160973215557,0.209342298111668,0.336612442085146,0.0884605029872287,0.0435017343017319,0.127922049298668,1,42
"1x43",0.0788653068790744,0.156180646535978,0.212850519519886,0.374509434256932,0.0170340622329712,0.160560030575158,1,43
"1x44",0.17238317935788,0.125807829586162,0.349792149574609,0.215344761489942,0.0435782882181384,0.093093791773269,1,44
"1x45",0.103184212590396,0.236870831347544,0.316638647575103,0.108229032247329,0.123536496073354,0.111540780166274,1,45
"1x46",0.162730376407781,0.287917437372844,0.0260803751977968,0.152619427424521,0.141902926571829,0.228749457025227,1,46
"1x47",0.157903153650121,0.182334554695662,0.222880398532897,0.24421727845539,0.0354485972794235,0.157216017386506,1,47
"1x48",0.295614161548316,0.227826532592177,0.144937687791847,0.195309653119192,0.0351964179008897,0.10111554704758,1,48
"1x49",0.116894981705179,0.313279439399731,0.190083528191348,0.123253454694507,0.161405343950717,0.0950832520585181,1,49
"2x0",0.0518384786595573,0.617889112579831,0.0640235504608771,0.150148969972155,0.0361393391838184,0.0799605491437613,2,0
"2x1",0.112430824212425,0.52469010404196,0.131465779505786,0.0884586766773819,0.0500719681723905,0.0928826473900562,2,1
"2x2",0.130077769418392,0.556251621120361,0.0310704646861566,0.107172581601972,0.0547888151459328,0.120638748027186,2,2
"2x3",0.120784368403203,0.603538791842764,0.0594757597104422,0.0843343728489913,0.0669913761352146,0.0648753310593852,2,3
"2x4",0.207351444654123,0.490510394186889,0.0467206592550828,0.093907904035805,0.0572019681297784,0.104307629738322,2,4
"2x5",0.130071370634919,0.46989911113176,0.105777708637989,0.159647751127891,0.0599899071597274,0.0746141513077121,2,5
"2x6",0.117918212284782,0.267950414569645,0.214575671244379,0.204775239845333,0.0993070909480703,0.0954733711077915,2,6
"2x7",0.102933293935616,0.613436352823818,0.0645087131290445,0.0554727636045132,0.0757223937836055,0.087926482723402,2,7
"2x8",0.0896211818684947,0.601349908772122,0.0335475942328231,0.104942022781625,0.063547888921265,0.106991403423671,2,8
"2x9",0.0914199689519149,0.636626568403519,0.02262163030712,0.114967323128976,0.0618700536116703,0.0724944555968006,2,9
"2x10",0.14238094617386,0.557042776934281,0.0555529431670618,0.0916438286011868,0.0623607178737269,0.0910187872498832,2,10
"2x11",0.13380499229721,0.582298092772682,0.044616307523171,0.0591325190076611,0.0695933286514623,0.110554759747814,2,11
"2x12",0.0556724464354284,0.666690473348318,0.0277057176466949,0.0853298619076685,0.0632207139167077,0.101380786745183,2,12
"2x13",0.043331056858127,0.106873348851007,0.268258450770603,0.282247682064289,0.167641697802405,0.131647763653569,2,13
"2x14",0.121905530195881,0.573783528002236,0.0339423791195624,0.106467233318756,0.0599685709974681,0.103932758366097,2,14
"2x15",0.12947023378075,0.584048821446297,0.0461774496080048,0.0780641013388619,0.0644534047547969,0.0977859890712903,2,15
"2x16",0.0652824995316258,0.465099131879713,0.178407284492567,0.102161549506883,0.051465286238074,0.137584248351138,2,16
"2x17",0.0773054643078916,0.568984948530019,0.14516206298063,0.0741589185481703,0.0588803573002,0.0755082483330891,2,17
"2x18",0.0479190258254554,0.468531045637122,0.1502374755002,0.193811373288601,0.066350799939024,0.0731502798095987,2,18
"2x19",0.208119132848111,0.365060873376605,0.0912373546968638,0.181024248283467,0.0552966925884555,0.0992616982064978,2,19
"2x20",0.0910933074470769,0.494887090552833,0.118985370173188,0.142338295850873,0.0495104679880157,0.103185467988013,2,20
"2x21",0.16734893661398,0.352154466949808,0.125952044652154,0.0695239981943424,0.171989144609104,0.113031408980612,2,21
"2x22",0.195132629126209,0.410171502679051,0.0509206617313243,0.171749182526973,0.0507150131545697,0.121311010781873,2,22
"2x23",0.137714498573579,0.359310489209914,0.120910361762417,0.215717390825551,0.0593275118611032,0.107019747767435,2,23
"2x24",0.108662988885846,0.423247292137549,0.154882537344187,0.0669232840929063,0.134259014709044,0.112024882830469,2,24
"2x25",0.0977427509976904,0.400497864320969,0.206069120258192,0.136717650687338,0.0565098485956341,0.102462765140176,2,25
"2x26",0.172322955124088,0.361813433835118,0.15163648261699,0.0952613982854698,0.11732474852796,0.101640981610374,2,26
"2x27",0.0602706597821762,0.359188967728895,0.0436105526697252,0.276406646923908,0.0329175893033943,0.227605583591901,2,27
"2x28",0.0817279553326467,0.149879101161147,0.0942494952767882,0.230797574810041,0.31736557505561,0.125980298363768,2,28
"2x29",0.201973140750693,0.313985368748794,0.149792945582031,0.17796443951119,0.0575584378829915,0.0987256675243012,2,29
"2x30",0.204469477193514,0.278703578949329,0.0258055230489885,0.166489608528316,0.113096560856998,0.211435251422855,2,30
"2x31",0.120983183605817,0.245956856207977,0.314737914372934,0.136021998065445,0.0604739389251374,0.121826108822689,2,31
"2x32",0.251038055581582,0.20123700726648,0.0545561493773553,0.25348215340366,0.049734106695144,0.189952527675779,2,32
"2x33",0.116254940964988,0.246944336581154,0.0728638315017621,0.2461132678474,0.139088283037361,0.178735340067335,2,33
"2x34",0.167773871326583,0.296549812056769,0.178083498386148,0.180120039705718,0.105337386842933,0.072135391681849,2,34
"2x35",0.134787141817662,0.409535674905196,0.163049253712311,0.114156045521117,0.0568415325704109,0.121630351473302,2,35
"2x36",0.0626406390264097,0.236848032260713,0.314795746127545,0.240523166417095,0.0423244747329088,0.102867941435329,2,36
"2x37",0.306461631720547,0.199030547469627,0.191449358593006,0.0606824662978167,0.149827324675548,0.0925486712434554,2,37
"2x38",0.142324308740104,0.155195560970497,0.128468956421167,0.300193604722013,0.170002087807705,0.103815481338514,2,38
"2x39",0.261749635291169,0.184522781295679,0.155126879616479,0.224935389611045,0.0568918853774304,0.116773428808198,2,39
"2x40",0.150482036475288,0.169775401307003,0.217683066554302,0.273857530081519,0.0310395974014526,0.157162368180434,2,40
"2x41",0.268558255209599,0.16462092591558,0.194075580753702,0.226017003003855,0.0466803660958854,0.100047869021379,2,41
"2x42",0.185899266863145,0.204761300275882,0.21248074544132,0.159143402527974,0.128891900044267,0.108823384847413,2,42
"2x43",0.143532007277032,0.137422357647246,0.381558215688037,0.181248044913675,0.0454769417783472,0.110762432695663,2,43
"2x44",0.294916447018412,0.139751661396318,0.205144083096714,0.141651602152071,0.133422636035331,0.0851135703011538,2,44
"2x45",0.213235289312808,0.223303208132919,0.194135474085929,0.178420976126707,0.0504187842272762,0.14048626811436,2,45
"2x46",0.117238183829093,0.138226812620815,0.277617052397254,0.20662267950015,0.174820434696996,0.0854748369556921,2,46
"2x47",0.112881844916193,0.112407350108641,0.296608306960169,0.200051527499613,0.160085226915053,0.117965743600331,2,47
"2x48",0.198256664168295,0.184275384472894,0.149087096043123,0.212558583175581,0.172679634282124,0.0831426378579831,2,48
"2x49",0.2464478119344,0.167800115095937,0.0475066029484943,0.285778474455191,0.157386588651816,0.0950804069141627,2,49
"3x0",0.099538403353079,0.540733316696667,0.0176948885120665,0.125719138806386,0.106344127827737,0.109970124804064,3,0
"3x1",0.197176575401638,0.548293760009383,0.00468444296197466,0.110196493395026,0.0594294183977325,0.080219309834246,3,1
"3x2",0.0924124768018811,0.612450244383048,0.0599804470464255,0.0791737597419926,0.0605052713698462,0.0954778006568067,3,2
"3x3",0.169883404101034,0.547517689687386,0.0567851841736963,0.0677648782544611,0.0702557780353507,0.087793065748072,3,3
"3x4",0.124437308129571,0.572582840912495,0.0431065365228531,0.103040420117311,0.0578078504793394,0.0990250438384307,3,4
"3x5",0.12035817076456,0.613527630092782,0.0556147171713043,0.0953995824816337,0.0460021979256729,0.0690977015640471,3,5
"3x6",0.0938303513055797,0.617623675688609,0.0402670423419294,0.104488675864524,0.051483213756719,0.0923070410426388,3,6
"3x7",0.0901866221960712,0.612383241010942,0.0587976090416045,0.0850949052781616,0.055979338563984,0.0975582839092363,3,7
"3x8",0.0590343628393644,0.315518485059724,0.213670171117424,0.248489773586634,0.0447478726901093,0.118539334706744,3,8
"3x9",0.189118094272202,0.528509209835655,0.0623802530031458,0.070296111031491,0.0672252099540294,0.0824711219034769,3,9
"3x10",0.147527935784567,0.575557613394933,0.0297685806037391,0.0880253699678373,0.0488352622087764,0.110285238040147,3,10
"3x11",0.0690994427050261,0.631175368910193,0.0256312356082232,0.135787393144593,0.069257778760187,0.069048780871778,3,11
"3x12",0.111431231271974,0.515018920679804,0.0548940127591307,0.159512401267179,0.0700162431461673,0.0891271908757448,3,12
"3x13",0.162547440289632,0.560563225218157,0.0493572528010051,0.0719446139062306,0.0618154116694293,0.0937720561155456,3,13
"3x14",0.0651796176269555,0.434915767057597,0.206236828700453,0.122027805545014,0.0541595871849869,0.117480393884994,3,14
"3x15",0.141046848285261,0.579858026455093,0.0396691213411392,0.0826685624493686,0.0556003859950397,0.101157055474099,3,15
"3x16",0.11729042792502,0.518159987252375,0.112120007549564,0.0828134691180526,0.0671222590273802,0.102493849127608,3,16
"3x17",0.101295853740331,0.627526071721746,0.0444189370254011,0.0772655699735536,0.0517773521388008,0.0977162154001675,3,17
"3x18",0.11317009094355,0.565049831118569,0.0243968422087017,0.107314226272799,0.0421232519350536,0.147945757521327,3,18
"3x19",0.151071659388522,0.49675829761832,0.0381136897586097,0.177418648931516,0.0392498218512413,0.0973878824517912,3,19
"3x20",0.090757150702183,0.450884630930989,0.0483289477196384,0.230449550672479,0.0470752301080378,0.132504489866672,3,20
"3x21",0.159011660379102,0.268146144381096,0.183357283116795,0.0916095470158423,0.222696919608539,0.0751784454986256,3,21
"3x22",0.0471001472305468,0.547021293567697,0.10813218739803,0.151064021541029,0.0364141207855255,0.110268229477172,3,22
"3x23",0.114588376561242,0.466123921096867,0.0311374210271702,0.254249700008341,0.0676867628567965,0.0662138184495842,3,23
"3x24",0.119842759242575,0.331834699323803,0.144295741223304,0.267629581175902,0.0546569348231372,0.08174028421128,3,24
"3x25",0.134436339930091,0.217669699198895,0.297593595542203,0.0996646925415206,0.146353481154525,0.104282191632765,3,25
"3x26",0.138078618441189,0.28737026889258,0.237980463961644,0.22713624593445,0.0255183211976854,0.0839160815724519,3,26
"3x27",0.159333844094621,0.360740041558351,0.0322265923029061,0.141141722129476,0.11365376933172,0.192904030582926,3,27
"3x28",0.236164652697894,0.292943420937241,0.0720158438783522,0.246823941261034,0.0498530786635726,0.102199062561907,3,28
"3x29",0.0948618664763075,0.350302920679483,0.292740651831258,0.0864447964093615,0.0451364781858088,0.130513286417782,3,29
"3x30",0.137842277763953,0.21633901787911,0.302017291651379,0.226477326758144,0.0336631186139219,0.0836609673334935,3,30
"3x31",0.0931720609481832,0.242517351549914,0.190061299120519,0.281510784498058,0.0543698544975839,0.138368649385742,3,31
"3x32",0.147340417033684,0.343609755106756,0.217394986397163,0.144228327129241,0.0244205383783971,0.123005975954759,3,32
"3x33",0.0637985280543899,0.251875618535842,0.28930850090353,0.232943960444401,0.0378778166751978,0.12419557538664,3,33
"3x34",0.105328823833288,0.144123807942258,0.304967017977177,0.215129925294427,0.0524102964847631,0.178040128468086,3,34
"3x35",0.163404504764445,0.119426308304536,0.16242870283855,0.219465866752142,0.157804048268588,0.177470569071739,3,35
"3x36",0.160917604444429,0.249141853270237,0.154938205033933,0.162222798440852,0.112031075048718,0.160748463761831,3,36
"3x37",0.156701930941587,0.189795061315608,0.222977416334743,0.238760483019654,0.119585662141857,0.0721794462465514,3,37
"3x38",0.16568983091285,0.257942810662718,0.154543904502658,0.16100577428353,0.0566886318508275,0.204129047787417,3,38
"3x39",0.0981472132927876,0.182225813462487,0.264262917717833,0.194554870327165,0.151088461436993,0.109720723762734,3,39
"3x40",0.155493788266235,0.0809372880489484,0.233552894776595,0.251243449349945,0.141916247910157,0.13685633164812,3,40
"3x41",0.163146753981726,0.153597196354002,0.389162661521619,0.131962044516609,0.0581337754720992,0.103997568153946,3,41
"3x42",0.197992802290736,0.195457478195051,0.161574725076412,0.269755753095457,0.0149666272880913,0.160252614054253,3,42
"3x43",0.137456247557109,0.14597344454596,0.144683723760349,0.317968984440882,0.141393592990388,0.112524006705313,3,43
"3x44",0.185418162557963,0.323126795481089,0.17862714648501,0.0605644694409737,0.0512558190762314,0.201007606958733,3,44
"3x45",0.195596286369922,0.250118122702428,0.137152219130852,0.0974215874854507,0.0276082027939288,0.292103581517418,3,45
"3x46",0.0931290236045755,0.283939291509623,0.0946167264014861,0.236573272418481,0.170295616044137,0.121446070021698,3,46
"3x47",0.240563372614033,0.176349038551247,0.152697022773311,0.0821618641790475,0.140148275678757,0.208080426203606,3,47
"3x48",0.152556609688995,0.382030552310914,0.0983529732073367,0.104083451296064,0.0299538298246586,0.233022583672031,3,48
"3x49",0.237150164026212,0.184674018000337,0.234109163709788,0.177179986180927,0.0489787438937789,0.117907924188957,3,49
"4x0",0.183477895963565,0.520258876830869,0.0670247788139109,0.0537098815093559,0.0607529935152697,0.11477557336703,4,0
"4x1",0.0876562465767025,0.494254950274372,0.165409239641568,0.100984393267487,0.0493751841287428,0.102319986111127,4,1
"4x2",0.146478696933464,0.497791111899013,0.0311825292674834,0.200898417958682,0.045739546863522,0.0779096970778365,4,2
"4x3",0.148920459167357,0.549428496443911,0.0466622008160897,0.0918945831578613,0.0601480428284654,0.102946217586316,4,3
"4x4",0.125453583380172,0.641147690709231,0.025575044367666,0.0879920470778876,0.0420701475884845,0.0777614868765592,4,4
"4x5",0.0716543058780515,0.641640004289898,0.0330003671936376,0.0968615540221806,0.0603317868174804,0.0965119817987518,4,5
"4x6",0.0986187396303554,0.636377080146297,0.0556870900068275,0.0910029129272,0.0507835132760546,0.0675306640132652,4,6
"4x7",0.08337891656445,0.637502064734879,0.0180615925102763,0.0950645451185157,0.0791164242803843,0.086876456791495,4,7
"4x8",0.11509083379426,0.651879062011062,0.0372045227739261,0.0676811970999643,0.0536221862554212,0.0745221980653662,4,8
"4x9",0.148211473779323,0.561809678831228,0.0429837201611178,0.0920297444522842,0.0567841508790395,0.0981812318970069,4,9
"4x10",0.0896366758275878,0.637772277774019,0.0273222195714189,0.0988967184634785,0.061194784072408,0.0851773242910878,4,10
"4x11",0.152802225598463,0.570375993391323,0.0342678403113341,0.0875558523157656,0.069969628925177,0.0850284594579375,4,11
"4x12",0.133683391336993,0.584514127955163,0.0529260520370972,0.0747974807324783,0.0461638202684399,0.107915127669829,4,12
"4x13",0.0701457294664944,0.644507177058304,0.00162651459116624,0.0966570130319621,0.0800763330573728,0.1069872327947,4,13
"4x14",0.112649592828908,0.589549837136657,0.0189725068550718,0.125293356854966,0.0621959490282944,0.0913387572961025,4,14
"4x15",0.10733896474604,0.615240338403707,0.0682042288947222,0.0653680772342015,0.0517557418342525,0.0920926488870774,4,15
"4x16",0.10537212100845,0.617830232781475,0.0438811241215849,0.0880460658165299,0.0431386050800143,0.101731851191945,4,16
"4x17",0.110006462508959,0.557226244503813,0.0378502595475271,0.066612957904842,0.0569335321748789,0.17137054335998,4,17
"4x18",0.0543619435707883,0.58469749746552,0.0930206209486224,0.066038666748169,0.0657319880695788,0.136149283197322,4,18
"4x19",0.131711727647076,0.430259973021779,0.147157661815474,0.107998515326104,0.0558763322643648,0.126995789925203,4,19
"4x20",0.162912566452537,0.542628813326413,0.0355581800538517,0.0745555079090875,0.0582339902006406,0.12611094205747,4,20
"4x21",0.119688667910892,0.497284565453385,0.103662378242587,0.119053769672647,0.0351676631241978,0.125142955596292,4,21
"4x22",0.223520833558166,0.41158909097068,0.121068448301799,0.0862502724733663,0.0640346497690926,0.0935367049268972,4,22
"4x23",0.128600817036094,0.353659488292629,0.309158774802281,0.0717779253239366,0.0491125086896245,0.0876904858554349,4,23
"4x24",0.104545111492639,0.38881437752815,0.168544226123306,0.102361906741542,0.142186408744027,0.0935479693703366,4,24
"4x25",0.190585881873546,0.345588576003976,0.116298759636164,0.218504614164804,0.0447009143213805,0.0843212540001306,4,25
"4x26",0.0523927785148371,0.307420561395375,0.319890175244343,0.171494369404347,0.0423702711674952,0.106431844273602,4,26
"4x27",0.152755951123357,0.312146383753823,0.126259548960624,0.183616773466889,0.0946878553473797,0.130533487347926,4,27
"4x28",0.141193768660947,0.284311970100379,0.248893037384993,0.106123958544321,0.112997805359052,0.10647945995031,4,28
"4x29",0.0904063167702465,0.182125353423717,0.320070736521608,0.271767155246119,0.030495810871837,0.105134627166473,4,29
"4x30",0.101297154228034,0.284724620702658,0.1742416844442,0.0970593910699347,0.124272601605104,0.218404547950069,4,30
"4x31",0.33089767794794,0.0906187380244616,0.284280821674856,0.16152740179919,0.0530483489545308,0.0796270115990219,4,31
"4x32",0.149226098390082,0.163901420860884,0.302115042343431,0.146528672420984,0.0422634886621492,0.195965277322469,4,32
"4x33",0.127728518655628,0.284344489674286,0.231274331428445,0.0754993904391794,0.116965173801869,0.164188096000592,4,33
"4x34",0.160436147963358,0.201770936529518,0.32348741101144,0.158787146262546,0.0530513114995017,0.102467046733636,4,34
