"","Macrophages","Mast","mDCs","Monocytes"
"2x12",0.0901216530878774,0.19252549527481,0.406020848372981,0.0245895811224051
"2x13",0.110774434356601,0.160999045387016,0.815584333919819,0.0347942614557196
"2x14",0.0543824683283728,0.201558045998744,0.432457751674316,0.0414826202683714
"2x15",0.069265005703266,0.238028407484035,0.389825460824582,0.0388547641831567
"2x16",0.0790195614054124,0.0848058452709892,0.642990597531655,0.0543609182040577
"2x17",0.0725272734301121,0.161922465662743,0.533915937623625,0.028009075355351
"2x18",0.0783114853685975,0.0860293186840092,0.651940601465528,0.0334654750938281
"2x19",0.0469026436802399,0.143062795357285,0.594267428432456,0.0470317789237936
"2x20",0.0610222719338787,0.176363952998914,0.531492984228686,0.0458152628388302
"2x21",0.0758324508001773,0.333746339518519,0.403974933654103,0.034049453816408
"2x22",0.0983750438524773,0.174250208206634,0.453264452574326,0.0583877897157924
"2x23",0.0673001483654994,0.105968938488011,0.658111178992189,0.0672421760220654
"2x24",0.0603462494132019,0.24235468758527,0.467942935162007,0.0363696169742302
"2x25",0.0590420877763408,0.145891481453156,0.672337150419937,0.0324357673995836
"2x26",0.0679174859763571,0.23355321283204,0.488458501055434,0.0317157680180452
"2x27",0.179101077388378,0.0709951988079681,0.615743527799115,0.0852729518584812
"2x28",0.149624849212322,0.368215698132345,0.379596493011321,0.0384287034648985
"2x29",0.0806915407226659,0.112936507378078,0.656694875451172,0.0377062541854651
"2x30",0.154030433540351,0.178581110077594,0.343342201357852,0.132855178799388
"2x31",0.0544352944227162,0.0910141989161871,0.798978535933465,0.0594129533381885
"2x32",0.149550528407025,0.0819882998229078,0.548839135099081,0.142560419728978
"2x33",0.134070763681255,0.233469922467243,0.491909119684411,0.0303844502041619
"2x34",0.0431433256023803,0.186242691996106,0.639989123318181,0.0113274765811851
"2x35",0.0822456071691793,0.0977368268744528,0.627177966073389,0.0720279170673839
"2x36",0.0771963492702194,0.0279983566961334,0.892810358419745,0.0356815024696702
"2x37",0.0999832020376252,0.203921686876827,0.487774043010481,0.0364494269061986
"2x38",0.0752241703779156,0.199869233881705,0.657515074422497,0.0497617126111298
"2x39",0.09584729916787,0.0613968473767317,0.677295174911673,0.0664457854005164
"2x40",0.0693072020453007,0.0355638052780783,0.751280367919787,0.121058799853098
"2x41",0.0574429427375819,0.062603878084874,0.727843759536309,0.0485070951354025
"2x42",0.0898271528822134,0.171181661942011,0.636054840539338,0.0500334857886771
"2x43",0.0928543063946197,0.069648895928658,0.835687769514802,0.040775296259059
"2x44",0.0724890574084531,0.189247056171259,0.641175012486992,0.00469306862758528
"2x45",0.15383179162456,0.0961825656160852,0.601191514017935,0.0572081061869206
"2x46",0.0408023762955117,0.197458058974629,0.762155381949554,0.0325446801959012
"2x47",0.0695256508200987,0.20047426497948,0.738625415427964,0.0292573262360902
"2x48",0.0623018579889481,0.209109279899237,0.555217808364534,0.0477933670925045
"2x49",0.0962299910895723,0.217652639387582,0.509669430423564,0.0536905389657138
"3x0",0.0975134120818247,0.225950289921637,0.384249731204421,0.0450978144189634
"3x1",0.0998690256597979,0.152560306516274,0.421889489792046,0.0411613479745888
"3x2",0.0470381494159602,0.202061599055092,0.420681417014174,0.039248604732404
"3x3",0.0606830593610612,0.222560768480153,0.398234017429805,0.0157981709909681
"3x4",0.068879362200556,0.194974236042702,0.437726327902783,0.0305314265793253
"3x5",0.0590927672298249,0.160845139740484,0.442062485240885,0.0358317631387843
"3x6",0.0650648636753021,0.179512829110824,0.441048034216976,0.0476762609144963
"3x7",0.0581567713096742,0.179626768844546,0.450110535503835,0.0497798811685312
"3x8",0.0876561778932493,0.0775640184954422,0.77529372059513,0.0633160875255984
"3x9",0.100583135972371,0.25280839539312,0.305973587165021,0.0317555569231006
"3x10",0.115407129819033,0.232153578838722,0.331403569681432,0.0350699070253702
"3x11",0.0634349886161441,0.184445329314442,0.45048839635917,0.0188417555875278
"3x12",0.0636263482890037,0.193657480296543,0.472360528806874,0.0464943717302622
"3x13",0.086875727025608,0.234726922079946,0.388202148375161,0.0270478194169572
"3x14",0.0385410063166971,0.0902302555539642,0.747284898749827,0.0403102106348154
"3x15",0.0500277726356947,0.185836372207138,0.451112132128801,0.0443134543297223
"3x16",0.0451747443173225,0.179778905858082,0.495065868721793,0.033597668424203
"3x17",0.0623445702257461,0.223345281291546,0.421948790589693,0.0183558013247834
"3x18",0.0814315364897826,0.156565491535888,0.441558624049846,0.0860983272815157
"3x19",0.110863378620353,0.164596116771079,0.419249067025914,0.0526306986377183
"3x20",0.150787689327292,0.0838220686134838,0.579983436782382,0.0382278478621865
"3x21",0.0651678367589042,0.281450705184504,0.511181980129186,0.0250165962204747
"3x22",0.155708741264086,0.116385102985553,0.507750042307665,0.0173968016449171
"3x23",0.104869252619799,0.168277356609965,0.47167786438661,0.0554962793617841
"3x24",0.0901750315591277,0.087592377110411,0.691667240254738,0.0329519916887929
"3x25",0.0664929150329155,0.202892522873681,0.68996671581251,0.023149549451615
"3x26",0.0648981751726933,0.0551551547725389,0.815261348849083,0.0304438584473414
"3x27",0.165895257648664,0.230001557231203,0.356838131694052,0.110644720021436
"3x28",0.0870191129473054,0.104462805498895,0.607544061097624,0.038884749260308
"3x29",0.062612588901629,0.0667960101034279,0.770426273410921,0.0556418011413127
"3x30",0.0955992041451675,0.0408762258113194,0.783147984203896,0.0342255502143983
"3x31",0.0862322230801135,0.0308763310838276,0.779340348799217,0.0684467729224749
"3x32",0.0623732633767288,0.064553688596402,0.741654998176582,0.0563334200397683
"3x33",0.0908151982710657,0.0356505366372511,0.834374340545249,0.0454888524663935
"3x34",0.0719547649555714,0.0489437062943696,0.834879855290177,0.11090881162102
"3x35",0.125953374947648,0.192416915630686,0.546667059737948,0.106138062452817
"3x36",0.127649529957971,0.172488656961107,0.519148677212941,0.0767103520211192
"3x37",0.0836534434230065,0.160400232515873,0.715772431420138,0.0165114947524635
"3x38",0.164456554770928,0.0794992811733136,0.578284352889214,0.0755400766101869
"3x39",0.0920189242822104,0.218509119307865,0.673419114771815,0.0225206560698453
"3x40",0.139081196062631,0.196022839107436,0.64321522634249,0.0375981371341766
"3x41",0.097422577242259,0.0690240499572546,0.81484265476748,0.0318128206506553
"3x42",0.137346667781447,0.0673799847843709,0.727630910159529,0.0383790440856416
"3x43",0.0733663889489792,0.189504587766824,0.678542311679334,0.0405608240667367
"3x44",0.121706617215686,0.0931400357214551,0.53548937464196,0.136114650996299
"3x45",0.136272247962969,0.063922934468919,0.573412586812351,0.15473522079683
"3x46",0.100590103036587,0.199996008719761,0.549262464484393,0.062498158745433
"3x47",0.156884617323986,0.226177888450048,0.402258428226427,0.0867251818599273
"3x48",0.0796465068836233,0.091512964512328,0.582200439422872,0.147958132870624
"3x49",0.118822920026703,0.094312971071165,0.703597795746258,0.028446765795923
"4x0",0.0693999459559146,0.223083253045545,0.418502020899829,0.036443977246646
"4x1",0.071647190975163,0.121168051553976,0.621171757830505,0.0248262742439575
"4x2",0.0976958946200756,0.156671818800476,0.513265174402232,0.0267831034045368
"4x3",0.064113442833834,0.239148620313316,0.409544184841801,0.0371328528169262
"4x4",0.0703862978045115,0.156399268034381,0.411144411090427,0.0350563211736907
"4x5",0.0676853017054601,0.236669594872444,0.382212347876983,0.0239406638151497
"4x6",0.0532297433089783,0.209319132703985,0.403590280824235,0.0308867685096293
"4x7",0.0979398384644762,0.164411431710777,0.421906676436375,0.0255100387537027
"4x8",0.0502202052565782,0.208554437687471,0.397999662405424,0.0370678440092536
"4x9",0.0493464686350066,0.224169289071593,0.413626680880707,0.0208970868420327
"4x10",0.0639288211391995,0.196461953744723,0.422224523528326,0.0507129812983906
"4x11",0.110921921228644,0.198892568552685,0.345624778356453,0.0303848452894328
"4x12",0.0865861684708736,0.184560211022992,0.410161795382528,0.0257897047441514
"4x13",0.0719136788660824,0.162614131170802,0.430684305509858,0.0378059426747689
"4x14",0.0514036667528728,0.16139119351602,0.460862232462479,0.0396142563731382
"4x15",0.0819756001028076,0.207929683498285,0.399540621758309,0.0154493606348595
"4x16",0.107743075187934,0.212006836630502,0.352199768175627,0.0403951200346198
"4x17",0.122470645099615,0.14286705991837,0.392728076985782,0.0797870427179784
"4x18",0.0248642530055709,0.16140662204208,0.47480692814666,0.104490410729335
"4x19",0.0954217748193805,0.0827145248915449,0.601493886747035,0.0599397672852728
"4x20",0.0928973263476089,0.154240301635315,0.432913859730831,0.0493084835240438
"4x21",0.0911146078151541,0.102113352392122,0.555136028937119,0.0540324215777934
"4x22",0.0563949912858394,0.166219612140425,0.508943089229666,0.0295680829890201
"4x23",0.0303916500325949,0.0804697631884184,0.789232784441726,0.0262712018981438
"4x24",0.0680930237222376,0.259685597907829,0.510102862363659,0.0343459392594336
"4x25",0.0800711317740637,0.129057986895011,0.583944528275466,0.0527756038868343
"4x26",0.0235742364700494,0.0734352899425391,0.809178515252033,0.0608953925143215
"4x27",0.0624237161134177,0.149739235379349,0.620393096453126,0.0750095097519495
"4x28",0.0630710528817231,0.171562892453082,0.654934936986732,0.037459925741542
"4x29",0.0795944435928201,0.0454188554817419,0.85439154406944,0.0248384968727344
"4x30",0.0800804920780872,0.212945971154856,0.551460925109968,0.121582400322982
"4x31",0.111017594821301,0.079025200009253,0.707982693068899,0.0237424693855493
"4x32",0.110370256977303,0.045362724951798,0.738932117896897,0.134059939999685
"4x33",0.117753746248725,0.214946738617374,0.539310207238519,0.0278488401075063
"4x34",0.032567458297255,0.0654765108459226,0.817956693570539,0.0547086095122433
"4x35",0.0579592672462912,0.0758303680597897,0.804854919651485,0.0453317149466423
"4x36",0.164337126078207,0.0661827449658199,0.775464149388169,0.0424607181752198
"4x37",0.130247798565533,0.241112811943869,0.505290993034125,0.0715661988720497
"4x38",0.0762239769571425,0.235601815500292,0.470158481669278,0.048210669801892
"4x39",0.0561942013268164,0.0902636642183215,0.720751263048473,0.032165671847792
"4x40",0.0352217886237946,0.221963369939406,0.688139057867008,0.0479156239319303
"4x41",0.0931318400654413,0.296922609175562,0.455634083855203,0.0440805113621272
"4x42",0.132731365541217,0.0316092062267212,0.704107889550395,0.082985342059771
"4x43",0.0772930139629954,0.0686709364262403,0.806136900054011,0.0350223349013158
"4x44",0.0885047946452098,0.0238791809450326,0.868375868190917,0.0630887111722231
"4x45",0.118612543791707,0.0661808168282079,0.666041638468293,0.0853264619044755
"4x46",0.0746870311970513,0.0550613183676983,0.745988552868654,0.0825648238133379
"4x47",0.0724388117322987,0.0809416668035815,0.72640795982593,0.124789766873915
"4x48",0.0816835146171396,0.0853190204247476,0.80412037104115,0.0288651573588488
"4x49",0.195611765613011,0.206316619623362,0.35337726592105,0.0997082295548358
"5x0",0.0666084252822253,0.103442435200893,0.621547149821104,0.0221133340517628
"5x1",0.0591719683335946,0.172689516356176,0.540006873711016,0.048276809725515
"5x2",0.0581887058341874,0.194559490354022,0.399553220776538,0.0517213430774382
"5x3",0.147867133832285,0.18348538955034,0.361306550875781,0.0219267068166663
"5x4",0.0667665877974308,0.15751467973655,0.440862022142743,0.0386504840010069
"5x5",0.0788223058027804,0.167893062294458,0.421730208304751,0.0397515285597981
"5x6",0.054187592306833,0.0984273086335281,0.697881819917916,0.0409535508517993
"5x7",0.0945267748831072,0.189144719175225,0.386648006586614,0.0376740352148923
"5x8",0.0435249170527538,0.202210652280335,0.416374142342296,0.0489804791364334
"5x9",0.0725533826340294,0.140010869139849,0.469316442183187,0.0373577640248343
"5x10",0.0597262446809029,0.197323312173116,0.405585848972302,0.0450919062227565
"5x11",0.0892038305047363,0.1807027690341,0.423070277587564,0.0368942905982892
"5x12",0.076753248829517,0.232734825231699,0.359142956903573,0.0313350206007482
"5x13",0.0673685018834546,0.209287164773824,0.403196438798542,0.0325067530230407
"5x14",0.091993720659632,0.210622831172985,0.385868935196113,0.0234776524717359
"5x15",0.0592777291662436,0.186936581153181,0.421769597073804,0.0604801291696056
"5x16",0.0752094018346847,0.179940424074898,0.392449384957067,0.0514164609346973
"5x17",0.104508577127418,0.211075359081803,0.361400933748334,0.0184851260812025
"5x18",0.0268447476035348,0.0795137423962881,0.715283383323177,0.0187150313579233
"5x19",0.077293170356401,0.120915397887446,0.552055928017042,0.0390798000172213
"5x20",0.114898447922334,0.0971751808879559,0.454550962252219,0.11580170791381
"5x21",0.0693409467827426,0.202312622410013,0.518473124437878,0.059224011762997
"5x22",0.0796202592562836,0.110701483906059,0.700743535813248,0.0299166478920585
"5x23",0.025539882652145,0.0658352818925947,0.799143207726093,0.0437432783440331
"5x24",0.0505491574111027,0.219921950909346,0.633927450771381,0.0392235655494413
"5x25",0.0474637267382784,0.0543151876444018,0.816431929641899,0.0548923878295624
"5x26",0.0739955909788591,0.0465312169844963,0.669237838825796,0.162955830002634
"5x27",0.0842235062375391,0.109060481901249,0.670684080406135,0.0377575101331018
"5x28",0.0654001423887333,0.156333431618208,0.693319495763928,0.107763857902483
"5x29",0.092319954897471,0.20542949865458,0.64748261528632,0.0388228194596527
"5x30",0.0873069224071745,0.0605938293140142,0.782039885915889,0.0357454854094236
"5x31",0.191197948273346,0.0453197944939515,0.693565448824105,0.0791665350633945
"5x32",0.10948105085002,0.229605248275216,0.529954001883525,0.036996162018467
"5x33",0.158023010429217,0.071188500987846,0.673661165380732,0.037955916043387
"5x34",0.0865993980230204,0.214446822507648,0.708391025107675,0.0128123511640739
"5x35",0.0846426544431589,0.141140864158303,0.694153761802907,0.0623743427522333
"5x36",0.147563862597032,0.0898791819706798,0.64332158417691,0.0508109032922193
"5x37",0.0629215039730924,0.0321281891326579,0.875010392660086,0.104871154472891
"5x38",0.170860284795979,0.0759428993947767,0.625678035373551,0.0916390889832883
"5x39",0.108154073693278,0.0821315830215332,0.714126307998558,0.068539081437234
"5x40",0.146954542788887,0.0540064567129936,0.647132169326338,0.112668959174839
"5x41",0.111798197907287,0.0360171807527729,0.842337172790948,0.0362971433253214
"5x42",0.153982534924143,0.0210318543819605,0.775355434170326,0.0821825112973713
"5x43",0.0875905409391948,0.0349954698279319,0.821608411604403,0.117743359257933
"5x44",0.0780331980504724,0.0396871128638642,0.900096612598343,0.0269431113511464
"5x45",0.0888526345800016,0.0438226959419398,0.767452652784724,0.0230329744673687
"5x46",0.145375798572573,0.245050786448117,0.415351865576695,0.0479461733829964
"5x47",0.133989203667775,0.056109542385969,0.672360461909025,0.0657024211068175
"5x48",0.111807325344595,0.0898885075948642,0.773422240237081,0.00737639751402844
"5x49",0.141706612362518,0.265534005604405,0.305735506141007,0.106294068292898
"6x0",0.0981018838897354,0.133635717221685,0.457636588065645,0.0818901763108492
"6x1",0.0728058048153753,0.12292472448742,0.530872439532059,0.0331521286619454
"6x2",0.0837565139725826,0.197181912564931,0.392538063954856,0.0280376685996246
"6x3",0.125915488349553,0.125655114736417,0.416095615322697,0.0257918032022688
"6x4",0.049933183970658,0.213025690934718,0.387018919570578,0.0431322421928434
"6x5",0.068153277080371,0.177217984369073,0.430268511902657,0.0317402738568907
"6x6",0.147614732519003,0.110667932558658,0.48304106756187,0.0776726474112807
"6x7",0.0710980099409459,0.172978506552534,0.64094143073208,0.0334700000176866
"6x8",0.0524808076810102,0.187613472190082,0.445840988792823,0.0222074221544675
"6x9",0.0512935912708562,0.195924612563199,0.45487190410247,0.0203659217076894
"6x10",0.076506505485508,0.185392947979495,0.434351480050985,0.0340567625528099
"6x11",0.0963007757365102,0.243766979811359,0.340158800026993,0.038452198520389
"6x12",0.119306799988405,0.205228949579309,0.379190860120388,0.0414455794468857
"6x13",0.094753541841378,0.226075138361834,0.346725931345639,0.028032597770086
"6x14",0.0983164748800984,0.0706848663053514,0.72876430385174,0.0931577283738566
"6x15",0.0605167920347571,0.194655917843147,0.433211021805241,0.035295954781905
"6x16",0.0985922968703852,0.18487158194324,0.398936697972162,0.0297253792591525
"6x17",0.0721581107485671,0.188561198627314,0.45045401212626,0.0198939422401429
"6x18",0.0519603087848025,0.100768440268117,0.768408082428098,0.0398235811349902
"6x19",0.0809696409582786,0.164875094709381,0.375897593628057,0.0561680365141537
"6x20",0.0562061944758501,0.175364681204732,0.476312587601943,0.0325660216680976
"6x21",0.113148849667872,0.15289985977494,0.408085214272475,0.124700343182885
"6x22",0.0700881628503051,0.134812048935253,0.523848373954126,0.0211855099206467
"6x23",0.0431323387467777,0.0910439976597505,0.779428245415583,0.0200880009207675
"6x24",0.146975433983916,0.117173909228321,0.473461800670166,0.0796465712752787
"6x25",0.120768699220771,0.0788516529834801,0.65758315275262,0.0706361297393598
"6x26",0.0879350437430282,0.0651601969112282,0.78233937243092,0.0553297733150643
"6x27",0.0961841516662696,0.040831539509986,0.788751569903544,0.0517545814641321
"6x28",0.160787701846064,0.0987800373081661,0.628898987893072,0.0648054914175212
"6x29",0.130644828845415,0.306680079566126,0.320805173823071,0.0690442256071386
"6x30",0.131080034902184,0.057542082378224,0.697849309741093,0.0708361227849605
"6x31",0.102789681431111,0.0419527469231071,0.730328256247675,0.0549989318820443
"6x32",0.132187166895588,0.138354936026137,0.779888869956964,0.0735406384992942
"6x33",0.0642579879458081,0.126736826087977,0.773556266127648,0.0552574771194988
"6x34",0.154075554505156,0.148308912341187,0.671888650810562,0.0561825136008135
"6x35",0.111619596692207,0.0719914179138049,0.698012083101157,0.0435304485443702
"6x36",0.0653097299494715,0.275970504967337,0.587667193143906,0.0240723053151714
"6x37",0.169486218362427,0.179374014816909,0.533381945141159,0.0634240288805224
"6x38",0.134769322817758,0.274165942516022,0.449579414012,0.063126995101039
"6x39",0.0860759963920468,0.116135612155312,0.639039939634567,0.101267134196195
"6x40",0.0985716843163451,0.0521460390165909,0.796855614632222,0.109434076870825
"6x41",0.120076735288709,0.0665075844553875,0.854613148459697,0.02990166290991
"6x42",0.118670197352058,0.0211477649975513,0.822613685050991,0.0429880782640943
"6x43",0.109414204013643,0.0723145156314643,0.727873233652432,0.0311871950325638
"6x44",0.0657551635438282,0.0850187063941228,0.763673096146317,0.0480148531572402
"6x45",0.0974512834910272,0.0547787678051669,0.796302172921916,0.051949096386487
"6x46",0.0600223997162016,0.0431463832525053,0.891399357640372,0.0389128610226431
"6x47",0.0838178905034759,0.199590823024596,0.629169313836656,0.0341048964858458
"6x48",0.133007832518208,0.256108122550581,0.442922487849344,0.0491947057997293
"6x49",0.0468564407146539,0.186265243316138,0.573511695196421,0.110391495267257
"7x0",0.0739810849413252,0.187907212298217,0.385249969383511,0.0269403010526944
"7x1",0.0748992491194464,0.172391809853241,0.508580955461417,0.043625935201643
"7x2",0.0801400497389672,0.236374096837231,0.385410912385299,0.0116321381382008
"7x3",0.111811812098759,0.18756483986364,0.657458288397065,0.049332494200158
"7x4",0.138461829041074,0.306961476216061,0.512208357695352,0.0488720636695391
"7x5",0.106910628993099,0.194631479748633,0.386026644349598,0.0256559913807353
"7x6",0.0478397797115194,0.17795149090404,0.4345128619001,0.0522483395670925
"7x7",0.0682014779333779,0.207040205111972,0.425582960057988,0.0481610554110976
"7x8",0.078986604061553,0.229499496537758,0.398803820028461,0.0190031433321552
