"","Ductal","Cancer","Stroma"
"5x28",0.0521036725570738,0.382672254190914,0.565224073252012
"5x29",0.0624660218847483,0.364069915109442,0.57346406300581
"5x30",0.0391836535425994,0.475820557902724,0.484995788554677
"5x31",0.132863429048835,0.358524797653833,0.508611773297332
"5x32",0.295458708115391,0.34080127879464,0.363740013089969
"5x33",0.235325030326428,0.36283922465086,0.401835745022713
"5x34",0.184279631146384,0.210020359933869,0.605700008919747
"5x35",0.142257902724449,0.238892492798392,0.618849604477159
"5x36",0.227138410246859,0.341047336672198,0.431814253080943
"5x37",0.163705475845566,0.222270802312275,0.614023721842159
"5x38",0.269412871187588,0.269196934089196,0.461390194723217
"5x39",0.320784103608902,0.238838831186135,0.440377065204963
"5x40",0.0944097421057396,0.422907586451773,0.482682671442488
"5x41",0.0773271297810546,0.38516680539438,0.537506064824566
"5x42",0.340385474688188,0.0763711698821924,0.583243355429619
"5x43",0.203811026920739,0.193641967813301,0.60254700526596
"5x44",0.22241914449998,0.23734665755708,0.54023419794294
"5x45",0.303381032590597,0.275051961190362,0.421567006219041
"5x46",0.3315399884827,0.291051800719455,0.377408210797845
"5x47",0.170771926879969,0.386921167740917,0.442306905379114
"5x48",0.136777364968559,0.385965230626782,0.477257404404659
"5x49",0.347772331415869,0.343015637646837,0.309212030937294
"6x0",0.190389863793316,0.671003798854344,0.138606337352341
"6x1",0.0933059499944388,0.69008275449202,0.216611295513541
"6x2",0.0442622306834943,0.917293313377337,0.0384444559391688
"6x3",0.0487979140728855,0.917449298533143,0.0337527873939712
"6x4",0.0537882813468305,0.928422470025257,0.0177892486279126
"6x5",0.0364476299989813,0.900745716582195,0.0628066534188233
"6x6",0.0566389678034024,0.923853502817292,0.0195075293793058
"6x7",0.141415844635188,0.804475907296738,0.0541082480680738
"6x8",0.123395938364738,0.85221550084074,0.0243885607945224
"6x9",0.0615429515139445,0.873856851837969,0.0646001966480866
"6x10",0.0609873216252467,0.906876862454986,0.0321358159197676
"6x11",0.0813142646021764,0.880037195466525,0.0386485399312983
"6x12",0.0419740958832017,0.890072396808982,0.0679535073078164
"6x13",0.0794538197202826,0.89611124205742,0.024434938222297
"6x14",0.0664522131497694,0.879982521637113,0.0535652652131174
"6x15",0.00186797918898073,0.977538857203738,0.0205931636072811
"6x16",0.0183456495545399,0.934567701322262,0.0470866491231984
"6x17",0.0668566401187959,0.885062761222013,0.0480805986591915
"6x18",0.125552047317036,0.851839503185944,0.0226084494970196
"6x19",0.149416416679966,0.750111339080567,0.100472244239466
"6x20",0.168687279107031,0.793010807560019,0.03830191333295
"6x21",0.0598759906787514,0.772187243821404,0.167936765499845
"6x22",0.0532196288266675,0.695885955671388,0.250894415501945
"6x23",0.0540165858043841,0.448144054322999,0.497839359872617
"6x24",0.186943108056725,0.554997171504803,0.258059720438472
"6x25",0.213501651713662,0.399174669391069,0.387323678895268
"6x26",0.215756523849172,0.331958874913477,0.452284601237351
"6x27",0.202012910832001,0.370503059458903,0.427484029709095
"6x28",0.199843137029116,0.380851756810713,0.419305106160171
"6x29",0.26970872568773,0.354681759141947,0.375609515170323
"6x30",0.178391781140444,0.363339702847518,0.458268516012037
"6x31",0.0875939220603641,0.485684355893523,0.426721722046113
"6x32",0.220958132334951,0.139613385792553,0.639428481872496
"6x33",0.205012160605908,0.236123641497747,0.558864197896345
"6x34",0.166546466955847,0.25040053532824,0.583052997715914
"6x35",0.208213145911705,0.349702204215617,0.442084649872678
"6x36",0.112419493802895,0.336596155626588,0.550984350570516
"6x37",0.239406827204227,0.263101980628996,0.497491192166776
"6x38",0.244572734980935,0.26953293388518,0.485894331133885
"6x39",0.112883569059565,0.532816019369038,0.354300411571397
"6x40",0.219524419383191,0.277743249496105,0.502732331120704
"6x41",0.193216869618995,0.21245390685071,0.594329223530295
"6x42",0.202471387893639,0.298633264251571,0.49889534785479
"6x43",0.344462787397585,0.170646856723281,0.484890355879135
"6x44",0.159900799884053,0.425203667667067,0.41489553244888
"6x45",0.210993280086585,0.313187582937414,0.475819136976001
"6x46",0.210688768121825,0.185833502438235,0.60347772943994
"6x47",0.227732366453659,0.28240982681387,0.489857806732471
"6x48",0.168682300291873,0.376886540806764,0.454431158901363
"6x49",0.153602079435978,0.379278049096711,0.467119871467312
"7x0",0.177709438932871,0.794939847186291,0.027350713880838
"7x1",0.114133168364764,0.615943497037332,0.269923334597904
"7x2",0.0388751325793222,0.92767705206452,0.033447815356158
"7x3",0.0998183586129391,0.87159853370395,0.0285831076831112
"7x4",0.0683734360365756,0.925403371199033,0.00622319276439148
"7x5",0.00916058824964823,0.960681249019958,0.0301581627303942
"7x6",0.0635918248585605,0.921433683825316,0.0149744913161237
"7x7",0.0724839832800562,0.887666240860289,0.0398497758596548
"7x8",0.0873649932785148,0.893287887780716,0.0193471189407691
"7x9",0.125916669792723,0.850859688893103,0.0232236413141735
"7x10",0.0797264488692444,0.906069782433415,0.0142037686973407
"7x11",0.128446838107676,0.846681503150929,0.0248716587413946
"7x12",0.15563791679567,0.811585017149431,0.0327770660548997
"7x13",0.088950919498883,0.88954542979447,0.0215036507066473
"7x14",0.0657200957936423,0.900645900931969,0.0336340032743885
"7x15",0.0630795260594895,0.932050659795596,0.00486981414491426
"7x16",0.109524272512381,0.858599285364098,0.0318764421235207
"7x17",0.0251248875268481,0.947130323438908,0.0277447890342443
"7x18",0.045582868032414,0.921164132972588,0.0332529989949976
"7x19",0.120602579408763,0.584077895159768,0.295319525431469
"7x20",0.357324617242927,0.511062316685459,0.131613066071614
"7x21",0.236676547146311,0.52813383742306,0.235189615430629
"7x22",0.103152825881424,0.550269476831571,0.346577697287005
"7x23",0.180572187433967,0.460820501534625,0.358607311031407
"7x24",0.119503994651811,0.685744572543803,0.194751432804387
"7x25",0.148254314561512,0.403359050725072,0.448386634713415
"7x26",0.0940675366475359,0.28495906187015,0.620973401482315
"7x27",0.0760107224068376,0.389629183737199,0.534360093855963
"7x28",0.126867932825086,0.257182772475957,0.615949294698956
"7x29",0.180056073881278,0.240126820247004,0.579817105871718
"7x30",0.227472760195639,0.32105595456437,0.451471285239991
"7x31",0.128926271664475,0.452052443660155,0.419021284675371
"7x32",0.131903175378377,0.214993472489725,0.653103352131898
"7x33",0.0874185645352382,0.334172309721476,0.578409125743286
"7x34",0.283469515130752,0.108386644121043,0.608143840748205
"7x35",0.164326711365338,0.288060026196327,0.547613262438335
"7x36",0.128159413153899,0.356921191464645,0.514919395381455
"7x37",0.102765264641156,0.221023772765336,0.676210962593508
"7x38",0.232133918825503,0.168471750429402,0.599394330745096
"7x39",0.0945378594201273,0.501901691150831,0.403560449429041
"7x40",0.406518115397258,0.141169168328655,0.452312716274086
"7x41",0.257357017919752,0.304635123439819,0.438007858640429
"7x42",0.132850786925403,0.382347497533145,0.484801715541452
"7x43",0.285631599609067,0.321254503608721,0.393113896782212
"7x44",0.303061425666372,0.24955608761286,0.447382486720768
"7x45",0.133386256810538,0.369842870193406,0.496770872996057
"7x46",0.0905405465639763,0.189362281260072,0.720097172175952
"7x47",0.244145343026337,0.20483961758001,0.551015039393653
"7x48",0.338804705462371,0.303952231813725,0.357243062723904
"7x49",0.366442942036175,0.37763087751163,0.255926180452196
"8x0",0.0898681884461304,0.867325802838783,0.0428060087150866
"8x1",0.0592286827244042,0.821987502902886,0.118783814372709
"8x2",0.0426850311650072,0.93504548541616,0.0222694834188328
"8x3",0.119964715133707,0.85043379294993,0.0296014919163628
"8x4",0.0422631181123087,0.917710765349289,0.0400261165384021
"8x5",0.0866715482854362,0.90750569416282,0.0058227575517437
"8x6",0.0647062579169088,0.881796570930683,0.0534971711524086
"8x7",0.0558225913325874,0.916092501661406,0.0280849070060066
"8x8",0.0698244998952088,0.921522674779562,0.00865282532522887
"8x9",0.167771867351708,0.776859446668252,0.0553686859800396
"8x10",0.0428201786272796,0.95717982137272,0
"8x11",0.0347457856550664,0.898523729628177,0.0667304847167568
"8x12",0.0540735219041737,0.90048520356807,0.0454412745277563
"8x13",0.0280896635455132,0.954022009315082,0.0178883271394043
"8x14",0.0874461231521903,0.894441869230938,0.0181120076168718
"8x15",0.0255916348895207,0.903576880913369,0.0708314841971103
"8x16",0.0716490571189259,0.837376565119952,0.0909743777611221
"8x17",0.110371872252734,0.818521845306124,0.071106282441142
"8x18",0.0936537661496382,0.824163840257719,0.0821823935926424
"8x19",0.0394655359050767,0.678609629847965,0.281924834246958
"8x20",0.187851954970681,0.638145780389743,0.174002264639576
"8x21",0.112787553171934,0.493164856534372,0.394047590293694
"8x22",0.11370634583965,0.531479670283302,0.354813983877048
"8x23",0.0898839417617558,0.522965192142019,0.387150866096225
"8x24",0.138578221466285,0.589853762461891,0.271568016071824
"8x25",0.194730999912771,0.339369012777206,0.465899987310023
"8x26",0.113770955065171,0.33857113869159,0.547657906243239
"8x27",0.116614179154605,0.493966239791363,0.389419581054032
"8x28",0.2031029997324,0.255738227370857,0.541158772896744
"8x29",0.0841233550858639,0.285451215359872,0.630425429554264
"8x30",0.2508440953527,0.213680581734894,0.535475322912406
"8x31",0.175704445355052,0.283700836236541,0.540594718408407
"8x32",0.0157032012006979,0.260131839044778,0.724164959754524
"8x33",0.0999413318914171,0.287967887870756,0.612090780237827
"8x34",0.141328013228488,0.126440982220062,0.732231004551449
"8x35",0.132264511851611,0.347069139482887,0.520666348665502
"8x36",0.0892225312932382,0.500048200724984,0.410729267981778
"8x37",0.131868089469529,0.314711894791448,0.553420015739022
"8x38",0.0951635097381668,0.397044454028986,0.507792036232848
"8x39",0.158454550402259,0.387846831384237,0.453698618213505
"8x40",0.101751934944983,0.265857847778676,0.63239021727634
"8x41",0.483929094587873,0.101559980725854,0.414510924686273
"8x42",0.142389193942573,0.260769228442696,0.596841577614731
"8x43",0.267378687779107,0.306428137312679,0.426193174908214
"8x44",0.165897229883292,0.197798792752038,0.63630397736467
"8x45",0.285810939130056,0.257182607446611,0.457006453423334
"8x46",0.112506253340704,0.231537962403139,0.655955784256157
"8x47",0.336811090142764,0.240810869588366,0.42237804026887
"8x48",0.357617844913415,0.282903118834055,0.35947903625253
"8x49",0.373786648166651,0.207152383445453,0.419060968387896
"9x0",0.0917582688595358,0.806900307857052,0.101341423283413
"9x1",0.137498389088036,0.812296482640527,0.0502051282714376
"9x2",0.0831227378302455,0.873206558053073,0.0436707041166813
"9x3",0.126525350478192,0.810335902410858,0.06313874711095
"9x4",0.0894529524223172,0.876276005843812,0.0342710417338707
"9x5",0,0.934296004607054,0.0657039953929465
"9x6",0.143838397850862,0.840316306600366,0.015845295548772
"9x7",0.0323969740259788,0.941857837002263,0.0257451889717582
"9x8",0.12953753188639,0.833647740431491,0.0368147276821191
"9x9",0.161408155491034,0.782726464235985,0.0558653802729803
"9x10",0.0527139605624202,0.91046337802524,0.0368226614123403
"9x11",0.115876665740238,0.867269384556491,0.0168539497032708
"9x12",0.168517441408923,0.795283361055747,0.0361991975353301
"9x13",0.0601714957920092,0.896462486920043,0.0433660172879477
"9x14",0.080342993487328,0.90533195495516,0.0143250515575122
"9x15",0.072728301286954,0.911448412722578,0.0158232859904676
"9x16",0.055597328570169,0.90324373369267,0.0411589377371611
"9x17",0.0992103033560891,0.862951688318588,0.037838008325323
"9x18",0.0409501990777215,0.911969786551921,0.0470800143703581
