,region_ind,region,gene,lfc,pval,padj
0,7,red,Sox17,2.090143,0.7047133589950112,1.0
1,7,red,Mrpl15,-0.88718176,0.1410337615993344,1.0
2,7,red,Lypla1,-0.7510156,0.20946951432885075,1.0
3,7,red,Tcea1,0.35080636,0.10056824334422428,1.0
4,7,red,Rgs20,0.9806268,0.6304418542370789,1.0
5,7,red,Atp6v1h,0.10182039,0.4099193600102421,1.0
6,7,red,Rb1cc1,-0.23814547,0.7015260691216363,1.0
7,7,red,4732440D04Rik,-0.84246755,0.9201615592337533,1.0
8,7,red,Pcmtd1,0.66819626,0.8067588450338916,1.0
9,7,red,Gm26901,-0.5555466,0.9543266061939726,1.0
10,7,red,Gm30414,-0.20694844,0.9685904902183732,1.0
11,7,red,Rrs1,-1.4205955,0.025377259094471624,1.0
12,7,red,Adhfe1,1.6018933,0.8403740856017844,1.0
13,7,red,2610203C22Rik,1.5997939,0.654545623567901,1.0
14,7,red,Mybl1,1.1882764,0.8260342864005623,1.0
15,7,red,Vcpip1,0.80359423,0.06013618507575508,1.0
16,7,red,1700034P13Rik,-0.5696277,0.923003900313925,1.0
17,7,red,Sgk3,0.83486074,0.8857663471846284,1.0
18,7,red,Snhg6,-2.1388626,0.0013362302771141494,0.9999999795686171
19,7,red,Cops5,-0.222326,0.7354242227782003,1.0
20,7,red,Cspp1,-0.30338135,0.36930479650880776,1.0
21,7,red,Arfgef1,0.17411758,0.730394336944721,1.0
22,7,red,Prex2,-2.306176,0.7581965160355439,1.0
23,7,red,Sulf1,1.0463835,0.567949768021432,1.0
24,7,red,Ncoa2,1.2166492,0.12763384629977395,1.0
25,7,red,Tram1,-0.11616124,0.35946210004333323,1.0
26,7,red,Lactb2,-2.288297,0.040439571595302815,1.0
27,7,red,Terf1,-1.9828225,0.07068671246528577,1.0
28,7,red,Rpl7,-0.53174436,4.124894985763137e-05,0.43041857467286326
29,7,red,Rdh10,1.1526942,0.27324873940822125,1.0
30,7,red,Stau2,-2.624836,0.569244556336763,1.0
31,7,red,Ube2w,0.7138505,0.5201307472519042,1.0
32,7,red,Eloc,-0.24744233,0.5291509957848433,1.0
33,7,red,Tmem70,0.5070394,0.3036898140480637,1.0
34,7,red,Ly96,0.52887315,0.6284080478956122,1.0
35,7,red,Tfap2b,3.1678488,0.08394246917575489,1.0
36,7,red,Mcm3,-2.5940185,0.0010632500613968715,0.9999992710990082
37,7,red,Paqr8,-0.52728325,0.9800090568787846,1.0
38,7,red,Tram2,0.9192426,0.20688230756376047,1.0
39,7,red,Tmem14a,2.7065923,0.6807637367263482,1.0
40,7,red,Kcnq5,-1.3250262,0.3599628088550265,1.0
41,7,red,Ogfrl1,-0.6715686,0.6396284961295204,1.0
42,7,red,Smap1,-0.4931323,0.6826893107364882,1.0
43,7,red,Sdhaf4,-0.49830955,0.1922515311059213,1.0
44,7,red,Fam135a,1.4886612,0.17209050427156658,1.0
45,7,red,Col9a1,2.427266,0.685318423207824,1.0
46,7,red,Lmbrd1,-0.8081102,0.39291482693703617,1.0
47,7,red,Phf3,-0.3825091,0.9235724877106656,1.0
48,7,red,Prim2,-4.6309776,0.019412588941257223,1.0
49,7,red,Rab23,0.94039625,0.5314967040321066,1.0
50,7,red,Bag2,0.008918228,0.985339265966194,1.0
51,7,red,Zfp451,1.5431895,0.17052187311713074,1.0
52,7,red,Bend6,-2.678554,0.40626806217964506,1.0
53,7,red,Dst,0.75584936,0.008282039302308754,1.0
54,7,red,Ccdc115,-1.3876458,0.10710999012985278,1.0
55,7,red,Imp4,-1.3718848,0.06761998345525416,1.0
56,7,red,Ptpn18,-0.66507643,0.6521356322894637,1.0
57,7,red,Gm28417,-0.67737013,0.9429258028347804,1.0
58,7,red,Arhgef4,-1.7524822,0.84952739017627,1.0
59,7,red,Fam168b,0.34647763,0.06783534367914598,1.0
60,7,red,Plekhb2,-0.34958652,0.9137227506164874,1.0
61,7,red,Hs6st1,1.0717314,0.0024086362900294415,0.9999999999999811
62,7,red,Uggt1,-0.5016662,0.37518725894415983,1.0
63,7,red,Neurl3,0.77522707,0.8787980229069067,1.0
64,7,red,Arid5a,0.806778,0.1573030132464185,1.0
65,7,red,Kansl3,0.7525443,0.9973342669417034,1.0
66,7,red,Lman2l,0.9728409,0.12502975961229587,1.0
67,7,red,Cnnm4,1.871117,0.20043203085112526,1.0
68,7,red,Cnnm3,-1.4969132,0.46991822207177036,1.0
69,7,red,Ankrd23,-2.6731145,0.6289162359045267,1.0
70,7,red,Ankrd39,-0.056248065,0.6028945383325102,1.0
71,7,red,Sema4c,2.9431388,1.9011127288279337e-08,0.0002649229852422369
72,7,red,D430040D24Rik,2.8090992,0.4306964723743537,1.0
73,7,red,Fam178b,-0.6940065,0.9543266061939726,1.0
74,7,red,Cox5b,-0.39210117,0.059779164162028664,1.0
75,7,red,Actr1b,-0.20570879,0.8763518914900118,1.0
76,7,red,Zap70,-2.1355557,0.8021422979991716,1.0
77,7,red,Tmem131,-0.131538,0.24264629080093958,1.0
78,7,red,Inpp4a,1.0414418,0.5283702650709245,1.0
79,7,red,Coa5,-0.9303321,0.1764789753702456,1.0
80,7,red,Unc50,-0.04547059,0.5834155888359395,1.0
81,7,red,Mgat4a,0.7840201,0.5043096965206864,1.0
82,7,red,2010300C02Rik,-0.41997898,0.9685904902183732,1.0
83,7,red,Tsga10,1.9416233,0.5021790273468839,1.0
84,7,red,Lipt1,1.2799237,0.431255040683179,1.0
85,7,red,Mitd1,-0.6817519,0.16126295110544586,1.0
86,7,red,Mrpl30,-0.16452444,0.7797153306890972,1.0
87,7,red,Txndc9,-0.29449585,0.8459756702789522,1.0
88,7,red,Eif5b,-0.83984804,0.18376762926187684,1.0
89,7,red,Rev1,-1.1738604,0.2593923316664224,1.0
90,7,red,Pdcl3,-0.08729017,0.36272452983672254,1.0
91,7,red,Npas2,-1.0310522,0.9771539396702473,1.0
92,7,red,Rpl31,-0.5019454,8.486901372801039e-05,0.6844706942513592
93,7,red,Tbc1d8,0.30053216,0.9379889459885192,1.0
94,7,red,Cnot11,0.9054136,0.07736237447823056,1.0
95,7,red,Gm15832,0.11933268,0.9178884187639421,1.0
96,7,red,Rnf149,1.6249938,0.5760652155436977,1.0
97,7,red,Creg2,-1.5065887,0.9116407977725922,1.0
98,7,red,Rfx8,3.1577775,0.6881270156496324,1.0
99,7,red,Map4k4,0.7266721,0.00013568336051817314,0.8409007720377686
100,7,red,Il1r2,-0.975504,0.4530772055716199,1.0
101,7,red,Il1r1,1.0228273,0.3654994795737022,1.0
102,7,red,Il1rl2,-1.7608556,0.9286914970143624,1.0
103,7,red,Il1rl1,2.1639469,0.07173395944306345,1.0
104,7,red,Il18r1,2.4387946,0.7314712024753103,1.0
105,7,red,Il18rap,-0.052067496,0.6139156272127138,1.0
106,7,red,Slc9a4,-0.54309905,0.9457749993977853,1.0
107,7,red,Slc9a2,-5.9232783,0.0004892397678412288,0.9985873821846939
108,7,red,Mfsd9,1.6630002,0.5070561186178826,1.0
109,7,red,Tmem182,-0.2801909,0.9657367629067769,1.0
110,7,red,Mrps9,-0.6604465,0.2360710969055685,1.0
111,7,red,Tgfbrap1,-0.009409088,0.9946685636390016,1.0
112,7,red,AI597479,-0.38302082,0.38975007337974066,1.0
113,7,red,Fhl2,0.5170411,0.192088836392578,1.0
114,7,red,Nck2,2.1825473,0.0011306880635610767,0.99999969796398
115,7,red,Ecrg4,2.1231384,0.04300146556778539,1.0
116,7,red,Gm29155,-0.13554339,0.9742991151278371,1.0
117,7,red,Uxs1,0.96985567,0.08645272804010874,1.0
118,7,red,Tpp2,0.13949358,0.9004846597814786,1.0
119,7,red,Tex30,-1.067709,0.09914237611073498,1.0
120,7,red,Poglut2,-0.9691881,0.17885847829020618,1.0
121,7,red,Bivm,-1.0798401,0.2739807692897528,1.0
122,7,red,Ercc5,2.1317701,0.12206342557588012,1.0
123,7,red,Gulp1,2.0832708,0.4144084500861708,1.0
124,7,red,Col3a1,-0.496183,0.24341688237927517,1.0
125,7,red,Col5a2,0.81501263,7.199526907742126e-05,0.624431688706013
126,7,red,Wdr75,0.14188604,0.9082352803239235,1.0
127,7,red,Slc40a1,-1.9457965,0.6964020405343109,1.0
128,7,red,Slc39a10,-0.72786045,0.1919262429389278,1.0
129,7,red,Gm28151,-0.744196,0.923003900313925,1.0
130,7,red,Cavin2,2.6046505,5.856591645377892e-05,0.5496324001278258
131,7,red,Nabp1,0.5526649,0.2285144375714293,1.0
132,7,red,Myo1b,3.033672,0.015455995079671369,1.0
133,7,red,Stat4,-2.0215657,0.8327316944028873,1.0
134,7,red,Gm31812,-0.71364456,0.9571783595527105,1.0
135,7,red,Stat1,-0.15672538,0.9535662358627885,1.0
136,7,red,Gls,0.14779386,0.5407740144657871,1.0
137,7,red,Nab1,1.1138599,0.0026021567256738908,0.9999999999999984
138,7,red,Nemp2,2.1240244,0.3456202490321021,1.0
139,7,red,Mfsd6,-1.6268595,0.877668893951116,1.0
140,7,red,Inpp1,-0.9834421,0.46494653669581687,1.0
141,7,red,Hibch,-0.95457363,0.47905938756264144,1.0
142,7,red,Pms1,-2.3997867,0.46962495917544467,1.0
143,7,red,Ormdl1,-1.0825998,0.2766060947657968,1.0
144,7,red,Osgepl1,1.4666833,0.5629458182521989,1.0
145,7,red,Asnsd1,-0.6836752,0.211468849295814,1.0
146,7,red,Stk17b,-0.38172767,0.881621919095029,1.0
147,7,red,Hecw2,-0.7900358,0.9543266061939726,1.0
148,7,red,Gtf3c3,0.87868196,0.7392041097336457,1.0
149,7,red,Pgap1,-1.4921613,0.8215763378655381,1.0
150,7,red,Ankrd44,1.3436304,0.6391166575410745,1.0
151,7,red,Sf3b1,1.0944917,0.00014941296953542557,0.8676501141563512
152,7,red,Coq10b,0.62786347,0.718227453150896,1.0
153,7,red,Hspd1,-0.79574543,0.003130305059316233,1.0
154,7,red,Hspe1,-2.4572039,6.484749567247912e-07,0.008937312866952898
155,7,red,Mob4,0.88290125,0.0008419544019619573,0.9999865680163655
156,7,red,Rftn2,1.7055378,0.7089711476861824,1.0
157,7,red,Mars2,-4.15259,0.058273458471725936,1.0
158,7,red,Plcl1,1.3590801,0.7232289025789731,1.0
159,7,red,Satb2,-0.6157281,0.6420193418661525,1.0
160,7,red,9130024F11Rik,-0.41987994,0.9742991151278371,1.0
161,7,red,4930558J18Rik,-0.6901745,0.9315366803861839,1.0
162,7,red,1700066M21Rik,-3.5711644,0.20636766154152264,1.0
163,7,red,Tyw5,0.4917971,0.9362805795096605,1.0
164,7,red,Maip1,-0.26893654,0.40978377982026637,1.0
165,7,red,Spats2l,-2.2938924,0.8271496563739713,1.0
166,7,red,Kctd18,1.9304748,0.3117249288172692,1.0
167,7,red,Sgo2a,-0.73153937,0.3197828605717693,1.0
168,7,red,Aox1,3.5945027,0.20713997964059316,1.0
169,7,red,Bzw1,-0.014484789,0.642703124139357,1.0
170,7,red,Clk1,1.0517018,2.7249109537573116e-06,0.03690820258640902
171,7,red,Ppil3,-1.250706,0.1412272071890724,1.0
172,7,red,Nif3l1,-0.3037719,0.5964242239395546,1.0
173,7,red,Orc2,-0.5081687,0.3628503770272573,1.0
174,7,red,Fam126b,0.8587412,0.7087935570745307,1.0
175,7,red,Ndufb3,-0.2678099,0.8647023630995936,1.0
176,7,red,Cflar,0.7297852,0.188214480987845,1.0
177,7,red,Casp8,-0.27969643,0.7629225348434111,1.0
178,7,red,Trak2,0.7605782,0.19306652447618178,1.0
179,7,red,Stradb,1.4163196,0.6135803527389923,1.0
180,7,red,Tmem237,-1.0040839,0.357214329324705,1.0
181,7,red,G730003C15Rik,-0.43442708,0.9685904902183732,1.0
182,7,red,Als2,-0.7286835,0.888971007431796,1.0
183,7,red,Fzd7,0.75101686,0.7542046146082909,1.0
184,7,red,Sumo1,-0.4123835,0.38922412565027775,1.0
185,7,red,Nop58,-0.3196015,0.9813415347796998,1.0
186,7,red,Bmpr2,1.191478,0.005072565880573832,1.0
187,7,red,Fam117b,0.08087509,0.9760119726864261,1.0
188,7,red,Wdr12,-0.3487642,0.7609219752647998,1.0
189,7,red,Carf,-1.9160331,0.7176922945040591,1.0
190,7,red,Nbeal1,0.2347619,0.953186066502714,1.0
191,7,red,Cyp20a1,-3.119684,0.01144972145843872,1.0
192,7,red,Abi2,0.41465685,0.9801994075365251,1.0
193,7,red,Raph1,-0.40911502,0.4693317974728324,1.0
194,7,red,Cd28,-0.69317883,0.9514754374478956,1.0
195,7,red,Ctla4,-1.405407,0.9059658680607268,1.0
196,7,red,Icos,1.391132,0.7804478526691829,1.0
197,7,red,Nrp2,-0.46173552,0.5069033337254372,1.0
198,7,red,Ino80d,1.3371027,0.04783505920643771,1.0
199,7,red,Ino80dos,-0.2655305,0.9600306610946846,1.0
200,7,red,Gm20342,-0.97224146,0.9543266061939726,1.0
201,7,red,Ndufs1,-0.32501566,0.30145146629446906,1.0
202,7,red,Eef1b2,-1.1146423,1.5085803986781357e-06,0.02062833498084303
203,7,red,Adam23,-0.75557226,0.9714446197989605,1.0
204,7,red,Fastkd2,-0.7128869,0.20713997964059316,1.0
205,7,red,Klf7,0.50602376,0.42958059594747133,1.0
206,7,red,Creb1,1.4937378,0.026803212713580705,1.0
207,7,red,Mettl21a,0.817565,0.7086159822904303,1.0
208,7,red,2810408I11Rik,-3.5082166,0.12817166108572572,1.0
209,7,red,Ccnyl1,0.7014303,0.8414937656215351,1.0
210,7,red,Fzd5,2.1688995,0.38975007337974066,1.0
211,7,red,Plekhm3,0.47835267,0.7144842595182229,1.0
212,7,red,Idh1,1.0805832,0.2832977773087161,1.0
213,7,red,Pikfyve,-0.9471053,0.2796728916090976,1.0
214,7,red,Map2,1.9429648,0.6849676537615224,1.0
215,7,red,Rpe,0.44616807,0.8010353470886628,1.0
216,7,red,Kansl1l,-1.95212,0.7966115582656668,1.0
217,7,red,Acadl,0.9221561,0.0006061937787817189,0.9997006623962321
218,7,red,Lancl1,-0.7017083,0.11079836043571267,1.0
219,7,red,Ikzf2,0.4643427,0.8967072631580622,1.0
220,7,red,Bard1,-0.046015587,0.7280629532551206,1.0
221,7,red,Atic,-0.32050884,0.7098593378529757,1.0
222,7,red,Fn1,4.053399,3.0267569535990045e-11,4.248052482142742e-07
223,7,red,Pecr,0.6661167,0.7932979915382352,1.0
224,7,red,Xrcc5,1.0079896,0.9653562982871129,1.0
225,7,red,Smarcal1,0.5261974,0.960411007427046,1.0
226,7,red,Rpl37a,-0.88859445,8.524321575933305e-09,0.00011894983300671697
227,7,red,Igfbp2,-2.523093,0.9173202377706741,1.0
228,7,red,Igfbp5,-0.63729376,0.5875179275638156,1.0
229,7,red,Tns1,-0.083640136,0.5138025335419317,1.0
230,7,red,Rufy4,-2.7448862,0.5333770586838062,1.0
231,7,red,Cxcr2,-1.0780156,0.9400773363637093,1.0
232,7,red,Arpc2,-0.5952129,0.07064954393451706,1.0
233,7,red,Gpbar1,-0.81205297,0.923003900313925,1.0
234,7,red,Aamp,0.10969885,0.34537620110102885,1.0
235,7,red,Pnkd,0.6251473,0.00135520307865231,0.9999999840266742
236,7,red,Tmbim1,0.35479093,0.08111648699260353,1.0
237,7,red,Catip,-0.7554964,0.9486248897214558,1.0
238,7,red,Slc11a1,-2.4093144,0.02980974159629989,1.0
239,7,red,Ctdsp1,0.8147441,0.04406898220391603,1.0
240,7,red,Usp37,-4.197616,0.0952924756525645,1.0
241,7,red,Cnot9,-3.157172,0.003191368683339645,1.0
242,7,red,Zfp142,0.84823734,0.36777972316581076,1.0
243,7,red,Bcs1l,-0.78478324,0.4542276056159047,1.0
244,7,red,Rnf25,-0.52494633,0.5076675000514179,1.0
245,7,red,Stk36,0.6890284,0.821761971795881,1.0
246,7,red,Ttll4,-0.151487,0.7151967226509773,1.0
247,7,red,Cyp27a1,0.27682343,0.9421661388898073,1.0
248,7,red,Wnt6,0.80138105,0.8366441630474275,1.0
249,7,red,Wnt10a,1.8424649,0.30234548374538006,1.0
250,7,red,Nhej1,-0.3525767,0.7676574072471002,1.0
251,7,red,Cnppd1,0.7341599,0.0509260073552306,1.0
252,7,red,Retreg2,-0.5723851,0.8340353953784855,1.0
253,7,red,Zfand2b,0.4500716,0.7359638170124922,1.0
254,7,red,Abcb6,-1.0389111,0.23064242635536825,1.0
255,7,red,Atg9a,-0.0077201966,0.5584444833892925,1.0
256,7,red,Ankzf1,-1.0930117,0.2644664889449738,1.0
257,7,red,Glb1l,2.7748513,0.4379905490692576,1.0
258,7,red,Stk16,0.3102812,0.7932979915382352,1.0
259,7,red,Tuba4a,0.42690262,0.20321454443006592,1.0
260,7,red,Dnajb2,0.79537386,0.632988053792561,1.0
261,7,red,Ptprn,-0.48873293,0.20869090393842515,1.0
262,7,red,Dnpep,-0.21040855,0.9801994075365251,1.0
263,7,red,Des,0.4964247,0.8797391521521133,1.0
264,7,red,Speg,-0.89745444,0.45682201683947354,1.0
265,7,red,Gmppa,-0.09850856,0.7300354997198937,1.0
266,7,red,Chpf,0.8593277,0.0018289851034494595,0.9999999999664821
267,7,red,Obsl1,1.4694488,0.4977806923855159,1.0
268,7,red,Tmem198,-1.0136703,0.8833169818098093,1.0
269,7,red,Stk11ip,-3.911023,0.15842682850602807,1.0
270,7,red,Slc4a3,2.74354,0.1986758813375794,1.0
271,7,red,Farsb,-0.8158382,0.30933388149404506,1.0
272,7,red,Acsl3,-0.433893,0.41933864899939466,1.0
273,7,red,Utp14b,-2.2195802,0.6571317575330915,1.0
274,7,red,Kcne4,1.5428123,0.7071959548531049,1.0
275,7,red,Ap1s3,-0.46873492,0.9714446197989605,1.0
276,7,red,Wdfy1,-1.0053641,0.07824696627570446,1.0
277,7,red,Mrpl44,0.4935838,0.7925621475846059,1.0
278,7,red,Serpine2,2.5810733,3.812898929846832e-06,0.05119262067498832
279,7,red,Cul3,-0.38775107,0.9522356898942047,1.0
280,7,red,Dock10,1.3900231,0.4122283008812232,1.0
281,7,red,Irs1,1.9983189,0.43601980122749495,1.0
282,7,red,Rhbdd1,-0.51433724,0.41988856998426205,1.0
283,7,red,Mff,0.119467095,0.6348580367848498,1.0
284,7,red,Agfg1,0.205333,0.5924582776739221,1.0
285,7,red,A030005L19Rik,-0.91075724,0.9543266061939726,1.0
286,7,red,Pid1,0.7468804,0.7168006713279702,1.0
287,7,red,Dner,-0.16629165,0.9685904902183732,1.0
288,7,red,Trip12,0.9723799,7.705941916701986e-05,0.6492976058304609
289,7,red,Fbxo36,-2.4058313,0.5741125237274698,1.0
290,7,red,C130026I21Rik,-2.7004366,0.41645852019514795,1.0
291,7,red,A530032D15Rik,-2.129215,0.7257340830767548,1.0
292,7,red,Gm10553,-0.53588843,0.9543266061939726,1.0
293,7,red,A530040E14Rik,-1.8488959,0.7017030036960964,1.0
294,7,red,Gm16028,-0.47917956,0.9600306610946846,1.0
295,7,red,Sp110,0.34827295,0.7458792147797606,1.0
296,7,red,Sp140,0.24411264,0.7789830042550374,1.0
297,7,red,Sp100,-0.824494,0.29184274231240526,1.0
298,7,red,A630001G21Rik,-0.8007815,0.3913305079505538,1.0
299,7,red,Cab39,0.3798409,0.7523922754662451,1.0
300,7,red,Itm2c,0.8414694,0.002097183450329827,0.9999999999989428
301,7,red,Gpr55,1.1611832,0.702941998095949,1.0
302,7,red,Psmd1,-0.5247653,0.5366757513295843,1.0
303,7,red,Armc9,-3.1499133,0.38633914030535754,1.0
304,7,red,B3gnt7,0.8257825,0.7716706299695124,1.0
305,7,red,Ncl,-0.57694054,0.005718681053074252,1.0
306,7,red,C130036L24Rik,0.8064117,0.9634540952232538,1.0
307,7,red,Ptma,0.029614469,0.6042256774480482,1.0
308,7,red,Pde6d,-0.13565929,0.42416480637770015,1.0
309,7,red,Cops7b,-0.31965646,0.45971443637445053,1.0
310,7,red,Dis3l2,1.4598562,0.4353172035741848,1.0
311,7,red,Prss56,-1.8664396,0.6884783933092784,1.0
312,7,red,Chrnd,-0.42164424,0.9571783595527105,1.0
313,7,red,Chrng,-1.1562047,0.9059658680607268,1.0
314,7,red,Eif4e2,-0.4751134,0.3604639554027518,1.0
315,7,red,Gigyf2,-0.5566436,0.4982347397090493,1.0
316,7,red,Snorc,1.2951529,0.8195350261945253,1.0
317,7,red,Ngef,-2.4975057,0.09378644144984491,1.0
318,7,red,Neu2,-0.21372658,0.9657367629067769,1.0
319,7,red,Inpp5d,0.5930537,0.30212181418767814,1.0
320,7,red,Atg16l1,-0.10899955,0.4853065283443766,1.0
321,7,red,Sag,-2.1089501,0.6649147270480545,1.0
322,7,red,Dgkd,0.9688696,0.01106633005478589,1.0
323,7,red,Usp40,-0.92577046,0.37364714964772894,1.0
324,7,red,Hjurp,-0.60562277,0.5618188449768234,1.0
325,7,red,Glrp1,-3.5472422,0.1783190962079887,1.0
326,7,red,Gm19589,-2.4486315,0.608727981054443,1.0
327,7,red,Gm29336,-0.44451436,0.9685904902183732,1.0
328,7,red,Arl4c,0.17403343,0.14752573270146566,1.0
329,7,red,Sh3bp4,2.074414,0.1619779374653314,1.0
330,7,red,Agap1,-0.47110456,0.42043891455639604,1.0
331,7,red,Gbx2,-1.3446724,0.7257340830767548,1.0
332,7,red,D130058E05Rik,-2.3336403,0.5765538778658599,1.0
333,7,red,Iqca,-0.26734078,0.9628834743694177,1.0
334,7,red,4930434B07Rik,-0.30903438,0.9714446197989605,1.0
335,7,red,Ackr3,-0.9278013,0.16097762491945267,1.0
336,7,red,Gm28723,-0.24724105,0.9543266061939726,1.0
337,7,red,Cops8,-1.4222792,0.015918652492562933,1.0
338,7,red,Col6a3,0.44482863,0.01833655257605282,1.0
339,7,red,Mlph,-1.0736012,0.422920702294151,1.0
340,7,red,Rab17,0.9925135,0.8370169915472591,1.0
341,7,red,Lrrfip1,-0.31748068,0.8944419428926503,1.0
342,7,red,Ramp1,1.7800169,0.25003637593173567,1.0
343,7,red,Ube2f,0.44974664,0.025518409504460195,1.0
344,7,red,Scly,0.19554718,0.9817222524756736,1.0
345,7,red,Erfe,1.2714274,0.8699599565868421,1.0
346,7,red,Ilkap,0.12978894,0.5936137620798743,1.0
347,7,red,Hes6,3.6043193,0.0034413491737156454,1.0
348,7,red,Per2,-1.3371882,0.8663916623653403,1.0
349,7,red,Traf3ip1,-0.22202668,0.6461265688875126,1.0
350,7,red,Asb1,1.3703595,0.5863679278923697,1.0
351,7,red,Gm29100,0.3569257,0.9444452857893757,1.0
352,7,red,Twist2,-1.7941726,0.014965710337941775,1.0
353,7,red,Hdac4,-0.093929835,0.9771539396702473,1.0
354,7,red,Ndufa10,-0.28332296,0.7687513099114663,1.0
355,7,red,Cops9,-0.11414689,0.8437340854476008,1.0
356,7,red,Gpc1,0.5814298,0.0016044092478279953,0.999999999372192
357,7,red,Ankmy1,-3.0823605,0.5619797743717359,1.0
358,7,red,Dusp28,-2.1637807,0.6597220039287728,1.0
359,7,red,Rnpepl1,-0.10633925,0.3988905585025925,1.0
360,7,red,Capn10,0.5441948,0.8643270469374145,1.0
361,7,red,Gpr35,1.6036735,0.4985375602718989,1.0
362,7,red,Sned1,2.532655,0.04344564337153554,1.0
363,7,red,Mterf4,0.2555516,0.9069113642742734,1.0
364,7,red,Pask,-2.6339853,0.4941562564322498,1.0
365,7,red,Ppp1r7,-0.9593444,0.0791397742535075,1.0
366,7,red,Ano7,-0.43662867,0.9657367629067769,1.0
367,7,red,Hdlbp,0.67023647,0.0003610881570103383,0.9922302147997671
368,7,red,Sept2,-2.1880107,0.7910910144070383,1.0
369,7,red,Farp2,-2.2960303,0.5790001170688825,1.0
370,7,red,Stk25,1.1081473,0.0003548928909370079,0.9915667783396346
371,7,red,Bok,0.26512814,0.12345242218071859,1.0
372,7,red,Thap4,-0.23161383,0.5949355773252443,1.0
373,7,red,Atg4b,-0.42290694,0.3271504577979846,1.0
374,7,red,Dtymk,-0.21464741,0.8433606104853388,1.0
375,7,red,Ing5,0.91587263,0.9528059077947303,1.0
376,7,red,D2hgdh,1.0976831,0.7881509844200038,1.0
377,7,red,Pdcd1,-2.2957528,0.7123483649504802,1.0
378,7,red,Fam174a,0.40734273,0.7896206250253185,1.0
379,7,red,St8sia4,1.7386572,0.1618347491089106,1.0
380,7,red,D1Ertd622e,0.8116773,0.3984904823040938,1.0
381,7,red,Ppip5k2,-0.19414712,0.4585562399618359,1.0
382,7,red,Gin1,-0.039879605,0.838881681526852,1.0
383,7,red,Pam,1.4029763,0.00045382713156124846,0.9977395614577674
384,7,red,B230216N24Rik,-0.27787748,0.9657367629067769,1.0
385,7,red,Gm7967,-1.963457,0.5765538778658599,1.0
386,7,red,Pign,0.32390577,0.7480482442012746,1.0
387,7,red,Relch,0.3022956,0.9108838736106426,1.0
388,7,red,Tnfrsf11a,0.5232876,0.8137888575947843,1.0
389,7,red,Gm7160,-2.5641153,0.5147261047110554,1.0
390,7,red,Zcchc2,-0.5433298,0.3510170917484683,1.0
391,7,red,Phlpp1,0.8421731,0.6505882661112833,1.0
392,7,red,Bcl2,1.3024143,0.30357763506995206,1.0
393,7,red,Kdsr,1.2095897,0.06151565517375145,1.0
394,7,red,Vps4b,-1.0029906,0.17254066153032033,1.0
395,7,red,Serpinb2,-0.4991112,0.9771539396702473,1.0
396,7,red,Serpinb8,2.2669258,0.12438525438559747,1.0
397,7,red,Dsel,3.3505464,0.010157302315868873,1.0
398,7,red,Tsn,-0.46148044,0.6664756986817669,1.0
399,7,red,Nifk,-0.8556453,0.22777755507387643,1.0
400,7,red,Clasp1,1.6098907,0.0002112432316097705,0.9423249115504951
401,7,red,2900060B14Rik,-0.8819245,0.9457749993977853,1.0
402,7,red,Gli2,-1.9946818,0.5962587350109032,1.0
403,7,red,Inhbb,1.4646549,0.17716735506431958,1.0
404,7,red,Ralb,-0.6686287,0.8167533915707297,1.0
405,7,red,Tmem185b,2.2863772,0.2865225256351307,1.0
406,7,red,Epb41l5,-2.2697725,0.5240090422469416,1.0
407,7,red,Ptpn4,-0.76089084,0.42958059594747133,1.0
408,7,red,Tmem177,-0.36571926,0.7738622460929946,1.0
409,7,red,Tmem37,0.7556087,0.6682118068361076,1.0
410,7,red,Dbi,-0.32453403,0.11679615850038443,1.0
411,7,red,3110009E18Rik,-1.7071825,0.6675171499234012,1.0
412,7,red,Steap3,-2.324281,0.11154793132022678,1.0
413,7,red,Marco,-3.670168,0.38633914030535754,1.0
414,7,red,Insig2,0.96201193,0.052562241855158086,1.0
415,7,red,Ccdc93,1.5016407,0.4182400784892847,1.0
416,7,red,Ddx18,-2.4092684,0.003037170162480503,1.0
417,7,red,Actr3,-0.24206273,0.45509148517688724,1.0
418,7,red,Slc35f5,-1.7748133,0.12644498782443275,1.0
419,7,red,Gpr39,-1.396327,0.9201615592337533,1.0
420,7,red,Mgat5,2.1454966,0.03230380636683243,1.0
421,7,red,Tmem163,-0.21189256,0.9714446197989605,1.0
422,7,red,2900009J06Rik,-0.63279325,0.8804921779540773,1.0
423,7,red,Ccnt2,1.2917944,0.37467345391862383,1.0
424,7,red,Rab3gap1,-0.96101975,0.22953042055001482,1.0
425,7,red,Zranb3,0.6419921,0.9099378322044437,1.0
426,7,red,R3hdm1,0.1211947,0.37544432463601785,1.0
427,7,red,Ubxn4,-0.29014757,0.8647023630995936,1.0
428,7,red,Lct,-0.5295021,0.9543266061939726,1.0
429,7,red,Mcm6,-0.9081064,0.11590823170480923,1.0
430,7,red,Dars,0.29071763,0.2865225256351307,1.0
431,7,red,Cxcr4,2.7697117,0.0005811066798148303,0.9995828720583303
432,7,red,Cd55,0.7443599,0.7756899716592266,1.0
433,7,red,Pfkfb2,1.5600771,0.7782508739819277,1.0
434,7,red,Yod1,0.57001215,0.7275252978650301,1.0
435,7,red,AA986860,-0.36119568,0.9657367629067769,1.0
