"","cell_ID","Ductal","Cancer","mDCs","Macrophages","Mast","Monocytes"
"150","2x49",0.382512008757326,0.102872484834995,0,0.404246085092895,0.110369421314784,0
"151","3x0",0,1,0,0,0,0
"152","3x1",0.102009673786166,0.897990326213834,0,0,0,0
"153","3x2",0,1,0,0,0,0
"154","3x3",0.0633143532451188,0.936685646754881,0,0,0,0
"155","3x4",0,1,0,0,0,0
"156","3x5",0,1,0,0,0,0
"157","3x6",0,1,0,0,0,0
"158","3x7",0,1,0,0,0,0
"159","3x8",0,0.425885386354944,0.166125174906151,0.407989438738906,0,0
"160","3x9",0,1,0,0,0,0
"161","3x10",0,1,0,0,0,0
"162","3x11",0,1,0,0,0,0
"163","3x12",0,1,0,0,0,0
"164","3x13",0,1,0,0,0,0
"165","3x14",0,0.675150231593517,0.324849768406483,0,0,0
"166","3x15",0,1,0,0,0,0
"167","3x16",0,0.845013083659395,0.154986916340605,0,0,0
"168","3x17",0,1,0,0,0,0
"169","3x18",0,1,0,0,0,0
"170","3x19",0,1,0,0,0,0
"171","3x20",0,0.767131921612629,0,0.232868078387371,0,0
"172","3x21",0.131134055824195,0.444474729976915,0.156489741319635,0,0.267901472879254,0
"173","3x22",0,0.879665243772019,0,0.120334756227981,0,0
"174","3x23",0,0.725560792492179,0,0.274439207507821,0,0
"175","3x24",0.15864567474409,0.433202657198776,0,0.408151668057134,0,0
"176","3x25",0.21392388904609,0.21621567365981,0.396154580303241,0,0.173705856990858,0
"177","3x26",0.214399849071034,0.250963341331959,0.0577617832176314,0.476875026379375,0,0
"178","3x27",0.214165921976509,0.393470476842138,0,0,0.183789816348444,0.208573784832908
"179","3x28",0.399575297843551,0.295198515485881,0,0.305226186670568,0,0
"180","3x29",0,0.624726571358351,0.375273428641649,0,0,0
"181","3x30",0.198694876071684,0.167318383761002,0.19003303363241,0.443953706534904,0,0
"182","3x31",0.126556838901445,0.324888952075961,0.0867091764396902,0.461845032582903,0,0
"183","3x32",0.133804229995103,0.528018243411877,0.210703548281447,0.127473978311573,0,0
"184","3x33",0,0.408810941419697,0.243699575481733,0.34748948309857,0,0
"185","3x34",0.167928249269804,0.146447337288981,0.231735061404661,0.453889352036555,0,0
"186","3x35",0.262208140271938,0.107743214968971,0.12476962733668,0.224358737406944,0.175841875285537,0.105078404729929
"187","3x36",0.227782517425616,0.351379088952633,0,0.283784508053923,0.137053885567829,0
"188","3x37",0.217839544825791,0.244309675053389,0.0978553721599851,0.331835323518727,0.108160084442108,0
"189","3x38",0.233465667768211,0.307120861812975,0.122128364935115,0.104532851065723,0,0.232752254417976
"190","3x39",0,0.254719711810153,0.287937651699931,0.209143759608095,0.24819887688182,0
"191","3x40",0.207275645371055,0.149467934673481,0.131479901992875,0.359768759293131,0.152007758669457,0
"192","3x41",0.290248447678331,0.127129238525277,0.582622313796392,0,0,0
"193","3x42",0.377398344968329,0.126575755034375,0.138568032304219,0.357457867693077,0,0
"194","3x43",0.170368940774366,0.178421376648443,0,0.450142555492052,0.201067127085139,0
"195","3x44",0.253808336677875,0.349912201934818,0.159852443007874,0,0,0.236427018379433
"196","3x45",0.252640627955319,0.295259318700096,0.145837703066214,0,0,0.306262350278371
"197","3x46",0,0.487544973417297,0,0.273117853386053,0.23933717319665,0
"198","3x47",0.389953670043594,0.172051899777168,0.128112641174451,0,0.145316408908427,0.16456538009636
"199","3x48",0.15460185764302,0.439009545435,0,0.124097379619014,0,0.282291217302966
"200","3x49",0.384368735820657,0.152335665281246,0.229899136048099,0.233396462849998,0,0
"201","4x0",0.127596869879732,0.872403130120268,0,0,0,0
"202","4x1",0,0.7941962386413,0.2058037613587,0,0,0
"203","4x2",0.238251939050243,0.504373530951046,0,0.25737452999871,0,0
"204","4x3",0,1,0,0,0,0
"205","4x4",0,1,0,0,0,0
"206","4x5",0,1,0,0,0,0
"207","4x6",0,1,0,0,0,0
"208","4x7",0,1,0,0,0,0
"209","4x8",0,1,0,0,0,0
"210","4x9",0,1,0,0,0,0
"211","4x10",0,1,0,0,0,0
"212","4x11",0,1,0,0,0,0
"213","4x12",0,1,0,0,0,0
"214","4x13",0,1,0,0,0,0
"215","4x14",0,1,0,0,0,0
"216","4x15",0,1,0,0,0,0
"217","4x16",0,1,0,0,0,0
"218","4x17",0,0.832693913728652,0,0,0,0.167306086271348
"219","4x18",0,1,0,0,0,0
"220","4x19",0,0.828032875561501,0.171967124438499,0,0,0
"221","4x20",0,1,0,0,0,0
"222","4x21",0,0.879970033769847,0,0,0,0.120029966230153
"223","4x22",0.248195366601482,0.606770638336161,0.145033995062357,0,0,0
"224","4x23",0.133013782685154,0.475830160684556,0.39115605663029,0,0,0
"225","4x24",0.112722297799714,0.541736457239452,0.159032239535078,0,0.186509005425756,0
"226","4x25",0.20803370353408,0.412263825067401,0,0.379702471398519,0,0
"227","4x26",0,0.491566362425582,0.508433637574418,0,0,0
"228","4x27",0.105511467526279,0.566865917928784,0,0.182908501761834,0,0.144714112783103
"229","4x28",0.162236214690839,0.403290282095191,0.313822887801138,0,0.120650615412833,0
"230","4x29",0.0996886466722544,0.192390354931359,0.248114115896122,0.459806882500265,0,0
"231","4x30",0,0.406738367524429,0.115677956652974,0.118792653739377,0.138342118826743,0.220448903256476
"232","4x31",0.620036351825861,0,0.329492269905654,0.0504713782684851,0,0
"233","4x32",0.216754900314398,0.188015670145011,0.266677922231867,0.19648939073098,0,0.132062116577745
"234","4x33",0.181778218152217,0.401072200853772,0.258038031813959,0,0.159111549180052,0
"235","4x34",0.256726015279305,0.172017725470252,0.277154202510717,0.294102056739726,0,0
"236","4x35",0.197046562850837,0.320120609193169,0.233258612163045,0.249574215792949,0,0
"237","4x36",0.143331831279212,0.211015545831731,0.313658063011149,0.236848346059321,0,0.0951462138185867
"238","4x37",0,0.48192901813881,0,0.168883623574522,0.349187358286668,0
"239","4x38",0.472492243837069,0.235665297010531,0.155361623072421,0,0.13648083607998,0
"240","4x39",0.581622254038129,0,0.202606862737939,0.215770883223932,0,0
"241","4x40",0.163287861187607,0.157641282463667,0.444026461104433,0,0.235044395244292,0
"242","4x41",0.248797423770175,0.242838174629093,0,0.175552081178173,0.332812320422559,0
"243","4x42",0.186025355512498,0.294927426780552,0.293185110353522,0,0,0.225862107353428
"244","4x43",0,0.460963543898817,0.160887580312617,0.378148875788566,0,0
"245","4x44",0.182982733863746,0.115534132253299,0.232736815740312,0.468746318142643,0,0
"246","4x45",0.309072356891763,0.242892648017602,0,0.448034995090635,0,0
"247","4x46",0.267372820619322,0.207528386182317,0,0.525098793198361,0,0
"248","4x47",0.281169031560335,0.195409001187467,0,0.319379097479833,0,0.204042869772365
"249","4x48",0.253069004410592,0.106005021365397,0.25150240018709,0.389423574036921,0,0
"250","4x49",0.309858581499408,0.200499361376857,0,0,0.156504732801318,0.333137324322417
"251","5x0",0.257943854453159,0.742056145546841,0,0,0,0
"252","5x1",0,0.703450645812055,0.159435320092838,0,0,0.137114034095107
"253","5x2",0,1,0,0,0,0
"254","5x3",0,1,0,0,0,0
"255","5x4",0,1,0,0,0,0
"256","5x5",0,1,0,0,0,0
"257","5x6",0,0.73149418411464,0.26850581588536,0,0,0
"258","5x7",0,1,0,0,0,0
"259","5x8",0,1,0,0,0,0
"260","5x9",0,1,0,0,0,0
"261","5x10",0,1,0,0,0,0
"262","5x11",0,1,0,0,0,0
"263","5x12",0,1,0,0,0,0
"264","5x13",0,1,0,0,0,0
"265","5x14",0,1,0,0,0,0
"266","5x15",0,1,0,0,0,0
"267","5x16",0,1,0,0,0,0
"268","5x17",0,1,0,0,0,0
"269","5x18",0.302914307125478,0.487444769266664,0.209640923607857,0,0,0
"270","5x19",0.0855026240256496,0.805927428110627,0.108569947863723,0,0,0
"271","5x20",0,0.714683831961649,0,0.157086164102074,0,0.128230003936277
"272","5x21",0.126077382880011,0.873922617119989,0,0,0,0
"273","5x22",0.13266711127614,0.414384835824269,0,0.452948052899591,0,0
"274","5x23",0,0.50216442481347,0.49783557518653,0,0,0
"275","5x24",0.13591196222716,0.354542801893843,0.151182935846245,0.183922357457882,0.17443994257487,0
"276","5x25",0,0.386754753942319,0.1952789406135,0.417966305444181,0,0
"277","5x26",0,0.451822792170545,0.145376115860677,0.149333082460397,0,0.253468009508381
"278","5x27",0.250140485873047,0.372583610853331,0.154849626757486,0.222426276516136,0,0
"279","5x28",0,0.301598274762603,0,0.320254901013624,0.19788737279573,0.180259451428043
"280","5x29",0.106899954482503,0.248710256535432,0.144880002673161,0.318565327644699,0.180944458664205,0
"281","5x30",0,0.469545143146197,0.228376519952837,0.302078336900966,0,0
"282","5x31",0.123310092242078,0.20139717338001,0,0.675292734377912,0,0
"283","5x32",0.308156157739351,0.338308532974371,0.129275835430253,0.0871332395003027,0.137126234355722,0
"284","5x33",0.31422804962931,0.307233245515916,0,0.378538704854774,0,0
"285","5x34",0.185237312545947,0.11368711043033,0.45013742701632,0,0.250938150007403,0
"286","5x35",0.204680030214334,0.193756236115701,0,0.432545573230741,0.169018160439224,0
"287","5x36",0.200680145811141,0.354614300612527,0.191074710365942,0.25363084321039,0,0
"288","5x37",0.16688893571712,0.149907619563133,0.372682777266874,0.194479950561532,0,0.11604071689134
"289","5x38",0.307194775049188,0.150688511512024,0,0.317187465647813,0,0.224929247790976
"290","5x39",0.367061393559341,0.223802556372705,0.409136050067954,0,0,0
"291","5x40",0.0974841654981729,0.314679619673718,0.260037755785431,0,0,0.327798459042678
"292","5x41",0.129335174211613,0.280404599632051,0.344076223439284,0.132847767205109,0,0.113336235511943
"293","5x42",0.292460016114114,0,0,0.628703589855276,0,0.0788363940306101
"294","5x43",0.28868840750126,0,0.34527476520587,0.138049954270189,0,0.227986873022681
"295","5x44",0.274459724146557,0.198921681422932,0.0935396699684631,0.433078924462048,0,0
"296","5x45",0.336035705298412,0.202734609316051,0.345796511938635,0.115433173446902,0,0
"297","5x46",0.360726209818626,0.229178339312176,0,0.21953335767713,0.190562093192068,0
"298","5x47",0.183375857117854,0.328409445140543,0.155751244965565,0.332463452776037,0,0
"299","5x48",0.177837810434376,0.302760307454332,0.519401882111291,0,0,0
"300","5x49",0.35453274972045,0.292726842296535,0,0,0.195968272787439,0.156772135195576
"301","6x0",0.113923729993816,0.738064368397369,0,0,0,0.148011901608814
"302","6x1",0,0.833730247057775,0.166269752942225,0,0,0
"303","6x2",0,1,0,0,0,0
"304","6x3",0,1,0,0,0,0
"305","6x4",0,1,0,0,0,0
"306","6x5",0,1,0,0,0,0
"307","6x6",0,0.756528716940332,0,0.243471283059668,0,0
"308","6x7",0,0.403249471032819,0.196413922932895,0.237057333363453,0.163279272670834,0
"309","6x8",0,1,0,0,0,0
"310","6x9",0,1,0,0,0,0
"311","6x10",0,1,0,0,0,0
"312","6x11",0,1,0,0,0,0
"313","6x12",0,1,0,0,0,0
"314","6x13",0,1,0,0,0,0
"315","6x14",0,0.40867514565595,0.145293216642191,0.295650442745327,0,0.150381194956532
"316","6x15",0,1,0,0,0,0
"317","6x16",0,1,0,0,0,0
"318","6x17",0,1,0,0,0,0
"319","6x18",0,0.623179975110614,0,0.376820024889386,0,0
"320","6x19",0,1,0,0,0,0
"321","6x20",0.111855849025703,0.888144150974297,0,0,0,0
"322","6x21",0,0.788485242531183,0,0,0,0.211514757468817
"323","6x22",0,0.822632000729057,0.177367999270943,0,0,0
"324","6x23",0,0.444790404786415,0.555209595213585,0,0,0
"325","6x24",0.120242483047913,0.553678421469597,0,0.326079095482491,0,0
"326","6x25",0.241773317543386,0.295397004250368,0.259463449430675,0,0,0.20336622877557
"327","6x26",0.0866123214065416,0.3495952697777,0.234750585293493,0.329041823522266,0,0
"328","6x27",0.172485461001682,0.316703460778506,0.175282645333201,0.33552843288661,0,0
"329","6x28",0.21183039178528,0.310770629221502,0.262814287506767,0,0,0.21458469148645
"330","6x29",0.242015094504831,0.415365458966766,0,0,0.342619446528403,0
"331","6x30",0.178447942154652,0.403829927621725,0,0.417722130223624,0,0
"332","6x31",0,0.483984321822716,0.236394061047387,0.279621617129897,0,0
"333","6x32",0.122401872391891,0.105585732257299,0.552466984190089,0,0,0.219545411160721
"334","6x33",0.244252928463894,0.168422374226122,0,0.459666893733249,0.127657803576735,0
"335","6x34",0.150597083171303,0.213463683960449,0,0.486389327672469,0.149549905195779,0
"336","6x35",0.259565486210273,0.359180493287924,0.381254020501804,0,0,0
"337","6x36",0,0.40364741505965,0.365122206493781,0,0.231230378446569,0
"338","6x37",0.341324677379205,0.257401469761188,0,0.401273852859607,0,0
"339","6x38",0.230394586651358,0.284330098069811,0,0.244121057706283,0.241154257572548,0
"340","6x39",0,0.607209718611508,0,0.254702604273776,0,0.138087677114715
"341","6x40",0.262368378666819,0.113470197934186,0.157091392395292,0.321857889549938,0,0.145212141453765
"342","6x41",0.206570443977553,0.176271805656489,0.311327562465115,0.305830187900843,0,0
"343","6x42",0.216137453971175,0.192891462583911,0.18792100590645,0.403050077538464,0,0
"344","6x43",0.366764284210355,0.130060041501705,0.0699276113317188,0.433248062956221,0,0
"345","6x44",0.259194319890993,0.313962036960491,0.292586282011396,0.13425736113712,0,0
"346","6x45",0.298843520067447,0.151656118715363,0.182638549040727,0.366861812176462,0,0
"347","6x46",0.263634874614851,0,0.0628387001233891,0.67352642526176,0,0
"348","6x47",0.287418343869144,0.2028113093564,0.222079046711823,0.127340466859827,0.160350833202806,0
"349","6x48",0.106483502839431,0.34361662479938,0,0.210235924285159,0.257021747913525,0.0826422001625039
"350","6x49",0,0.4259731505402,0.144375027732598,0.1862744887197,0.243377333007502,0
"351","7x0",0.128299532106498,0.871700467893502,0,0,0,0
"352","7x1",0,1,0,0,0,0
"353","7x2",0,1,0,0,0,0
"354","7x3",0,0.260855567434526,0.166861580230966,0.350334152727901,0.221948699606607,0
"355","7x4",0,0.402400211203122,0,0.228026794129994,0.369572994666883,0
"356","7x5",0,1,0,0,0,0
"357","7x6",0,1,0,0,0,0
"358","7x7",0,1,0,0,0,0
"359","7x8",0,1,0,0,0,0
"360","7x9",0,1,0,0,0,0
"361","7x10",0,1,0,0,0,0
"362","7x11",0,1,0,0,0,0
"363","7x12",0,0.27733279516779,0.122988867216429,0.433690887099013,0.165987450516767,0
"364","7x13",0,1,0,0,0,0
"365","7x14",0,1,0,0,0,0
"366","7x15",0,1,0,0,0,0
"367","7x16",0,1,0,0,0,0
"368","7x17",0,1,0,0,0,0
"369","7x18",0,1,0,0,0,0
"370","7x19",0.202803197758413,0.51920299913505,0,0.277993803106536,0,0
"371","7x20",0.528425032450627,0.471574967549373,0,0,0,0
"372","7x21",0.223364696523753,0.605900430057293,0,0,0.170734873418954,0
"373","7x22",0,0.619333099824704,0.11886993691162,0,0.261796963263676,0
"374","7x23",0.117130980922088,0.43230075562308,0.116377335416214,0.186979636949631,0.147211291088987,0
"375","7x24",0,0.821971057249339,0.178028942750661,0,0,0
"376","7x25",0.109207614191903,0.381046745980848,0.36542441751692,0,0.144321222310329,0
"377","7x26",0,0.294148833904896,0.136662149566167,0.385466301677171,0,0.183722714851766
"378","7x27",0,0.365712147689558,0.634287852310442,0,0,0
"379","7x28",0,0.211475441308825,0.314082570801966,0,0,0.474441987889208
"380","7x29",0.159682803588406,0.183459379457638,0.205660346273045,0.451197470680911,0,0
"381","7x30",0,0.372443755127178,0.300662996184739,0,0.326893248688083,0
"382","7x31",0,0.48773566425765,0,0.178777498892511,0.132394607896114,0.201092228953725
"383","7x32",0,0.204439195091458,0,0.64918931480157,0.146371490106972,0
"384","7x33",0,0.300461453866406,0.16134328362188,0.538195262511714,0,0
"385","7x34",0.379127510216929,0,0.217291254202181,0.195906521617127,0.207674713963762,0
"386","7x35",0.212520518550458,0.134018857524856,0,0.32258514372172,0.168865376755293,0.162010103447674
"387","7x36",0.127915657067879,0.247032432965758,0.148436397596632,0.372266218985923,0,0.104349293383808
"388","7x37",0,0.201649330687949,0,0.455575661150559,0.342775008161492,0
"389","7x38",0.278962362788135,0,0.181097896233644,0.37593495635165,0,0.164004784626571
"390","7x39",0.159626979375998,0.363503188869844,0,0.346894975551858,0.1299748562023,0
"391","7x40",0.442543915128716,0,0.189299757833198,0,0,0.368156327038087
"392","7x41",0.183586028039903,0.316786962128213,0.186688229408348,0,0,0.312938780423537
"393","7x42",0,0.292575997007155,0.163632145101384,0,0.230490467027962,0.313301390863499
"394","7x43",0.366248522892865,0.234451762252776,0,0.399299714854359,0,0
"395","7x44",0.23911637028391,0.235237484497608,0.103796916393738,0.243058044804681,0.178791184020063,0
"396","7x45",0,0.3649195954873,0.416873609705439,0,0.218206794807262,0
"397","7x46",0,0.131929761003893,0.143438334100069,0.724631904896038,0,0
"398","7x47",0.207658937232817,0.202602560490249,0.197029559171672,0.238378350344611,0.154330592760651,0
"399","7x48",0.510529265797372,0.179688833058789,0,0.309781901143838,0,0
"400","7x49",0.434317169382096,0.565682830617904,0,0,0,0
"401","8x0",0,1,0,0,0,0
"402","8x1",0,1,0,0,0,0
"403","8x2",0,1,0,0,0,0
"404","8x3",0,1,0,0,0,0
"405","8x4",0,1,0,0,0,0
"406","8x5",0,1,0,0,0,0
"407","8x6",0,1,0,0,0,0
