"","cell_ID","mDCs","Macrophages","Mast","Monocytes"
"156","3x5",0.222037111585565,0.187696808479744,0.448182849300961,0.142083230633731
"157","3x6",0.379423309718534,0,0.488243747913053,0.132332942368413
"158","3x7",0.257525491471213,0,0.460286182250436,0.282188326278351
"159","3x8",1,0,0,0
"160","3x9",0,0.3455279624217,0.520043533095878,0.134428504482422
"161","3x10",0.179156912663903,0.177442015372473,0.477949871438586,0.165451200525039
"162","3x11",0.190882625114708,0.444552321883339,0.364565053001953,0
"163","3x12",0.341127219659762,0.416257331107222,0.242615449233016,0
"164","3x13",0.260910114980814,0.140812951387569,0.485197697303524,0.113079236328093
"165","3x14",0.864441820515328,0,0,0.135558179484672
"166","3x15",0.138078030387965,0.472946017411161,0.388975952200874,0
"167","3x16",0.990084277112894,0.00991572288710603,0,0
"168","3x17",0.316733405428273,0,0.488343074134058,0.194923520437669
"169","3x18",0.18896362195028,0.302072729382975,0.374231480186521,0.134732168480224
"170","3x19",0.207662128580075,0.286213251013838,0.219005341201458,0.28711927920463
"171","3x20",0,1,0,0
"172","3x21",0.197181962843653,0,0.802818037156347,0
"173","3x22",0.597028305982908,0.241777396966178,0,0.161194297050913
"174","3x23",0.220731604783366,0.590961439240121,0,0.188306955976513
"175","3x24",1,0,0,0
"176","3x25",0.475332428668664,0,0.524667571331336,0
"177","3x26",1,0,0,0
"178","3x27",0,0.206229049720177,0.793770950279823,0
"179","3x28",1,0,0,0
"180","3x29",1,0,0,0
"181","3x30",0.829564356468628,0.170435643531372,0,0
"182","3x31",0.884339287883596,0.115660712116404,0,0
"183","3x32",1,0,0,0
"184","3x33",1,0,0,0
"185","3x34",1,0,0,0
"186","3x35",0.384067706080007,0,0.615932293919993,0
"187","3x36",0.445009737192786,0,0.554990262807214,0
"188","3x37",0.539541142737182,0,0.460458857262818,0
"189","3x38",0.747415473443668,0.252584526556332,0,0
"190","3x39",0.270504583062367,0,0.729495416937633,0
"191","3x40",0.366968082994095,0,0.633031917005905,0
"192","3x41",1,0,0,0
"193","3x42",1,0,0,0
"194","3x43",0.250894590625961,0,0.749105409374039,0
"195","3x44",0.698470268609869,0,0,0.301529731390131
"196","3x45",0.807859592627525,0,0,0.192140407372475
"197","3x46",0.209896695924757,0,0.790103304075243,0
"198","3x47",0.231597740233629,0.0571767793673205,0.71122548039905,0
"199","3x48",0.57726510476032,0,0,0.42273489523968
"200","3x49",1,0,0,0
"201","4x0",0.144896289063359,0.39803165087963,0.457072060057012,0
"202","4x1",0.858548544802095,0,0,0.141451455197905
"203","4x2",0.129292322078739,0.565740172159165,0.17250503144898,0.132462474313116
"204","4x3",0,0.479929942314835,0.395915004694778,0.124155052990386
"205","4x4",0.285374277638996,0.106136788828586,0.449783886240737,0.158705047291681
"206","4x5",0.146941330946686,0.479474432827315,0.373584236225999,0
"207","4x6",0.360538479702686,0,0.509290646032839,0.130170874264475
"208","4x7",0.245827270504466,0.395099924040694,0.35907280545484,0
"209","4x8",0.14013440754534,0.491722591311441,0.368143001143219,0
"210","4x9",0.201708378265378,0,0.568700872640352,0.229590749094269
"211","4x10",0.284417179916758,0.121325189406065,0.4640146337088,0.130242996968377
"212","4x11",0.168637517664656,0.441681641032816,0.389680841302528,0
"213","4x12",0.231199124225186,0,0.536564550075563,0.232236325699251
"214","4x13",0.261130473105664,0,0.529859128733495,0.209010398160841
"215","4x14",0.340791108653032,0.153332282301422,0.368200301309872,0.137676307735674
"216","4x15",0.222633726246089,0.399324718928512,0.3780415548254,0
"217","4x16",0.259176175928468,0,0.525796754677487,0.215027069394046
"218","4x17",0.145532920562267,0.163788553676153,0.411535668921954,0.279142856839625
"219","4x18",0.296398479147052,0,0.449310822277919,0.254290698575029
"220","4x19",0.865124356703823,0,0,0.134875643296177
"221","4x20",0,0.517453355809751,0.438638968825912,0.0439076753643361
"222","4x21",0.672211346492734,0.327788653507267,0,0
"223","4x22",0.637257495199473,0,0.250039059405825,0.112703445394702
"224","4x23",1,0,0,0
"225","4x24",0.161892329179716,0,0.838107670820284,0
"226","4x25",0.862487260690003,0,0,0.137512739309997
"227","4x26",1,0,0,0
"228","4x27",0.831463136558235,0,0,0.168536863441765
"229","4x28",0.500883479540151,0,0.499116520459849,0
"230","4x29",0.813205488953736,0.186794511046264,0,0
"231","4x30",0.204152386164339,0.122482546662746,0.558546880037787,0.114818187135128
"232","4x31",1,0,0,0
"233","4x32",0.885212537603876,0,0,0.114787462396124
"234","4x33",0.39583147907548,0,0.60416852092452,0
"235","4x34",0.896316090821665,0,0,0.103683909178335
"236","4x35",1,0,0,0
"237","4x36",1,0,0,0
"238","4x37",0.247372479082903,0,0.752627520917097,0
"239","4x38",0.273275680780831,0,0.726724319219169,0
"240","4x39",1,0,0,0
"241","4x40",0.461136851599019,0,0.538863148400981,0
"242","4x41",0,0,1,0
"243","4x42",0.888768032222278,0,0,0.111231967777722
"244","4x43",1,0,0,0
"245","4x44",1,0,0,0
"246","4x45",0.770348770931637,0.117046911394309,0,0.112604317674053
"247","4x46",1,0,0,0
"248","4x47",0.8727378795947,0,0,0.1272621204053
"249","4x48",1,0,0,0
"250","4x49",0,0.142571776233708,0.857428223766292,0
"251","5x0",0.340892463969359,0.426344566925615,0.232762969105026,0
"252","5x1",0.862512110234493,0,0.137487889765507,0
"253","5x2",0.199711459765156,0.105369734685055,0.529094235766554,0.165824569783234
"254","5x3",0.149344313657555,0.224948674688216,0.511230218002594,0.114476793651635
"255","5x4",0.243952366474436,0.375682978297572,0.380364655227991,0
"256","5x5",0,0.647976756471893,0.156986975017131,0.195036268510976
"257","5x6",0.84297916111079,0,0.15702083888921,0
"258","5x7",0.514469979857145,0,0.485530020142855,0
"259","5x8",0.165077040475831,0.168374823960357,0.522318672147161,0.144229463416651
"260","5x9",0.12498730146871,0.526097238782878,0.348915459748412,0
"261","5x10",0.17756354521117,0.515803165150233,0.306633289638597,0
"262","5x11",0.215164624207831,0.145155209159547,0.511727560053534,0.127952606579089
"263","5x12",0.183665621485282,0.404077555779906,0.412256822734812,0
"264","5x13",0.252546042902662,0,0.592923719387144,0.154530237710195
"265","5x14",0.238349521379929,0.163306549976754,0.456920339519336,0.141423589123981
"266","5x15",0.297455536231259,0,0.492054137375087,0.210490326393654
"267","5x16",0.207517483145288,0.184013855333059,0.449308350025964,0.159160311495689
"268","5x17",0.3466093552095,0.24206989301008,0.41132075178042,0
"269","5x18",1,0,0,0
"270","5x19",0.797771707713578,0,0,0.202228292286422
"271","5x20",0.138014062502869,0.597275044831137,0,0.264710892665994
"272","5x21",0,0.761391194156312,0,0.238608805843688
"273","5x22",0.899679444319557,0,0.100320555680443,0
"274","5x23",1,0,0,0
"275","5x24",0.336430720748407,0,0.663569279251593,0
"276","5x25",1,0,0,0
"277","5x26",0.534930176912061,0.25772806819074,0,0.207341754897199
"278","5x27",0.873387061317836,0,0.126612938682164,0
"279","5x28",0.329529016605515,0,0.55624409057065,0.114226892823834
"280","5x29",0.348817947225212,0,0.651182052774788,0
"281","5x30",1,0,0,0
"282","5x31",1,0,0,0
"283","5x32",0.321883332188321,0,0.678116667811679,0
"284","5x33",1,0,0,0
"285","5x34",0.293733180349467,0,0.706266819650533,0
"286","5x35",0.545540101948762,0,0.454459898051238,0
"287","5x36",1,0,0,0
"288","5x37",1,0,0,0
"289","5x38",0.605619428954406,0.394380571045594,0,0
"290","5x39",1,0,0,0
"291","5x40",0.716928444168985,0,0,0.283071555831015
"292","5x41",1,0,0,0
"293","5x42",0.897009587260352,0.102990412739648,0,0
"294","5x43",1,0,0,0
"295","5x44",1,0,0,0
"296","5x45",1,0,0,0
"297","5x46",0.157633711653964,0,0.842366288346036,0
"298","5x47",1,0,0,0
"299","5x48",1,0,0,0
"300","5x49",0,0.157198284995041,0.842801715004958,0
"301","6x0",0,0.417609733249754,0.365255995080307,0.217134271669939
"302","6x1",0.896995015532272,0.0133562358717736,0.0896487485959543,0
"303","6x2",0.224638338122748,0.454466698062463,0.320894963814789,0
"304","6x3",0.195537141321912,0.567818648145324,0.236644210532764,0
"305","6x4",0.293324571207863,0,0.472324601770371,0.234350827021765
"306","6x5",0.191470032368883,0.39910676569233,0.409423201938786,0
"307","6x6",0.143508249191826,0.570098968088416,0.113433268755796,0.172959513963962
"308","6x7",0.412429876852535,0,0.587570123147465,0
"309","6x8",0.139666967721726,0.512278917922304,0.34805411435597,0
"310","6x9",0.238447419922297,0.331608164544487,0.429944415533216,0
"311","6x10",0.20320679562647,0.365246089879976,0.431547114493555,0
"312","6x11",0.164869318805743,0.118994762420586,0.518786639807599,0.197349278966072
"313","6x12",0,0.589853065755672,0,0.410146934244328
"314","6x13",0.137468992256266,0.263899935438932,0.462368619374677,0.136262452930125
"315","6x14",0.887609526751942,0,0,0.112390473248058
"316","6x15",0.0365011948820175,0.672328181611513,0.291170623506469,0
"317","6x16",0.259934306096613,0,0.559905835321327,0.18015985858206
"318","6x17",0.0868842476047539,0.595405499901679,0.317710252493567,0
"319","6x18",1,0,0,0
"320","6x19",0.258895739226655,0,0.547164037010122,0.193940223763223
"321","6x20",0.200300734261418,0.461790904088074,0.337908361650508,0
"322","6x21",0.205120917660624,0.385365315867011,0,0.409513766472365
"323","6x22",0.606161331170847,0.393838668829152,0,0
"324","6x23",1,0,0,0
"325","6x24",0,1,0,0
"326","6x25",0.881184927600675,0,0,0.118815072399325
"327","6x26",0.899484752201667,0,0,0.100515247798333
"328","6x27",1,0,0,0
"329","6x28",0.865960331049409,0,0,0.134039668950592
"330","6x29",0,0,1,0
"331","6x30",0.87343706352757,0,0,0.12656293647243
"332","6x31",0.880468727226779,0,0,0.119531272773221
"333","6x32",0.656034827188935,0,0.343965172811065,0
"334","6x33",1,0,0,0
"335","6x34",0.374516381340557,0,0.625483618659443,0
"336","6x35",1,0,0,0
"337","6x36",0.244326737929357,0,0.755673262070643,0
"338","6x37",0,0.409686437934636,0.590313562065364,0
"339","6x38",0,0,1,0
"340","6x39",0.825961773046455,0.174038226953545,0,0
"341","6x40",1,0,0,0
"342","6x41",1,0,0,0
"343","6x42",1,0,0,0
"344","6x43",1,0,0,0
"345","6x44",1,0,0,0
"346","6x45",1,0,0,0
"347","6x46",1,0,0,0
"348","6x47",0.398691944196092,0,0.601308055803908,0
"349","6x48",0,0,1,0
"350","6x49",0.237707368809514,0,0.762292631190486,0
"351","7x0",0.329222724690088,0.261409907737786,0.409367367572126,0
"352","7x1",0.484333190973669,0.300502766816588,0.215164042209743,0
"353","7x2",0.177817391593126,0.370806502796697,0.451376105610177,0
"354","7x3",0.364319581471612,0,0.635680418528388,0
"355","7x4",0.12823659466123,0,0.87176340533877,0
"356","7x5",0.221986645942516,0.391041571199621,0.386971782857863,0
"357","7x6",0.20365891041976,0.199594633914237,0.471389181481121,0.125357274184882
"358","7x7",0,0.703071139537872,0,0.296928860462129
"359","7x8",0.317836488659298,0,0.542717268990427,0.139446242350274
"360","7x9",0.20094801793534,0.414594222212279,0.384457759852382,0
"361","7x10",0.155525246472471,0.455313243303189,0.38916151022434,0
"362","7x11",0.221776927559511,0,0.549843739747648,0.228379332692841
"363","7x12",0.453917077627017,0,0.546082922372983,0
"364","7x13",0.0536122710872565,0.656767990666048,0.289619738246696,0
"365","7x14",0.0124677972516168,0.651414680101724,0.336117522646659,0
"366","7x15",0.170903823553125,0.415198493292441,0.413897683154434,0
"367","7x16",0.113436350826782,0.548775246825251,0.337788402347967,0
"368","7x17",0.319419343022605,0,0.520974611491577,0.159606045485818
"369","7x18",0.217707541996209,0.324301204844657,0.457991253159134,0
"370","7x19",0.564902829761502,0.322848169668055,0,0.112249000570443
"371","7x20",0.401266126319428,0.268961330479862,0.329772543200709,0
"372","7x21",0.22163413770653,0,0.77836586229347,0
"373","7x22",0.130230314430064,0.104105443412393,0.765664242157543,0
"374","7x23",0.253263243304036,0,0.746736756695964,0
"375","7x24",0.276240541644075,0.593773078220605,0,0.12998638013532
"376","7x25",0.371265811494052,0,0.628734188505948,0
"377","7x26",0.878301149942225,0,0,0.121698850057775
"378","7x27",1,0,0,0
"379","7x28",0.693592017955798,0.165466724791664,0,0.140941257252538
"380","7x29",1,0,0,0
"381","7x30",0.293975407538097,0,0.706024592461903,0
"382","7x31",0.424128028180466,0,0.398393577869965,0.177478393949569
"383","7x32",0.531804525879453,0,0.468195474120547,0
"384","7x33",1,0,0,0
"385","7x34",0.483703475420611,0,0.516296524579389,0
"386","7x35",0.23860296677731,0,0.603235732933822,0.158161300288868
"387","7x36",1,0,0,0
"388","7x37",0.186293919217967,0,0.813706080782033,0
"389","7x38",0.928720047535045,0.0712799524649545,0,0
"390","7x39",0.503920054874712,4.33372576149144e-05,0.496036607867673,0
"391","7x40",0.755300362615932,0,0,0.244699637384068
"392","7x41",0.781324586636676,0,0,0.218675413363323
"393","7x42",0.218353716998252,0,0.652604281082103,0.129042001919644
"394","7x43",1,0,0,0
"395","7x44",0.465069704736064,0,0.534930295263936,0
"396","7x45",0,0,1,0
"397","7x46",1,0,0,0
"398","7x47",0.491318697185372,0,0.508681302814628,0
"399","7x48",0.705772380328732,0.152297344191157,0,0.141930275480112
"400","7x49",0.864395150341274,0,0.135604849658726,0
"401","8x0",0.269240638566858,0,0.466058300865677,0.264701060567466
"402","8x1",0.500241484355136,0.314913973578739,0.184844542066126,0
"403","8x2",0.205520171769291,0.138974830806849,0.444850483929556,0.210654513494303
"404","8x3",0.179535141419287,0.127626256468146,0.531073546603227,0.16176505550934
"405","8x4",0.320396404658451,0.267944881673231,0.411658713668318,0
"406","8x5",0.287480601296899,0,0.513367485303718,0.199151913399383
"407","8x6",0.54622582548144,0,0.45377417451856,0
"408","8x7",0.272995875836828,0,0.506066744731079,0.220937379432093
"409","8x8",0.221738575385759,0.493689184503662,0.284572240110579,0
"410","8x9",0.53666127820437,0,0.46333872179563,0
"411","8x10",0.264443903164722,0.101723104001103,0.517713163902815,0.11611982893136
"412","8x11",0.218479082000734,0.421055670255044,0.360465247744222,0
"413","8x12",0.30928967302033,0,0.526571216431943,0.164139110547727
"414","8x13",0.450504718765716,0,0.549495281234284,0
"415","8x14",0.260869086510092,0.443023939135091,0.296106974354817,0
"416","8x15",0.195756935931108,0.177836196901064,0.523062093415568,0.103344773752259
"417","8x16",0.860432560130183,0,0,0.139567439869817
"418","8x17",0.274768787061991,0,0.531437579171291,0.193793633766718
"419","8x18",0,0.377768259011956,0.471553897411752,0.150677843576292
"420","8x19",1,0,0,0
"421","8x20",0,0,1,0
"422","8x21",0.884600139109597,0,0,0.115399860890403
"423","8x22",0.136287092029645,0,0.863712907970355,0
"424","8x23",0.89302748537723,0,0,0.10697251462277
"425","8x24",0,1,0,0
"426","8x25",0.186067436973215,0,0.813932563026785,0
"427","8x26",0.116443121882568,0,0.883556878117432,0
"428","8x27",0.890690244269639,0,0,0.109309755730361
"429","8x28",0.230843551609994,0,0.769156448390006,0
"430","8x29",0.869180602675152,0.130819397324848,0,0
"431","8x30",1,0,0,0
"432","8x31",0.189905717239576,0,0.810094282760424,0
"433","8x32",1,0,0,0
"434","8x33",1,0,0,0
"435","8x34",1,0,0,0
"436","8x35",0.214334758780414,0,0.667944477343379,0.117720763876207
"437","8x36",0.606910154478072,0.176221144148672,0,0.216868701373256
"438","8x37",0.531570212619982,0,0.468429787380018,0
"439","8x38",0.326618793262577,0,0.673381206737423,0
"440","8x39",0.277273504411701,0,0.722726495588299,0
"441","8x40",0.214912918747687,0,0.785087081252313,0
"442","8x41",0.901185754111068,0,0.0988142458889319,0
"443","8x42",1,0,0,0
"444","8x43",0.245085211087896,0,0.754914788912105,0
"445","8x44",0.253481233937546,0,0.746518766062454,0
"446","8x45",0.553928387708349,0,0.446071612291651,0
"447","8x46",0.494131891485617,0,0.505868108514382,0
"448","8x47",0.194896474603876,0,0.805103525396125,0
"449","8x48",0.622408534140103,0.377591465859897,0,0
"450","8x49",0.442739406969401,0,0.557260593030599,0
"451","9x0",0.684629680645474,0,0.315370319354526,0
"452","9x1",0.177329861557145,0.452969489255459,0.369700649187396,0
"453","9x2",0.168000017796735,0.491933733704252,0.340066248499013,0
"454","9x3",0.238439488214197,0,0.567127573976375,0.194432937809428
"455","9x4",0.327101106396351,0.19508155173641,0.477817341867239,0
"456","9x5",0.162716082960493,0.228844267977133,0.50703927758659,0.101400371475784
"457","9x6",0.188937802300507,0.454776158029319,0.356286039670174,0
"458","9x7",0.0719156399700868,0.510843763569051,0.417240596460863,0
"459","9x8",0.335620799727561,0,0.52534096671587,0.139038233556568
"460","9x9",0.0665122694572384,0.682167019695195,0.251320710847567,0
"461","9x10",0.190768307401126,0.463054137669872,0.346177554929002,0
"462","9x11",0.170840245000842,0.546645520476815,0.282514234522343,0
"463","9x12",0.180534061755823,0.471010782543635,0.348455155700542,0
"464","9x13",0.238336907969748,0,0.761663092030252,0
"465","9x14",0.142389297789034,0.426769126154356,0.43084157605661,0
"466","9x15",0.188350805905886,0.130850071825249,0.505967985472525,0.17483113679634
"467","9x16",0.996576635757897,0.00342336424210285,0,0
"468","9x17",0.33623227007473,0,0.508735210895734,0.155032519029536
"469","9x18",0.160657225726577,0.532795006257987,0.306547768015436,0
"470","9x19",0.179193323414764,0.442704325072977,0.378102351512259,0
"471","9x20",0,0,1,0
"472","9x21",0.357939470025618,0.531738812861612,0.110321717112771,0
"473","9x22",0.581493924318817,0.23091639138077,0,0.187589684300413
"474","9x23",0.467833456263271,0.355733097676708,0,0.176433446060021
"475","9x24",1,0,0,0
"476","9x25",0.889452207980304,0,0,0.110547792019696
"477","9x26",1,0,0,0
"478","9x27",0.239809586967897,0,0.760190413032103,0
"479","9x28",0.454151672106035,0,0.545848327893965,0
"480","9x29",0.261623939376998,0.0978843744154922,0.64049168620751,0
"481","9x30",0.463080199279433,0,0.536919800720567,0
"482","9x31",1,0,0,0
"483","9x32",1,0,0,0
"484","9x33",1,0,0,0
"485","9x34",0.237137309715938,0.271230443470484,0.491632246813578,0
"486","9x35",0.768837665463773,0,0,0.231162334536227
"487","9x36",0.609203900572392,0,0.390796099427608,0
"488","9x37",0.350543834212544,0,0.649456165787456,0
"489","9x38",0.391115664262327,0,0.608884335737673,0
"490","9x39",0.262707617003874,0,0.737292382996126,0
"491","9x40",0.265879336431782,0,0.734120663568218,0
"492","9x41",1,0,0,0
"493","9x42",1,0,0,0
"494","9x43",1,0,0,0
"495","9x44",0.428820850023648,0,0.571179149976352,0
"496","9x45",1,0,0,0
"497","9x46",0.907995126048253,0,0.0920048739517473,0
"498","9x47",0.688070702175749,0,0.311929297824251,0
"499","9x48",1,0,0,0
"500","9x49",0.425916994280928,0,0.574083005719072,0
"501","10x0",0.110541017937115,0.182785953814792,0.404283718287974,0.302389309960118
"502","10x1",0.253388194772741,0,0.454539428960202,0.292072376267057
"503","10x2",0.115847037138959,0.213146900796977,0.517067562752805,0.153938499311259
"504","10x3",0.179494724234234,0.465949600724347,0.354555675041419,0
"505","10x4",0.266173084109291,0.123920414733595,0.489324808519767,0.120581692637347
"506","10x5",0.166772151872246,0.196256446064652,0.520573530260899,0.116397871802203
"507","10x6",0.177832287858688,0.126466458620044,0.563565768483803,0.132135485037465
"508","10x7",0.0690417070541958,0.566607402639709,0.364350890306095,0
"509","10x8",0.302761002741933,0,0.49911522123056,0.198123776027507
"510","10x9",0.293255250854417,0,0.47656483405576,0.230179915089823
