"","Ductal","Cancer","mDCs","pDCs","Macrophages","Mast","T","Monocytes"
"11x48",0.286360279000381,0.192854718511542,0.224152008333381,0.0187166905271874,0.205995885627005,0.0115927360045478,0.0603276819959554,0
"11x49",0.337194889529992,0.103078630038287,0.139276222158663,0.106571283027193,0,0.0706491345639115,0.122501599945851,0.120728240736103
"12x0",0.0901174843920525,0.670529658053926,0,0.0692594223392178,0,0.0930943600850824,0.0769990751297217,0
"12x1",0.131229371635742,0.616158284661414,0,0.080472717867882,0,0.0595043518123746,0.106064667892368,0.00657060613022035
"12x2",0.0587124966018659,0.899756475320637,0,0,0,0.0327869691999961,0.00372347738702787,0.00502058149047303
"12x3",0.0197545355406483,0.836337888887107,0,0.000941625987828863,0,0.0291271837057723,0.111761418305935,0.00207734757270781
"12x4",0.0261847546534932,0.763194058572325,0,0.0463251925832535,0.00155617615644494,0.0219501748326006,0.1054963597152,0.0352932834866823
"12x5",0.0166995736676243,0.714411422365257,0,0.053552548707067,0,0.0277497259310987,0.183552995224707,0.00403373410424586
"12x6",0.130042176246664,0.772144135549433,0,0.0806203047769206,0,0.00913754302683648,0.00805584040014588,0
"12x7",0.0398232044783681,0.294059090043454,0.359080732987325,0.0891059835244834,0.0472859604450329,0.0324200516896364,0.0772136674555371,0.0610113093761628
"12x8",0.0222809522490839,0.747174193856574,0,0.0382127131640124,0,0.021405803602334,0.170926337127996,0
"12x9",0.0493927639169112,0.74027017884012,0,0.000587101951002421,0,0.0326832719162147,0.176774991678512,0.000291691697239557
"12x10",0.0218014484897998,0.841929273888395,0,0.0165473912608409,0,0.0164590815988505,0.103262804762114,0
"12x11",0.0609423925745783,0.710083294435944,0,0.0453116372928574,0,0.0209149978198887,0.162747677876731,0
"12x12",0.114763300100356,0.738967543245159,0,0.0319747207070908,0,0.00655350655553602,0.107740929391858,0
"12x13",0.0300035796472303,0.78516505982979,0,0.000979192871785004,0,0.0205194675622793,0.153982230138754,0.00935046995016151
"12x14",0.0065108911103503,0.764363860261531,0,0.0785662508291372,0,0.01735699727085,0.133202000528132,0
"12x15",0.0895142895829698,0.757923509038802,0,0.0649146663507269,0,0.0154626387497725,0.0721848962777286,0
"12x16",0.0444994248652803,0.777234232754872,0,0.0518113827190633,0,0.00842070732912848,0.118034252331656,0
"12x17",0.0207113322598365,0.762377429805282,0,0.045165995023357,0,0.00313474721637766,0.15647183768859,0.0121386580065564
"12x18",0.0655547578256801,0.711141154172458,0,0.0465102425800223,0,0.0515460405511244,0.125247804870715,0
"12x19",0.115847856456423,0.627614618233314,0.0137570881629435,0.0527339591749269,0.0286624165396049,0.00208504182214325,0.151954632015,0.00734438759564396
"12x20",0.0975407701697396,0.531696313511803,0.00450912491624191,0.174382281358355,0.0425655798134046,0.0194787639978008,0.0870073633295027,0.0428198029031522
"12x21",0.132673396457224,0.459523704231183,0.125814661438923,0.0664877270488845,0,0,0.215500510823785,0
"12x22",0.126614926793773,0.470963343304423,0,0.059151167324577,0.101412878774951,0.140962453903716,0.0975102807826851,0.00338494911587501
"12x23",0.116760286436091,0.409127020154598,0.101608088368003,0.0506725355725506,0.158502413613994,0.0372166513237169,0.10596002962375,0.020152974907297
"12x24",0.0631287926200577,0.205842150906599,0.251064104518913,0.065612470230946,0.013116656033859,0.0947520506320731,0.101991018282488,0.204492756775063
"12x25",0.0582074822772079,0.119608447609362,0.0902198255410967,0.115871395854508,0.166490869832554,0.298124237635149,0.114237325084075,0.0372404161660478
"12x26",0.0625097419816829,0.261975896952167,0.142312812007206,0.101897574620266,0.130714174983513,0.203037523338716,0,0.0975522761164501
"12x27",0.189775335069148,0.17862135642721,0.176834217965,0.105914610531574,0.042348988298099,0.0535799874318122,0.0583491504664075,0.194576353810749
"12x28",0.10022969747712,0.0676000713001061,0.244726866655326,0.0271275721875456,0.212132988429425,0.229670012566995,0.0123310968246379,0.106181694558845
"12x29",0.0833152210125847,0.174700113752677,0.212845922281596,0.0745460779028882,0.21284215364433,0.067734076243075,0.112327604477311,0.0616888306855382
"12x30",0.0783381074899847,0.0523076872700496,0.297546805369484,0.159590673065948,0.0258083611965803,0.146715959332667,0.0507440130048045,0.188948393270482
"12x31",0.0980207683176553,0.0574900989118541,0.256641755608848,0.196834690716655,0.0636548932257169,0.0389478323695368,0.160849938176462,0.127560022673272
"12x32",0.0809792941846759,0.203898420684432,0.266152313705956,0.106163388276415,0.0238591215231772,0.025132702796314,0.0904364852985219,0.203378273530508
"12x33",0.114341157838485,0.218837595328656,0.145517339606187,0.156838728791836,0.185604814769133,0.0830757701180222,0.0365151248589134,0.0592694686887686
"12x34",0.203054374886637,0.0760240494473476,0.08241290101645,0.0437297640368793,0.205025189831734,0.274763413659948,0.114990307121004,0
"12x35",0.42752874491047,0,0.0961451261424832,0.12156590658131,0.167660352441513,0.0427925583383568,0.00759858383044971,0.136708727755418
"12x36",0.114747126025769,0.139513920451707,0.238345206521458,0.0610463511262724,0.219403073563852,0.0971978385491874,0.129746483761754,0
"12x37",0.10133927448656,0.270681045103789,0.216716251739599,0.128221174287899,0,0.0194706823402105,0.115642664186984,0.147928907854958
"12x38",0.138669140786978,0.15968296838824,0.0859320004927137,0.0486997189990886,0.140862286149289,0.0733468473488598,0.149702214982871,0.20310482285196
"12x39",0.0520804972358475,0.144664289683078,0.259574607405695,0.0449859414127308,0.304574893069231,0.0921703040582003,0.101949467135217,0
"12x40",0.230699780896804,0.22758360823779,0,0.0412707939421866,0.228609514763014,0.17432736046538,0.0517762607858661,0.0457326809089585
"12x41",0.142018480771476,0.112671227879399,0.145270196492584,0.113082119931221,0.167389123692956,0.000929241532026925,0.133637312610402,0.185002297089935
"12x42",0.275437781816733,0.0943888285891124,0.0376573249657152,0.082783643459432,0.1327059648111,0.0730019875360022,0.154016909062541,0.150007559759364
"12x43",0.23913000526781,0.280657604353917,0.0731786339267121,0.0512825328367976,0.228707188961115,0.0600275345188791,0.0658318872126833,0.00118461292208568
"12x44",0.277213747160279,0.104226222587577,0.230694696968025,0.0981794304589159,0.0600512701023089,0.0625932414720145,0.164745466024752,0.00229592522612767
"12x45",0.213771684134974,0.247005439333945,0.0140642788865454,0.0731399800173384,0.339573886726674,0.0604319138942774,0.0296614103144014,0.0223514066918442
"12x46",0.487448329024609,0.0131060059949216,0.0354591787252653,0.074969175535648,0.251519012103946,0.0218489738778778,0.0823142917686125,0.03333503296912
"12x47",0.251656986902636,0.170459490059871,0.167910397649704,0.155627666042892,0.149238428583204,0.101564153852798,0.00354287690889543,0
"12x48",0.249274206946411,0.172196615139836,0.000906711375876438,0.0948169478715835,0.286040782013487,0.00917213578941993,0.0580019813261273,0.129590619537258
"12x49",0.228041138013093,0.212011177080855,0.19438350253564,0.0823457947318797,0,0.00994688636509338,0.134807025508217,0.138464475765221
"13x0",0.148356332959355,0.672562498126502,0,0.06272971785513,0.00144480500120143,0,0.0988016990796795,0.016104946978132
"13x1",0.0701089154506972,0.781416236945477,0,0.0158831593092704,0,0.027957134090564,0.104634554203991,0
"13x2",0.0996565078824549,0.73774275643251,0,0.0844901321809104,0,0.0190750938883931,0.0590355096157315,0
"13x3",0.0171883606726043,0.745912162304958,0,0.0742165513586742,0,0.0254243694235388,0.122895628192055,0.0143629280481693
"13x4",0.166408109151813,0.678379704850701,0,0.0581177554863894,0,0,0.0970944305110964,0
"13x5",0.0368696093498102,0.815105551230302,0,0.0731106548566072,0,0.0280694591272626,0.0468447254360177,0
"13x6",0.0985178858877122,0.720201087906826,0,0.054712359811468,0,0.0205913580570849,0.105977308336909,0
"13x7",0.0797399516302972,0.784290432077808,0,0.0198269598445878,0,0.0222696730984656,0.0938729833488416,0
"13x8",0.106691094584899,0.735621184160763,0,0.107833633890794,0,0.0451542978334765,0.00469978953006734,0
"13x9",0.0296544640061313,0.702713558781202,0,0.0515125105708853,0,0,0.216119466641781,0
"13x10",0.0793864101392413,0.709607713780289,0,0.0217230772871553,0,0.0315652421716994,0.157717556621616,0
"13x11",0.123259031049222,0.660076409557051,0,0.0803163192906879,0,0.0224652814087003,0.11388295869434,0
"13x12",0.100360218125928,0.69912943025998,0,0.0122071321069663,0,0.02111786954978,0.150719598683738,0.0164657512736081
"13x13",0.00790394109179179,0.770456363510566,0,0.111079245357987,0,0.02256450600784,0.0879959440318152,0
"13x14",0.0467218982157988,0.786759742396759,0,0.00580356400100956,0,0.00443924044513256,0.1562755549413,0
"13x15",0.0592116175714213,0.673048268260777,0,0.0400118749476609,0,0.0491109308256646,0.174440805738279,0.00417650265619765
"13x16",0.0777810574885781,0.696591450650085,0,0.0305671128398562,0,0,0.195060379021481,0
"13x17",0.136387241358145,0.750628377432097,0,0.000885966966157103,0,0.0415927342282373,0.0663192072383043,0.00418647277705969
"13x18",0.0297613249580444,0.704014128997433,0,0.0345376136649631,0,0.00637619375952933,0.203411438292803,0.0218993003272275
"13x19",0.0211306793430987,0.544831497729823,0.0140278276929832,0.212667959840279,0,0,0.131049861965293,0.0762921734285234
"13x20",0.0646391869382154,0.632005417003178,0.0753476499240552,0.0232466512155095,0,0.105561165481167,0.0969572605567064,0.0022426688811681
"13x21",0.0278192100460102,0.536010175943151,0.120872971625473,0.11643229849032,0.0125257969644961,0.10366843045817,0.0826711164723798,0
"13x22",0.123078533083173,0.312449904747185,0.262819182188679,0.0448152604495358,0.103121332564246,0.059850029043379,0.0938657579238023,0
"13x23",0.0723027004244223,0.334564249285829,0.181259519468327,0.120055286704542,0,0.0772810091106061,0.0554992060169976,0.159038028989277
"13x24",0.148865533935025,0.197611165960989,0.124281858419367,0.0733461756349723,0.0669719723452162,0.0945612172739354,0.0996619810327667,0.19470009539773
"13x25",0.145794500854811,0.220354320411467,0.152371296114756,0.116397974210171,0.00831780685428985,0.116230080874101,0.038677631758717,0.201856388921686
"13x26",0.177865899393482,0.145322451794035,0.414343330083914,0.0725897187280671,0.11047647241802,0.0754662219973113,0.00393590558517112,0
"13x27",0.0902837845120188,0.0277096705801382,0.218696905150477,0.103763106130144,0.102075370100229,0.17581261901852,0.118132172882833,0.16352637162564
"13x28",0.0538603048843511,0.0441713627147769,0.127826315991828,0.0987608108844711,0.245708163982493,0.179487118312034,0.176326276577671,0.0738596466523742
"13x29",0.0722418041955206,0.0260826203542173,0.0854094767500602,0.131248581877175,0.167431957037058,0.300897793312341,0.0303798175066868,0.186307948966942
"13x30",0.030585247217288,0.0479410488001259,0.382848413844987,0.125682978387344,0.23123811521983,0.0737619458922209,0.107942250638204,0
"13x31",0.0576896127771257,0.0403296266880891,0.352723672088761,0.0820814471544664,0.169287640622544,0.0361633706557232,0.144920364862958,0.116804265150332
"13x32",0.121223993686609,0,0.121733476388973,0.122828354176544,0.18294734067166,0.145761006710235,0.125550246891581,0.179955581474399
"13x33",0.0860235354828071,0.00133401166984479,0.158228496106995,0.0809068632085111,0.393369254905517,0.0147421556328436,0.154645964406144,0.110749718587338
"13x34",0.0871063714551436,0.0690733543579099,0.216974719596411,0.160285039806006,0.127406978564296,0.064636765631631,0.0734607113663263,0.201056059222276
"13x35",0.0922802176079233,0.172181453975746,0.209741614182519,0.0854946222935574,0.0463413896998855,0.252804086787255,0.11556442648692,0.0255921889661941
"13x36",0.217934582419412,0.157367702459956,0,0.0608692271718237,0.0556686478747277,0.167841739584778,0.147276408117637,0.193041692371666
"13x37",0.109085785347583,0.0113257251633065,0.402121727664673,0.163216274448264,0.142588978394567,0.0341610291614408,0.0568657783430845,0.0806347014770811
"13x38",0.108296835427227,0.155156560559851,0,0.0666960533481556,0.25163710140186,0.198497465203682,0.197566410302067,0.0221495737571575
"13x39",0.12968755631732,0.229914199211044,0.140122447434664,0.137043847345313,0.161770832836872,0.0375051475044298,0.122093144690253,0.0418628246601045
"13x40",0.187047250029001,0.192108337183484,0.0705559241910024,0.106905468119073,0.198990151890227,0.0610903455140058,0.165408385310977,0.0178941377622302
"13x41",0.150903532070348,0.200339467706077,0.389785117877098,0.132653155361591,0.0840433618831907,0.0272828206401542,0.0149925444615416,0
"13x42",0.201166420736496,0.282170858546887,0.118402203982431,0.0871605795332786,0.246618373823251,0.00994697798671763,0.0545345853909385,0
"13x43",0.103665237136177,0.26499967965913,0.120910930319645,0.102468227560293,0.13706131928392,0.0872513596370586,0.159659135942605,0.0239841104611723
"13x44",0.315241587355349,0.165499651498644,0.0202596550137188,0.139739268526176,0.0766811705322582,0.0877789217136138,0.1382890125346,0.0565107328256411
"13x45",0.21553087575811,0.222021862729797,0.19854902554543,0.0990982448812202,0.118421214031766,0,0.0795723570417067,0.0668064200119708
"13x46",0.110313660624822,0.271547831840605,0.0458421826786535,0.12476707443751,0.225310287746542,0.0358816927247173,0.126915518465918,0.0594217514812326
"13x47",0.276374022116633,0.100142857468016,0.091765980915865,0.0645389402766517,0.115281428090856,0.0954125638000617,0.201596382030063,0.0548878253018533
"13x48",0.471059036586063,0.0999092393238941,0.0121605547871926,0.0658865439744663,0.133305576453614,0.00227190390236356,0.116748008501704,0.0986591364707025
"13x49",0.288119096540306,0.123549357575528,0.238833418559574,0.154591693311405,0.0429124577308918,0.0308842364653935,0.0266065102767647,0.0945032295401374
"14x0",0.128028190366515,0.577300767512068,0,0.122856681262822,0.00307718003391056,0,0.108967566736457,0.059769614088227
"14x1",0.0698586706374192,0.565923135982627,0,0.0660200686204423,0,0.0855304564056283,0.17675913969575,0.0359085286581325
"14x2",0.0902244516209724,0.830952137759131,0,0,0,0.0152079221491089,0.063615488470788,0
"14x3",0.0594899306125497,0.756377699980845,0,0.00790832582518138,0,0.035989249318926,0.0912770813973276,0.0489577128651703
"14x4",0.0505283440988983,0.727801290301383,0,0.0390076520829102,0,0.00769703349728297,0.174965680019526,0
"14x5",0.000106598232102769,0.775940307761497,0,0.06930164443887,0,0.038084251157857,0.116567198409673,0
"14x6",0.040282374167853,0.913322460211872,0,0.017075548390018,0,0.0258490228925918,0.00347059433766547,0
"14x7",0.0494437310876897,0.785684199131981,0,0.0551387627567533,0,0.0032198969030043,0.0968530945467769,0.00966031557379437
"14x8",0.081043023199663,0.735084290833158,0,0.049646818973174,0,0.0591534260087402,0.0744493216623007,0.000623119322964317
"14x9",0.03062217597434,0.695771546789968,0,0.0437618183481326,0,0.0424406988688238,0.187403760018736,0
"14x10",0.0988359731182954,0.767902340565126,0,0.0229911689070667,0,0.00138208404942505,0.108888433360087,0
"14x11",0.0572060403013856,0.735184738262914,0,0.0446738211795619,0,0.00620468678804764,0.132082207050147,0.024648506417943
"14x12",0.0988839114529843,0.741025445129783,0,0.00150886380134743,0,0.000906292400177505,0.145584900468311,0.0120905867473964
"14x13",0.0393557839419931,0.712622873844309,0,0.0614699748528667,0,0.0265333513019081,0.160018016058923,0
"14x14",0.0224495980901631,0.797944921371269,0,0.00165389769853812,0,0.00140654666944826,0.176545036170582,0
"14x15",0.0398378760838226,0.766718258673913,0,0.0473044987605847,0,0.0409280865740578,0.105211279907622,0
"14x16",0.0235769572053738,0.800586327717988,0,0.01912660265966,0,0.0599100973497077,0.0968000150672703,0
"14x17",0.0770323641981734,0.7770808228873,0,0.00701949972402673,0,0,0.1388673131905,0
"14x18",0.0329375588529644,0.735998930019172,0,0.0507638979432133,0,0.0222737085183455,0.157428524151596,0.000597380514708846
"14x19",0.0560823614779579,0.650181770296647,0,0.0472327505658309,0.0467849514875118,0.00419216858768739,0.195525997584365,0
"14x20",0.0865080635556576,0.593812948736182,0.00132436127250783,0.047898003944246,0.17218057912488,0.0252150285001439,0.0722530757276143,0.000807939138767618
"14x21",0.0402906064517474,0.436059690129417,0.334904064993568,0.0736165040909972,0,0.0225196920278705,0.00212879041353758,0.0904806518928616
"14x22",0.134265488623527,0.262579199352241,0.203712975277015,0.0357806793434338,7.3987949213813e-05,0.067159627031672,0.228970112851239,0.0674579295716584
"14x23",0.0498373988956354,0.25390379396508,0.420072935973661,0.106258905883528,0.00693925035062774,0.036097393722884,0.124685534498894,0.00220478670968933
"14x24",0.0777138962843317,0.104008673078573,0.125605479829189,0.122128878898773,0.371995569153523,0,0.170436396433447,0.0281111063221637
"14x25",0.0789628872859171,0.068307023156467,0.255369369818866,0.105077314398793,0.109430765026752,0.00545036095461909,0.129754345264654,0.247647934093932
"14x26",0.103193755695125,0.0301578585439271,0.294822897531403,0.0360126792681199,0.370013507598819,0.102339628417674,0.0634596729449325,0
"14x27",0.0447638781949266,0.0374799274741629,0.172917369051789,0.0675925741206108,0.476288887451577,0.0593830261674283,0.121656586525942,0.0199177510135641
"14x28",0.0207322152980348,0.0520815030362518,0.33156490295301,0.121539411266253,0.226826235962118,0.0830381963946571,0.12015509532203,0.0440624397676455
"14x29",0.00551614971847956,0.0750264254096186,0.0812974577243352,0.0986834247908715,0.445681495568825,0.207970759910073,0.0858242868777969,0
"14x30",0.0486639261855771,0.0408697748828058,0.317149176287583,0.0859006529695446,0.193674068385698,0.0260599466042758,0.220891288811134,0.0667911658733826
"14x31",0.0452720952959077,0.0637050804212092,0.121573693274452,0.055857744491173,0.368957398160179,0.0651734489101058,0.153341259084387,0.126119280362586
"14x32",0.0246716729472495,0.0578221463487296,0.417183836832594,0.0831083120431308,0.081501750327112,0.130447878676672,0.140607394113765,0.0646570087107473
"14x33",0.0211277702869423,0.0622733352451876,0.275739319886589,0.111368598690242,0.2633463294872,0.0640044126698807,0.184453501891306,0.0176867318426515
"14x34",0.0265820515001033,0.0537017577255821,0.0318093469170077,0.100634562650222,0.408454052458422,0.0639718359506262,0.166066307087692,0.148780085710345
"14x35",0.0818979170697881,0.026479945587208,0.337193562643919,0.0499155270955382,0.0985395135508089,0.127259946357516,0.191696220338001,0.0870173673572211
"14x36",0.056716932302559,0.0850158842151543,0.0805036284402038,0.0954965778566485,0.13448371355241,0.101238546548509,0.16161856711435,0.284926149970165
"14x37",0.040889880514046,0.0873816349684425,0.394199871731984,0.130772160427298,0.0848423757681271,0.00872382547343964,0.21046242454528,0.042727826571383
"14x38",0.202732187817166,0.0558826522244945,0.154611555095826,0.0595715289022595,0.0562388907760177,0.218192439585199,0.198810050142655,0.0539606954563827
"14x39",0.0764294867569305,0.14262972997962,0.218446145034953,0.0782805260963031,0.21532503266169,0.217359925473713,0.0440920956862239,0.00743705831056795
"14x40",0.168566110548252,0.175117086411279,0.0660894211878624,0.0550020352722669,0.222310269038527,0.0872268643830331,0.0982171051801286,0.127471107978651
"14x41",0.195482210550968,0.317221274583037,0.23240534988177,0.112217132198123,0.073987047250671,0,0.056742039537739,0.0119449459976927
"14x42",0.0999746082923599,0.186773969667942,0.141457478378894,0.112969773920241,0.0318273932220335,0.0843864599241093,0.329373893496246,0.0132364230981753
"14x43",0.167083898768999,0.152907334891461,0.164284584081222,0.016303511953361,0.341481593552441,0.0512515391498874,0.106687537602629,0
"14x44",0.173622148441033,0.124532031208688,0.298149500836116,0.0981329575731184,0.0482563098462891,0.0359359657582534,0.211093028590116,0.0102780577463864
"14x45",0.0911866687088829,0.203104662565914,0.0601525088387712,0.146808569522547,0.170974026895526,0.0694104974801443,0.0856508779456112,0.172712188042604
"14x46",0.187951476579179,0.188391018006387,0.0915528171352048,0.0451916940770432,0.00443945369698286,0.200868678211415,0.14107530095891,0.140529561334879
"14x47",0.153573739164123,0.287115475007652,0.131535196935787,0.100879394013431,0.207033353332915,0.0477169894330726,0.00482484734269005,0.0673210047703283
"14x48",0.428115300277602,0.16301105228203,0,0.0504705326041893,0.0554236199803861,0.0225594761164724,0.10975458286092,0.1706654358784
"14x49",0.288896500506785,0.0213588704740904,0.279975051098329,0.12012512503489,0,0.00580899704212652,0.215798430582805,0.068037025260974
"15x0",0.322335051503954,0.547807515910727,0,0.0494539563190944,0,0.00794770929053782,0.0722737482189132,0.000182018756774082
"15x1",0.144229047247331,0.593502380705241,0.003945836170116,0.106027710310439,0.0589417261800389,0.029454688068036,0.0638986113187985,0
"15x2",0.0617341729980882,0.691777460255631,0.0652008602801663,0.0420856173580004,0,0.0539454975972505,0.0852563915108637,0
"15x3",0.153041119783764,0.68435644867026,0,0,0,0,0.162602431545975,0
"15x4",0.0571887517794279,0.668589908724915,0,0.0761229565467712,0,0.00657928734674622,0.163926361367809,0.0275927342343313
"15x5",0.0336735786365916,0.74031376284537,0,0.0339589231988863,0,0.0268313755165637,0.146170210980711,0.0190521488218768
"15x6",0.0169448223376569,0.76462963220789,0,0.0187006165657551,0,0.00105257962975552,0.198672349258942,0
"15x7",0.0891008860510958,0.644259561367513,0,0.074440180125452,0,0.00824414327170658,0.183955229184232,0
"15x8",0.0213102325739226,0.729571949443831,0,0.0128658672040593,0,0.0175006519294102,0.218751298848777,0
"15x9",0.0266234033966474,0.790657110653949,0,0.0242341856164223,0,0.0181186775600777,0.140366622772903,0
"15x10",0.0112805068868136,0.801376880200751,0,0.0345681899734001,0,0.00902714379597311,0.143747279143062,0
"15x11",0.0456863661594247,0.343130724789869,0,0.0338210853836332,0.185226095887939,0.00414167283517165,0.19334507033178,0.194648984612183
"15x12",0.0389845370163591,0.760632564625077,0,0,0,0.0447768724070852,0.155606025951479,0
"15x13",0.052924712746873,0.665894597886046,0,0.0713128004992409,0,0,0.20986788886784,0
"15x14",0.119864211254009,0.651877366101992,0,0.0523269440070827,0,0.0444755062412062,0.13145597239571,0
"15x15",0.0816561331276004,0.120157885054522,0.331381825758826,0.0589909949598255,0.198477460676738,0.108330437614141,0.093964969286136,0.00704029352221155
"15x16",0.0574362484755168,0.70855602037399,0,0.0340581906945068,0,0.0153221715102991,0.184627368945687,0
"15x17",0.0955674834445917,0.772774842679861,0,0.00788744567483288,0,0.000859503292708964,0.122910724908005,0
"15x18",0.152490733175443,0.580013143518259,0,0.134782115391089,0.0228496967007278,0.0353384428834822,0.0467643234589347,0.027761544872064
"15x19",0.094946344891837,0.525770760360455,0.0833480540663838,0.0558647048871707,0.0482134796869692,0.0292570630133966,0.162599593093787,0
"15x20",0.0176023961168769,0.497370557484327,0.11988728901386,0.0762584823560357,0.0980816491871284,0.0190708184753107,0.15181787105315,0.0199109363133101
"15x21",0.132573853588836,0.275676407658933,0.0806091160983325,0.115359590541735,0.184602450631698,0.0440232499913025,0.167155331489163,0
"15x22",0.134320440205697,0.227760257063902,0.00820217267524498,0.098787358384849,0.192153528862977,0.212968829371483,0.12126985180078,0.00453756163506729
"15x23",0.0600177312636116,0.167444611752501,0.0728777253214982,0.192353229621192,0.318946913813827,0,0.079679504543214,0.108680283684157
"15x24",0.0398813114392851,0.0246861171497505,0.236698388868438,0.000495299923647318,0.585414920188733,0.0723266806937271,0.0404972817364192,0
"15x25",0.0274475552900168,0.0419301566569956,0.276765153050738,0.0361544275293341,0.250853904608971,0.14605567551472,0.0870027881190036,0.133790339230221
"15x26",0.0530441541469518,0.0492949148873756,0.227859577526286,0.168014865473688,0.0488552499348772,0.2596022710454,0.0866766041229854,0.106652362862435
"15x27",0.0426605812230411,0.00645797972145863,0.314703915593657,0.114433404526434,0.202107703807229,0.158455153773957,0.10412011363311,0.0570611477211126
"15x28",0.062375010926186,0.000165227148865034,0.322826183806215,0.128026285696738,0.263030480842703,0.173553601366346,0.0147656097734953,0.0352576004394517
"15x29",0.0209891900688118,0.0579037083143909,0.175672719084101,0.0172365966849195,0.31314892230592,0.118380726864631,0.168270703541693,0.128397433135534
"15x30",0.0199908598434691,0.0398572084803238,0.263985469804627,0.128226629044271,0.29357562053754,0.0623133019446997,0.116128098310383,0.0759228120346857
"15x31",0.0544329591312709,0.03223998664661,0.32228585900458,0.0575746050049599,0.295157318988759,0.145428027225922,0.0897323559454746,0.00314888805242392
"15x32",0.0730185148098262,0.0133817751258584,0.0359448794513008,0.149418991868711,0.511258602051941,0.114339980056044,0.0856616080315597,0.0169756486047594
"15x33",0.020322099470588,0.0500544208338904,0.252312569829901,0.077939550138201,0.213120117589833,0.0877882908616618,0.159037814174169,0.139425137101755
"15x34",0.0394352836743411,0.0613716228577205,0.168883851042282,0.109219317067251,0.361244482240711,0.0379695391133759,0.191424097375579,0.0304518066287396
"15x35",0.0254717678351615,0.050325847513931,0.369257642901598,0.12102142836259,0,0.152079221921812,0.199163287014456,0.0826808044504523
"15x36",0.0425478707935298,0.0101404932363696,0.185739829545401,0.0873771776605168,0.172634115638849,0.0748792498031078,0.18974381886503,0.236937444457197
"15x37",0.0366355464313874,0.0326321715305823,0.356965032619418,0.122580906956094,0.348834723612898,0.098945786614312,0.00340583223530896,0
"15x38",0.166199083729823,0,0.143410391818393,0.0713718673542827,0.131683549237287,0.103444443937079,0.142565299420785,0.24132536450235
"15x39",0.111054895527746,0.12606718665492,0.25735366173711,0.0278968011623212,0.256816736167322,0.0491467099672233,0.0671947530829221,0.104469255700436
"15x40",0.117566595943044,0.127630098486963,0.117568910567353,0.148716302619587,0.228787607661023,0.0375714990983068,0.137514282065733,0.0846447035579904
"15x41",0.171687024022459,0.103216789357578,0.218379671346728,0.107625594832784,0.21467262697632,0.0678092700890125,0.0818895416617351,0.034719481713382
"15x42",0.0640783332205157,0.217045930170476,0.0254374743892264,0.0698080278633406,0.24276308761133,0.0235048148972919,0.153318274075009,0.204044057772811
"15x43",0.214858679146174,0.144961778142635,0.230936355173073,0.0290234544557855,0.0447795386318672,0.114498244273003,0.175732458947401,0.0452094912300617
"15x44",0.373913643160652,0.112236750247904,0.204616968313338,0.11352255586668,0.126048748955299,0.000229929794475889,0.0685335754657041,0.000897828195946812
"15x45",0.182182228820126,0.152681894185505,0.222337523005808,0.0198597497096177,0.343411535509044,0.0351841017033664,0.0360436854454569,0.00829928162107689
"15x46",0.235912704392993,0.222172655926316,0.164249037897364,0.0314774928889298,0.121941365837675,0.105814487731847,0.118432255324875,0
"15x47",0.200554011552803,0.115463891938868,0.3100589911584,0.0997910142551522,0.050681820742693,0.134199244196101,0.0640635394512761,0.0251874867047063
"15x48",0.219354362963736,0.0489734289748054,0.26604114774565,0.0748216261535804,0.0305131674515704,0.0161222314417958,0.188077147514351,0.156096887754511
"15x49",0.190530683670114,0.200801137964149,0.182228786308486,0.0452134815115763,0.121278930316775,0.0648864203577575,0.182755532289386,0.0123050275817554
"16x0",0.0914100122911336,0.684010303682437,0,0.00583314244004859,0.0371254939404019,0,0.122811137353284,0.0588099102926949
"16x1",0.0703772614498436,0.616081562442391,0,0.0797428713941514,0,0.0312440056887439,0.20255429902487,0
"16x2",0.0621997575228303,0.694203668040073,0,0.0798024042335803,0.0853969318271106,0.0142828221708448,0.0641144162055608,0
"16x3",0.141702798589513,0.537108242627519,0,0.0648808041234798,0.026550512933651,0.0142027841487344,0.119913119182885,0.0956417383942174
"16x4",0.0900322821384888,0.751037360139782,0,0,0.0341148685314115,0.0116255434851045,0.10910431223856,0.00408563346665359
"16x5",0.0345873625157089,0.758139573122934,0,0.0148348503593841,0,0.0325605246775098,0.159877689324463,0
"16x6",0.0863330244119204,0.853978109403987,0,0,0,0.00167011207995888,0.0580187541041334,0
"16x7",0.131693966337052,0.756799545285077,0,0.0494183246825311,0,0.0286194566498945,0.0334687070454455,0
"16x8",0.056610521912908,0.712123862458209,0,0.0499699272707508,0,0.0166371797933582,0.157170175204913,0.00748833335986059
"16x9",0.016253547523736,0.748801707448105,0,0.0393207599544965,0,0.00405959730327777,0.191564387770385,0
"16x10",0.0501128150572064,0.727263332014676,0,0.00407386134395805,0,0.0255483811147313,0.193001610469428,0
"16x11",0.0375745512252177,0.506131273822842,0.0332034175754702,0.0649527904523685,0.104095926586837,0.158861116448201,0.0951809238890625,0
"16x12",0.044689519418948,0.691759203417273,0,0.047000750364808,0,0.0380090887122651,0.178541438086705,0
"16x13",0.0470488665646409,0.797665925742025,0,0.000536682153860044,0,0.0511633111199179,0.103585214419556,0
"16x14",0.014207778570271,0.815680474554265,0,0.048967393285852,0,0.0192406797713781,0.0891180377261663,0.012785636092067
