,Cancer,Ductal,Macrophages,Mast,Monocytes,T,mDCs,pDCs
28x0,0.38979036,0.43738267,1.2132266000000001e-12,3.9905975e-14,0.027885204,1.438968e-12,0.12101263599999999,0.023929186
28x1,0.35536504,0.31604920000000003,0.015147233000000001,0.13097541,0.026021281,0.041582692000000004,0.0833435,0.03151576
28x2,0.34985259999999996,0.47129944,1.0666107e-12,7.39867e-14,0.06722283,4.607542599999999e-13,0.10042154,0.011203518999999999
28x3,0.46059403,0.393514,0.14536703,6.027294e-14,1.5273002e-13,1.3373844e-13,2.7479847e-13,0.00052490877
28x4,0.35061795,0.5850733,0.06430873,9.631366300000001e-14,2.3073665e-13,3.4908873e-13,1.1821063e-11,1.5303298e-13
28x5,0.49352932,0.37957582,4.2949937e-13,0.056557912,0.0088694785,5.149158e-13,0.061467554,9.003663000000001e-12
28x6,0.38788056,0.3678157,0.15548863,4.391664e-14,1.035998e-13,2.7971199999999997e-13,0.08881511,1.3276115e-13
28x7,0.36239943,0.43996698,0.038237333,0.09709298,0.009888288,0.03183353,1.3667707000000001e-13,0.020581468999999998
28x8,0.59717333,0.22351873,0.09222556,2.1767261000000002e-14,1.1052198e-13,5.3069395999999996e-14,0.08708237,8.909125e-14
28x9,0.4345058,0.28673190000000004,2.301505e-13,3.8492467e-14,1.9647891e-13,0.027162457,0.2356788,0.015921015
28x10,0.4926745,0.26357484,0.22955050000000002,7.052713e-14,0.005936485,0.008263718,6.82688e-13,9.699215e-13
28x11,0.57258296,0.10194031,0.046506215,0.23828208,1.022249e-12,0.0016848943,0.020531888999999998,0.018471697
28x12,0.4330959,0.393865,0.15686402,3.135502e-14,4.862691e-14,3.1669562e-13,0.016175196,4.810205e-13
28x13,0.15498164,0.5234412,0.23540999,3.8591542999999996e-14,0.05174185,0.028966857000000002,0.005458439,3.349448e-13
28x14,0.5078971999999999,0.31153959999999997,0.09060994,6.194631000000001e-14,0.011474385,0.0038540913,0.07462488,6.0729194e-13
28x15,0.62998766,0.12989117,0.09335472,2.5141795e-14,0.00551573,1.8478129999999997e-05,0.13519992,0.006032348000000001
28x16,0.287618,0.23134126,0.37527078,6.588633e-14,8.0595047e-13,8.1000815e-13,0.10560647,0.00016349688
28x17,0.32528177,0.41246337,0.14331587,7.424874e-14,0.113564424,4.4298232e-11,1.8680877e-13,0.0053745582999999994
28x18,0.110236906,0.4319228,0.11746442,8.455398e-14,5.969179699999999e-13,0.020296223000000002,0.3071677,0.012911869
28x19,0.26738992,0.22465126,0.08350778,0.12712005,0.0012001557,0.0044916263,0.29163915,1.2979961e-12
28x20,0.23596504,0.28764293,0.15570626,0.091468334,0.009878944,0.015973646,0.15466164,0.048703257
28x21,0.43874308,0.24727838,0.14636791,8.075979e-14,0.058380205,0.0009194019,0.10831101,5.636514500000001e-13
28x22,0.17272367,0.42117456,0.088361725,7.927018e-14,0.120833136,5.0000824e-13,0.18629266,0.010614172
28x23,0.25334639999999997,0.16308033,0.25847533,6.128037e-14,0.015260741999999999,0.00434129,0.30549583,3.7068403e-13
28x24,0.1890208,0.27308849,0.19407879,8.269757e-14,0.076295495,0.034434054,0.21599804,0.017084371
28x25,2.412359e-12,0.27266690000000005,0.12822492,0.13709247,0.14349523,0.013052033999999999,0.27541208,0.030056354
28x26,0.07947509,0.14701352,0.03151933,0.11661902,0.109517425,0.016182395,0.4996732,1.8583577e-12
28x27,5.7110545e-13,0.13226958,0.11742885,1.4539104e-13,0.079944186,4.4095509999999997e-13,0.66483116,0.0055263005
28x28,0.15203711,0.28812468,0.14323525,0.16818288,0.038327374,0.039349917000000005,0.12546784,0.045274913
28x29,7.9379e-14,5.7818286e-14,0.23018369,0.25728703,0.19728905,0.012503047,0.2957645,0.0069726580000000005
28x30,1.6846079e-13,9.1598055e-14,0.46141702,0.16518536,0.037673514,0.03620416,0.28619173,0.013328152
28x31,0.006833499999999999,0.13748208,0.316233,5.523618e-14,0.19830532,1.9627275e-13,0.34114608,2.9175132e-13
28x32,0.023333497,0.32569462,0.07191768,0.3037817,0.07967998,0.0034796380999999998,0.13413577,0.057977162
28x33,0.04530985,0.31453648,0.11674377,4.797561e-14,0.07733202,5.347690999999999e-13,0.41627803,0.029799784
28x34,0.18277179,0.21118343,0.05030479,5.920447e-14,0.1072266,5.187007499999999e-13,0.44851342,1.940892e-13
28x35,0.107930094,0.27973813,0.093000464,6.910039000000001e-14,2.1705292e-13,4.91947e-13,0.51933134,2.7727253999999996e-13
28x36,0.10272007400000001,0.338602,0.14633402,0.16940187,9.197876e-13,0.021601824,0.19657694,0.024763287999999998
28x37,0.01669782,0.40958542,0.21769188,0.15636487,0.076563865,0.01585794,0.031642005,0.0755962
28x38,0.20205814,0.38169006,0.16570206,0.0831293,0.030955882999999997,1.4149822e-13,0.09435252,0.04211209
28x39,0.16007891,0.24023162,8.301719599999999e-12,0.26936272,0.0776152,0.019744715,0.20414704,0.02881981
28x40,0.13059376,0.42765874,2.7718022999999997e-12,0.09180286,0.092080444,0.07615474,0.17543499,0.006274365
28x41,0.13893357,0.49567103,1.5496911e-11,0.08050613,0.018907316,5.145890000000001e-13,0.22741595,0.038565964
28x42,0.117402546,0.6139260999999999,0.14579746,6.747568e-14,0.10242862,4.0603340000000003e-13,0.00262348,0.017821861
28x43,1.9160208e-13,0.43855286,0.08067646,4.2432932e-14,1.1366606e-13,1.334535e-13,0.46280240000000006,0.017968282
28x44,0.11777892,0.5421696999999999,0.10743168,0.10513226,0.013307982,0.07926423,0.029538863999999998,0.005376395
28x45,5.8046124e-13,0.46996940000000004,0.07750495,5.095946e-14,0.02830241,1.4221559999999998e-13,0.42422327,1.07555735e-13
28x46,0.062819704,0.7223443,0.037011199999999994,0.062151317000000005,0.03019041,0.01767832,0.06157912,0.0062256735
28x47,0.13571799,0.7211086999999999,0.0030743752000000004,1.0488931e-13,0.10501424,9.519519e-12,0.035084699999999996,5.8590334e-13
28x48,0.074091844,0.73306704,0.020644166999999998,0.08948609,0.0023246356,4.8682944e-13,0.06880344,0.011582839
28x49,0.4297399,0.40290263,0.023517352999999998,3.5118277e-14,2.017051e-13,0.012852762,0.112186745,0.01880059
29x0,0.59111863,0.32742146,0.0057808715000000005,4.9645218e-14,0.056697264000000004,0.016922127,1.6759719e-13,0.0020596588
29x1,0.58623314,0.24105033,0.031051317000000002,0.13013506,8.423614e-13,6.4260343e-13,0.002249233,0.009280906
29x2,0.506301,0.19387704,2.4733067e-13,3.7439333999999996e-14,0.06735643,0.02718193,0.19377162,0.011512043000000001
29x3,0.7531751999999999,0.18052441,0.03563035,4.304339e-14,1.1132072000000001e-13,3.9107465000000003e-13,0.030670106000000003,9.246242e-13
29x4,0.34063119999999997,0.5329726,0.0063573252000000005,3.434394e-14,0.03378652,0.021518033,0.064734325,2.4767382e-13
29x5,0.4617121,0.40877020000000003,0.038575902999999995,0.05699724,0.013876437,0.02006822,2.2708719e-13,1.6952889e-13
29x6,0.33982095,0.3442427,0.30626512,5.7102e-14,2.07162e-13,3.473469e-13,0.009671286,1.457728e-13
29x7,0.57969224,0.22565764,0.049349765999999996,7.015592e-14,0.011258785,0.011385998999999999,0.12265554,2.898032e-13
29x8,0.6059866999999999,0.24326801,0.13501227,3.8950627e-14,0.01573306,2.6140852e-13,3.672478e-13,4.562964e-13
29x9,0.5287755999999999,0.29856659999999996,0.11067978,0.05961061,1.12056116e-13,2.1609766e-13,0.0023675296,2.1261069000000003e-13
29x10,0.39395782,0.43149,0.09306851,8.0348624e-14,1.049672e-13,0.0053844494,0.07609919,1.1305223999999999e-12
29x11,0.29948658,0.32283363,0.055004023,0.002254675,0.01744873,0.056892477000000004,0.24607998,2.1800685e-13
29x12,0.5652600999999999,0.3086325,0.022434637,6.665856e-14,0.09799265,0.005680116,1.8235755e-13,7.6716254e-13
29x13,0.31605732,0.3729614,2.8300604e-13,0.15032803,2.0926307000000002e-13,0.024284277000000003,0.1324452,0.003923760300000001
29x14,0.4334219,0.46091965,1.0821788e-13,3.5373379999999996e-14,0.08333430000000001,0.012831866,1.0527619400000001e-13,0.009492254
29x15,0.38897020000000004,0.40737277,0.010637073,6.5346654e-14,0.013477646999999999,0.014512916,0.16502945,2.0873788e-13
29x16,0.22545333,0.54798716,2.9738167e-13,4.2525682e-14,0.08559838,4.2807196999999995e-13,0.070363306,0.07059791
29x17,0.36006936,0.37931457,5.914731e-13,0.048288199999999996,9.603482e-14,0.022907576000000002,0.18609801,0.0033223217
29x18,0.12726133,0.59243137,0.1874303,6.98903e-14,3.7627432e-13,1.4882895e-13,0.092877015,1.7068955000000002e-13
29x19,0.11774389999999998,0.6828218,0.09459186,4.8584335999999995e-14,0.055276785,6.514017e-13,0.03734448,0.012221225
29x20,0.17626657,0.43286514,0.053042132,6.160849400000001e-14,0.014363488,5.1730874e-13,0.3234627,3.6983153e-13
29x21,0.26948062,0.47530514,0.031628482,3.6845455e-14,0.06930501,6.569945e-13,0.15428078,5.8411007e-13
29x22,0.13837361,0.27624407,0.05096636,0.17436829,0.06437393,3.994973e-13,0.2956737,8.668081e-13
29x23,0.45552725,0.2515932,5.9373724e-13,4.032003e-14,0.054891627000000005,0.044344815999999995,0.18727846,0.006364609
29x24,0.33474928,0.34690684,0.043931548,0.12732024,0.08179257,0.06529948,1.6877206e-13,2.6282659999999996e-13
29x25,0.10478857,0.4153062,0.08012621,8.931802999999999e-14,0.020776141,0.009332678,0.32358006,0.046090137
29x26,2.6266459e-12,0.19830634,0.1750035,0.12970242,0.026287895,1.4903338e-12,0.4702511,0.00044871352
29x27,1.8021833e-13,0.44546676,0.24207254,5.1172224999999995e-14,0.003789022,2.51793e-13,0.30100662,0.007665115
29x28,0.09718582,0.3024263,0.07573143,4.8312810000000003e-14,1.1707773e-13,0.022502301000000002,0.5021542,2.0307155e-13
29x29,0.016188756999999998,0.12176268,0.21061529999999998,8.634886e-14,0.15665391,0.011732083999999999,0.48304728,1.4366506e-12
29x30,8.489344e-14,0.10911445,0.13583618,0.097994514,0.116639435,2.0727323000000002e-13,0.53949803,0.00091741834
29x31,6.805796e-14,0.012128647,0.09213838,0.43798100000000006,0.045242853,4.1507905e-13,0.39990154,0.012607611000000001
29x32,0.21987996,0.13200820000000002,0.40768552,0.21141766,3.915582e-13,0.008017874,0.020990703,3.167828e-13
29x33,0.13658138,0.20045446,0.3488108,0.17968866,0.0116321165,2.6353998000000003e-13,0.12283264,1.7506495e-13
29x34,8.788361999999999e-13,0.41378972,0.31727198,0.20393717,1.06467596e-13,0.0038611611999999997,0.061139937000000005,4.066727e-13
29x35,0.035177592,0.33198979999999995,0.301197,4.6585935e-14,0.02534013,1.0909700000000001e-13,0.30629545,1.3635135e-13
29x36,0.27941963,0.27442628,0.31347220000000003,4.642855e-14,0.05301886,1.0372624499999999e-13,0.079663016,3.3991915e-13
29x37,1.9081354e-13,0.43787515,0.14460722,0.24059499999999998,0.034796976,0.014500248,0.11538224,0.012243192
29x38,9.260753000000001e-13,0.29995027,0.39759636,0.19542477,1.245046e-13,6.159562e-13,0.10259707,0.0044316105
29x39,1.6045019e-13,0.43692717,0.25780576,7.410158e-14,0.05372919,7.6078114e-13,0.22088678,0.030651118999999998
29x40,2.8016868e-13,0.628311,3.878814e-13,3.602915e-14,0.037619736,2.9543658e-13,0.3144332,0.019636221000000002
29x41,0.06622560000000001,0.6026566999999999,2.1764287e-13,4.5857885999999995e-14,0.04400572,7.3559686e-13,0.26800525,0.019106722
29x42,0.043283984000000005,0.5856606,0.063949205,5.5460310000000005e-14,0.03889731,2.6422674000000003e-13,0.25802845,0.010180472
29x43,0.046179127,0.57436734,0.15942572,4.8717607999999995e-14,5.1047464e-13,0.013686778,0.20634104,2.243512e-13
29x44,0.04436861,0.6841951999999999,0.0048257993,4.8334465e-14,2.3215528e-13,0.009324563000000001,0.25728579999999995,4.437328e-12
29x45,0.13142920000000002,0.5802639,1.6123151e-11,0.0870505,0.046308767,0.0061694398,0.12074194,0.02803628
29x46,0.39213288,0.30673406,0.102580115,0.17597617,7.46627e-13,0.022576772000000002,2.3454976999999997e-13,1.1093483e-11
29x47,0.09068833,0.49981225,3.3129407000000003e-13,0.29382184,2.6759353999999997e-13,0.03133658,0.081150115,0.0031908329999999997
29x48,0.39185566,0.37717682,0.08907526,0.06898851,0.004887108,1.1647835e-12,0.068016745,6.121212499999999e-13
29x49,0.28839654,0.54334086,0.09452249,3.6813220000000004e-14,0.066219315,0.007520833,1.4513496e-13,2.0337376e-13
30x0,0.4801626,0.2674904000000001,0.25234696,5.391617e-14,1.0042193e-13,2.1023229e-13,9.610264000000001e-13,2.314338e-13
30x1,0.5894786,0.25603068,0.024476642000000003,0.07121097,0.0343974,3.5065768e-13,0.0071734563000000005,0.017232275
30x2,0.394941,0.10171893,0.4317103,5.5176184000000004e-14,2.6067375000000003e-13,1.3537047e-13,0.071629755,2.2297413e-13
30x3,0.40141940000000004,0.41955382,0.018003883000000002,6.749393e-14,3.0910599e-13,0.031843152,0.09844018,0.030739592000000003
30x4,0.28924248,0.5551089,5.3758674e-13,0.092764445,1.2345817999999999e-13,0.024785707,0.038098473,1.9597896e-13
30x5,0.44635496,0.34250107,0.0012262233,0.12986718,0.013266751,4.0507406e-13,0.06678389,2.4477588000000003e-13
30x6,0.34257558,0.5265373999999999,4.3349170000000003e-13,3.9983577000000003e-14,0.06063321,1.8579848999999998e-13,0.05514756,0.01510616
30x7,0.3449179,0.5099452999999999,0.02979341,9.264894500000001e-14,0.06499725,0.024764172999999997,0.017960533,0.0076215663
30x8,0.48310494,0.25154155,6.1319195e-13,5.2082900000000005e-14,0.113124825,1.1691556000000001e-12,0.15198475,0.00024390527999999998
30x9,0.21929958,0.43383852,0.26630166,5.480198e-14,1.5856239e-13,3.2852040000000003e-13,0.0805602,2.8951705000000003e-13
30x10,0.5442608,0.2954993,2.1816613000000002e-13,4.272102e-14,0.054679427,0.028180599999999997,0.049006797000000005,0.028373038
30x11,0.47788194,0.27912104,1.3754391e-13,0.16328649,1.0455949e-13,0.008373029,0.06649668,0.004840867
30x12,0.36845753,0.47743553,0.00026441485,5.0958105e-14,4.899595999999999e-13,0.0011922724,0.15265027,4.2983379999999997e-13
30x13,0.44251493,0.38723052,0.04201115,0.08024896,0.02646792,5.918541e-13,0.0071173096,0.014409168
30x14,0.18006004,0.5061022,6.371876999999999e-13,6.851255e-14,0.059641343,0.05493286,0.19926365,2.584238e-12
30x15,0.14732072,0.35716090000000006,0.3175656,6.258011e-14,2.2234149e-13,2.8972425e-13,0.17041525,0.007537601
30x16,0.18116331,0.6572635,0.037367973,3.920598e-14,0.029147819,2.2874153e-13,0.07751340400000001,0.017543975
30x17,0.21748452,0.41740453,2.1858687000000003e-12,3.6675422000000005e-14,0.0028741422999999998,0.038004395,0.2877018,0.03653055
30x18,0.037559558,0.70585084,0.0028771829999999997,6.9379134e-14,0.048182264,0.01714148,0.16932628,0.01906244
30x19,0.64597046,0.21194537,3.3051277e-13,0.04310552,0.012966883,1.1973309e-12,0.08601181,6.5182235e-13
30x20,0.0433915,0.68959254,0.07282539999999998,0.07240847,1.4241065e-12,1.5673159e-11,0.100218534,0.021563562
30x21,0.1393835,0.5784697,0.018884955,0.12960067,0.011351053,0.047430586,0.056747235,0.018132241
30x22,0.32275770000000004,0.26815286,0.0866529,9.044446000000001e-14,0.03564677,0.012794912,0.22948515,0.044509742000000005
30x23,0.06853594,0.5288229999999999,0.370475,6.321958e-14,0.010303643000000001,4.2037183000000004e-13,0.021862485,2.2674159e-13
30x24,0.19819514,0.32281420000000005,0.033939727,0.27836114,8.907355e-14,0.012440966000000001,0.14309259,0.011156273999999999
30x25,0.24808474,0.49849886,5.886305999999999e-13,0.12412149,0.045918074,2.3161149999999997e-13,0.015313331000000001,0.06806352
30x26,0.40730155,0.15628965,0.24246359,6.289313e-14,1.9412321e-13,2.1398566e-13,0.19394514,3.4227436e-13
30x27,0.21660487,0.42052794,0.008078976,4.2804155999999995e-14,0.05536044,0.017716704,0.2770798,0.0046312395
30x28,0.32342657,0.36789948,0.11272248,5.7869426e-14,0.0019056353,0.035896357000000004,0.15632468,0.0018247735
30x29,0.08127785,0.25082746,0.10425147400000001,0.27582340000000005,0.15717134,2.8586e-13,0.13064843,1.5929370000000002e-12
30x30,0.23550823,0.43190193,0.058089985999999996,8.136186e-14,0.22513878,0.010084323000000001,1.6072046e-12,0.039276835
30x31,0.045543753,0.2724275,0.2768443,0.10129143,9.196574e-13,0.057218532999999995,0.24030425,0.006370238
30x32,0.06392054,0.5146668,1.6514661e-13,8.033496e-14,0.06762378,4.8735863e-13,0.3414803,0.012308531999999999
30x33,0.18044797,0.41124392,0.27398574,3.4909955e-14,1.1922348e-13,9.551363000000002e-13,0.09159978,0.042722635
30x34,0.014936986999999999,0.60439986,0.21975918,0.087016925,0.01748037,6.341943599999999e-13,0.03257495,0.023831725
30x35,8.4944627e-13,0.54990065,0.06507246,0.17907104,0.051955257000000005,0.010976422,0.14302420000000002,2.7607376e-13
30x36,0.07204996,0.35862562,0.07618427,1.1353367e-13,0.0938641,4.2723117e-13,0.39927602,5.0375486e-13
30x37,0.14566937,0.32184002,0.28654873,1.4466104e-13,4.0743117000000004e-13,0.027296739,0.19846132,0.020183858
30x38,1.4710924e-13,0.748872,0.06666155,4.6871734000000003e-14,0.18446644,3.720038e-13,1.3859652e-13,3.6335168e-13
30x39,0.34053859999999997,0.33285412,0.21653573,8.894165e-14,0.05028876,8.468103000000001e-13,0.059782773,3.10688e-13
30x40,0.1324993,0.54961973,0.15435702,3.574135e-14,1.3115428e-13,9.494321e-14,0.16352399,1.2293504000000001e-13
30x41,0.5250341,0.3425486,0.11464006,4.1654715e-14,9.173048e-14,1.6442049e-13,0.017777203000000002,8.6353146e-14
30x42,0.17419422,0.5559536999999999,0.010747129,2.738307e-14,0.0103287585,0.06805202,0.14912875,0.031595487
30x43,0.16458075,0.43725687,0.10152403,7.268459e-14,0.15333976,0.0437372,0.07738065,0.022180835
30x44,0.10458558,0.6090394,0.10250437,0.17879225,1.0971641e-13,0.0050783814,2.738633e-13,2.0248023e-13
30x45,0.014473243,0.74958277,3.193993e-13,0.15883915,3.6436006999999997e-13,5.592774e-13,0.0675185,0.009586284
30x46,0.10860135,0.5254517,1.6058758e-13,9.557187000000001e-14,3.7690052e-13,0.012600584,0.33643422,0.016912123
30x47,0.06818808,0.54797876,1.7653412e-13,3.5878906e-14,0.0030901972,0.039112654,0.29431248,0.047317922000000005
30x48,0.11841399,0.6482545,0.08623533,0.12278993,8.578981e-13,0.0009673783000000001,9.705289e-13,0.023338895
30x49,0.21130691,0.5222014,0.0007478339,0.10561013,1.08684654e-13,3.2054182e-13,0.16013376,2.2581396e-12
31x0,0.47342749999999995,0.14740522,2.1832582e-13,3.933106e-14,9.482117e-14,0.0075712986,0.33089226,0.04070373
31x1,0.590079,0.23094629999999997,0.017038712,5.6797310000000006e-14,0.04058963,0.022836763,0.098509505,8.7756104e-13
31x2,0.50574005,0.38407004,3.7502548e-13,4.840855e-14,0.047435053,0.002756502,0.059998434,3.9031677e-13
31x3,0.29339570000000004,0.444201,2.0995444e-13,0.08264661599999999,1.9542527e-13,0.030516524,0.14598115,0.0032589582000000002
31x4,0.38063985,0.36327642,0.036654174,5.842307e-14,9.034294599999999e-13,0.002440281,0.17029975,0.046689544000000006
31x5,0.6081168,0.21841465,0.053728312,4.689411e-14,0.005085764,2.0152582e-12,0.114654385,5.950470999999999e-13
31x6,0.25457093,0.5120471,0.027217576,6.923456e-14,5.170785e-13,5.10953e-13,0.20616442,5.045092000000001e-13
31x7,0.5236854000000001,0.3942748,0.07294761400000001,5.8689714e-14,0.009092157,1.1594937999999999e-13,5.130164000000001e-13,9.197508e-14
31x8,0.19835363,0.49847829999999993,5.0824536e-13,5.480085e-14,0.018795928,0.017452186,0.26691994,2.6097343e-13
31x9,0.51985204,0.27463302,0.14994827,4.19064e-14,0.026380785,0.013619619,1.2451994e-13,0.015566443000000001
31x10,0.35511390000000004,0.47866654,0.027951397000000003,7.7792455e-14,0.07500854,0.019071912,0.04418776,7.604553000000001e-13
31x11,0.28798446,0.36414394,0.06442359,0.19194734,0.0052498262,0.049557045,0.0076918583,0.02900191
31x12,0.5232452999999999,0.28125279999999997,0.05080833,2.6380203999999998e-14,0.014286843,0.024932489,0.08211357,0.023360765
31x13,0.49308038,0.37578870000000003,0.06216350599999999,3.5350513e-14,0.043982115,0.012425084,1.9763847000000001e-13,0.012560278999999999
31x14,0.14072543,0.616053,1.3897907e-13,5.0590905999999997e-14,1.2633285e-12,0.008850651,0.19001134,0.044359565
31x15,0.13181995,0.5189198,5.377868e-13,0.10362898,0.09862883,0.051151495,0.09585095,1.8282796e-13
31x16,0.18162711,0.4683807,0.11312219,3.723078e-14,2.1636282999999998e-13,1.7152801999999998e-13,0.23687002,2.9263563e-13
31x17,0.11252488,0.6572222,0.107445285,5.5980044999999997e-14,0.061054613,0.000509875,0.023982717,0.03726041
31x18,0.06055414,0.5692411999999999,0.21935460000000004,4.273325e-14,1.7110571e-13,0.009798741,0.13551076,0.005540476
31x19,0.22414029,0.44890553,0.23407288,6.032156e-14,0.04484734,0.025242463,0.007637943,0.015153498
31x20,0.024167308999999998,0.5990255999999999,0.05992217,5.954832e-14,0.06597599,1.4839701e-13,0.25090888,2.2934475000000003e-13
31x21,0.33883882,0.39621165,0.030141054,8.0370484e-14,0.08250123,0.022942146,0.116593264,0.012771788999999999
31x22,0.22856574,0.5328723000000001,0.07926832,4.6939e-14,0.027165073999999997,2.9711114e-12,0.119732514,0.012396101999999999
31x23,0.12155553,0.6179653,0.0396431,1.2265871999999998e-13,0.081310935,0.012943536,0.09286339,0.033718242999999995
31x24,0.13736767,0.62460434,0.16227004,6.256112e-14,0.04112531,0.009325735,0.019014688000000002,0.006292218299999999
31x25,1.4902020000000002e-13,0.5210338999999999,0.12365498,0.20669332,6.33606e-05,0.024422014,0.104373306,0.01975909
31x26,0.19800045,0.44484183,0.24935555,4.104684e-14,0.010399225,2.1463168e-12,0.09740293,2.6359543999999996e-12
31x27,0.27519990000000005,0.5006364999999999,0.1353498,6.425552599999999e-14,0.017965803,1.2725113000000001e-12,0.047704473,0.023143625
31x28,0.21513247,0.4697553,2.7828914e-13,5.9748586e-14,0.012452716,0.015541231,0.28711826,2.4630282000000004e-13
31x29,0.12882344,0.3730567,0.15364127,0.15279017,3.6035423999999997e-13,8.0276e-13,0.1825434,0.009145013
31x30,2.9477979999999997e-13,0.772856,0.0043880288,0.06989662,1.7278844999999998e-13,1.698535e-13,0.12429078,0.02856855
31x31,0.09378079,0.44418868,0.20014475,0.07315594,2.055972e-12,2.9973365e-13,0.18872981,2.027937e-13
31x32,0.05717857,0.3634918,0.26052952,0.14187992,8.3223054e-14,0.039212875,0.13718386,0.0005234717
31x33,0.20381513,0.5095117,0.21393679,1.1810431000000002e-13,0.019970626000000002,3.051764e-13,0.039853904,0.012911747
31x34,0.13425910000000002,0.48582157,0.24084152,6.54787e-14,0.08216019,6.106351300000001e-13,0.05691765,5.4693565e-13
31x35,2.4590508e-13,0.45320487,0.47992992,4.5232982000000006e-14,0.0583251,2.5393557e-13,3.543242e-13,0.008540171
31x36,1.6636741999999999e-13,0.7712150999999999,1.3082161000000002e-13,5.0569347999999997e-14,0.029230705,2.8706005e-12,0.14988574,0.04966846
31x37,3.7449826e-12,0.7070811,0.112798385,0.09839929,0.0037978787,4.2839885e-13,0.06388881,0.014034547
31x38,0.077684395,0.68544704,0.07837239,0.051136963,1.6852371e-13,0.00917196,0.07318222,0.025005017999999997
31x39,8.476884e-14,0.5369232,0.19700196,3.4201205e-14,0.03735304,1.3655547e-13,0.22775218,0.0009696575599999999
31x40,0.1344263,0.6752749,0.13132513,4.7575815e-14,0.058524847000000005,3.5153566999999997e-13,1.2933804e-13,0.00044885444
31x41,0.09245901599999999,0.45362782,0.2678994,0.09244903,1.6798599e-13,0.01401903,0.07954568,1.4227584e-13
31x42,7.173421e-13,0.8811799000000001,1.5694145000000001e-13,0.07571986,0.02609247,0.011959675,9.8291844e-14,0.0050481213
31x43,0.21363051,0.62644655,2.7763029999999997e-13,3.7784246000000003e-14,0.00802285,9.0278794e-13,0.13081343,0.021086677999999998
31x44,1.5968502e-13,0.75660646,4.4986045e-13,9.1439504e-14,2.5523287e-13,0.017928284,0.21343099999999998,0.0120342495
31x45,2.5918227e-13,0.8316805,1.8345793999999997e-12,0.12199102,7.757909999999999e-13,7.432257e-14,0.04632844,1.01724374e-13
31x46,0.16720456,0.6556169,0.039785445,0.112831384,0.011263976,0.0039472245,1.694105e-13,0.009350656
31x47,0.036417764,0.60675794,3.1678267999999996e-13,6.108834e-14,0.035954177000000004,1.9795767e-12,0.32087013,5.0058124e-13
31x48,0.38292283,0.32868059999999993,1.9609493e-13,0.22971053,0.0032376861,2.2097013e-13,0.052500073,0.002948228
31x49,0.22358175,0.5577196,7.6112277e-13,4.0790325e-14,0.012766646999999999,0.021459486,0.17498104,0.009491547
32x0,0.28694922,0.42277068,0.021805067,4.6012558e-14,0.022136778,0.027297027,0.18085155,0.038189653
32x1,0.40279990000000004,0.20518517,0.08604706,9.323943500000001e-14,2.5351634e-13,0.036152735,0.26981506,1.3570277e-12
32x2,0.57818896,0.25638416,0.080191135,6.786372e-14,2.5368991999999997e-13,0.032045364,0.053190462,6.999475e-13
32x3,0.5566071,0.22112964,5.966260000000001e-13,0.20300904,1.0556313400000001e-13,0.019254174,9.647614e-14,1.9374007e-13
32x4,0.27321267,0.3312232,0.29958670000000004,3.2798566e-14,1.5257828000000002e-12,4.4942243e-13,0.08048392,0.015493471000000002
32x5,0.25339037,0.55973226,0.031246975,5.0185085999999994e-14,0.0057481104,0.009714714000000001,0.14016756,4.315184e-13
32x6,0.3698158,0.36566484,6.691648e-14,0.24555358,5.706697e-14,0.014709759,4.8960595e-14,0.004255976
32x7,0.16593304,0.65080523,3.9325345999999997e-13,7.074908e-14,0.09103431,2.1400986e-12,0.09222744,1.3351264000000002e-11
32x8,0.42599475,0.44565114,3.2942285e-13,6.3920643e-14,9.318846999999999e-14,0.042516556,0.069783844,0.016053582
32x9,0.25954407,0.5252038,0.005552456999999999,5.715529000000001e-14,1.56158e-13,2.6707654e-13,0.2096996,4.7040247e-13
32x10,0.48368555,0.33565205,0.16034296,6.1368675e-14,0.013474907,5.9912475e-13,3.5578913e-13,0.006844544
32x11,0.44178770000000006,0.42007598,3.5198206e-13,5.5370615e-14,0.053153,2.792413e-12,0.07406169,0.010921633
32x12,0.059624265999999995,0.57618326,0.32704946,7.644506e-14,1.3175836e-13,3.643418e-12,0.03714292,6.423562e-13
32x13,0.11752426,0.52904946,0.1287335,0.17063734,1.0502322e-11,0.054055399999999997,2.821952e-13,7.554399e-13
32x14,0.25771576,0.6911595,0.00031183447999999996,3.4040859999999996e-14,1.2335681e-13,0.019733063999999998,0.02917741,0.0019025201
32x15,0.17118011,0.6557864999999999,0.057948556,8.560076e-14,9.0257175e-14,3.3362866e-13,0.08897871,0.026106087000000004
32x16,0.20728517,0.550805,0.03842605,0.17405373,0.016889093,9.855441999999999e-13,4.0429144999999997e-13,0.012540993
32x17,0.0055423146,0.8604423000000001,0.04798106,7.199934e-14,1.1380776000000002e-12,0.022284584,0.06374976,8.218243000000001e-13
32x18,0.21271922,0.7022853,4.8906604e-13,8.1023194e-14,2.0943310999999998e-13,0.03628246,0.04871306,2.3967286e-13
32x19,1.044221e-10,0.8143174,0.053234725999999996,3.3181916e-14,0.030525088,3.0924834e-13,0.09564218,0.0062805707999999995
32x20,0.08113804,0.7815715999999999,0.13292263,5.4392238e-14,1.4446504999999998e-13,8.8551765e-14,0.0043676994,1.0667963e-13
