,Cancer,Ductal,Macrophages,Mast,Monocytes,T,mDCs,pDCs
9x35,0.08662176,0.32277566,0.063447274,9.16498e-14,0.21497595,0.03472076,0.2581134,0.01934518
9x36,0.13996544,0.20866066,0.24508657,0.099430315,3.0314247e-13,0.02237886,0.28447813,3.0800202e-13
9x37,0.24557218,0.25884688,0.20628215,0.09906669,6.9127684e-13,0.029339131,0.13063483,0.03025816
9x38,0.052368168,0.08604521,0.6364364,0.16616437,0.04735739,3.8879169999999997e-13,0.011628415,6.4503687e-13
9x39,0.12745401,0.10214466,0.36426115,0.19810295,2.7040935e-12,0.012401968000000001,0.17638943,0.019245885
9x40,0.32836193,0.12275221,1.1182268999999998e-12,0.21598838,0.150755,3.3659322000000003e-13,0.17360002,0.00854244
9x41,0.18892,0.22560032,0.028313061,4.6312407e-14,0.042083174,0.004854022,0.49498764,0.015241835
9x42,0.02796313,0.11150004,0.42014095,5.6359889999999994e-14,7.518433e-14,0.027520576,0.4112959,0.0015793325
9x43,0.14352508,0.4233002,0.14212021,6.090373e-14,0.019804081,0.033070568,0.23817977,1.7258104e-13
9x44,0.24093427,0.17045504,0.27279896,0.09380215,7.1828584e-13,0.044016205,0.15432304,0.023670306000000002
9x45,0.17449726,0.20699655,5.5826876e-13,1.0512472000000001e-13,0.0046268315,0.021121413999999998,0.59275794,2.8704686e-12
9x46,0.14713633,0.40750548,0.056114063,6.3320456e-14,0.050418172000000004,0.020393013999999998,0.30681820000000004,0.011614702
9x47,0.14174724,0.22632566,0.17060849,0.08337854,0.008382519,8.1920294e-13,0.3365866,0.03297083
9x48,0.113146625,0.2602809,0.30756038,6.904656e-14,1.2842199e-13,0.0018710051999999999,0.310106,0.007034989
9x49,0.22113355,0.132167,0.29235908,0.12950574,0.03397162,0.056991585,0.13387145,9.163198e-13
10x0,0.92839426,0.0072391172999999994,1.525562e-13,7.023916e-14,0.044850077,0.01951652,1.1744305999999998e-13,4.786363000000001e-13
10x1,0.9558952,0.044104803,7.004705700000001e-14,3.2874633e-14,6.137913999999999e-14,1.0469200000000001e-13,4.7977315e-14,8.477214000000001e-14
10x2,0.9719219000000001,1.6324595999999998e-13,1.217896e-13,2.6842253999999997e-14,0.018861577,1.6174803e-13,4.9075473e-14,0.009216491
10x3,0.98648626,2.6158465e-13,1.09253305e-13,4.647195e-14,0.008402586,0.0042368034,2.2441837999999998e-13,0.000874297
10x4,0.99165773,1.7812720000000002e-13,0.0030787784999999996,3.8529320000000003e-14,0.0052635176,2.5774949e-12,8.714439e-14,1.0868841e-13
10x5,0.9960706,0.0039293785,8.438837e-14,2.6169637e-14,4.9327624e-14,8.2567735e-14,4.7973666e-14,1.1489224e-13
10x6,1.0,9.476771000000001e-12,3.0248847999999996e-14,1.8753298000000002e-14,2.9719452e-14,3.0874190000000004e-13,2.6646086000000003e-14,9.275684e-14
10x7,0.96865284,0.03134711,4.430451599999999e-14,2.4775293999999998e-14,5.2052644999999994e-14,8.520688e-14,3.3841084e-14,5.7036644e-14
10x8,0.98409283,0.015145011000000002,1.1253955000000001e-13,4.8823054e-14,7.398607e-14,0.00076213595,1.0487518e-13,2.654419e-13
10x9,0.9693780999999999,0.028021835,1.7275390999999999e-13,4.5765014000000005e-14,8.5048633e-14,7.1370937e-13,2.8535922e-13,0.0026001171
10x10,0.9512546999999999,1.2204784e-13,0.030448169,3.7935643999999996e-14,0.012209138000000001,0.006087950999999999,9.1857735e-14,1.8184727e-13
10x11,0.97120935,2.8800928e-13,6.068067999999999e-14,3.5279407e-14,0.0130163375,0.015774299999999998,4.0671069999999995e-14,4.965630999999999e-13
10x12,0.99765885,5.2436576e-13,4.9891146e-13,4.2629068e-14,5.833219e-14,6.2873595e-14,1.6234768999999998e-13,0.002341203
10x13,0.98795533,3.3928006e-13,2.353358e-13,3.2976338e-14,5.203415e-14,0.012044613000000001,2.3252887e-13,6.591476e-13
10x14,0.9932633,1.09756334e-13,2.2874400000000003e-13,3.2214769999999996e-14,2.0460383000000003e-12,0.0037908033000000002,0.0008940647999999999,0.0020518359
10x15,0.97903156,0.019711342,2.8615015e-13,2.573245e-14,4.1296315e-14,7.2991004e-14,0.0012571516,5.0636334e-13
10x16,0.9844278000000001,1.0086317e-13,8.336165e-14,3.581314e-14,3.1284535e-14,3.686446e-13,0.009802945,0.005769196
10x17,0.97500193,0.0031089578,7.006769000000001e-14,4.3298315e-14,7.661453e-14,0.0040609506,8.4971e-14,0.017828122
10x18,1.0,2.7222888e-13,4.2594766e-14,2.466668e-14,5.314793e-14,1.1758414e-13,3.4369643e-14,1.3355860000000001e-13
10x19,0.9995279,1.9103084e-13,1.5779e-13,2.5515387000000002e-14,0.00047210994000000005,2.3481466e-13,1.2568988e-13,2.0106382e-13
10x20,0.8549043,9.115144e-13,0.0028870518,3.3783672000000004e-14,0.014125626499999999,0.022425184,0.08041161,0.025246229
10x21,0.72532064,0.04884047,3.9532974e-13,5.982342999999999e-14,0.18329535,6.494208400000001e-13,0.011201601,0.031341996000000004
10x22,0.6333641,3.386697e-13,0.13542320000000002,5.0717610000000005e-14,0.039146036,0.04306145,0.12697099,0.022034269
10x23,0.5161654,0.100984566,0.07485139,4.9720925e-14,0.088304,0.022152625,0.19754212,3.8300355e-13
10x24,0.42030978,0.0038116070000000003,1.7314702e-11,0.1576415,0.01417593,0.07164056,0.31428432,0.018136324
10x25,0.29954442,0.1372553,0.15267749,5.2337114999999997e-14,0.08907326,3.8790312e-13,0.32144946,8.121331999999999e-13
10x26,0.28883436,2.127562e-12,0.28783178,6.805802999999999e-14,0.15498526,7.2004257e-13,0.2683486,4.2566498e-13
10x27,0.36909056,1.3215096e-13,0.35126597,6.421425e-14,0.092152484,0.038010325,0.14948066,2.6637755e-13
10x28,0.26068270000000004,1.8313054e-13,0.027820942999999997,0.13425589999999998,0.04605476,0.00582533,0.50836056,0.016999774
10x29,0.2707658,0.025716722,0.3190325,5.801573e-14,0.11888746,0.046980105,0.21861733,3.1618279999999997e-13
10x30,0.04531040000000001,0.05639194,0.06995802400000001,0.36465108,0.07052106400000001,0.00040915786,0.35434186,0.038416467999999995
10x31,0.2646312,0.08960675,5.465757499999999e-13,0.09416870000000001,0.086748585,2.320072e-12,0.43960685,0.025237922000000003
10x32,0.10095056,0.07364604,0.3982485,1.2779339e-13,0.24119693,0.005141884,0.15198044,0.028835762
10x33,0.6657888000000001,0.040124167,1.4370895e-13,2.737058e-14,0.048145477,0.02271636,0.21988133,0.0033437717
10x34,0.19369398,1.5040273e-13,0.46162733,0.075231954,0.14444984,1.9345275999999998e-13,0.12499686,8.6862207e-13
10x35,0.14267212,2.4962453999999997e-13,0.25291172,0.48838875,0.0680313,0.0479961,1.4016027999999998e-13,1.4838392e-13
10x36,0.3875087,0.011447523000000001,0.015079885,5.097665e-14,0.076181225,0.03310512,0.40871352,0.06796398
10x37,0.46279404,0.076645985,0.17452216,0.0837612,0.015723893,0.06368198,0.111525595,0.011345235
10x38,0.24825947,0.19165893,0.19979575,4.1979084999999996e-14,0.2032227,1.2750437e-13,0.1570631,7.592741e-13
10x39,0.1482576,0.15910439999999998,0.23283911,0.12435813,0.006010010400000001,0.042804457000000004,0.25402966,0.032596613999999996
10x40,0.22141506,0.22515485,0.37535146,4.2649664000000004e-14,0.07070255,1.2636546e-13,0.107376024,3.3177302e-13
10x41,0.2804459,0.055497363,0.06870862,6.5088404e-14,0.015186008,0.010721777,0.5464066999999999,0.023033647
10x42,0.19590393,0.2739185,0.011714239,0.11120799,0.07383447,0.042960305,0.24095127,0.049509294
10x43,0.33490390000000003,0.21512102,0.09056967,0.23976937,0.016021611,0.0011241655,0.07962334,0.02286695
10x44,0.17294501,0.37339848,0.021494173,0.28223628,0.09589051,0.018227495,0.00856545,0.027242628999999997
10x45,0.10032839,0.28333387,0.38654575,3.939001e-14,0.018316474,0.0034182633,0.20030321,0.0077541293999999995
10x46,0.34382290000000004,0.18963178,0.07247507,0.27636787,0.0017691121,2.2601602e-13,0.115933254,1.1010167e-12
10x47,0.23973271,0.15897758,0.37975377,0.10194602,5.4937175e-13,0.06851289999999999,0.049296007,0.0017809607999999999
10x48,0.1048381,0.34349966,0.265681,8.529547999999999e-14,0.012773506,0.014735088,0.24380666,0.014665873000000001
10x49,0.17669755,0.37532416,0.19844529,6.0638885e-14,0.06755841,0.022281604,0.15969291,4.987013e-13
11x0,0.7801029,0.14623372,2.8681197e-13,5.8395664e-14,5.4023463e-13,0.008996150999999999,0.064667225,3.9766234e-13
11x1,0.75837064,3.4836958e-13,1.7987134e-13,0.17580338,3.9701878e-14,0.06496604,1.3675566e-13,0.0008599745
11x2,0.99901915,1.6347757999999998e-13,5.9374488e-09,3.9105742999999993e-14,1.0112523999999999e-13,5.1317343e-13,0.0009808739,1.330636e-13
11x3,0.97349423,6.871475000000001e-14,5.5114103e-14,3.588601e-14,4.0751917000000005e-14,0.026505794,4.894457e-14,1.273379e-13
11x4,1.0,2.1949841000000002e-13,1.8098337e-13,3.9092653999999996e-14,9.3254174e-14,8.419511599999999e-14,1.7154389999999997e-13,9.202036000000001e-14
11x5,0.9944337999999999,1.9488296e-13,6.2204105e-12,4.8560568e-14,1.7265345e-13,0.0019006918,0.003665479,9.656911e-13
11x6,1.0,1.294134e-13,3.2649653e-13,3.0436869999999996e-14,2.699348e-13,7.018512e-14,7.217835e-14,6.260602e-14
11x7,0.8995708,0.07125015,5.4325250000000004e-14,3.7714497999999996e-14,0.0017621192000000002,0.027416926,6.0565485e-14,2.0114985e-13
11x8,0.99376905,0.0062309246999999995,7.7523545e-14,1.7180227e-14,5.272026e-14,1.970404e-13,8.261866999999999e-14,5.504485e-13
11x9,0.98089665,0.015402637,8.639552e-14,3.4072842e-14,1.2313639e-13,0.003700702,7.463629499999999e-14,5.0108417e-11
11x10,1.0,6.770055999999999e-14,5.703177e-14,2.1793184e-14,5.0853368e-14,1.1793671999999998e-13,4.3326369999999994e-14,9.826336e-14
11x11,0.9735918,0.007451504,4.7719993e-13,3.9426856000000007e-14,0.0014325285000000001,1.4230255e-13,8.361723e-14,0.017524173
11x12,0.9993601000000001,0.00063990906,1.681801e-13,2.788992e-14,1.5281315e-13,8.670687e-14,8.6662726e-14,1.2450379e-13
11x13,0.9808377,0.01823488,1.6688143e-12,2.080213e-14,0.00092747255,6.600381999999999e-14,1.01553396e-13,6.419666e-14
11x14,0.99102813,2.5021397000000003e-13,7.063346e-14,5.851231000000001e-14,0.0012534992,0.0077183780000000006,5.7572104e-14,8.8124014e-14
11x15,0.96232724,0.011530328999999999,7.843045e-14,2.7751952e-14,7.0937823e-14,0.026142428,4.517122e-14,1.7769795999999998e-13
11x16,0.9963264999999999,5.990706500000001e-13,4.29021e-13,3.7723056e-14,8.188352e-14,0.00212571,0.0015477141,3.8559967e-12
11x17,0.9488610000000001,1.10539744e-13,2.2967297e-13,2.7413264e-14,0.025586993,0.017839335,2.388795e-13,0.007712674300000001
11x18,0.9975937,8.909828e-14,1.2666367e-13,2.4151323e-14,0.0019823401,0.00042387698,1.338741e-13,6.9274794e-13
11x19,0.8299783000000002,0.008900575,0.05147217,4.1718256e-14,3.6655794e-13,0.02652647,0.03582593,0.047296587
11x20,0.6557145000000001,1.1839160000000003e-13,0.038087256,5.1724816e-14,0.007297306,0.066888794,0.16660550000000002,0.06540668
11x21,0.859557,0.0075936555,2.3983896e-13,4.0575236e-14,0.049797133,0.033982477999999997,0.041522626,0.0075471755
11x22,0.7488755,0.07138384,0.103135265,3.400001e-14,0.03658237,0.009937551999999999,0.030085333,1.227076e-13
11x23,0.6219872,8.469481e-14,8.7276914e-13,5.872459e-14,2.9978747000000003e-12,4.635631e-13,0.3568354,0.02117733
11x24,0.43447262,5.183800999999999e-13,1.7207678e-13,0.13475493,0.041839633,5.179689e-13,0.36514676,0.023786067999999997
11x25,0.39621690000000004,0.025881704,0.08286012,0.15778306,6.67735e-14,0.0033617013,0.33389658,1.6310591e-12
11x26,0.25677836,9.090148000000001e-14,0.15201293,0.1646941,0.1181367,0.035944182000000005,0.26452968,0.00790407
11x27,0.27121767,0.027090242,0.18339956,5.4550852999999996e-14,0.12883638,0.013914476,0.3493706,0.02617104
11x28,0.4152607,0.012445572,0.17501217,0.18667096,0.08018636,0.016864303,0.113559924,2.879561e-13
11x29,0.31489694,0.16863996,0.23590595,9.314968999999999e-14,0.24426618,1.1115912e-11,0.036290955,3.4808243000000005e-13
11x30,0.02523087,0.20486526,0.0058762636,0.060151808,0.1524636,0.07157048,0.4619654,0.017876253
11x31,0.23585686,0.02415072,0.13431476,0.48419678,1.3109128e-13,0.02215652,0.09932445,4.110811e-13
11x32,0.42250370000000004,0.10067888,0.30181729999999996,6.200799e-14,0.088110864,7.8337545e-12,0.06722476,0.019664493999999998
11x33,0.17293446,0.034877818,0.4222889,5.4218305e-14,0.066190295,2.9376068e-13,0.30370855,2.257864e-13
11x34,0.08794772,0.0010157531,0.2660269,5.4344817e-14,0.11624436,1.342694e-13,0.5287651999999999,1.8467881e-12
11x35,0.009449003000000001,0.15566999,0.22133853,0.31923082,0.05773341,0.039390292,0.16919023,0.027997794
11x36,0.16623764,0.028530851,0.16965360000000002,0.31524733,0.035191957,0.058342307999999996,0.2136323,0.013164101999999999
11x37,0.15365224,0.23987545,0.0011613861,7.4840274e-14,0.11186653,8.580832000000001e-12,0.49344440000000006,4.7709814e-12
11x38,0.24630329,0.22801659,1.3054862e-12,0.12882553,0.062205076,0.0071717330000000004,0.3026414,0.02483639
11x39,0.29088283,0.12517272,0.23652333,0.07974466,8.939788999999999e-14,1.572646e-13,0.26767640000000004,3.9099485e-13
11x40,0.03566179,0.32128203,0.16643111,5.913728e-14,0.15455563,0.0015250417999999998,0.32054454,2.0106643999999998e-13
11x41,0.30021206,0.15902394,0.078446135,0.17926447,0.0014439254000000001,0.0077649355,0.24428844,0.029556125
11x42,0.15228109,0.13261668,0.62770057,5.025976e-14,0.04201265,3.2980290000000003e-13,0.045389004000000004,3.9275855e-13
11x43,0.23205802,0.27421367,0.1595387,7.196283e-14,0.05042664,0.0345199,0.24924311,1.933182e-13
11x44,0.19004053,0.23346925,0.12862115,6.323481e-14,0.21157914,0.07844399,0.15587579,0.0019700418
11x45,0.40041912,0.09788054,0.18441802,1.1167282e-13,0.12440873,0.0046286364,0.1785173,0.00972769
11x46,0.037063263,0.5068673,0.09312842,0.16829684,3.9526244000000004e-13,1.3994039e-12,0.19464417,2.9180144e-13
11x47,0.29433200000000004,0.30148270000000005,0.07535227,1.0054056000000001e-13,0.018123213,9.176144e-13,0.31070986,9.295560999999999e-13
11x48,0.22694024,0.29005253,0.29717812,3.5226427e-14,5.0411423e-14,9.523369599999999e-14,0.18582913,1.7358941e-13
11x49,0.14241305,0.47701484,2.388175e-12,1.0481267000000001e-13,0.057089955,0.03594319,0.2868105,0.0007284724
12x0,0.84151495,0.016791154,1.6251159e-13,0.10923669,6.779519599999999e-14,1.4137415e-13,0.013711606000000001,0.018745499
12x1,0.83089423,0.0782044,1.0078466e-13,0.07621731,0.0063542165,3.615606e-12,1.1983963e-13,0.008329774
12x2,0.9990184000000001,0.0009815989999999999,4.8072572e-14,1.7132336999999998e-14,5.4637073e-13,3.8350196e-14,2.2232677e-14,2.7024502999999998e-14
12x3,1.0,1.1135847e-11,5.9148406e-14,3.101282e-14,4.9050157e-14,8.821429000000001e-14,4.9749274e-14,8.206618999999999e-14
12x4,0.9953628000000001,1.2761873e-13,1.3800032e-13,2.2528102999999997e-14,1.5309105e-13,0.0046371523999999996,9.6703346e-14,4.990575e-13
12x5,0.9887,7.4534996e-14,4.8460527e-14,2.932353e-14,0.0016475938,0.00965247,3.290732e-14,1.2336651e-13
12x6,0.8365933000000001,0.16097985,8.704886000000001e-13,4.5797804e-14,9.2791565e-14,1.0388357699999999e-13,0.002426921,6.7071067e-12
12x7,0.3645744,3.9457568e-13,0.07736779,1.7594254e-13,0.010845612,0.010027821999999999,0.53718436,2.2155368e-12
12x8,0.97942257,0.020577416,3.979281e-14,1.9804769999999998e-14,3.8933266000000003e-14,8.417553e-14,4.3269313e-14,1.2988044e-13
12x9,0.9991664000000001,1.5134204999999999e-13,1.9239341e-13,3.8771154e-14,0.0008335288,7.20355e-13,3.869016e-12,5.302232e-13
12x10,1.0,6.350260999999999e-13,1.1419645e-13,3.0192632e-14,6.115737000000001e-14,1.1684212e-13,5.262631e-14,6.8454086e-14
12x11,1.0,6.7252015e-13,1.2346127e-13,3.5017203000000004e-14,3.7279387e-14,1.3066523999999999e-13,1.1091995999999999e-13,1.6833042e-13
12x12,0.9862466000000001,0.0014926745999999998,2.1303130999999998e-13,3.6475678e-14,6.3894704e-14,1.2308183e-13,4.4851392999999996e-05,0.012215948
12x13,1.0,3.6795632e-13,5.108896e-14,2.9694562999999997e-14,9.035562e-14,9.869981e-13,3.2217284000000004e-14,5.1528855999999994e-14
12x14,0.98843545,7.168661400000001e-14,7.255419000000001e-14,3.2077364999999995e-14,6.053856e-14,0.011564583500000001,4.1244047e-14,8.603821e-14
12x15,0.99087334,1.8345587e-13,1.3912097e-13,3.741998e-14,1.6777158999999998e-13,3.0020653e-13,1.9974204e-13,0.009126641999999999
12x16,0.991182,1.0004632e-12,0.008817913,7.559584999999999e-14,1.2944134e-13,2.173673e-12,8.037415e-13,3.2834140000000004e-13
12x17,1.0,2.1458413e-13,5.791029e-14,2.5469897999999997e-14,3.7438934e-14,8.663107e-14,3.6212935e-14,4.5394613e-14
12x18,0.96518165,0.024569556,1.1384154e-13,2.9958698e-14,4.9988083e-14,2.8738787000000004e-13,0.004821365,0.0054273927
12x19,0.91484284,1.2015858e-12,0.032831118,5.2750515e-14,0.016385054,0.013373112,0.022428688,0.00013918648
12x20,0.8008894,0.03592108,0.018634986,5.1568084e-14,0.03560736,3.973657e-13,0.07879043,0.030156715
12x21,0.57753277,0.2125837,0.008846632,3.9548873e-14,0.010803856,0.013621342,0.17661168,4.4595626000000004e-13
12x22,0.56983745,0.102558255,0.12396962,0.20115575,0.0024789910000000003,4.595763e-13,3.5089181e-13,3.0346778e-13
12x23,0.5061031,0.14243111,0.20228426,5.3490605000000006e-14,0.02197576,1.647486e-12,0.11937232,0.007833375
12x24,0.3481154,8.654129000000001e-13,0.09917623,0.14315528,0.096476145,8.745626e-13,0.30255590000000004,0.01052108
12x25,0.098172076,1.0122669999999999e-13,0.13535848,0.4697414000000001,0.04418546,0.016846576999999998,0.19483685,0.04085921
12x26,0.362699,1.2867616e-13,0.17937878,0.24387977,0.09019856,2.9643017e-13,0.12384386,1.8727522e-13
12x27,0.2832042,0.13811426,0.0395532,9.517527e-14,0.18239887,2.0279034999999999e-13,0.31774846,0.03898109
12x28,9.661163e-14,0.09153132,0.29244006,0.30372956,0.10763276,2.1327626e-13,0.20466635,5.380071e-13
12x29,0.21518566,0.06218075,0.23071873,0.07317601,0.08237139,3.3016908e-13,0.33636746,1.1654206e-12
12x30,1.7731668e-13,5.2134343e-14,0.06494564,0.25645074,0.17691648,0.015763244,0.4859239000000001,2.6105734e-13
12x31,0.11045157,0.0169065,0.119675495,9.615923e-14,0.087639585,0.052628007000000004,0.5898069,0.022891952
12x32,0.26748127,2.4000734e-13,0.10183752,1.0523612e-13,0.21028920000000004,3.2447109999999996e-13,0.42039198,1.0688362e-12
12x33,0.26401472,0.13037939999999998,0.2373779,0.08577718,0.08063608400000001,3.0383107e-13,0.18231545,0.019499248
12x34,0.00977212,0.2539323,0.2720072,0.37705696,0.013879762,1.4109705e-13,0.066909105,0.006442661
12x35,1.2254189999999999e-13,0.43180925,0.26585978,7.41852e-14,0.14586775,1.8425388e-13,0.15646324,3.5281981999999996e-13
12x36,0.1572623,0.118320845,0.34761062,8.096311599999998e-14,0.011393128,0.036958344,0.32845473,6.4311783e-13
12x37,0.43904227,0.032383204,2.5172556e-13,4.4216196999999997e-14,0.13565764,2.8707594e-12,0.32879564,0.06412115
12x38,0.21157056,0.18760572,0.18504512,0.082447596,0.13059302,7.510783e-13,0.19666822,0.006069785
12x39,0.17346574,0.029309787,0.36745320000000004,0.13803998,0.006139274,6.2276285e-13,0.28559196,4.43599e-13
12x40,0.23154849,0.30052915,0.2109027,0.18991047,0.058951113,0.008158027,2.6263525000000002e-12,6.037310999999999e-13
12x41,0.16021675,0.17728339,0.19183704,5.915434000000001e-14,0.16530709,0.010762388000000001,0.28284436,0.011749069
12x42,0.10098689999999999,0.3440724,0.26040795,1.1836121e-13,0.15047744,0.05721183,0.07331296,0.01353052
12x43,0.38018240000000003,0.25076717,0.23520535,0.04809114,5.35803e-13,2.354398e-13,0.08575399,3.3162523999999997e-13
12x44,0.12611485,0.3669545,0.06934987,0.068195455,0.016643519,1.680908e-13,0.35027465,0.0024671645
12x45,0.26993003,0.28701985,0.44027314,1.1449611e-12,0.0027769182000000002,4.3066123e-13,4.4503333e-13,4.3148013e-13
12x46,0.031744483999999996,0.5604834,0.18976387,8.417895e-14,0.06306726,0.020498162,0.13444287,3.371353e-12
12x47,0.06017966,0.37877956,0.21526814,0.11523647,4.3654490000000003e-13,2.2998072e-13,0.20082489,0.029711269
12x48,0.19180992,0.34284990000000004,0.33165777,6.473387e-14,0.10758411,0.007778419599999999,0.016713032,0.0016068898
12x49,0.29618406,0.29951388,5.51175e-13,4.8959609999999995e-14,0.09195677,0.028884996,0.28346026,8.9738156e-13
13x0,0.8334885000000001,0.12551881,0.018639205,3.217233e-14,1.06934406e-13,4.0130494e-13,0.022353478,1.0123985000000002e-12
13x1,0.9809286,0.018702853000000002,6.219805e-14,2.1944332000000002e-14,3.1063202e-14,2.7166940000000005e-13,6.3791556e-14,0.00036850586
13x2,0.9679584000000001,0.032041617,6.786546599999999e-14,2.7586942999999997e-14,5.4514999999999995e-14,1.3405631e-13,6.611544e-14,1.6785205e-13
13x3,0.9951199000000001,8.790974e-14,0.0009242031399999999,4.44611e-14,2.0027017e-13,0.003955804,3.6451476e-13,1.9352773e-13
13x4,0.9617860999999999,0.038213927,4.266479e-14,2.1724227e-14,3.3889569999999997e-14,8.864739e-14,3.8671892e-14,1.4530125e-13
13x5,1.0,1.637023e-13,4.9042496e-14,2.5936515000000004e-14,3.419261e-14,1.1363251000000001e-13,3.9055293e-14,1.3771792000000001e-13
13x6,0.97194123,0.028058762,5.491096e-14,2.4837747000000003e-14,4.1310766000000004e-14,1.7620574e-13,4.6420197e-14,1.1484311e-13
13x7,0.98460543,3.2700482999999997e-13,0.0060825296999999995,2.6814254e-14,8.684654000000001e-14,0.0018253704000000001,2.910922e-13,0.007486675
13x8,0.95463294,0.045367032,1.7822927e-13,2.5107797999999995e-14,3.0859465e-13,5.484099200000001e-14,5.3125134e-14,3.5159023000000004e-13
13x9,0.98337185,2.3367243e-13,4.1933072e-13,2.7781737000000005e-14,7.714449e-14,0.0117779095,0.0048501957,7.793607e-13
13x10,0.9716599,0.008553516,0.0011595696,6.830338000000001e-14,1.5712766999999999e-13,0.0049838090000000005,0.0014449882999999998,0.0121982945
13x11,0.9036266,0.08372693,4.4556793e-13,3.479841e-14,6.6574784e-14,0.01264648,1.8539489999999998e-13,2.5044884e-12
13x12,1.0,6.244603e-13,4.0714987e-14,2.7341424e-14,4.5265698e-14,9.881847e-14,2.6423804000000002e-14,4.8034778e-14
13x13,0.9908683,8.853642e-14,0.0033364936,2.8811737999999995e-14,2.1400095000000002e-13,0.0057952459999999996,2.422535e-13,1.4392886999999999e-12
13x14,0.99787134,0.002128675,2.0936345999999999e-13,3.3635902e-14,1.0933989999999998e-13,2.2649683e-13,5.5382443e-14,1.8521212e-13
13x15,0.94877267,0.015276221000000001,6.5225885e-13,1.0664417000000001e-13,0.006999686999999999,0.019371074,0.0052359197,0.0043444404999999995
13x16,0.92968833,0.07031167,7.053356999999999e-14,1.8882702e-14,3.500213e-14,2.5258512e-13,7.154967e-14,1.5736734e-13
13x17,0.97150856,0.027695387999999998,8.315858e-14,2.5894040000000002e-14,0.00079607964,1.6079484999999999e-13,5.927702000000001e-14,2.6485637000000003e-12
13x18,0.9477793,0.0031388317999999998,5.1249468000000004e-14,2.297454e-14,0.014216593000000001,0.025206958999999998,4.926198e-14,0.009658327
13x19,0.84208864,2.1747701000000002e-13,1.3748188e-13,3.8833092999999996e-14,0.057349183,2.9155863e-13,0.051982038,0.048580162
13x20,0.7613087,1.6796185e-13,3.2068388e-13,0.14131589,9.660260000000001e-14,0.019506155,0.07786922,2.1462537000000003e-13
13x21,0.6483800000000001,1.1986078999999999e-12,1.0676023000000001e-12,0.09128204,1.4728395000000001e-13,0.03888216,0.20740148,0.014054323
13x22,0.45811003,0.04453587,0.19680443,5.3301893e-14,0.009675614,4.8076354e-13,0.29087397,4.2103969999999997e-13
13x23,0.50262904,5.927544e-13,0.029714357,0.08776086,0.07848695,0.020125903,0.281283,3.2550777e-13
13x24,0.29758927,0.11223661,0.046040237000000005,0.17458268,0.17352651,1.8293878e-12,0.19602469,6.484923000000001e-13
13x25,0.3133666,0.16638555,0.06285413,0.16747965,0.14047857,2.1349555e-13,0.14943555,2.3855976999999997e-13
13x26,0.07416634,2.831516e-12,0.23362258,1.1453453e-13,2.2231806999999999e-13,0.03294858,0.6592625,6.293946999999999e-13
13x27,5.872101e-14,4.5437832000000005e-14,0.09651714,0.35370737,0.11223663,0.0113245705,0.42621428,5.378042e-13
13x28,6.351959e-14,4.2407863e-14,0.23654838,0.36488995,0.088883735,0.03538984,0.27428803,4.619657e-13
13x29,4.5497318e-14,3.9403797000000006e-14,0.17057362,0.44661495,0.15754408,3.3279200000000003e-13,0.2087971,0.016470211999999998
13x30,1.346311e-13,5.3010585e-14,0.30925286,0.1099731,0.009483603,8.316627000000001e-13,0.5667524,0.004538085
13x31,9.704203e-14,9.012660000000001e-14,0.24936707,6.1442835e-14,0.08271789,0.030699953,0.63721514,3.8488629999999997e-13
13x32,1.2478651999999999e-13,1.1289595999999999e-13,0.25346,0.27759809999999996,0.16229904,0.007836794499999999,0.28804946,0.010756531000000001
13x33,1.2598725e-13,0.00056463975,0.5915718000000001,4.5186382e-14,0.067759894,0.030352043,0.30422340000000003,0.005528275
13x34,0.06895373,0.0030756504,0.2488711,0.12555684,0.14245072,0.006504079300000001,0.40387693,0.00071101094
13x35,0.14591907,0.06134501,0.05753331,0.40249914,0.04171592,4.2413824000000006e-13,0.28173774,0.009249844
13x36,0.18446392,0.25858244,0.15412994,0.17920978,0.13451824,0.057338864,0.026023496,0.0057334230000000005
13x37,8.638095e-14,8.153946e-14,0.20360038,0.066901974,0.08311845,7.68265e-13,0.6463791999999999,5.0325363e-13
13x38,0.18785398,0.14890832,0.2727574,0.35007992,0.030534238,0.009824149,2.8445708e-13,4.193331199999999e-05
13x39,0.40726987,0.058411736,0.24714822,6.388433599999999e-14,0.037174057,1.3496851e-12,0.24999614,1.0036093e-12
13x40,0.24505624,0.21797080000000002,0.23870671,0.10047379,4.3923215e-13,0.058104805999999995,0.12448355,0.015204041000000001
13x41,0.18495111,0.1772005,0.13277252,4.4727985e-14,1.6944971000000001e-13,6.545501e-11,0.5033635999999999,0.0017122432
13x42,0.29818118,0.24483714,0.2468955,4.8503320000000003e-14,0.0006319605,0.017731242,0.17088203,0.020840956
13x43,0.42159927,0.043682124,0.15097389,0.122853905,0.033468176,2.6366948999999998e-11,0.20432743,0.023095155
13x44,0.27268374,0.29890522,0.05061336599999999,0.159856,0.023325072999999998,0.053155582,0.13809602,0.0033649593
13x45,0.2800949,0.25311685,0.07891817400000001,4.0406717000000006e-14,0.06979566,1.7741543e-13,0.31807443,3.0673877e-13
13x46,0.37552598,0.13022319999999998,0.25345123,0.049013507000000005,0.035936005,0.034432348,0.09355506,0.027862542999999997
