"","cell_ID","Cancer","Ductal","mDCs","Macrophages","Mast","Monocytes"
"1","0x0",1,0,0,0,0,0
"2","0x1",0.853197860997087,0.146802139002913,0,0,0,0
"3","0x2",0.668072771282105,0.222012085822626,0,0,0,0.10991514289527
"4","0x3",0.30144738614347,0,0.69855261385653,0,0,0
"5","0x4",1,0,0,0,0,0
"6","0x5",0.768515219859113,0.231484780140887,0,0,0,0
"7","0x6",0.857760455706889,0.142239544293112,0,0,0,0
"8","0x7",1,0,0,0,0,0
"9","0x8",1,0,0,0,0,0
"10","0x9",1,0,0,0,0,0
"11","0x10",1,0,0,0,0,0
"12","0x11",0.697288588277382,0.302711411722618,0,0,0,0
"13","0x12",0.749750940418509,0.250249059581491,0,0,0,0
"14","0x13",0.649571635509603,0.350428364490397,0,0,0,0
"15","0x14",0.727555654168656,0.272444345831344,0,0,0,0
"16","0x15",1,0,0,0,0,0
"17","0x16",0.288028392872476,0.10597702813758,0,0,0.605994578989944,0
"18","0x17",0.369175136617753,0.221186872775303,0,0,0.409637990606944,0
"19","0x18",0.323190864132857,0.676809135867143,0,0,0,0
"20","0x19",0.817063218758587,0,0,0,0,0.182936781241413
"21","0x20",0.8677092519436,0.1322907480564,0,0,0,0
"22","0x21",0.79039333263377,0.20960666736623,0,0,0,0
"23","0x22",0.516368413710635,0.297038088135337,0,0,0,0.186593498154028
"24","0x23",0.148625584148234,0.225144371056314,0.626230044795452,0,0,0
"25","0x24",0.291701460476708,0.073184545254595,0,0.301058100070818,0.334055894197879,0
"26","0x25",0.359041158646015,0.519441563445246,0,0,0,0.12151727790874
"27","0x26",0.531022094201517,0.322403177151664,0,0,0,0.146574728646819
"28","0x27",0.510623120847642,0.326764089272524,0,0,0,0.162612789879834
"29","0x28",0.188684511750344,0,0.266655047154962,0.228400906095018,0.0852105077487478,0.231049027250929
"30","0x29",0.126613929517492,0.100328556294656,0.525387862332713,0.247669651855139,0,0
"31","0x30",0.430214148627721,0.569785851372279,0,0,0,0
"32","0x31",1,0,0,0,0,0
"33","0x32",0.0928110678059262,0,0.568491751867578,0.338697180326496,0,0
"34","0x33",0.696575723391724,0,0.0888300335289747,0,0,0.214594243079301
"35","0x34",0.1575428349098,0.109087042933681,0,0,0.733370122156519,0
"36","0x35",0.157406041141845,0.220266135582645,0.197781460529278,0,0.262785015709416,0.161761347036815
"37","0x36",0.173955253486935,0.152792563525076,0,0.270651396553439,0.402600786434549,0
"38","0x37",0.242281299043648,0.532755321911192,0.101998318421308,0,0,0.122965060623852
"39","0x38",0.443252984773437,0.556747015226563,0,0,0,0
"40","0x39",0.150545641767531,0.052833947053774,0.637831084403335,0.15878932677536,0,0
"41","0x40",0.220496003861825,0.237664209952148,0,0,0.541839786186027,0
"42","0x41",0,1,0,0,0,0
"43","0x42",0,0,0.510911888005616,0.204823024682539,0.284265087311845,0
"44","0x43",0.133084372624669,0.693849063103908,0,0,0,0.173066564271423
"45","0x44",0,1,0,0,0,0
"46","0x45",0.330153165570096,0.20600670207238,0,0.161063420566295,0,0.302776711791229
"47","0x46",0.185625930436143,0.360788136785563,0,0,0.170667059749195,0.282918873029099
"48","0x47",0,1,0,0,0,0
"49","0x48",0.158511997351498,0.134181090442767,0.707306912205735,0,0,0
"50","0x49",0.300257574533628,0.699742425466372,0,0,0,0
"51","1x0",0.558459225922717,0.441540774077283,0,0,0,0
"52","1x1",0.629229560012187,0.370770439987813,0,0,0,0
"53","1x2",0.433998958708038,0.0587481129153883,0,0.507252928376574,0,0
