"","Cancer","Ductal","Macrophages","Mast","mDCs","Monocytes","pDCs","T"
"13x41",0.20782510458984,0.156448611663496,0.0932729835655555,0.000142486182241046,0.52795267603215,0.000142486189817181,0.0111141953475435,0.000142486189817161
"13x42",0.333814449167839,0.190230449407509,0.200667869217869,0.000142486190516372,0.220762210570661,0.000142486189817164,0.000142486189817164,0.000142486189817157
"13x43",0.379013285485343,0.0487906949409832,0.197005459069672,0.126393248243378,0.193078339847425,0.00707753522728121,0.000290788142484008,0.000290788142484005
"13x44",0.249745913676439,0.320329225246926,0.083196788311248,0.148755074603758,0.114423714531824,0.000290788142484009,0.0123019021732657,0.000290788142484008
"13x45",0.246189872450421,0.254139047887167,0.0377058148954401,0.000203551699545636,0.336603669367073,0.069242258469851,0.00220114648457885,0.00020355169973881
"13x46",0.38192025862021,0.091743254967137,0.286956545472372,0.0551979646172378,0.0834706816370716,0.0294306677319257,0.00401820370517706,0.000203551699738807
"13x47",0.112371712249483,0.310847014859839,0.124818278012914,0.167218860220083,0.172487135727559,0.0203289967796977,0.00701550920984121,0.0230460210599163
"13x48",0.080014372784464,0.636555447348981,0.154273087329713,0.00125759991622412,0.069185267111079,0.0625700282414032,9.9740332872014e-05,0.00139568657035424
"13x49",0.121396181028144,0.348796875164565,0.115444005952487,0.000142486182162315,0.294729955877129,0.0594723280581099,0.000142486189817164,0.000142486189817166
"14x0",0.805458879096795,0.101401024587722,9.97403328720152e-05,9.97403342913416e-05,9.974033284343e-05,0.0406178069580252,9.97403328720155e-05,0.00635635734351703
"14x1",0.676280339876643,0.0271683982339698,0.000142486189817164,0.153599204377416,0.000142486189824321,0.00649578866966309,0.00483374593914097,0.0389761283244964
"14x2",0.970112784569413,6.98182330104087e-05,6.98182330104105e-05,6.98182332893057e-05,6.98182330124204e-05,0.000313119558384089,6.98182329429719e-05,6.9818232945333e-05
"14x3",0.945630589446882,8.1000985135381e-05,6.98182330104106e-05,6.98182314457611e-05,0.0017330214696358,6.98182330104114e-05,0.0030753781713325,6.981823301041e-05
"14x4",0.895432558858849,0.00415658158523133,6.98182330104109e-05,6.98182342939763e-05,6.98182329922914e-05,6.98182325164619e-05,6.98182330104106e-05,6.98182330104128e-05
"14x5",0.928846990831445,6.98182330104106e-05,6.98182330104104e-05,6.98182334090435e-05,6.98182330123996e-05,6.98182330042987e-05,0.00346916298605612,6.98182330104085e-05
"14x6",0.921516296800824,0.0244953169504642,6.98182330104122e-05,6.98182331482739e-05,6.98182329998055e-05,6.9818233026013e-05,6.98182330104105e-05,6.9818233010399e-05
"14x7",0.955866025015964,0.00295610408362688,6.98182330104087e-05,6.98182323921789e-05,6.98182330072376e-05,9.38017078908844e-05,6.98182330104105e-05,6.98182330104106e-05
"14x8",0.952843846475284,0.0011439475364974,6.98182330104101e-05,6.98182348997533e-05,6.98182330115566e-05,6.9818233003387e-05,6.98182330104133e-05,6.98182330800112e-05
"14x9",0.906981286561707,0.00218604506473746,6.98182330104091e-05,6.9818235005994e-05,6.98182326666768e-05,6.98182330109867e-05,6.98182329429962e-05,6.98182330104104e-05
"14x10",0.923886199505956,0.00175579688163885,6.9818233010408e-05,6.98182343445768e-05,6.98182330185111e-05,6.98182329903849e-05,0.000801765797322849,6.98182330104108e-05
"14x11",0.992706569137179,6.24862971857352e-05,4.88727628715949e-05,4.88727664632854e-05,4.88727631096766e-05,4.88727631070189e-05,4.88727631851116e-05,4.88727615276778e-05
"14x12",0.93256816825987,9.65990714441924e-05,6.98182330104109e-05,6.98182369981015e-05,6.98182334865185e-05,6.98182355407982e-05,6.98182330104105e-05,6.98182359355224e-05
"14x13",0.933502360127053,0.016129037417173,6.98182330104115e-05,6.98182343774701e-05,6.98182330184641e-05,6.9818235003536e-05,6.98182330104146e-05,6.98182325410073e-05
"14x14",0.896270222752819,6.98182330104124e-05,6.98182330104105e-05,6.98182333083814e-05,0.00309094296364094,6.98182330008235e-05,6.98182330104115e-05,6.98182330104101e-05
"14x15",0.937450507088846,7.62001671366911e-05,6.98182330104102e-05,6.98182332258387e-05,6.98182330141423e-05,6.98182330016623e-05,0.00297163957607056,6.98182330104081e-05
"14x16",0.938610811436088,6.98182330104105e-05,6.98182330104117e-05,6.98182316810528e-05,6.98182330222286e-05,6.9818233003719e-05,6.98182330102329e-05,6.98182330132049e-05
"14x17",0.955585032194208,0.000377082958312636,6.98182330104087e-05,6.98182328554494e-05,6.98182329892458e-05,6.98182329990168e-05,6.98182330104105e-05,0.000255324466395762
"14x18",0.908116145706122,6.98182330104106e-05,6.98182330104113e-05,6.98182332220722e-05,6.98182330176738e-05,0.000154281024154847,0.00349863800432137,6.98182330104104e-05
"14x19",0.926613128852199,7.65390118883494e-05,0.0255322543837359,6.98182309932934e-05,6.98182330104107e-05,6.98182330103885e-05,0.00641802092431339,6.98182330104106e-05
"14x20",0.768370032434354,0.000104843191464421,0.156909289651117,9.97403357237278e-05,0.00603471074085709,0.0017748560413131,9.97403328720157e-05,9.97403328720212e-05
"14x21",0.476685161203592,0.000142486189817164,0.000142486189817167,0.000142486190896866,0.421105492051557,0.0763105544374615,0.000142486189817164,0.000142486189817165
"14x22",0.364347489492475,0.102116730501134,0.000611929089116719,0.111561564070557,0.325394576683219,0.0355991457421352,0.000203551699738806,0.00152114399121021
"14x23",0.312524308138458,0.00295649619653114,0.014449790928231,0.000142486189874187,0.616516591796135,0.00030765206429505,0.000315092781119663,0.000142486189817584
"14x24",0.0926947969867009,0.0266473940650351,0.521428006712819,0.000142486190873825,0.244153924147915,0.0300075129709741,0.0219258628448771,0.000142486189817164
"14x25",9.97403328720151e-05,9.97403328720152e-05,0.222101342460376,9.97403313019422e-05,0.497240055848251,0.210142014298277,0.00800555001494256,9.97403332042967e-05
"14x26",0.00014248618981715,0.000142486191124624,0.383359951319083,0.119138070919653,0.422103880497125,0.000142486189817164,0.000142486189817164,0.00014248618996208
"14x27",0.000177254123371538,0.000142486189817164,0.638184094718938,0.133068611685138,0.185430220584918,0.00369928262439892,0.000142486189817164,0.000142486189817164
"14x28",0.000142486189817164,0.000142486189817164,0.311444226335497,0.154236317236569,0.44604252069704,0.0145013394523381,0.00509371362566514,0.00202068073809855
"14x29",0.000203551699738806,0.000203551699738758,0.477689210473563,0.214203270533953,0.204706222497382,0.000203551699738805,0.000203551699738806,0.00467293371446311
"14x30",9.9740332872015e-05,0.00245122565724974,0.332744509468325,9.97403353624027e-05,0.553522255133309,0.0273397922754956,0.00213150774474443,9.97403329314548e-05
"14x31",0.000142486189817164,0.000142486189817164,0.531582831042599,0.134358256092336,0.198818796560687,0.0825263822234497,0.00257843304908911,0.00890125555659522
"14x32",0.000142486189817164,0.000142486189817215,0.18130063079777,0.225253580228128,0.546098084466471,0.00124028713552451,0.000142486189817164,0.000142486189980043
"14x33",0.00830446917868916,0.0128271094741705,0.29806240735158,0.098475077542653,0.511982538621498,0.0134149027637228,0.0231261376129849,0.000142486189817165
"14x34",0.000203551699738807,0.00583370187379276,0.522858168706117,0.132050744114146,0.147629846337324,0.13018886769897,0.0170946642706194,0.000203551699738806
"14x35",0.000203551699738806,0.000203551699738806,0.144131172323325,0.211246643802207,0.467686232665528,0.0687006154125585,0.0161947776044677,0.0218869396703196
"14x36",0.0818137515698726,0.00561433629217497,0.226300649948463,0.22278583438993,0.194043536172083,0.231585339869157,0.000415411632120012,0.00527619743477548
"14x37",0.069603460503552,9.97403328720149e-05,0.172855077377196,9.97403400317343e-05,0.662939772925162,0.0348672089738162,0.000157058459955096,9.97403326582102e-05
"14x38",0.0240019132582779,0.224539453932596,0.00913853977771683,0.370624368667832,0.228810227175629,0.0455780325868051,0.0250946006252209,0.000203551699738806
"14x39",0.121494123961615,0.0149281858077316,0.24229934610923,0.325590713995875,0.248966800087853,0.000203551699738806,0.00201766475411237,0.000203551699738806
"14x40",0.30403086606711,0.0829425543977802,0.277359153361637,0.106944549897916,0.115137650520899,0.0813307345542359,0.00767834164881917,0.000290788142484008
"14x41",0.331780585901206,0.185520178284735,0.114036524540431,0.000203551699529708,0.290909395265288,0.000947981848828847,0.000203551699738806,0.000203551699738806
"14x42",0.229671025713422,0.124469824598506,0.0804197333416046,0.145694094561712,0.245346264163852,0.0093284053304258,0.0199002368531116,0.0254811434907218
"14x43",0.187941326503693,0.155421806088347,0.323137820761672,0.0615216884418477,0.227347486566889,0.000290788142484009,0.000290788142484008,0.00347686830361186
"14x44",0.144261483163484,0.192004649099432,0.077942185147935,0.000203551699170906,0.459300234573934,0.00317965569322076,0.0198541421711893,0.000203551699738806
"14x45",0.281993967944912,0.0231002371686174,0.258580871362397,0.000290788143765317,0.181858243636838,0.159938925302102,0.00621459582825207,0.000290788142484009
"14x46",0.221269296971981,0.188432328844233,0.0047480949795374,0.336870622378414,0.132542040070425,0.0669227950701155,0.000290788142484009,0.000290788142484009
"14x47",0.299695707121953,0.174781850647946,0.32150411107977,0.000203551703556782,0.118985035130744,0.0280118128217238,0.00174910974850959,0.000203551699738807
"14x48",0.242769782401444,0.482891987663204,0.126372090004816,9.974033285882e-05,9.97403328720149e-05,0.112542360253589,9.9740332872015e-05,0.0020592625099041
"14x49",0.0565481336478763,0.354861720360598,0.000102831592772066,9.97403357136427e-05,0.486797483190358,0.0612351329394018,9.97403328720151e-05,0.00114508363368125
"15x0",0.633966003470927,0.307111675598143,6.98182330104105e-05,6.98182331410938e-05,0.00120071548572357,6.98182330031726e-05,6.9818233010412e-05,6.98182330104108e-05
"15x1",0.690018974034651,0.134299631267691,0.0457859060331127,9.97403357976264e-05,0.0531073604114598,9.97403328720145e-05,0.00484887309606784,9.9740332872015e-05
"15x2",0.827857709150378,0.00011025152203168,9.9740332872015e-05,9.97403356997253e-05,0.097967269020351,9.97403328720152e-05,0.00667339470963109,0.00619071340462345
"15x3",0.932950822119085,0.00787794284094895,4.88727631072877e-05,4.88727632164131e-05,4.88727631024828e-05,4.88727631076629e-05,4.8872763107279e-05,4.88727631134196e-05
"15x4",0.893424194681043,0.0032318092835971,0.00114686260163594,6.98182310295823e-05,6.98182330137787e-05,0.0183220778069683,6.98182330104105e-05,6.9818232941733e-05
"15x5",0.975927274653368,5.92357272979758e-05,4.88727631072857e-05,4.8872765456972e-05,4.88727631096569e-05,4.887276310728e-05,0.0017872158235736,4.88727630429464e-05
"15x6",0.953994062110062,6.98182330104104e-05,6.98182330104164e-05,6.98182335755935e-05,6.98182330208042e-05,6.98182330006849e-05,6.98182330104094e-05,6.981823301041e-05
