"","Ductal","Cancer","mDCs","Macrophages","Mast","Monocytes"
"12x23",0.127517571882469,0.523910819421805,0.123010020914273,0.146689291778296,0.0669955232296162,0.0118767727735401
"12x24",0.0774798300419486,0.326037696644025,0.331578591698397,0.018709077923887,0.132208570557209,0.113986233134533
"12x25",0.0926597140149994,0.182836730350385,0.154586250172676,0.14225663261604,0.406537801940612,0.0211228709052873
"12x26",0.0739241205902835,0.343855711232676,0.177239061120937,0.10265006581056,0.251019948421119,0.0513110928244242
"12x27",0.239925400868092,0.261601125392374,0.261288579739211,0.0230122449305721,0.0932267083077728,0.120945940761978
"12x28",0.111373589271259,0.0919820994307479,0.271755997290213,0.185574460322898,0.287004954778465,0.0523088989064171
"12x29",0.108570102508283,0.276477141383761,0.280989846876108,0.199357785636962,0.0930019495975218,0.0416031739973641
"12x30",0.135896514116517,0.0883757232810597,0.428869119378793,0.0259835541786605,0.212543474234113,0.108331614810857
"12x31",0.124244160273651,0.13622727483373,0.405115536224822,0.082267321813549,0.167232447349184,0.0849132595050631
"12x32",0.141491203303213,0.296895940145948,0.364677162668286,0.0116838135651537,0.0678829059396749,0.117368974377725
"12x33",0.134808118924563,0.31741514949919,0.237374515231424,0.1425452463508,0.124016614601304,0.0438403553927191
"12x34",0.237589207524785,0.115573472293031,0.113192703224227,0.182545145241074,0.351099471716883,0
"12x35",0.54616973085405,0,0.160055067840124,0.143772648352425,0.0768247743125528,0.0731777786408492
"12x36",0.106101359013358,0.23321157518056,0.315408030120898,0.195284816040338,0.149994219644847,0
"12x37",0.146157734316948,0.404681801010086,0.309010892149165,0.000542947874021781,0.0570366707839545,0.0825699538658248
"12x38",0.167125548403646,0.280515560314221,0.191532010568899,0.113903101658169,0.109615550553028,0.137308228502037
"12x39",0.0731512222257251,0.198207461453917,0.328253164249606,0.278980839955942,0.12140731211481,0
"12x40",0.263175913137329,0.285993992541092,0,0.207012405113418,0.215111927089653,0.0287057621185074
"12x41",0.188782637476243,0.234046579873326,0.247412700380382,0.179774167122778,0.0377053228195785,0.112278592327692
"12x42",0.345898470257689,0.185128620548445,0.121105535512938,0.120423266000274,0.131218604574248,0.0962255031064044
"12x43",0.258817945304894,0.371957970339729,0.0908523218164235,0.203722957317331,0.0740596148888967,0.000589190332725444
"12x44",0.329345297369968,0.181218597648323,0.322226733177349,0.0666270913171205,0.0955862343911584,0.00499604609608027
"12x45",0.239497599262623,0.330864108404549,0.04588431393635,0.281343994051051,0.0891911724368551,0.0132188119085722
"12x46",0.591803546653484,0.0517056429841807,0.0745989567254638,0.206828065754851,0.0546674194088356,0.0203963684731841
"12x47",0.285071509927649,0.235228619259631,0.239473209003794,0.118461600881843,0.121765060927082,0
"12x48",0.317985048081218,0.25466273953647,0.0361591915236674,0.266411891364555,0.0529726988481177,0.0718084306459724
"12x49",0.283916419021516,0.313431462587338,0.269949401571728,0,0.0521788035481446,0.0805239132712743
"13x0",0.157369211676374,0.810416023096995,0.0173116887083952,0.00558629589963235,0,0.00931678061860356
"13x1",0.0736256822239021,0.869230047937095,0,0,0.0571442698390031,0
"13x2",0.11243762465676,0.832212999289289,0,0.0047121913073931,0.0506371847465584,0
"13x3",0.0243759035913161,0.891581227447063,0.00279547475480796,0,0.0694517378426083,0.0117956563642047
"13x4",0.160930145281606,0.798536382340149,0.00592854334763523,0,0.034604929030609,0
"13x5",0.0437900584072046,0.885415426551154,0,0,0.0700581387700133,0.000736376271627959
"13x6",0.0927560661219481,0.854908306946791,0.000499604076036718,0,0.0486620319902712,0.00317399086495258
"13x7",0.0822101174721119,0.869519151140416,0.00212139706977355,0.000159370270911328,0.0432697002096379,0.00272026383714913
"13x8",0.106366419142542,0.824981261946195,0.000618527737404208,0.00147638126597945,0.0602812950634066,0.00627611484447282
"13x9",0.028439022722709,0.920205885465414,0.0018804220667046,0.000927906876868515,0.0436805469728087,0.00486621589549514
"13x10",0.0972505237158655,0.830819141392458,0,0,0.0719303348916764,0
"13x11",0.146890201501069,0.781090928768698,0.00226619759296043,0,0.0677923996856124,0.00196027245165992
"13x12",0.0977006075037029,0.838160492673356,0.00117755588280351,0,0.0490935036988542,0.0138678402412838
"13x13",0.0148109048304373,0.891159630959256,0.00762688551627274,0,0.0755427541371767,0.0108598245568571
"13x14",0.052387513811856,0.924058640857628,0,0,0.0235538453305165,0
"13x15",0.0658287892460316,0.835282247025803,0.0087314657685599,0,0.0858137185789806,0.00434377938062479
"13x16",0.0908611241451171,0.86826896856167,0.0144579625309279,0,0.0259579307049379,0.000454014057347478
"13x17",0.123365018241339,0.814794671685796,0,0,0.0598635023380304,0.0019768077348347
"13x18",0.032038451441411,0.909403693499867,0,0,0.0471484646385402,0.0114093904201819
"13x19",0.030211878411996,0.799074637940771,0.110620491112193,0,0.0107894066698233,0.0493035858652157
"13x20",0.0656142897499576,0.726133306781384,0.0821615514546347,0,0.121777022829764,0.00431382918425893
"13x21",0.0324972299758297,0.668762549181554,0.171922819360565,0.0112094078870265,0.115607993595025,0
"13x22",0.130929549612473,0.403155910094804,0.277598225095494,0.0987902744404853,0.0895260407567436,0
"13x23",0.0961043070149808,0.471232232926928,0.24711793878474,0.000287024273417957,0.0982164475365382,0.0870420494633952
"13x24",0.188809641967244,0.310153545946224,0.200232086787841,0.0567020041763203,0.133460229813842,0.110642491308529
"13x25",0.183741420758338,0.336941913285988,0.208163608788756,0.0017844373545985,0.15750090873186,0.11186771108046
"13x26",0.210498306645842,0.178250142532754,0.423097810851753,0.0940912339887169,0.0934829947483296,0.000579511232603764
"13x27",0.149554962745723,0.0615768063422048,0.310896408395583,0.106791318224435,0.274827149641394,0.0963533546506603
"13x28",0.0768196030497278,0.123969939455431,0.234943579763987,0.225293688582119,0.285166643999021,0.0538065451497144
"13x29",0.114090627171856,0.0448716407313364,0.161714544267155,0.150730423872353,0.426198663897148,0.102394100060152
"13x30",0.0545034903383876,0.123660141837604,0.50021554008881,0.223196046139956,0.0980432804865607,0.000381501108682675
"13x31",0.0508008361350456,0.14400291659619,0.507687397356515,0.150389311935899,0.0760427025080235,0.0710768354683263
"13x32",0.229523955831107,0.0254312952054642,0.229497681682553,0.188501963876452,0.21873062940617,0.108314473998254
"13x33",0.124722392526774,0.0636514873810531,0.260610186000305,0.417011808396993,0.0660261222425613,0.0679780034523136
"13x34",0.149439490672495,0.151854864817571,0.322818376635169,0.150646195387891,0.0978590322510989,0.127382040235776
"13x35",0.108254479501337,0.247464577208116,0.270211851102419,0.0354083893689889,0.324842205742886,0.0138184970762532
"13x36",0.286181923701469,0.262609601139298,0.0219207035122922,0.0770860265469135,0.245532202364136,0.106669542735892
"13x37",0.147253915511563,0.0539024642897853,0.578411124819089,0.10102043626634,0.0483914202705771,0.071020638842646
"13x38",0.157952762542298,0.239828053355649,0.0354147105450208,0.264249451882609,0.278246833222882,0.0243081884515416
"13x39",0.173842845415841,0.351518459064449,0.21898946331822,0.146200378943352,0.0848859305174798,0.0245629227406575
"13x40",0.244131125068388,0.310784881737558,0.180641347903498,0.154406799792808,0.0866762689259132,0.0233595765718345
"13x41",0.168448205453117,0.276116807463289,0.438956457828887,0.0698993088306727,0.0447369569361712,0.00184226348786307
"13x42",0.214644200532434,0.396603583259739,0.1555408690847,0.211136252726757,0.022075094396371,0
"13x43",0.124136365610882,0.403791049888741,0.193320090513529,0.140520720402467,0.124792048104281,0.0134397254801001
"13x44",0.40139139243746,0.273136064135928,0.103098718680253,0.0404981472276945,0.132599403584349,0.0492762739343156
"13x45",0.255857142951506,0.31577075080815,0.264014627528827,0.100280300127661,0.0223568178473714,0.0417203607364846
"13x46",0.138755124514506,0.412349787371486,0.144329710546262,0.197425738316529,0.0498352915438226,0.0573043477073935
"13x47",0.337315462527412,0.206340972625016,0.178663325120909,0.0936689836832233,0.136184613985438,0.0478266420580012
"13x48",0.59012219969082,0.152483881484559,0.0610071967006801,0.115868318357299,0.00307163367929685,0.0774467700873443
"13x49",0.344715342770225,0.190889059823224,0.307800533254174,0.056434779819397,0.0504289744055251,0.0497313099274545
"14x0",0.143620233042049,0.784683534108977,0.00914562376330055,0.00195965101809339,0.013991393485437,0.0465995645821425
"14x1",0.0716770007793775,0.748932157311738,0.0433369727626852,0,0.112776644221533,0.0232772249246661
"14x2",0.104657171387696,0.856182371429547,0,0,0.039160457182757,0
"14x3",0.0572507732134269,0.864914239922703,0,0,0.0543598536331961,0.0234751332306742
"14x4",0.0817830892397628,0.880934943769342,0,0,0.0372819669908956,0
"14x5",0.0150527393398727,0.907638585123646,0.00307822471635539,0,0.0742304508201259,0
"14x6",0.0443287417472064,0.921126057855267,0,0,0.0299711948754118,0.00457400552211484
"14x7",0.050719482535874,0.909970891264718,0.00180339642466988,0,0.024358542693648,0.01314768708109
"14x8",0.0853093563201214,0.821504622117571,0.000597759763511664,0,0.0898652294240676,0.0027230323747279
"14x9",0.0286781200465721,0.882460898897878,0,0,0.0838323751894842,0.00502860586606535
"14x10",0.100402123382835,0.859446837901969,0,0,0.0401510387151959,0
"14x11",0.0667269522734935,0.877031873077006,0,0,0.0346275220593103,0.0216136525901902
"14x12",0.10901291179407,0.850878996193013,0,0,0.0253777167967914,0.014730375216125
"14x13",0.0383262422459644,0.891419998988947,0.00499961954454946,0,0.065254139220539,0
"14x14",0.0283778873179733,0.947552842084321,0.00125682695863123,0,0.0228124436390749,0
"14x15",0.0481721258922028,0.866786781769567,0,0,0.0850410923382305,0
"14x16",0.023392091064174,0.906019944866829,0.000738158749162608,0,0.0698498053198341,0
"14x17",0.0810529333920941,0.91316844764614,0,0,0,0.005778618961766
"14x18",0.0485031796982725,0.887842456732185,0.0058659852299312,0,0.0551844174423498,0.00260396089726152
"14x19",0.0848932222261108,0.81691708366776,0,0.0612703522706071,0.0369193418355225,0
"14x20",0.0893122105752177,0.686966730870896,0.0280092105736677,0.119034782662533,0.0670418001946686,0.0096352651230167
"14x21",0.0511833170483757,0.530681572831742,0.340765436620297,0,0.0336583458925357,0.0437113276070493
"14x22",0.157960734152121,0.415193193290279,0.289197047176134,0,0.0999503650215752,0.0376986603598907
"14x23",0.0675719192296128,0.354646538810379,0.500166823108506,0,0.0727772309925842,0.0048374878589188
"14x24",0.0979616454824781,0.211488197966403,0.240215759431078,0.367782057883856,0.0601813174748073,0.0223710217613774
"14x25",0.132268260228548,0.156218850399921,0.393888432173754,0.119979140963713,0.0395295233133953,0.158115792920669
"14x26",0.131601548704049,0.0715969768194634,0.338433311204258,0.324565845145988,0.133802318126241,0
"14x27",0.060247844274472,0.089217973901578,0.26269338912122,0.475785907283959,0.0935300077200098,0.0185248776987619
"14x28",0.020690305219302,0.134751848016238,0.461083622819251,0.229648193240096,0.123352459783862,0.0304735709212514
"14x29",0.026151785228061,0.129046298674122,0.173731847928581,0.391402393164946,0.27966767500429,0
"14x30",0.0634826039579414,0.121828004510599,0.500845442559408,0.196644792796957,0.0767593034192164,0.0404398527558775
"14x31",0.0659339386639937,0.134315375370259,0.197941422076446,0.420409409952345,0.101123230442999,0.0802766234939569
"14x32",0.0339704161429847,0.120825569233195,0.532813192491882,0.0788812697441032,0.191392095053563,0.0421174573342721
"14x33",0.0560607727400013,0.158463499973916,0.410592050851298,0.256137895922364,0.0996994395317348,0.0190463409806856
"14x34",0.0392344855496756,0.18255269070332,0.116356366366736,0.45445666081052,0.106171388224985,0.101228408344764
"14x35",0.116501267128954,0.084797981584712,0.462281147234919,0.100957759093112,0.185918847138197,0.0495429978201057
"14x36",0.125173646924622,0.157942479227696,0.178169415123098,0.1660568902144,0.17669089641047,0.195966672099713
"14x37",0.07484656282029,0.150044872576687,0.567394923610697,0.0772251825850054,0.0872256510183314,0.0432628073889889
"14x38",0.265428699749397,0.127030177410536,0.229114890252813,0.0277988557305733,0.312297389622316,0.0383299872343657
"14x39",0.0831756052634516,0.193355996289155,0.256226964149597,0.193740606920444,0.270151795993052,0.00334903138430102
"14x40",0.221810285320018,0.262999493074129,0.0935921540315593,0.22374352332675,0.122662331424608,0.075192212822935
"14x41",0.218092871983795,0.411541633280578,0.293944831686228,0.0483014259144929,0.0222373505074504,0.00588188662745587
"14x42",0.126544219752675,0.389019589362392,0.274807722607172,0.0541047461289566,0.143679919326337,0.0118438028224668
"14x43",0.197874128161725,0.214838333469115,0.201184321524378,0.319158073213095,0.0669451436316859,0
"14x44",0.208820078100751,0.230989164480141,0.41345126492682,0.0464931803866572,0.0890164846139201,0.0112298274917106
"14x45",0.119763013732986,0.358908560743991,0.155934447175085,0.137500054518742,0.121250157988244,0.106643765840952
"14x46",0.229702072283265,0.280419673002423,0.118462589698989,0.0170891142789246,0.276520635675488,0.0778059150609094
"14x47",0.169578434116552,0.385241654969752,0.160563939152138,0.180001109344488,0.072805867363053,0.0318089950540171
"14x48",0.5433539735195,0.235822483689081,0.00944254838004574,0.0618493276840447,0.0507658632365025,0.0987658034908261
"14x49",0.388224316001551,0.0889300264514349,0.424803078248779,0.00273509557107994,0.0463301657806393,0.048977317946516
"15x0",0.319866947336048,0.630269229638155,0.0018654736677999,0.0068765332289067,0.0411218161290907,0
"15x1",0.162266876576258,0.710242802791591,0.0466021610747047,0.0271282329892221,0.0537599265682238,0
"15x2",0.0814381698014844,0.782218903042648,0.0733100507873282,0,0.063032876368539,0
"15x3",0.152866148281271,0.822036767641056,0,0,0.0250970840776736,0
"15x4",0.0944203001261301,0.850433103523519,0.00228927613108855,0.00216227554764326,0.0373820535813178,0.0133129910903018
"15x5",0.0329445013225251,0.892116713849085,0.000567213340696017,0,0.0576153807315407,0.0167561907561532
"15x6",0.0228098984963282,0.922607309553826,0,0,0.0545827919498456,0
"15x7",0.10326730395637,0.832226683499322,0.020837854113411,0,0.0436681584308963,0
"15x8",0.0239962842963791,0.916253619220799,0,0,0.0547648803309708,0.00498521615185094
"15x9",0.0372373115784599,0.904276091048826,0,0,0.0584865973727139,0
"15x10",0.0178027414685685,0.937215973539087,0.00179827842611791,0,0.0431830065662271,0
"15x11",0.0533125047952361,0.54602290054351,0,0.222531695197156,0.0600092879918983,0.118123611472199
"15x12",0.0412882438434174,0.890380361204018,0,0,0.0683313949525644,0
"15x13",0.0598380248086234,0.878171455022172,0,0,0.0591556521880047,0.00283486798119972
"15x14",0.139528295960374,0.775747163269248,6.72027986107658e-05,0,0.0846573379717671,0
"15x15",0.105449614060712,0.178388790082168,0.387102789342525,0.184473967216859,0.140876671419985,0.00370816787775051
"15x16",0.0693672643613076,0.867592543791762,0,0,0.0630401918469303,0
"15x17",0.0894861843237128,0.894003467435483,0,0,0.0165103482408044,0
"15x18",0.153900182659838,0.736707918695874,0.0222891596843089,0.0181634987837011,0.0566016082515701,0.0123376319247081
"15x19",0.104241393345814,0.674368471325722,0.146841968509477,0.0254371718238545,0.0491109949951333,0
"15x20",0.017613239370839,0.675966722092804,0.155093059218981,0.0870626586238688,0.0496714435370781,0.014592877156429
"15x21",0.157572161913272,0.404160205563653,0.140351749718826,0.177021402757176,0.120785446031859,0.0001090340152149
"15x22",0.160757657532822,0.322796398690542,0.0575137610724602,0.178794690289871,0.27788770806156,0.00224978435274457
"15x23",0.0838353611173596,0.302176960873141,0.189228126765068,0.315374754525298,0.0396116648708644,0.0697731318482689
"15x24",0.0478420987394655,0.0667569749010825,0.288010006428003,0.502148994620792,0.0952419253106568,0
"15x25",0.0437692658170544,0.0846408933662765,0.35749572532056,0.236097746797957,0.203681782784008,0.0743145859141441
"15x26",0.064275460033017,0.119728709275609,0.359816187451272,0.0248148671431653,0.362768814487509,0.0685959616094286
"15x27",0.0556604983530289,0.0608061926825827,0.430490498061427,0.202793220023241,0.217480466551226,0.0327691243284947
"15x28",0.0672394311293895,0.0286708306220353,0.409813385689176,0.230958346716615,0.237253116621231,0.0260648892215545
"15x29",0.0388103132890289,0.122803921194972,0.249679180142662,0.330529536322902,0.180209816494801,0.0779672325556346
"15x30",0.0279650977211289,0.115475460356929,0.405094905751305,0.28950904677486,0.116152129602022,0.0458033597937547
"15x31",0.0816385982340735,0.059072336159174,0.38937337978186,0.26035833833416,0.201489690808864,0.00806765668186861
"15x32",0.102989148797922,0.106966304163647,0.110314185693807,0.492371231018309,0.174337541994921,0.0130215883313942
"15x33",0.0395285296165195,0.117281079202571,0.384899581910299,0.235249414257607,0.136572223469699,0.0864691715433042
"15x34",0.0762139000847657,0.144099609134881,0.275988890244038,0.373149531969519,0.110586362407075,0.0199617061597215
"15x35",0.0273063408608635,0.170063769720372,0.525302156050136,0,0.225561060407889,0.0517666729607391
"15x36",0.053759494276448,0.106738210020251,0.363575598864553,0.176924295021804,0.1300764772672,0.168925924549743
"15x37",0.0472228108790565,0.0805735241980171,0.447417994265465,0.296149165713172,0.12863650494429,0
"15x38",0.281804756066193,0.0163062940962132,0.260999045166986,0.132253927069036,0.160513092715492,0.148122884886081
"15x39",0.128198368708557,0.185524144265471,0.348296995384076,0.182986861153882,0.0900802081574259,0.0649134223305881
"15x40",0.156011968364792,0.272583265257995,0.230756140282293,0.226010655877304,0.0565492903595252,0.0580886798580903
"15x41",0.201412202034555,0.18067971776738,0.296219312378778,0.192232363709634,0.0921756074208855,0.0372807966887668
"15x42",0.091234255374035,0.364775161124368,0.0820302646293955,0.275981363182328,0.0636454883666376,0.122333467323236
"15x43",0.263190176438548,0.211965131047426,0.292788062114585,0.0390642781362818,0.153782694262773,0.0392096580003853
"15x44",0.42313038744435,0.172936282818521,0.268996953904142,0.114822671055201,0.0189022219139739,0.00121148286381188
"15x45",0.200650677352235,0.198816926181139,0.247528568524258,0.30035878949013,0.0463210116187666,0.00632402683347164
"15x46",0.263469540930009,0.298563932981426,0.198487610675214,0.105935720943506,0.133543194469845,0
"15x47",0.226624888859987,0.179595068537818,0.368861173718448,0.0363236077232386,0.169997715856838,0.0185975453036706
"15x48",0.293861334315521,0.131865797840038,0.39372046207822,0.0217441375008336,0.0564115401246983,0.10239672814069
"15x49",0.226801730936687,0.297926166589299,0.254237065969715,0.110301401667758,0.101544714549181,0.00918892028735997
"16x0",0.10916316652643,0.822502557027771,0,0.0266014456929693,0.00830747194288912,0.0334253588099403
"16x1",0.108824927890299,0.83421887300205,0.0126367429452499,0,0.0397922693985509,0.00452718676385025
"16x2",0.0642589880331725,0.817750877584413,0,0.0785750215135175,0.0391147666560284,0.000300346212868911
"16x3",0.168754437370537,0.710439602260871,0.000124313370083588,0.0255011580528187,0.0415069788252245,0.0536735101204654
"16x4",0.0742710386395882,0.863522137497361,0,0.027522697272719,0.0318881074595869,0.00279601913074526
"16x5",0.0673615218689167,0.872029322979126,0,0,0.0606091551519572,0
"16x6",0.0910320607320158,0.902273601787497,0,0,0.00669433748048722,0
"16x7",0.134191191122634,0.823771682127063,0,0,0.0420371267503034,0
"16x8",0.0601939058974797,0.865791654085218,0,0,0.0624869624360857,0.0115274775812168
"16x9",0.0244652599734535,0.932985247014767,0.00169137417294915,0,0.0408581188388304,0
"16x10",0.0535630960930499,0.874630104261947,0.000405045843260171,0,0.0714017538017425,0
"16x11",0.0411767296888252,0.623284364548988,0.0583940662004685,0.0916089454840424,0.185535894077677,0
"16x12",0.0688777308379695,0.838656297283855,0,0,0.0924659718781755,0
"16x13",0.048090695564799,0.868773685954511,0.00131470943960143,0,0.079466803501277,0.00235410553981192
"16x14",0.0240045972173857,0.911242417391382,0.00792477617215647,0,0.0515861541008404,0.005242055118235
"16x15",0.0599363745724524,0.474212395169536,0.410147850005968,0.000874223425116506,0.0339168128460436,0.0209123439808839
"16x16",0.00664935742157957,0.724337505999418,0.174214108817923,0.0542516808636829,0.0288791335219564,0.0116682133754396
"16x17",0.0950232703351611,0.683465116338326,0.089322692208759,0.0476424794515435,0.0660741778550171,0.0184722638111933
"16x18",0.0679308530222334,0.770942479035728,0.121210131030801,0.00180215394535172,0.03297131256818,0.00514307039770584
"16x19",0.0613506823015905,0.572285780021375,0.243110632108785,0.00553476327382667,0.113934648737784,0.00378349355663917
"16x20",0.18530475457531,0.476935316851787,0.115555308445659,0.0399619441232012,0.128038104567048,0.054204571436994
"16x21",0.0133919084791593,0.487304781968845,0.196626651597692,0.234442894382923,0.0208696219452583,0.0473641416261222
"16x22",0.270915583120367,0.313481952307825,0.320142103008974,0,0.0321735676560413,0.0632867939067936
"16x23",0.0652737669761858,0.130264349619623,0.473046425395809,0.265375199887922,0.0412498414301962,0.0247904166902641
"16x24",0.0311925251297378,0.142725231781028,0.595749532945978,0.118780745592109,0.0489956916667875,0.0625562728843605
"16x25",0.0544978895803186,0.133346946634069,0.513653384027399,0.135001549925392,0.159067371491838,0.00443285834098395
"16x26",0.0758251005346436,0.0928370982634392,0.420621090555161,0.32892005112673,0.0402033094408226,0.0415933500792039
"16x27",0.0691018122149778,0.181133364154495,0.326861669000691,0.0472867667626163,0.0821380503820085,0.293478337485211
"16x28",0.148898329197627,0.0230768773539684,0.426253386111202,0.109494108550084,0.0820655463518505,0.210211752435268
"16x29",0.0858655810223431,0.0514244458292975,0.459843739250937,0.284086511143436,0.118200400610285,0.000579322143701357
"16x30",0.0979066004795919,0.173820578237583,0.210402937812116,0.216835852044777,0.126951092088077,0.174082939337854
"16x31",0.230265667958731,0.0343180088689026,0.28026836606372,0.277410336187009,0.0984159294103833,0.0793216915112538
"16x32",0.0621900538837992,0.0633328505298456,0.0285761403053709,0.590823485098367,0.206729191909278,0.0483482782733391
"16x33",0.0485691925489916,0.120106956542049,0.517040664825588,0.113610211681746,0.0718543521491203,0.128818622252504
"16x34",0.0958537204368605,0.108628416379162,0.451903264299277,0.207549890377034,0.0840886137990419,0.0519760947086243
"16x35",0.0810129689270883,0.0837217706351169,0.412447211018567,0.299515226383838,0.110748032465207,0.0125547905701822
"16x36",0.156946778161261,0.0795950850232077,0.350988006933886,0.223865562835117,0.0992996670396104,0.0893049000069183
"16x37",0.106442529169628,0.150798044994179,0.190611838500108,0.401894308573367,0.102201662190603,0.0480516165721146
"16x38",0.282376229488386,0.090329910796922,0.234129818492052,0.211962598108069,0.106053010794007,0.075148432320563
"16x39",0.0386306329412403,0.18442498022207,0.318121228913235,0.439705097619198,0.0185906277487435,0.000527432555512964
"16x40",0.314652228324166,0.164356922817248,0.184446591559799,0.206697019108226,0.129847238190562,0
"16x41",0.0718476378074031,0.198616532118991,0.651616700186233,0.0710179502912535,0.00329624917488452,0.00360493042123474
"16x42",0.398883928544462,0.204905673540468,0.226508520689496,0.0398056965216963,0.058933742263916,0.0709624384399617
"16x43",0.131935834273652,0.263970420051401,0.148274554036585,0,0.354398608386317,0.101420583252045
"16x44",0.104204923424416,0.36710136262968,0.228414782083564,0.29968320346783,0,0.000595728394509727
"16x45",0.288640262264986,0.225341802299894,0.208929391330195,0,0.191223509421408,0.0858650346835174
"16x46",0.184059060871072,0.36328290786272,0.156657796108393,0.245896952400914,0.0501032827569015,0
"16x47",0.261895959784796,0.243282337405871,0.31669061680444,0.0173367498556928,0.0617654021203074,0.0990289340288926
"16x48",0.296473099719448,0.205151450228089,0.243037659077827,0.145406234875074,0.0766618876056606,0.0332696684939008
"16x49",0.340035517285908,0.298439185449425,0.0121860800027786,0.0830402890235938,0.169429825717941,0.0968691025203527
"17x0",0.0854831777782743,0.77274688251804,0.0748493603412302,0.00383944840238079,0.059896548332426,0.00318458262764881
"17x1",0.196057697839368,0.655947514313616,0.0192094883487951,0,0.122951120346451,0.00583417915177035
"17x2",0.121384245696969,0.755378399789815,0.0856483273880912,0,0.0375890271251248,0
"17x3",0.0840690128314659,0.843360029766242,0,0,0.0692401806343121,0.00333077676797966
"17x4",0.119159779307364,0.761702453723761,0.0727574348609712,0,0.0418216985197278,0.00455863358817577
"17x5",0.0637015481384134,0.77829130487024,0.0053907023816652,0.01670228084657,0.075873951381966,0.0600402123811455
"17x6",0.0627170083944518,0.883069448536081,0.0036604876802486,0,0.0505530553892185,0
"17x7",0.0734907530397964,0.882388699217408,0,0,0.0441205477427953,0
"17x8",0.0181934864311172,0.942839788991499,0,0,0.0389667245773837,0
"17x9",0.0239561994245769,0.94365172206403,0,0,0.0158359257665852,0.0165561527448082
"17x10",0.0399172525983237,0.901293992477413,0.00131594841796512,0.00767045577270937,0.0493580210877609,0.000444329645828102
"17x11",0.0489986222644182,0.871878682113763,0.00304325493146889,0,0.0739883910085622,0.00209104968178759
"17x12",0.0378746479538298,0.906884844291792,0,0,0.0422786241928674,0.0129618835615105
"17x13",0.0303451387213537,0.900924043455098,0.00455888356717604,0,0.0575801999018663,0.00659173435450594
"17x14",0.025261629549337,0.903215414682731,0.000891139514622844,0,0.0472782555461698,0.0233535607071399
"17x15",0.119583603585197,0.804121358971756,0.000617886359507,0,0.0756771510835397,0
"17x16",0.0106069813845069,0.783213237539829,0,0.169010870805633,0.0371689102700318,0
"17x17",0.128469162697727,0.651157493425376,0.157220776408235,0,0.0536099766916845,0.00954259077697667
"17x18",0.119331336393701,0.511611194102345,0.132224469932437,0.174913073431092,0.0619199261404262,0
"17x19",0.078960683905462,0.611066097757804,0.0679021305406378,0.0654652102760456,0.159098891453353,0.0175069860666975
"17x20",0.0767440375968338,0.5038545917168,0.225061709205531,0.0475914673833592,0.0742379550436126,0.072510239053864
"17x21",0.203755519140533,0.277983236262867,0.281332602320561,0.135686635443188,0.0764298442586172,0.0248121625742336
"17x22",0.182564373153292,0.388571492019536,0.122100372615222,0.0958113966146261,0.128633590707328,0.0823187748899962
"17x23",0.0847305512256764,0.105885534743995,0.33800835694265,0.213460343022065,0.255811530553782,0.00210368351183111
"17x24",0.10275321033176,0.057333342310833,0.317371946708276,0.083279681276277,0.383733962539155,0.0555278568336988
"17x25",0.0596303650669974,0.0831520298635335,0.535259085375461,0.25028747182558,0.0415911167960322,0.030079931072395
"17x26",0.183847444649564,0.0691019481058126,0.393182817379267,0.199362295028528,0.107625586265928,0.0468799085708998
"17x27",0.055437958381598,0.0854443817935788,0.514833003797785,0.136904799331638,0.133833694426606,0.073546162268794
"17x28",0.13204400421225,0.0598062927144759,0.205859645298026,0.31238237429669,0.214240983759929,0.0756666997186283
"17x29",0.107013485691124,0.0542646775480832,0.293758201996171,0.363048159844127,0.163799715681583,0.0181157592389107
"17x30",0.0433279882812499,0.108438854599752,0.499303768460617,0.275712849735291,0.0349235721829754,0.0382929667401149
"17x31",0.0770825840527547,0.0448424369983224,0.508150802140401,0.118865737240588,0.142138374561131,0.108920065006804
"17x32",0.0539613121114628,0.107824983662698,0.189210170451182,0.50683137850183,0.118085852701601,0.0240863025712259
"17x33",0.0513348136200544,0.134970348641328,0.241480325039283,0.461055157633168,0.0611534834599713,0.0500058716061949
"17x34",0.0827683502296433,0.0870725580817596,0.0675278706927307,0.34115932713424,0.348687886002794,0.0727840078588322
"17x35",0.0871550754040807,0.102371801154728,0.27430467744805,0.41877369241481,0.0845908347920037,0.0328039187863267
"17x36",0.0313670446020324,0.066135797259495,0.340154926904099,0.441148355145455,0.121193876088919,0
"17x37",0.0565095197927765,0.114555695748966,0.390591168920205,0.383760482331216,0.0272110337190926,0.0273720994877441
"17x38",0.116853610322329,0.27016167583993,0.388644717690743,0.0271284558536417,0.108485950469062,0.0887255898242942
"17x39",0.121460455854292,0.306121796568712,0.352379696565104,0.0026965502291313,0.143940679398252,0.0734008213845089
"17x40",0.231450607425209,0.178038899719633,0.295475372668921,0.105026496392775,0.13603942020488,0.0539692035885808
"17x41",0.252434802178671,0.224411403655484,0.274679544101993,0.117073445655476,0.0627099895116742,0.0686908148967019
"17x42",0.227493679086991,0.277995744103047,0.207265943370164,0.0784852199268389,0.163529984037347,0.0452294294756122
"17x43",0.348781899925373,0.126109562101069,0.280906423294618,0.0864939883443581,0.113644019132191,0.0440641072023901
"17x44",0.127983013338934,0.407243507690077,0.165066707943008,0.13743963863956,0.104692688084726,0.0575744443036956
