"","Ductal","Cancer","mDCs","Macrophages","Mast","Monocytes"
"2x1",0.0550273853129768,0.835534860243272,0.0808954903147537,0.00859089257675005,0.0187590471772628,0.00119232437498466
"2x2",0.136496505796023,0.793342592635358,0.00443859598420802,0,0.0314133163417542,0.0343089892426569
"2x3",0.150484661181982,0.823187549317995,0,0,0.026327789500023,0
"2x4",0.144039691438066,0.788303657208155,0.0155960400839092,0.0103081561392367,0.0417524551306338,0
"2x5",0.105707875267837,0.736368934215148,0.084314277758608,0.0592599410308936,0.0112553302121598,0.00309364151535377
"2x6",0.0703908480503549,0.518201509515118,0.124319346856892,0.199406049061075,0.087682246516561,0
"2x7",0.054425906951918,0.883764971620613,0,0,0.0618091214274688,0
"2x8",0.027488276536739,0.932014009146162,0.00756456713416243,0,0.0184217383734122,0.0145114088095247
"2x9",0.0242952083926092,0.89969330432507,0,0,0.0760114872823209,0
"2x10",0.0594958941532625,0.842232713732776,0.00137477691565968,0,0.0817506198313116,0.01514599536699
"2x11",0.103423694480489,0.821009667229615,0,0,0.0755666382898966,0
"2x12",0.00829735211072165,0.974630872777571,0,0,0.0170717751117073,0
"2x13",0.108976740939205,0.262586906808404,0.293610401062987,0.176944412481034,0.105786198910288,0.0520953397980822
"2x14",0.0606002949574129,0.880271789757207,0.00490806236348098,0,0.0495916985229383,0.00462815439896128
"2x15",0.0600398251765966,0.88977775118118,0,0,0.0438649089790409,0.00631751466318217
"2x16",0.0703272126367544,0.681777630193558,0.140382043453496,0.0182063967311438,0.0615274505723157,0.0277792664127314
"2x17",0.0619100828286781,0.839408292695338,0.0916057031910782,0,0.00707592128490615,0
"2x18",0.0654096991252186,0.689103074511757,0.0615007686914938,0.155617462407261,0.02836899526427,0
"2x19",0.278294965753069,0.563592198836308,0.0474469292390176,0.0405552920181132,0.0445372287899736,0.0255733853635188
"2x20",0.0801008908798643,0.793227808049371,0.0802569726280501,0.00471961034941492,0.0242339569353392,0.0174607611579607
"2x21",0.180444268368568,0.588688583919273,0.0662751053168729,0.000958419346416377,0.141248011562167,0.0223856114867029
"2x22",0.198969641805606,0.638525338568768,0.00707793951056409,0.10394759018944,0.0345976021784664,0.0168818877471549
"2x23",0.174714236109644,0.590236558706304,0.121552223457355,0.0442969137501704,0.0375227462318393,0.0316773217446881
"2x24",0.0719212735267541,0.721546897951275,0.107105541053704,0,0.0952326439236076,0.00419364354465917
"2x25",0.166316535033432,0.568400114032484,0.202725230162185,0.034956475995486,0.0266983969513362,0.000903247825077041
"2x26",0.14505157637206,0.615423897349027,0.161923735541058,0,0.0776007907378551,0
"2x27",0.0903622032693783,0.614808108771486,0.0236012084044903,0.161356910102832,0.0342650408374741,0.075606528614339
"2x28",0.129397233989467,0.328183428965347,0.0361604446103935,0.16445351301401,0.312626587797956,0.0291787916228259
"2x29",0.251906520763275,0.53430382803808,0.134319298195971,0.015256459412926,0.0533861481683284,0.0108277454214194
"2x30",0.283543651806613,0.487138920682635,0.0128923181217196,0.0170268000343881,0.0960074165524212,0.103390892802223
"2x31",0.164880296796138,0.393500958569135,0.300237029164637,0.0417222954427482,0.0920824344235716,0.00757698560377
"2x32",0.325444634330898,0.367021226547257,0,0.192527613222211,0.0373728441870946,0.0776336817125386
"2x33",0.171799893952527,0.480955504149701,0.0208759349851906,0.135876542642582,0.133885395875482,0.0566067283945182
"2x34",0.157416686923928,0.521542566585257,0.0849931422461822,0.163385562620057,0.0726620416245753,0
"2x35",0.109413692170654,0.621731991529546,0.192982564747406,0,0.0485685398827354,0.0273032116696597
"2x36",0.116101265562122,0.380188445984737,0.387550010628692,0.0635047441341945,0.0423864260559924,0.0102691076342619
"2x37",0.425794586885372,0.344211583069561,0.14566820880267,0,0.0843256212423972,0
"2x38",0.18111092084716,0.365925872292092,0.0722493698631255,0.246344287447251,0.129004666868744,0.00536488268162732
"2x39",0.364995467429072,0.295409547609591,0.112702332148182,0.166453062817651,0.0275252658712416,0.0329143241242622
"2x40",0.185795978767442,0.398441348944413,0.142322038013996,0.201796472614691,0.0074165876975789,0.0642275739618791
"2x41",0.436247106163035,0.236049822445336,0.135966157366807,0.187495225217988,0.00424168880683482,0
"2x42",0.263019827957511,0.414535936672856,0.187073381055005,0.0696772798343543,0.053716208031465,0.0119773664488079
"2x43",0.18789652212773,0.256111000923302,0.367164903546456,0.0894068040486113,0.0891677687299581,0.0102530006239419
"2x44",0.432476595745963,0.248694465086205,0.165699343200247,0.0429907022343918,0.108520334285838,0.00161855944735584
"2x45",0.325815676350723,0.314105673698747,0.193731144298999,0.0646559334884689,0.0951591327390227,0.00653243942403971
"2x46",0.202894839216518,0.308918620201553,0.27642411171955,0.0721108561024758,0.127900993135387,0.0117505796245163
"2x47",0.13413650172333,0.320175233498684,0.344456321910855,0.0392765418117722,0.133335590852931,0.0286198102024281
"2x48",0.321342778352122,0.279906891705913,0.139965987807727,0.0690091522315299,0.189775189902707,0
"2x49",0.318345815077299,0.31374896359526,0.000703147640561265,0.261127070104851,0.105970262473787,0.000104741108242892
"3x0",0.114538324910048,0.791926248568766,0,0.0395490935571531,0.0418871571071528,0.0120991758568801
"3x1",0.165708601553689,0.787879574753855,0,0,0.046411823692456,0
"3x2",0.0935548112334775,0.879233658748838,0.00208013623394566,0,0.0194947885202448,0.00563660526349425
"3x3",0.14660130758123,0.83426581966903,0.0184077372879865,0,0.000725135461753861,0
"3x4",0.0885012379526756,0.833739451912814,0.00207186842401648,0,0.0646676365660297,0.0110198051444643
"3x5",0.0801516773931422,0.866005780447102,0,0,0.0538425421597556,0
"3x6",0.0474186047721414,0.895840429612575,0.000591391759671131,0,0.0520340176141912,0.0041155562414215
"3x7",0.041654975821965,0.897657770164771,0.0116073406999711,0,0.0465524266633988,0.00252748664989406
"3x8",0.0366759958793885,0.532963260979405,0.161654095626982,0.207367106139825,0.0511461155621178,0.010193425812281
"3x9",0.0847211873130325,0.853328236719721,0,0,0.0510671885920113,0.0108833873752357
"3x10",0.140924526748957,0.786493978371525,0,0,0.0534096974807191,0.0191717973987983
"3x11",0.0378788172059365,0.884212443140691,0,0,0.0779087396533722,0
"3x12",0.0566868844097624,0.778141286054275,0.0304139357995418,0.0422919301688998,0.0908711211620675,0.00159484240545304
"3x13",0.0695858282647037,0.860947350575221,0.00222551829518052,0,0.0645107658933678,0.00273053697152685
"3x14",0.041093082395699,0.681766879415684,0.195081376070542,0,0.0475889296971349,0.0344697324209398
"3x15",0.0857120074429332,0.837592124004103,0.00548477891677639,0.0125977906798593,0.0581787390505405,0.000434559905787687
"3x16",0.0491630158217786,0.84466363541323,0.0688181326290891,0,0.0358785058491128,0.00147671028678909
"3x17",0.0521656218985474,0.858677465667309,0.00592100952256804,0,0.0832359029115752,0
"3x18",0.0915364438954331,0.823335041557969,0.0254386512972309,0,0.0317713277114056,0.0279185355379614
"3x19",0.115226032859519,0.779929455254716,0,0.0189628239505704,0.0479091750253653,0.037972512909829
"3x20",0.0855280060366036,0.748913718731253,0,0.11813351515569,0.0394239620025287,0.00800079807392476
"3x21",0.142109644369939,0.516039092249408,0.167314356796789,0,0.174536906583864,0
"3x22",0.0461954088838157,0.818243523698569,0.0373170070547755,0.0233594537297812,0.0402397352654712,0.034644871367587
"3x23",0.0836023136904598,0.715045009663638,0,0.116376800059287,0.0849758765866145,0
"3x24",0.151163299532902,0.514330852124051,0.128539542280318,0.153024978583043,0.0529413274796861,0
"3x25",0.198267004027164,0.363808582876247,0.307112347259679,0,0.130551842768701,0.000260223068209311
"3x26",0.200440404104067,0.423703972149595,0.208820207728739,0.166697001303239,0.000332261988624263,6.15272573617555e-06
"3x27",0.243576938279161,0.519803065985564,0,0.0714470297568589,0.104623089251423,0.0605498767269926
"3x28",0.34898390812989,0.411379314156702,0.0163080446380419,0.182890212835704,0.0404385202396625,0
"3x29",0.148079234197923,0.497075462541494,0.294528116595913,0,0.0434982201907301,0.0168189664739396
"3x30",0.17404885458135,0.382680138415698,0.21876424903038,0.201623437637217,0.0228833203353547,0
"3x31",0.132824440462054,0.443500647670878,0.172430174526887,0.154645865561841,0.0666666440366455,0.0299322277416948
"3x32",0.134179255238284,0.616263910645727,0.199043774604123,0.00185856320342923,0.00730111294640874,0.0413533833620275
"3x33",0.0789267856511645,0.479859650213739,0.311465702013357,0.0618910939561707,0.0476321267800123,0.0202246413855568
"3x34",0.189288192298679,0.243348043308312,0.279118990717452,0.153685438809129,0.093775486815101,0.0407838480513261
"3x35",0.252018864302723,0.236169632832906,0.213195974825549,0.114496216025956,0.125759274339093,0.0583600376737734
"3x36",0.23865879238027,0.462753176808204,0.0892613656054944,0.101199555749389,0.064953176685796,0.0431739327708465
"3x37",0.249905095718048,0.320272858990078,0.148244134064927,0.190398548642799,0.0911793625841478,0
"3x38",0.227449108753857,0.415225461200369,0.197929800605529,0.00766790951197393,0.0485731233948063,0.103154596533465
"3x39",0.125749492491752,0.365757587769424,0.22500945540673,0.0937696024063728,0.167458227446238,0.0222556344794825
"3x40",0.254973065516891,0.21928992406403,0.161359867773711,0.173083934462891,0.132750204831849,0.0585430033506287
"3x41",0.257881081592544,0.291714972056315,0.369074805035474,0,0.0525298991870148,0.0287992421286519
"3x42",0.246766802200542,0.359596134254527,0.144125569442178,0.207940156819754,0.0203625565947734,0.0212087806882253
"3x43",0.191297917517922,0.336843107919465,0.105266292250392,0.17881763307326,0.170355229811002,0.0174198194279599
"3x44",0.297120113716257,0.414688225667816,0.103665178919389,0,0.0888155038567624,0.095710977839776
"3x45",0.276931813489642,0.44580455831292,0.127977332650349,0,0.0155809033492602,0.133705392197828
"3x46",0.161315131311803,0.461794902883616,0.0786402033206195,0.121442451596854,0.167997710548296,0.00880960033881185
"3x47",0.342385760833227,0.383341339591156,0.0865779977976034,0.0117453035322827,0.0842746292694138,0.0916749689763177
"3x48",0.157114286139624,0.596811906822535,0.0770838506611119,0,0.0636284988553306,0.105361457521399
"3x49",0.289964779983589,0.335694726604297,0.278030348580267,0.0212657665723912,0.0342389554226689,0.0408054228367867
"4x0",0.189974083605134,0.730594314206126,0,0,0.0747352735033264,0.00469632868541335
"4x1",0.0987155245054126,0.747039057127892,0.111808918708647,0,0.0384945097700385,0.00394198988801058
"4x2",0.249575640876583,0.626405042017512,0.0179635174994614,0.0854891016480904,0.0205666979583535,0
"4x3",0.119177935764735,0.782250225898214,0.00129266597053838,0,0.0783549809460409,0.0189241914204715
"4x4",0.0641772679549596,0.930997612620385,0,0,0.00263065555035343,0.00219446387430208
"4x5",0.0807252068152455,0.877313263492966,0,0,0.0405704666863034,0.00139106300548523
"4x6",0.0229061527769453,0.926262585657961,0,0,0.0508312615650935,0
"4x7",0.0766782774392641,0.855803417327856,0,0,0.0675183052328797,0
"4x8",0.0462669334085621,0.923156620951399,0,0,0.0245799128061083,0.00599653283393037
"4x9",0.0914125919037179,0.834853203181232,0,0,0.0737342049150504,0
"4x10",0.0179757545050761,0.934570647752336,0.00514688936752351,0,0.0420437066344099,0.000263001740654171
"4x11",0.0475496998402964,0.883377073380477,0,0,0.0690732267792266,0
"4x12",0.0808590438215581,0.872858554214958,0.00132736887874809,0,0.0449550330847354,0
"4x13",0.0213419911071174,0.899817863246382,0,0,0.0757749813745875,0.0030651642719134
"4x14",0.0837554888551531,0.83068892336862,0,0,0.0855555877762267,0
"4x15",0.1172971672175,0.821098303206104,0,0.00168072566955486,0.0567486088575079,0.00317519504933305
"4x16",0.0533700536776491,0.868419526814122,0,0,0.0782104195082289,0
"4x17",0.103761213347907,0.795508780342687,0,0,0.0428477684578841,0.0578822378515221
"4x18",0.0362427902552136,0.852703488401433,0.0305224872080856,0,0.0454973479864545,0.0350338861488131
"4x19",0.155346956781972,0.646406826074196,0.0786328631690029,0,0.0813230349448119,0.0382903190300167
"4x20",0.132395010730641,0.814299612914924,0.00129108655149808,0.00181044341403547,0.0273119444124853,0.022891901976416
"4x21",0.0853348667597527,0.747695324612692,0.0963545033508317,0,0.0236237264192501,0.046991578857474
"4x22",0.222728817570513,0.615506274971339,0.0995430222419598,0,0.0322781573029487,0.0299437279132397
"4x23",0.0764491074107529,0.570225455436054,0.282861021746403,0,0.0704644154067908,0
"4x24",0.14778740732517,0.591679012106139,0.144282342478156,0,0.115875774219281,0.000375463871253919
"4x25",0.191041622604982,0.556477921954042,0.051054049976663,0.178187794315841,0.0232386111484725,0
"4x26",0.121306579848682,0.449147109051934,0.29858985368136,0.0268618378540264,0.0901844578863864,0.0139101616776108
"4x27",0.136850407566829,0.564072085291634,0.132011906449674,0.0897694384805048,0.0418262835206194,0.0354698786907393
"4x28",0.19893386561398,0.493158608903867,0.227760754500327,0.00428605501733098,0.0613510383353965,0.0145096776290982
"4x29",0.143984702952263,0.32997168444773,0.303835482905026,0.136752875234007,0.0779441681262447,0.0075110863347301
"4x30",0.184981325605856,0.431230220292928,0.175656397801987,0.00478668996988705,0.110549955378011,0.0927954109513301
"4x31",0.570793367806393,0.0790794197682059,0.285971962000403,0.00217909519502488,0.0421433395769077,0.0198328156530654
"4x32",0.262192835077478,0.2617173156888,0.270737544631685,0.0145420436032362,0.115728147462939,0.0750821135358621
"4x33",0.174182534533308,0.474502359979723,0.191391705923574,0,0.0842298151957889,0.0756935843676071
"4x34",0.195520214436747,0.392756293707997,0.302059438552472,0.0628131601033086,0.0468508931994748,0
"4x35",0.169080383512337,0.457512552826982,0.246036668132266,0.0610416513819362,0.0663287441464799,0
"4x36",0.231058080293858,0.307835687342902,0.278641039484382,0.0393969868971124,0.0836636605095598,0.0594045454721852
"4x37",0.176516269012899,0.408818097761836,0.0956782459589959,0.0899181760340249,0.169624913799865,0.0594442974323788
"4x38",0.33478390107725,0.437268751942163,0.105553374856895,0,0.0893200695156907,0.0330739026080005
"4x39",0.448530927983125,0.216752005387756,0.204164944907545,0.0876606823465667,0.0278588933310554,0.0150325460439523
"4x40",0.15732138189988,0.349321123378788,0.34877885075196,0,0.140710553186176,0.00386809078319664
"4x41",0.221925691832588,0.393143928961727,0.116319583619841,0.00296064018939191,0.265049921658033,0.000600233738418603
"4x42",0.199996635413327,0.382010060681329,0.29376109310092,0,0.0464325870532501,0.0777996237511737
"4x43",0.0741312551592207,0.541851603628782,0.20387873415613,0.129943469469445,0.0420990056571396,0.00809593192928201
"4x44",0.181210883631619,0.315070687475812,0.234887874110218,0.182731639572,0.0858615969773573,0.0002373182329939
"4x45",0.302153638770619,0.377879184488524,0.0962449449501937,0.140901196477154,0.0328793065050382,0.0499417288084713
"4x46",0.218635300564767,0.390389562132465,0.129515658172423,0.205497244071881,0.0478309852184557,0.00813124984000854
"4x47",0.254522268497499,0.409738535771559,0.103331575396668,0.0669461636319754,0.0807089318915318,0.0847525248107666
"4x48",0.259653955986717,0.254717241436772,0.268230619360494,0.12294639615502,0.0944517870609977,0
"4x49",0.356482296600439,0.327237035980474,0.0177933240022043,0.018403592060132,0.150491244761248,0.129592506595503
"5x0",0.222679753417217,0.663141929325652,0.0395799590001328,0.0224558884018265,0.0175601149389491,0.0345823549162224
"5x1",0.0285464765048249,0.81331451768794,0.102730828577643,0,0.0300070660409897,0.0254011111886024
"5x2",0.03914743831469,0.918266124304351,0.000251826456869406,0,0.0372563433914797,0.00507826753260975
"5x3",0.0559455822037364,0.836136644933758,0,0,0.10086989190129,0.00704788096121548
"5x4",0.0697837902030626,0.832651249172891,0.00179181813444746,0,0.0957731424895991,0
"5x5",0.033319016816377,0.894599583945964,0.00937401247156605,0.000347763693951395,0.0500598266498315,0.0122997964223096
"5x6",0.0924519023573521,0.670986947109027,0.187790377500348,0,0.0259392591460298,0.0228315138872435
"5x7",0.0607634339116494,0.86044783264901,0.0154016437038197,0,0.0516415983480985,0.0117454913874222
"5x8",0.0507491294931444,0.901692727113309,0.010294868365535,0,0.0372632750280113,0
"5x9",0.0598026159461691,0.934977409839328,0.00388097612333957,0,0.000740489656691238,0.000598508434472399
"5x10",0.0501137852451902,0.902857939922937,0,0,0.0470282748318726,0
"5x11",0.0770763085794126,0.855474909789132,0,0,0.0674487816314552,0
"5x12",0.0545335762422225,0.909130719811241,0,0,0.0235528442577864,0.0127828596887495
"5x13",0.0904042535971565,0.877468276279071,0,0,0.0321274701237729,0
"5x14",0.0721648862702742,0.835345347671276,0.00226486500563737,0,0.0830368287986507,0.00718807225416148
"5x15",0.0150702124101155,0.896437616500824,0.000986892007173139,0,0.0801161249405952,0.00738915414129204
"5x16",0.0200562298496414,0.935894509836589,0,0,0.0353934162507043,0.00865584406306479
"5x17",0.0826178479573522,0.833426339189355,0.00282432976155797,0,0.0811314830917345,0
"5x18",0.249917674791687,0.460756978064919,0.168889580016571,0.0980213424621939,0.0224144246646293,0
"5x19",0.137973720078068,0.708107317088431,0.0787313461894892,0,0.0751876166440117,0
"5x20",0.102727539111863,0.75255877951957,0,0.046042987887567,0.0559797723602985,0.0426909211207018
"5x21",0.143509150055434,0.727973782496875,0.0609395610491771,0,0.0447278634881076,0.0228496429104059
"5x22",0.140306906241254,0.581795372194636,0.0999505429530067,0.108874804545712,0.0641460637315516,0.00492631033383968
"5x23",0.0702298445022141,0.601867186033592,0.297614618341062,0,0.0302883511231317,0
"5x24",0.109013827811805,0.507948452594279,0.189083954049988,0.0890181968543066,0.0937259071987297,0.0112096614908912
"5x25",0.160471069809228,0.420877452879326,0.188774143157157,0.204892030720429,0.0249853034338604,0
